Date,DayPeakGen(MW),EveningPeakGen(MW),MaxDemand(MW),MaxGen(MW),Temp(C),Year,Month,Season,IsHoliday
2021-12-06,11755,13078,9500,13078,21.5,2021,12,lowTempSeason,No
2021-12-05,11581,12926,9600,12926,23.1,2021,12,lowTempSeason,No
2021-12-04,11140,12415,9000,12415,24.4,2021,12,lowTempSeason,No
2021-12-03,11040,12380,9000,12380,25.1,2021,12,lowTempSeason,Yes
2021-12-02,12492,13781,9700,13781,25.8,2021,12,lowTempSeason,No
2021-12-01,12330,13760,9600,13760,25.2,2021,12,lowTempSeason,No
2021-11-30,12509,13923,9300,13923,24.1,2021,11,lowTempSeason,No
2021-11-29,11868,13301,9300,13301,24.3,2021,11,lowTempSeason,No
2021-11-28,11925,13218,9700,13218,24.0,2021,11,lowTempSeason,No
2021-11-27,11913,13207,8800,13207,24.5,2021,11,lowTempSeason,No
2021-11-26,11810,13209,9000,13209,25.0,2021,11,lowTempSeason,Yes
2021-11-25,12387,13615,9900,13615,25.1,2021,11,lowTempSeason,No
2021-11-24,12259,13553,10300,13553,26.7,2021,11,lowTempSeason,No
2021-11-23,12350,13720,10000,13720,25.8,2021,11,lowTempSeason,No
2021-11-22,12837,14263,9700,14263,26.0,2021,11,lowTempSeason,No
2021-11-21,13106,14618,10200,14618,25.8,2021,11,lowTempSeason,No
2021-11-20,12993,14514,9200,14514,25.5,2021,11,lowTempSeason,No
2021-11-19,12888,14484,9000,14484,25.5,2021,11,lowTempSeason,Yes
2021-11-18,12870,14353,9900,14353,25.8,2021,11,lowTempSeason,No
2021-11-17,12450,13953,9700,13953,26.0,2021,11,lowTempSeason,No
2021-11-16,12318,13864,9800,13864,25.1,2021,11,lowTempSeason,No
2021-11-15,12163,13663,9300,13663,23.8,2021,11,lowTempSeason,No
2021-11-14,12128,13624,9800,13624,23.5,2021,11,lowTempSeason,No
2021-11-13,12741,14233,10500,14233,25.1,2021,11,lowTempSeason,No
2021-11-12,12967,14434,10000,14434,26.8,2021,11,lowTempSeason,Yes
2021-11-11,12659,14075,10500,14075,26.7,2021,11,lowTempSeason,No
2021-11-10,12709,14185,10500,14185,26.5,2021,11,lowTempSeason,No
2021-11-08,12465,13765,10000,13765,26.1,2021,11,lowTempSeason,No
2021-11-07,12797,14099,10400,14099,26.6,2021,11,lowTempSeason,No
2021-11-07,12797,14099,10400,14099,26.6,2021,11,lowTempSeason,No
2021-11-06,13043,14387,10300,14387,26.6,2021,11,lowTempSeason,No
2021-11-05,12831,14087,9600,14087,26.9,2021,11,lowTempSeason,Yes
2021-11-04,12827,14362,10500,14362,27.5,2021,11,lowTempSeason,No
2021-11-03,13260,14571,10500,14571,27.0,2021,11,lowTempSeason,No
2021-11-02,13635,15038,11000,15038,27.1,2021,11,lowTempSeason,No
2021-11-01,13529,14872,11000,14872,27.5,2021,11,lowTempSeason,No
2021-10-31,13495,14758,12000,14758,28.6,2021,10,highTempSeason,No
2021-10-30,13595,14749,11700,14749,28.5,2021,10,highTempSeason,No
2021-10-29,13488,14776,10700,14776,28.9,2021,10,highTempSeason,Yes
2021-10-28,13532,14684,12000,14684,28.4,2021,10,highTempSeason,No
2021-10-27,13471,14687,12000,14687,28.8,2021,10,highTempSeason,No
2021-10-25,13898,15057,12000,15057,28.6,2021,10,highTempSeason,No
2021-10-24,13578,14773,12600,14773,28.5,2021,10,highTempSeason,No
2021-10-23,13375,14460,11500,14460,28.7,2021,10,highTempSeason,No
2021-10-22,13367,14404,11000,14404,28.4,2021,10,highTempSeason,Yes
2021-10-21,13551,14579,12400,14579,28.5,2021,10,highTempSeason,No
2021-10-20,13486,14569,11500,14569,27.8,2021,10,highTempSeason,No
2021-10-19,13457,14534,12000,14534,27.0,2021,10,highTempSeason,No
2021-10-18,13663,14762,12600,14762,28.0,2021,10,highTempSeason,No
2021-10-17,13550,14754,13600,14754,30.2,2021,10,highTempSeason,No
2021-10-16,13466,14618,13500,14618,30.0,2021,10,highTempSeason,No
2021-10-15,13614,14700,12900,14700,30.8,2021,10,highTempSeason,Yes
2021-10-14,13528,14618,13800,14618,30.7,2021,10,highTempSeason,No
2021-10-13,13158,14215,13700,14215,30.0,2021,10,highTempSeason,No
2021-10-12,13362,14350,13800,14350,30.8,2021,10,highTempSeason,No
2021-10-11,13213,14081,13800,14081,31.1,2021,10,highTempSeason,No
2021-10-09,13298,14426,12800,14426,30.2,2021,10,highTempSeason,No
2021-10-09,13298,14426,12800,14426,30.2,2021,10,highTempSeason,No
2021-10-08,13219,14300,12200,14300,30.2,2021,10,highTempSeason,Yes
2021-10-07,13415,14551,13000,14551,29.9,2021,10,highTempSeason,No
2021-10-06,13490,14505,12500,14505,28.5,2021,10,highTempSeason,No
2021-10-05,13846,14860,12500,14860,28.4,2021,10,highTempSeason,No
2021-10-04,13555,14830,13000,14830,29.6,2021,10,highTempSeason,No
2021-10-03,13901,14955,13800,14955,29.9,2021,10,highTempSeason,No
2021-10-02,13587,14718,13000,14718,31.0,2021,10,highTempSeason,No
2021-10-01,13866,14891,12800,14891,30.8,2021,10,highTempSeason,Yes
2021-09-30,14110,15149,13000,15149,29.9,2021,9,highTempSeason,No
2021-09-29,13810,14840,13000,14840,28.2,2021,9,highTempSeason,No
2021-09-28,13740,14934,13200,14934,28.8,2021,9,highTempSeason,No
2021-09-27,13927,14894,13800,14894,30.2,2021,9,highTempSeason,No
2021-09-26,13988,14930,13300,14930,30.8,2021,9,highTempSeason,No
2021-09-26,13988,14930,13300,14930,30.8,2021,9,highTempSeason,No
2021-09-25,13987,14938,13200,14938,29.9,2021,9,highTempSeason,No
2021-09-22,13995,14842,13200,14842,29.3,2021,9,highTempSeason,No
2021-09-21,13803,14620,13200,14620,28.3,2021,9,highTempSeason,No
2021-09-20,13756,14564,13300,14564,28.9,2021,9,highTempSeason,No
2021-09-19,13778,14618,13200,14618,28.8,2021,9,highTempSeason,No
2021-09-18,13816,14577,12800,14577,29.2,2021,9,highTempSeason,No
2021-09-17,13955,14721,12900,14721,29.3,2021,9,highTempSeason,Yes
2021-09-16,13842,14619,13500,14619,30.0,2021,9,highTempSeason,No
2021-09-15,13675,14390,13400,14390,30.4,2021,9,highTempSeason,No
2021-09-14,13540,14230,13500,14230,28.9,2021,9,highTempSeason,No
2021-09-13,13749,14523,13800,14523,30.1,2021,9,highTempSeason,No
2021-09-12,13923,14720,13800,14720,31.9,2021,9,highTempSeason,No
2021-09-10,13540,14238,12500,14238,31.0,2021,9,highTempSeason,Yes
2021-09-09,13370,14180,13500,14180,30.2,2021,9,highTempSeason,No
2021-09-08,13409,14315,13500,14315,29.7,2021,9,highTempSeason,No
2021-09-07,13381,14395,13300,14395,29.8,2021,9,highTempSeason,No
2021-09-06,13186,14280,13800,14280,30.4,2021,9,highTempSeason,No
2021-09-05,13460,14592,13800,14592,30.6,2021,9,highTempSeason,No
2021-09-04,13578,14697,13000,14697,30.1,2021,9,highTempSeason,No
2021-09-03,13257,14311,12300,14311,30.2,2021,9,highTempSeason,Yes
2021-09-02,12863,14205,13300,14205,30.0,2021,9,highTempSeason,No
2021-09-01,13308,14170,13500,14170,29.2,2021,9,highTempSeason,No
2021-08-31,13266,14241,13500,14241,29.8,2021,8,highTempSeason,No
2021-08-30,13490,14234,13000,14234,29.2,2021,8,highTempSeason,No
2021-08-29,13680,14423,13500,14423,29.2,2021,8,highTempSeason,No
2021-08-28,13705,14448,13000,14448,30.4,2021,8,highTempSeason,No
2021-08-27,13239,14432,12000,14432,29.4,2021,8,highTempSeason,Yes
2021-08-26,13746,14669,13000,14669,28.4,2021,8,highTempSeason,No
2021-08-25,13615,14507,13300,14507,29.2,2021,8,highTempSeason,No
2021-08-24,13742,14679,13000,14679,29.2,2021,8,highTempSeason,No
2021-08-23,13914,14883,13500,14883,28.9,2021,8,highTempSeason,No
2021-08-22,14250,15255,13200,15255,31.0,2021,8,highTempSeason,No
2021-08-21,14223,15250,12400,15250,29.0,2021,8,highTempSeason,No
2021-08-20,13832,14924,12200,14924,28.8,2021,8,highTempSeason,Yes
2021-08-19,13818,14777,12800,14777,28.4,2021,8,highTempSeason,No
2021-08-18,14417,15431,13100,15431,28.6,2021,8,highTempSeason,No
2021-08-17,14065,15255,13000,15255,28.4,2021,8,highTempSeason,No
2021-08-16,14084,15036,13200,15036,29.5,2021,8,highTempSeason,No
2021-08-15,14195,15185,12500,15185,30.0,2021,8,highTempSeason,Yes
2021-08-14,14225,15200,12600,15200,29.5,2021,8,highTempSeason,No
2021-08-13,14226,15044,12800,15044,29.3,2021,8,highTempSeason,Yes
2021-08-12,14310,14945,13000,14945,30.5,2021,8,highTempSeason,No
2021-08-11,13821,14895,13000,14895,29.6,2021,8,highTempSeason,No
2021-08-10,14060,14879,13000,14879,29.8,2021,8,highTempSeason,No
2021-08-09,14060,14879,13000,14879,29.3,2021,8,highTempSeason,No
2021-08-08,14454,14931,13200,14931,29.4,2021,8,highTempSeason,No
2021-08-07,14258,14902,12700,14902,28.8,2021,8,highTempSeason,No
2021-08-06,14119,14744,11700,14744,29.7,2021,8,highTempSeason,Yes
2021-08-05,13980,14619,13000,14619,30.8,2021,8,highTempSeason,No
2021-08-04,13784,14448,12400,14448,29.2,2021,8,highTempSeason,No
2021-08-03,14106,14863,13000,14863,30.3,2021,8,highTempSeason,No
2021-08-02,14106,14930,12000,14930,28.7,2021,8,highTempSeason,No
2021-08-01,14453,15220,12000,15220,29.0,2021,8,highTempSeason,No
2021-07-31,14180,14980,11000,14980,29.0,2021,7,highTempSeason,No
2021-07-30,14021,14813,9500,14813,28.0,2021,7,highTempSeason,Yes
2021-07-29,13962,14733,10000,14733,27.4,2021,7,highTempSeason,No
2021-07-28,14147,14994,11000,14994,29.6,2021,7,highTempSeason,No
2021-07-27,14610,15430,11500,15430,30.0,2021,7,highTempSeason,No
2021-07-26,14290,15180,12200,15180,30.5,2021,7,highTempSeason,No
2021-07-25,14225,15089,11500,15089,29.6,2021,7,highTempSeason,No
2021-07-24,14325,15185,12800,15185,28.6,2021,7,highTempSeason,No
2021-07-23,14308,15144,12700,15144,29.1,2021,7,highTempSeason,Yes
2021-07-22,13512,14542,11500,14542,30.3,2021,7,highTempSeason,No
2021-07-21,13814,14844,11500,14844,29.8,2021,7,highTempSeason,No
2021-07-20,14087,15283,10600,15283,28.8,2021,7,highTempSeason,No
2021-07-19,13967,14920,13000,14920,28.8,2021,7,highTempSeason,No
2021-07-18,14535,15478,13300,15478,28.5,2021,7,highTempSeason,No
2021-07-17,14484,15427,13300,15427,29.9,2021,7,highTempSeason,No
2021-07-16,14606,15407,12800,15407,30.0,2021,7,highTempSeason,Yes
2021-07-15,14095,15387,13700,15387,30.3,2021,7,highTempSeason,No
2021-07-14,13980,15171,13000,15171,31.1,2021,7,highTempSeason,No
2021-07-13,14245,15331,13400,15331,30.1,2021,7,highTempSeason,No
2021-07-12,14163,15270,13500,15270,30.9,2021,7,highTempSeason,No
2021-07-11,14200,15385,13300,15385,30.0,2021,7,highTempSeason,No
2021-07-10,14144,15299,12700,15299,29.5,2021,7,highTempSeason,No
2021-07-09,13884,15105,11900,15105,29.8,2021,7,highTempSeason,Yes
2021-07-08,13849,15050,12000,15050,29.2,2021,7,highTempSeason,No
2021-07-07,13739,14924,12600,14924,28.2,2021,7,highTempSeason,No
2021-07-06,13780,14980,13000,14980,29.5,2021,7,highTempSeason,No
2021-07-05,13869,15216,12500,15216,28.8,2021,7,highTempSeason,No
2021-07-04,14134,15507,12000,15507,28.1,2021,7,highTempSeason,No
2021-07-03,14203,15430,12400,15430,28.2,2021,7,highTempSeason,No
2021-07-02,14143,15193,11000,15193,26.9,2021,7,highTempSeason,Yes
2021-07-01,14650,15390,11500,15390,27.1,2021,7,highTempSeason,No
2021-06-30,14476,15304,12800,15304,27.8,2021,6,highTempSeason,No
2021-06-29,14589,15524,13000,15524,27.8,2021,6,highTempSeason,No
2021-06-28,14366,15566,13400,15566,30.0,2021,6,highTempSeason,No
2021-06-27,14253,15612,13600,15612,30.6,2021,6,highTempSeason,No
2021-06-26,14712,15598,12800,15598,29.6,2021,6,highTempSeason,No
2021-06-25,14861,15711,11800,15711,29.5,2021,6,highTempSeason,Yes
2021-06-24,14828,15802,13200,15802,29.8,2021,6,highTempSeason,No
2021-06-23,14655,15715,13000,15715,29.3,2021,6,highTempSeason,No
2021-06-22,13903,15299,12500,15299,27.8,2021,6,highTempSeason,No
2021-06-21,14187,15113,12900,15113,28.3,2021,6,highTempSeason,No
2021-06-20,14247,15190,11800,15190,27.3,2021,6,highTempSeason,No
2021-06-19,14478,15411,12700,15411,26.8,2021,6,highTempSeason,No
2021-06-18,13085,13960,11000,13960,27.4,2021,6,highTempSeason,Yes
2021-06-17,14012,14897,12000,14897,28.2,2021,6,highTempSeason,No
2021-06-16,13615,14580,12800,14580,28.1,2021,6,highTempSeason,No
2021-06-15,13929,14854,13000,14854,28.7,2021,6,highTempSeason,No
2021-06-14,13887,14863,13000,14863,29.7,2021,6,highTempSeason,No
2021-06-13,14266,15227,13500,15227,29.5,2021,6,highTempSeason,No
2021-06-12,14057,15539,13700,15539,29.5,2021,6,highTempSeason,No
2021-06-11,14509,15511,12000,15511,29.1,2021,6,highTempSeason,Yes
2021-06-10,14491,15487,13500,15487,29.1,2021,6,highTempSeason,No
2021-06-09,14466,15482,13000,15482,29.0,2021,6,highTempSeason,No
2021-06-08,14053,15420,11500,15420,29.3,2021,6,highTempSeason,No
2021-06-07,13980,15246,13200,15246,29.4,2021,6,highTempSeason,No
2021-06-06,14791,15748,13500,15748,28.3,2021,6,highTempSeason,No
2021-06-05,14553,15570,12800,15570,28.1,2021,6,highTempSeason,No
2021-06-04,15099,16011,12000,16011,31.1,2021,6,highTempSeason,Yes
2021-06-03,14339,15283,13800,15283,30.4,2021,6,highTempSeason,No
2021-06-02,13960,14766,13000,14766,30.5,2021,6,highTempSeason,No
2021-06-01,13585,14261,12200,14261,28.3,2021,6,highTempSeason,No
2021-05-31,13446,14397,13200,14397,27.8,2021,5,highTempSeason,No
2021-05-30,13758,14571,13700,14571,30.7,2021,5,highTempSeason,No
2021-05-29,14268,15133,13000,15133,31.3,2021,5,highTempSeason,No
2021-05-28,14138,14956,11500,14956,30.1,2021,5,highTempSeason,Yes
2021-05-27,14045,15225,12500,15225,29.0,2021,5,highTempSeason,No
2021-05-26,14392,15623,11500,15623,27.8,2021,5,highTempSeason,No
2021-05-25,14986,16053,11800,16053,29.7,2021,5,highTempSeason,No
2021-05-24,14986,15881,14500,15881,32.5,2021,5,highTempSeason,No
2021-05-23,14923,15861,14500,15861,33.0,2021,5,highTempSeason,No
2021-05-22,14470,15750,13000,15750,32.5,2021,5,highTempSeason,No
2021-05-21,14458,15504,12300,15504,31.6,2021,5,highTempSeason,Yes
2021-05-20,14800,15717,13200,15717,31.8,2021,5,highTempSeason,No
2021-05-19,14305,15161,12500,15161,31.5,2021,5,highTempSeason,No
2021-05-18,14358,15278,13000,15278,30.3,2021,5,highTempSeason,No
2021-05-17,14400,15350,11600,15350,30.7,2021,5,highTempSeason,No
2021-05-16,14275,15285,11200,15285,29.7,2021,5,highTempSeason,No
2021-05-15,13777,14686,11000,14686,30.5,2021,5,highTempSeason,No
2021-05-14,14741,15720,10500,15720,29.3,2021,5,highTempSeason,Yes
2021-05-13,14914,15761,10700,15761,29.1,2021,5,highTempSeason,No
2021-05-12,14545,15766,11000,15766,28.9,2021,5,highTempSeason,No
2021-05-11,14985,15748,11000,15748,26.9,2021,5,highTempSeason,No
2021-05-10,14829,15724,11800,15724,30.2,2021,5,highTempSeason,No
2021-05-09,15002,15780,13000,15780,30.4,2021,5,highTempSeason,No
2021-05-08,14855,15773,12000,15773,30.2,2021,5,highTempSeason,No
2021-05-07,14256,15418,11800,15418,29.9,2021,5,highTempSeason,Yes
2021-05-06,14669,15467,12200,15467,28.6,2021,5,highTempSeason,No
2021-05-05,14624,15462,13000,15462,29.5,2021,5,highTempSeason,No
2021-05-04,14667,15616,13000,15616,29.2,2021,5,highTempSeason,No
2021-05-03,14975,16086,13200,16086,29.0,2021,5,highTempSeason,No
2021-05-02,15070,15965,13700,15965,30.7,2021,5,highTempSeason,No
2021-05-01,14867,15732,11800,15732,30.5,2021,5,highTempSeason,No
2021-04-30,14867,15821,13300,15821,32.1,2021,4,highTempSeason,Yes
2021-04-29,14922,16101,13500,16101,31.0,2021,4,highTempSeason,No
2021-04-28,14469,15398,14100,15398,32.6,2021,4,highTempSeason,No
2021-04-27,14370,15300,13950,15300,33.4,2021,4,highTempSeason,No
2021-04-26,14358,15425,13700,15425,31.7,2021,4,highTempSeason,No
2021-04-25,14978,15687,13400,15687,31.8,2021,4,highTempSeason,No
2021-04-24,15039,15828,13300,15828,30.7,2021,4,highTempSeason,No
2021-04-23,14726,15546,12900,15546,30.3,2021,4,highTempSeason,Yes
2021-04-22,14495,15545,13000,15545,30.3,2021,4,highTempSeason,No
2021-04-21,14746,15595,13500,15595,30.4,2021,4,highTempSeason,No
2021-04-20,14926,15739,13300,15739,31.4,2021,4,highTempSeason,No
2021-04-19,14846,16041,12900,16041,30.6,2021,4,highTempSeason,No
2021-04-18,15009,15834,12000,15834,30.7,2021,4,highTempSeason,No
2021-04-17,15075,15995,13000,15995,29.5,2021,4,highTempSeason,No
2021-04-16,14376,15459,12200,15459,30.5,2021,4,highTempSeason,Yes
2021-04-15,14691,15434,13200,15434,31.1,2021,4,highTempSeason,No
2021-04-14,14755,15498,13200,15498,32.1,2021,4,highTempSeason,Yes
2021-04-13,14598,15354,13300,15354,31.7,2021,4,highTempSeason,No
2021-04-12,14430,15175,13100,15175,31.3,2021,4,highTempSeason,No
2021-04-11,14257,14996,13100,14996,30.4,2021,4,highTempSeason,No
2021-04-10,14129,15072,12800,15072,30.3,2021,4,highTempSeason,No
2021-04-09,14401,15293,12200,15293,29.8,2021,4,highTempSeason,Yes
2021-04-08,14883,15688,12900,15688,30.0,2021,4,highTempSeason,No
2021-04-07,14669,15373,12700,15373,30.1,2021,4,highTempSeason,No
2021-04-06,15315,16000,12000,16000,29.3,2021,4,highTempSeason,No
2021-04-05,15318,15995,12800,15995,28.8,2021,4,highTempSeason,No
2021-04-04,15138,15995,13200,15995,28.8,2021,4,highTempSeason,No
2021-04-03,14768,15846,12800,15846,30.8,2021,4,highTempSeason,No
2021-04-02,14766,15662,12500,15662,30.9,2021,4,highTempSeason,Yes
2021-04-01,15265,16287,13000,16287,30.7,2021,4,highTempSeason,No
2021-03-31,14940,15619,12900,15619,29.5,2021,3,highTempSeason,No
2021-03-30,15281,15938,11500,15938,29.5,2021,3,highTempSeason,No
2021-03-29,15332,16054,12800,16054,30.1,2021,3,highTempSeason,No
2021-03-28,14823,15725,13000,15725,30.3,2021,3,highTempSeason,No
2021-03-27,15163,15935,12400,15935,30.1,2021,3,highTempSeason,No
2021-03-26,14478,15385,12200,15385,30.4,2021,3,highTempSeason,Yes
2021-03-25,14129,15061,12800,15061,31.0,2021,3,highTempSeason,No
2021-03-24,14219,15114,12800,15114,30.4,2021,3,highTempSeason,No
2021-03-23,14308,15203,12800,15203,29.8,2021,3,highTempSeason,No
2021-03-22,14293,15253,12800,15253,29.8,2021,3,highTempSeason,No
2021-03-21,14744,15629,12500,15629,29.2,2021,3,highTempSeason,No
2021-03-20,14649,15689,11300,15689,29.1,2021,3,highTempSeason,No
2021-03-19,14460,15605,11000,15605,28.7,2021,3,highTempSeason,Yes
2021-03-18,14625,15655,11800,15655,28.7,2021,3,highTempSeason,No
2021-03-17,14463,15367,11200,15367,27.5,2021,3,highTempSeason,No
2021-03-16,14629,15593,11600,15593,28.0,2021,3,highTempSeason,No
2021-03-15,14389,15439,11400,15439,27.8,2021,3,highTempSeason,No
2021-03-14,14421,15521,11800,15521,26.8,2021,3,highTempSeason,No
2021-03-13,14305,15445,11800,15445,28.0,2021,3,highTempSeason,No
2021-03-12,14224,15147,10900,15147,29.0,2021,3,highTempSeason,Yes
2021-03-11,13738,14811,11200,14811,27.7,2021,3,highTempSeason,No
2021-03-10,13887,14911,11400,14911,27.5,2021,3,highTempSeason,No
2021-03-09,14263,15283,11200,15283,27.7,2021,3,highTempSeason,No
2021-03-08,14910,15905,11400,15905,27.9,2021,3,highTempSeason,No
2021-03-07,15180,16180,11400,16180,27.3,2021,3,highTempSeason,No
2021-03-06,14410,15350,11000,15350,27.4,2021,3,highTempSeason,No
2021-03-05,13714,14581,9600,14581,26.8,2021,3,highTempSeason,Yes
2021-03-04,13081,13951,10800,13951,26.2,2021,3,highTempSeason,No
2021-03-03,13400,14330,11000,14330,27.5,2021,3,highTempSeason,No
2021-03-02,13029,13896,11200,13896,27.1,2021,3,highTempSeason,No
2021-03-01,13365,14240,10800,14240,27.6,2021,3,highTempSeason,No
2021-02-28,13360,14478,10800,14478,27.5,2021,2,lowTempSeason,No
2021-02-27,13229,14488,10100,14488,26.3,2021,2,lowTempSeason,No
2021-02-26,13135,14349,9200,14349,25.8,2021,2,lowTempSeason,Yes
2021-02-25,13091,14145,9800,14145,25.0,2021,2,lowTempSeason,No
2021-02-24,12949,14149,10000,14149,23.9,2021,2,lowTempSeason,No
2021-02-23,13060,14281,9700,14281,23.0,2021,2,lowTempSeason,No
2021-02-22,12782,13837,9700,13837,24.0,2021,2,lowTempSeason,No
2021-02-21,12190,13467,8700,13467,24.5,2021,2,lowTempSeason,No
2021-02-20,12584,13545,9100,13545,23.7,2021,2,lowTempSeason,No
2021-02-19,12405,13530,9000,13530,24.1,2021,2,lowTempSeason,Yes
2021-02-18,13137,14125,9700,14125,22.7,2021,2,lowTempSeason,No
2021-02-17,13175,14144,9700,14144,22.9,2021,2,lowTempSeason,No
2021-02-16,12768,13740,9600,13740,23.0,2021,2,lowTempSeason,No
2021-02-15,12019,13360,9500,13360,23.1,2021,2,lowTempSeason,No
2021-02-14,12806,14021,9600,14021,21.8,2021,2,lowTempSeason,No
2021-02-13,12679,14091,9300,14091,22.3,2021,2,lowTempSeason,No
2021-02-12,12575,14068,9000,14068,22.6,2021,2,lowTempSeason,Yes
2021-02-11,12511,13897,9600,13897,22.8,2021,2,lowTempSeason,No
2021-02-08,12200,13425,9300,13425,20.7,2021,2,lowTempSeason,No
2021-02-07,12398,13622,9300,13622,21.3,2021,2,lowTempSeason,No
2021-02-06,12413,13707,9300,13707,22.4,2021,2,lowTempSeason,No
2021-02-05,12430,13750,8200,13750,22.8,2021,2,lowTempSeason,Yes
2021-02-04,11837,13069,9300,13069,20.9,2021,2,lowTempSeason,No
2021-02-03,12064,13211,9300,13211,19.7,2021,2,lowTempSeason,No
2021-02-02,11761,12933,9300,12933,18.6,2021,2,lowTempSeason,No
2021-02-01,11864,12962,9200,12962,17.0,2021,2,lowTempSeason,No
2021-01-31,12156,13415,9300,13415,19.7,2021,1,lowTempSeason,No
2021-01-30,12248,13722,9300,13722,20.8,2021,1,lowTempSeason,No
2021-01-29,11771,13011,8400,13011,19.3,2021,1,lowTempSeason,Yes
2021-01-28,11442,13155,9400,13155,19.1,2021,1,lowTempSeason,No
2021-01-27,11405,12498,9400,12498,19.0,2021,1,lowTempSeason,No
2021-01-26,11051,12269,9500,12269,20.2,2021,1,lowTempSeason,No
2021-01-25,10876,12048,9300,12048,20.0,2021,1,lowTempSeason,No
2021-01-24,10644,11765,9700,11765,18.9,2021,1,lowTempSeason,No
2021-01-23,10819,11956,9500,11956,18.9,2021,1,lowTempSeason,No
2021-01-22,11336,12573,8000,12573,19.4,2021,1,lowTempSeason,Yes
2021-01-21,11931,13051,9500,13051,19.8,2021,1,lowTempSeason,No
2021-01-20,11812,12946,9500,12946,20.5,2021,1,lowTempSeason,No
2021-01-19,12323,13459,9400,13459,19.4,2021,1,lowTempSeason,No
2021-01-18,11662,12797,9500,12797,18.7,2021,1,lowTempSeason,No
2021-01-17,12170,13353,9500,13353,19.0,2021,1,lowTempSeason,No
2021-01-16,12003,13221,9200,13221,19.5,2021,1,lowTempSeason,No
2021-01-15,11899,13161,8600,13161,19.6,2021,1,lowTempSeason,Yes
2021-01-14,11812,13004,9300,13004,19.7,2021,1,lowTempSeason,No
2021-01-13,11643,12836,9500,12836,20.4,2021,1,lowTempSeason,No
2021-01-12,11836,13148,9500,13148,22.0,2021,1,lowTempSeason,No
2021-01-11,12135,13464,9500,13464,23.1,2021,1,lowTempSeason,No
2021-01-10,12459,13631,9500,13631,22.2,2021,1,lowTempSeason,No
2021-01-10,12459,13631,9500,13631,22.2,2021,1,lowTempSeason,No
2021-01-09,12413,13677,9100,13677,22.3,2021,1,lowTempSeason,No
2021-01-09,12413,13677,9100,13677,22.3,2021,1,lowTempSeason,No
2021-01-08,12057,13273,8400,13273,23.4,2021,1,lowTempSeason,Yes
2021-01-07,11965,13150,9200,13150,22.7,2021,1,lowTempSeason,No
2021-01-06,12019,13194,9200,13194,22.5,2021,1,lowTempSeason,No
2021-01-05,12245,13621,9200,13621,21.4,2021,1,lowTempSeason,No
2021-01-04,12271,13529,9000,13529,20.6,2021,1,lowTempSeason,No
2021-01-02,11285,12675,9000,12675,20.1,2021,1,lowTempSeason,No
2021-01-01,11483,12833,8000,12833,19.9,2021,1,lowTempSeason,Yes
2020-12-31,11686,12866,9000,12866,20.7,2020,12,lowTempSeason,No
2020-12-30,11800,13053,9000,13053,20.6,2020,12,lowTempSeason,No
2020-12-29,12382,13822,8900,13822,20.5,2020,12,lowTempSeason,No
2020-12-28,12323,13586,9000,13586,19.3,2020,12,lowTempSeason,No
2020-12-27,12302,13547,9000,13547,19.2,2020,12,lowTempSeason,No
2020-12-26,12469,13673,8800,13673,20.5,2020,12,lowTempSeason,No
2020-12-25,11935,13198,8100,13198,19.7,2020,12,lowTempSeason,Yes
2020-12-24,11926,13152,8900,13152,20.6,2020,12,lowTempSeason,No
2020-12-23,11796,13091,9000,13091,19.7,2020,12,lowTempSeason,No
2020-12-22,11429,12764,9000,12764,18.8,2020,12,lowTempSeason,No
2020-12-21,12223,13481,8800,13481,19.2,2020,12,lowTempSeason,No
2020-12-20,12532,13841,9000,13841,19.4,2020,12,lowTempSeason,No
2020-12-19,12396,13632,8500,13632,20.3,2020,12,lowTempSeason,No
2020-12-18,12234,13526,7800,13526,20.9,2020,12,lowTempSeason,Yes
2020-12-17,12210,13510,8400,13510,20.8,2020,12,lowTempSeason,No
2020-12-16,12245,13495,8000,13495,21.3,2020,12,lowTempSeason,No
2020-12-15,11586,13405,9000,13405,21.1,2020,12,lowTempSeason,No
2020-12-14,11976,13483,9100,13483,22.4,2020,12,lowTempSeason,No
2020-12-13,11751,13407,9200,13407,21.3,2020,12,lowTempSeason,No
2020-12-12,11744,13643,8500,13643,20.3,2020,12,lowTempSeason,No
2020-12-11,12001,13382,8000,13382,19.6,2020,12,lowTempSeason,Yes
2020-12-10,12441,13630,8900,13630,20.2,2020,12,lowTempSeason,No
2020-12-09,12493,13683,9000,13683,20.5,2020,12,lowTempSeason,No
2020-12-08,12240,13500,9000,13500,22.6,2020,12,lowTempSeason,No
2020-12-07,12467,13791,9000,13791,23.2,2020,12,lowTempSeason,No
2020-12-06,12155,13453,9200,13453,24.2,2020,12,lowTempSeason,No
2020-12-05,12431,13509,8800,13509,22.9,2020,12,lowTempSeason,No
2020-12-04,12307,13397,7800,13397,24.8,2020,12,lowTempSeason,Yes
2020-12-03,12369,13524,9200,13524,23.0,2020,12,lowTempSeason,No
2020-12-02,13072,14425,9200,14425,23.4,2020,12,lowTempSeason,No
2020-12-01,13398,14533,9200,14533,23.8,2020,12,lowTempSeason,No
2020-11-30,13289,14474,9200,14474,24.2,2020,11,lowTempSeason,No
2020-11-29,13121,14246,9200,14246,24.5,2020,11,lowTempSeason,No
2020-11-28,12936,14126,8800,14126,23.4,2020,11,lowTempSeason,No
