Date,Actual_Demand(MW),Generation(MW),Temp(C),Year,Month,Season,IsHoliday,DemandGenGap(MW),Predicted_Demand(MW)
2021-01-25,9300.0,12048.0,20.0,2021,1,0,0,2747.9999999999995,9500.15291120342
2021-01-18,9500.0,12797.0,18.7,2021,1,0,0,3296.9999999999995,9381.584046490254
2021-01-08,8400.0,13273.0,23.4,2021,1,0,1,4873.0,8474.68358030858
2021-01-05,9200.0,13621.0,21.4,2021,1,0,0,4421.0,9303.711119633246
2021-01-04,8999.999999999998,13529.0,20.6,2021,1,0,0,4529.0,9292.366759184408
2020-12-25,8100.000000000001,13198.0,19.7,2020,12,0,1,5098.0,8233.946738377708
2020-12-06,9200.0,13453.0,24.2,2020,12,0,0,4253.0,9192.888976694949
2020-11-28,8800.0,14126.0,23.4,2020,11,0,0,5326.0,9132.8676754423
2020-11-27,8000.0,14211.0,23.5,2020,11,0,1,6210.999999999999,8432.43433701456
2020-11-22,9600.0,14314.0,23.6,2020,11,0,0,4714.0,9143.18202320068
2020-11-15,10300.0,14363.0,27.0,2020,11,0,0,4063.0,10569.41659501361
2020-11-13,10000.000000000002,14216.0,27.4,2020,11,0,1,4216.0,10576.62340147415
2020-11-12,10300.0,14582.0,27.4,2020,11,0,0,4282.000000000001,10714.012268825703
2020-10-28,11500.0,15043.0,28.6,2020,10,1,0,3542.9999999999995,11697.090311222772
2020-10-12,13100.0,14997.0,29.5,2020,10,1,0,1897.0,12742.110353679684
2020-09-27,11500.0,14415.0,28.8,2020,9,1,0,2914.9999999999995,11775.678835053834
2020-09-26,11000.0,14271.0,28.5,2020,9,1,0,3271.0,11636.02504771348
2020-09-23,11900.0,13971.0,28.4,2020,9,1,0,2070.999999999999,11524.353741200755
2020-08-24,11900.0,14576.0,30.5,2020,8,1,0,2676.0,12347.860133037078
2020-08-15,11500.0,14860.0,28.9,2020,8,1,1,3359.9999999999995,11120.6375557912
2020-08-12,12500.0,14793.999999999998,30.1,2020,8,1,0,2294.000000000001,12229.021213121858
2020-07-28,12000.0,14861.0,29.4,2020,7,1,0,2861.0000000000005,11731.269999388322
2020-07-25,11600.0,14684.0,30.1,2020,7,1,0,3083.9999999999995,12081.548646016636
2020-07-24,10800.0,14572.0,28.7,2020,7,1,1,3772.000000000001,10897.887927724409
2020-07-22,11300.0,14569.0,27.5,2020,7,1,0,3269.0,11076.188146430684
2020-07-19,12400.0,14914.000000000002,30.4,2020,7,1,0,2513.9999999999995,12261.507903177386
2020-07-18,11800.0,14986.000000000002,30.2,2020,7,1,0,3186.0,12177.766518111372
2020-07-02,12500.0,15205.999999999998,31.500000000000004,2020,7,1,0,2705.9999999999995,11313.106300099276
2020-06-21,12000.0,14867.000000000002,29.1,2020,6,1,0,2867.0,11505.35806969281
2020-06-20,11000.0,15069.999999999998,29.8,2020,6,1,0,4070.000000000001,11651.960575701249
2020-06-15,12000.0,15025.0,30.4,2020,6,1,0,3025.0,11900.779521059372
2020-06-12,10500.0,14997.0,29.0,2020,6,1,1,4497.0,10978.310459173055
2020-06-11,12000.0,15314.0,28.0,2020,6,1,0,3314.0,11236.873994688212
2020-06-07,11500.0,15438.0,30.4,2020,6,1,0,3938.0,11647.463571875884
