Date,Demand(MW),Temp(C),IsHoliday,humidity,feelslike
2023-05-16,14300,29.5,0,67.9,32.9
2023-05-15,12000,29.7,0,55.3,31.1
2023-05-14,12500,29.0,0,61.2,31.2
2023-05-13,14000,30.8,0,65.5,35.5
2023-05-12,14000,31.4,1,59.4,35.4
2023-05-11,15500,31.5,0,58.8,35.1
2023-05-10,15600,31.8,0,57.6,35.8
2023-05-08,15000,33.0,0,55.6,37.6
2023-05-07,14600,31.1,0,59.4,34.5
2023-05-06,14000,30.2,0,63.3,33.6
2023-05-05,11800,30.3,1,62.6,33.2
2023-05-04,13200,28.3,0,70.0,30.4
2023-05-03,14500,29.2,0,66.5,32.2
2023-05-02,14800,29.9,0,59.6,31.7
2023-05-01,11500,28.7,0,66.0,30.6
2023-04-30,14500,29.5,0,63.0,31.6
2023-04-29,12500,29.7,0,66.1,32.9
2023-04-28,11000,29.0,1,59.5,30.7
2023-04-27,13000,30.3,0,60.8,32.9
2023-04-26,13000,31.0,0,52.0,32.3
2023-04-25,11000,30.3,0,55.5,31.9
2023-04-24,11000,28.0,0,63.8,29.5
2023-04-23,11000,27.5,0,65.3,28.9
2023-04-22,11200,29.1,0,60.1,31.1
2023-04-21,13800,30.4,1,67.2,35.2
2023-04-20,15500,32.3,0,65.9,39.5
2023-04-19,15500,32.3,0,62.5,37.7
2023-04-18,16000,32.4,0,63.4,38.4
2023-04-17,16000,32.7,0,58.7,38.1
2023-04-16,16000,33.5,0,49.8,36.7
2023-04-15,15000,33.5,0,50.5,36.9
2023-04-14,14500,32.4,1,49.871428571428574,33.6
2023-04-13,15200,32.1,0,48.91428571428571,33.8
2023-04-12,15000,31.2,0,48.94285714285714,32.2
2023-04-11,14700,31.0,0,50.7,32.0
2023-04-10,14500,30.9,0,52.0,32.5
2023-04-09,14300,30.5,0,50.0,31.5
2023-04-08,13500,30.4,0,52.0,31.9
2023-04-07,13000,30.5,1,51.4,31.8
2023-04-06,13800,29.8,0,59.4,31.5
2023-04-05,13800,29.6,0,66.6,33.3
2023-04-04,12800,29.0,0,62.7,30.9
2023-04-03,12100,27.9,0,64.1,29.0
2023-04-01,11900,25.1,0,75.3,25.4
2023-03-31,11000,26.3,1,68.3,27.2
2023-03-30,12500,27.2,0,69.8,28.4
2023-03-29,12400,26.5,0,75.6,27.4
2023-03-28,12500,27.9,0,64.5,29.2
2023-03-27,11900,27.4,0,64.6,28.3
2023-03-26,11200,27.6,0,67.0,29.1
2023-03-25,11500,26.5,0,74.6,27.8
2023-03-24,11000,26.0,1,71.8,27.1
2023-03-23,11800,26.5,0,67.2,27.2
2023-03-22,11600,25.8,0,68.8,26.3
2023-03-21,11000,25.8,0,68.1,26.4
2023-03-20,11500,25.5,0,74.0,26.0
2023-03-19,12000,24.1,0,80.1,24.1
2023-03-18,12000,26.0,0,69.7,26.9
2023-03-17,12000,26.0,1,73.0,26.8
2023-03-15,12500,27.6,0,66.9,29.3
2023-03-14,13200,28.3,0,58.7,29.4
2023-03-13,12900,28.8,0,55.2,29.5
2023-03-12,12700,28.2,0,56.6,28.8
2023-03-11,12000,27.8,0,58.2,28.5
2023-03-10,11500,27.8,1,51.0,27.9
2023-03-09,12600,28.1,0,60.0,29.4
2023-03-08,12000,27.9,0,52.8,27.8
2023-03-07,12700,28.1,0,55.9,28.6
2023-03-06,12500,28.1,0,54.8,28.5
2023-03-05,12400,27.8,0,56.6,28.3
2023-03-04,11800,27.1,0,65.5,28.3
2023-03-03,11000,27.6,1,59.3,28.4
2023-03-02,12000,26.7,0,62.1,27.2
2023-03-01,11800,27.2,0,52.1,27.2
2023-02-28,11800,26.2,0,57.1,26.3
2023-02-27,11700,26.2,0,59.0,26.5
2023-02-26,11900,25.9,0,52.5,25.9
2023-02-25,11100,26.6,0,62.4,27.0
2023-02-24,10800,27.3,1,64.4,28.3
2023-02-23,11500,26.9,0,65.8,27.5
2023-02-22,11000,26.5,0,66.7,27.4
2023-02-21,10500,25.5,0,69.3,26.2
2023-02-20,11000,24.8,0,70.5,25.3
2023-02-19,10800,24.7,0,65.6,25.0
2023-02-18,10500,23.8,0,66.0,24.0
2023-02-17,10000,22.8,1,62.9,22.8
2023-02-16,10850,22.4,0,61.0,22.5
2023-02-15,10750,22.2,0,60.2,22.2
2023-02-14,10700,22.4,0,53.3,22.3
2023-02-13,10750,23.6,0,52.8,23.6
2023-02-12,10800,24.5,0,64.3,24.7
2023-02-11,10300,23.6,0,64.7,23.8
2023-02-10,10000,23.4,1,63.3,23.4
2023-02-09,10600,23.7,0,66.1,23.8
2023-02-08,10600,22.7,0,68.4,22.7
2023-02-07,10500,21.8,0,65.8,21.9
2023-02-06,10700,21.3,0,67.9,21.3
2023-02-05,10700,21.4,0,67.5,21.4
2023-02-04,10300,21.7,0,63.4,21.8
2023-02-03,10000,21.4,1,63.8,21.4
2023-02-02,10500,21.4,0,65.9,21.4
2023-02-01,10500,23.4,0,66.0,23.4
2023-01-31,10500,23.1,0,72.9,23.2
2023-01-30,10500,22.0,0,71.6,22.1
2023-01-29,10300,21.1,0,70.0,21.1
2023-01-28,10000,22.8,0,68.3,22.9
2023-01-27,10300,23.2,1,75.3,23.4
2023-01-26,10300,22.0,0,75.8,22.2
2023-01-25,10300,22.6,0,67.2,22.6
2023-01-23,10200,21.0,0,72.3,21.0
2023-01-22,10000,20.5,0,70.3,20.5
2023-01-21,9800,20.0,0,67.4,20.0
2023-01-20,9500,19.8,1,64.1,19.8
2023-01-19,10200,19.1,0,64.1,19.1
2023-01-18,10300,18.9,0,66.6,18.9
2023-01-17,10200,19.4,0,67.1,19.4
2023-01-16,10100,20.6,0,67.8,20.6
2023-01-15,10300,21.2,0,74.2,21.2
2023-01-14,9700,20.1,0,81.6,20.1
2023-01-13,9000,18.9,1,74.0,18.9
2023-01-12,10300,18.3,0,72.9,18.3
2023-01-11,10300,20.2,0,65.0,20.2
2023-01-10,10100,21.2,0,65.6,21.2
2023-01-09,10200,19.7,0,74.2,19.8
2023-01-08,10000,18.1,0,87.0,16.5
2023-01-07,9300,18.159999999999997,0,86.1,16.5
2023-01-06,9300,18.329999999999995,1,85.3,16.2
2023-01-05,9900,18.189999999999998,0,86.1,16.5
2023-01-04,10200,17.93,0,85.4,17.0
2023-01-03,9800,19.5,0,79.6,19.5
2023-01-02,10400,20.0,0,73.5,20.0
2023-01-01,10400,18.8,0,79.6,18.8
2022-12-31,9500,18.6,0,80.6,18.6
2022-12-30,8700,19.1,1,81.3,19.1
2022-12-29,9800,20.0,0,79.7,20.0
2022-12-28,9900,21.5,0,81.2,21.5
2022-12-27,9800,22.0,0,79.1,22.0
2022-12-26,10000,22.8,0,68.7,22.9
2022-12-25,10000,22.1,0,67.7,22.2
2022-12-24,9500,21.5,0,67.6,21.5
2022-12-23,8500,22.0,1,66.4,22.0
2022-12-22,9800,22.4,0,73.0,22.4
2022-12-21,9900,22.5,0,70.8,22.6
2022-12-20,10000,22.6,0,69.1,22.6
2022-12-19,10200,21.8,0,70.7,21.9
2022-12-18,10200,21.5,0,77.5,21.5
2022-12-17,9900,21.9,0,71.9,21.9
2022-12-16,9000,21.8,1,72.6,21.8
2022-12-15,10000,22.9,0,70.3,23.0
2022-12-14,10000,22.6,0,73.1,22.8
2022-12-13,10100,23.0,0,68.9,23.1
2022-12-12,10000,23.0,0,66.3,23.0
2022-12-11,10200,24.0,0,63.8,24.1
2022-12-10,9700,23.5,0,64.0,23.6
2022-12-09,9300,23.2,1,65.3,23.3
2022-12-08,10200,23.5,0,65.6,23.6
2022-12-07,10200,23.4,0,64.9,23.5
2022-12-06,10200,23.5,0,67.7,23.6
2022-12-05,10200,23.6,0,65.2,23.6
2022-12-04,10500,23.8,0,63.3,23.9
2022-12-03,10000,24.5,0,61.4,24.6
2022-12-02,10000,25.0,1,61.9,25.0
2022-12-01,10500,25.6,0,60.6,25.7
2022-11-30,10500,26.9,0,56.3,27.1
2022-11-29,10400,25.7,0,59.3,25.8
2022-11-28,10200,25.2,0,63.2,25.4
2022-11-27,10500,25.7,0,63.0,25.9
2022-11-26,10000,25.6,0,63.5,25.6
2022-11-25,10200,25.5,1,65.8,26.1
2022-11-24,10500,24.6,0,63.2,24.7
2022-11-23,10800,24.4,0,64.3,24.4
2022-11-22,10800,25.1,0,64.9,25.3
2022-11-21,10800,25.9,0,59.0,26.0
2022-11-20,10900,25.4,0,64.4,25.7
2022-11-19,10800,24.5,0,66.1,24.6
2022-11-18,10200,25.4,1,65.1,25.7
2022-11-17,10700,25.3,0,64.0,25.3
2022-11-16,10800,25.7,0,64.4,26.1
2022-11-15,10800,25.3,0,65.1,25.5
2022-11-14,11200,25.7,0,64.2,26.2
2022-11-13,11400,25.7,0,65.1,25.9
2022-11-12,11000,26.4,0,64.5,26.8
2022-11-11,10800,26.6,1,62.9,27.0
2022-11-10,11300,26.7,0,61.3,27.1
2022-11-09,11500,27.2,0,63.9,28.0
2022-11-08,11800,27.1,0,65.1,28.0
2022-11-07,11600,27.4,0,63.1,28.3
2022-11-06,12400,27.5,0,66.8,28.7
2022-11-05,11800,26.9,0,66.6,27.9
2022-11-04,11000,26.4,1,65.7,27.1
2022-11-03,12600,27.3,0,69.1,28.6
2022-11-02,12500,28.8,0,66.1,31.1
2022-11-01,12400,29.0,0,67.6,31.9
2022-10-31,11800,28.1,0,66.1,29.8
2022-10-30,12800,27.4,0,67.3,28.9
2022-10-29,11000,27.1,0,67.7,28.2
2022-10-28,11000,27.2,1,66.9,28.2
2022-10-27,13200,27.8,0,66.9,29.3
2022-10-26,12900,27.9,0,67.1,29.3
2022-10-25,11000,24.7,0,79.4,25.4
2022-10-24,8500,24.5,0,90.3,24.8
2022-10-23,13500,28.2,0,77.1,32.2
2022-10-22,13300,30.1,0,63.5,33.4
2022-10-21,12700,30.0,1,61.7,33.0
2022-10-20,13800,29.5,0,62.6,32.1
2022-10-19,13800,29.4,0,64.8,32.3
2022-10-18,13800,29.7,0,69.0,34.0
2022-10-17,13700,30.1,0,62.7,33.3
2022-10-16,13800,30.0,0,60.1,32.7
2022-10-15,13500,29.6,0,68.6,33.4
2022-10-14,13200,29.1,1,70.2,32.7
2022-10-13,12800,28.7,0,76.6,32.9
2022-10-12,14200,28.2,0,77.6,32.2
2022-10-11,14200,29.9,0,70.6,34.7
2022-10-10,14200,30.1,0,68.4,34.7
2022-10-09,13800,29.9,0,71.9,35.1
2022-10-08,13600,30.6,0,66.5,35.0
2022-10-07,13900,30.2,1,66.3,34.3
2022-10-06,14000,30.6,0,68.6,36.0
2022-10-05,13000,29.8,0,71.3,34.0
2022-10-04,13800,29.0,0,74.9,33.0
2022-10-03,13600,27.6,0,82.2,30.9
2022-10-02,13800,28.2,0,79.0,31.5
2022-10-01,14300,30.6,0,68.9,36.1
2022-09-30,13500,30.9,1,66.6,35.9
2022-09-29,14400,29.5,0,75.9,35.1
2022-09-28,14300,29.6,0,74.2,34.9
2022-09-27,14200,29.5,0,71.2,33.8
2022-09-26,14200,29.3,0,72.1,33.7
2022-09-25,14000,29.3,0,73.5,34.0
2022-09-24,14000,29.3,0,74.1,34.0
2022-09-23,13700,29.3,1,73.0,34.0
2022-09-22,14200,30.6,0,67.8,35.8
2022-09-21,14200,30.8,0,66.9,36.0
2022-09-20,14000,30.1,0,68.8,34.7
2022-09-19,14000,29.9,0,71.7,35.0
2022-09-18,14000,28.8,0,75.9,33.2
2022-09-17,13400,30.2,0,69.5,35.4
2022-09-16,12400,30.4,1,67.6,35.3
2022-09-15,12600,29.3,0,69.3,32.7
2022-09-14,12500,26.3,0,84.5,27.2
2022-09-13,12400,26.7,0,86.9,28.5
2022-09-12,13300,27.7,0,82.8,31.0
2022-09-11,13800,29.5,0,73.3,34.3
2022-09-10,13800,29.9,0,71.8,35.2
2022-09-09,13700,31.0,1,68.5,36.9
2022-09-08,14200,29.7,0,75.8,35.5
2022-09-07,13800,30.3,0,72.5,35.9
2022-09-06,13400,28.4,0,82.2,33.5
2022-09-05,14200,29.2,0,79.7,34.9
2022-09-04,13900,28.8,0,80.6,33.9
2022-09-03,14200,28.8,0,80.3,33.3
2022-09-02,14200,30.7,1,70.9,36.6
2022-09-01,14700,31.5,0,65.9,37.5
2022-08-31,14800,31.3,0,64.3,36.6
2022-08-30,14300,31.5,0,67.2,37.7
2022-08-29,14200,30.5,0,68.3,35.5
2022-08-28,14100,29.8,0,73.3,35.3
2022-08-27,14400,30.9,0,68.7,36.9
2022-08-26,13800,30.8,1,66.9,35.9
2022-08-25,14100,29.9,0,69.4,34.5
2022-08-24,14200,29.9,0,71.2,34.7
2022-08-23,14200,30.2,0,75.3,36.5
2022-08-22,14300,30.9,0,69.3,37.1
2022-08-21,14200,30.8,0,66.9,36.0
2022-08-20,14000,30.2,0,70.6,35.4
2022-08-19,13600,30.0,1,72.1,35.1
2022-08-18,14000,32.0,0,69.9,39.9
2022-08-17,14300,30.6,0,70.7,36.8
2022-08-16,14200,30.8,0,65.5,35.7
2022-08-15,13600,30.1,0,70.8,35.1
2022-08-14,14000,27.9,0,81.4,32.0
2022-08-13,14700,29.5,0,75.0,34.6
2022-08-12,14200,30.0,1,69.0,34.5
2022-08-11,13800,30.0,0,66.4,34.0
2022-08-10,13800,29.1,0,75.5,33.9
2022-08-09,13600,30.2,0,70.6,35.4
2022-08-07,14200,31.4,0,65.9,37.0
2022-08-06,13800,30.2,0,69.9,35.2
2022-08-05,13000,31.2,1,67.9,37.2
2022-08-04,14000,29.1,0,76.3,34.1
2022-08-03,14000,30.3,0,73.6,36.7
2022-08-02,13900,29.4,0,73.6,34.4
2022-08-01,14000,29.4,0,74.0,34.4
2022-07-31,14000,30.1,0,71.5,35.7
2022-07-30,13800,30.5,0,71.7,36.5
2022-07-29,12800,31.0,1,71.2,37.9
2022-07-28,14000,30.5,0,70.5,36.2
2022-07-27,14400,30.6,0,67.8,35.8
2022-07-26,13850,28.5,0,77.8,32.9
2022-07-25,14000,28.4,0,78.0,32.7
2022-07-24,14000,28.5,0,75.7,32.5
2022-07-23,14000,31.4,0,65.5,37.0
2022-07-22,12900,31.3,1,67.7,37.4
2022-07-21,14200,30.7,0,72.6,37.2
2022-07-20,14200,29.2,0,76.5,34.5
2022-07-19,14400,30.8,0,70.9,37.4
2022-07-18,14500,31.2,0,69.3,37.7
2022-07-17,14600,31.3,0,66.9,37.4
2022-07-16,13600,31.7,0,65.2,37.8
2022-07-15,12900,31.8,1,66.8,38.5
2022-07-14,12800,32.1,0,61.3,37.5
2022-07-13,13000,32.0,0,63.3,37.8
2022-07-12,12500,31.3,0,64.8,36.5
2022-07-11,12800,31.3,0,68.7,37.9
2022-07-10,11500,30.8,0,67.0,36.1
2022-07-09,12500,31.6,0,66.9,37.9
2022-07-08,12500,30.5,1,69.4,36.1
2022-07-07,14000,30.8,0,70.5,36.8
2022-07-06,14000,28.9,0,81.9,34.4
2022-07-05,14000,30.8,0,70.2,36.9
2022-07-04,14000,30.3,0,71.2,35.9
2022-07-03,14250,30.7,0,71.0,37.0
2022-07-02,13800,31.2,0,65.9,36.6
2022-07-01,13000,29.8,1,75.7,35.7
2022-06-30,13900,28.0,0,84.5,32.9
2022-06-29,14000,29.5,0,76.1,35.3
2022-06-28,14100,30.6,0,70.4,36.6
2022-06-27,13900,31.6,0,65.7,37.8
2022-06-26,14000,30.5,0,65.4,35.0
2022-06-25,13500,30.3,0,69.8,35.8
2022-06-24,12800,31.0,1,69.4,37.3
2022-06-23,13500,29.6,0,73.8,34.9
2022-06-22,13200,29.5,0,71.6,34.1
2022-06-21,13900,28.6,0,73.9,32.5
2022-06-20,12700,28.8,0,74.1,33.0
2022-06-19,13000,28.8,0,72.5,32.7
2022-06-18,12300,26.4,0,84.7,29.0
2022-06-17,11000,26.8,1,84.8,29.3
2022-06-16,14000,30.3,0,70.3,35.8
2022-06-15,14000,29.8,0,69.2,34.3
2022-06-14,14100,31.0,0,69.6,37.4
2022-06-13,14200,31.5,0,67.3,38.1
2022-06-12,14400,31.6,0,68.2,38.4
2022-06-11,13600,30.6,0,66.3,35.4
2022-06-10,12700,29.5,1,68.3,33.0
2022-06-09,13500,28.1,0,79.2,31.5
2022-06-08,13934,31.1,0,67.8,37.0
2022-06-07,13900,30.5,0,69.4,35.7
2022-06-06,14200,31.3,0,68.1,37.7
2022-06-05,14000,30.4,0,69.4,36.1
2022-06-04,14100,28.7,0,73.0,32.6
2022-06-03,12500,28.8,1,76.6,32.9
2022-06-02,13900,29.5,0,73.1,34.2
2022-06-01,14000,29.2,0,73.3,33.9
2022-05-31,14000,30.0,0,70.2,35.4
2022-05-30,14000,29.2,0,73.9,33.8
2022-05-29,13800,30.3,0,70.6,35.7
2022-05-28,13800,30.2,0,69.3,35.1
2022-05-27,12500,29.9,1,70.6,34.5
2022-05-26,14000,29.7,0,70.7,33.6
2022-05-25,14100,29.0,0,73.4,33.4
2022-05-24,14200,30.7,0,68.5,36.1
2022-05-23,14000,31.1,0,64.9,36.1
2022-05-22,13500,29.8,0,70.8,34.4
2022-05-21,12000,28.7,0,77.2,32.7
2022-05-20,12700,29.8,1,69.1,34.1
2022-05-19,14000,31.0,0,69.4,37.2
2022-05-18,14000,31.7,0,66.8,38.0
2022-05-17,14000,31.1,0,71.7,38.1
2022-05-16,14000,30.9,0,67.1,36.4
2022-05-15,13500,31.2,0,66.9,36.9
2022-05-14,12900,29.6,0,72.2,34.1
2022-05-13,12300,29.4,1,73.8,34.5
2022-05-12,12900,28.1,0,73.7,31.2
2022-05-11,12500,27.1,0,81.0,29.4
2022-05-10,12500,27.7,0,80.1,31.4
2022-05-09,12900,29.5,0,70.8,34.2
2022-05-08,13000,30.9,0,64.2,35.6
2022-05-07,12000,29.3,0,67.9,32.8
2022-05-06,12000,28.5,1,70.2,31.3
2022-05-05,11200,29.5,0,65.4,32.5
2022-05-04,8200,27.7,0,73.0,29.6
2022-05-03,9200,27.5,0,78.1,30.3
2022-05-02,12300,29.9,0,67.5,34.1
2022-05-01,12000,30.6,0,62.3,34.4
2022-04-30,14000,30.8,0,60.7,34.2
2022-04-29,13700,32.7,1,61.4,39.0
2022-04-28,14600,32.0,0,62.4,37.5
2022-04-27,14800,32.2,0,62.5,38.0
2022-04-26,15200,31.5,0,66.0,37.5
2022-04-25,14800,31.8,0,67.0,38.6
2022-04-24,14600,30.8,0,66.7,35.9
2022-04-23,12000,29.0,0,67.6,31.8
2022-04-22,13000,28.5,1,71.1,31.6
2022-04-21,14000,26.8,0,68.3,28.4
2022-04-20,13000,25.5,0,78.0,26.7
2022-04-19,14800,31.8,0,63.3,37.3
2022-04-18,14700,31.0,0,65.5,35.8
2022-04-17,15000,30.5,0,66.9,35.6
2022-04-16,14500,30.5,0,64.8,35.0
2022-04-15,13800,31.2,1,65.0,36.3
2022-04-14,14000,30.7,1,65.6,35.0
2022-04-13,14600,31.1,0,62.8,35.5
2022-04-12,14200,30.2,0,68.9,35.0
2022-04-11,14200,30.5,0,64.4,34.9
2022-04-10,14500,30.4,0,63.9,34.4
2022-04-09,14500,30.8,0,60.5,34.3
2022-04-08,13600,30.8,1,61.2,34.1
2022-04-07,14400,31.3,0,59.3,35.0
2022-04-06,14600,30.6,0,61.2,34.2
2022-04-05,14600,31.0,0,59.2,34.4
2022-04-04,14300,30.9,0,62.8,35.1
2022-04-03,13800,30.4,0,62.7,33.8
2022-04-02,13000,30.6,0,61.6,33.9
2022-04-01,12900,30.1,1,61.3,33.3
2022-03-31,13500,30.0,0,60.6,32.6
2022-03-30,13400,29.8,0,62.9,32.1
2022-03-29,13400,29.2,0,67.5,31.8
2022-03-28,13600,29.9,0,66.6,33.7
2022-03-27,13800,29.4,0,70.3,33.4
2022-03-26,12600,29.8,0,63.5,33.1
2022-03-25,12600,30.7,1,60.0,34.3
2022-03-24,13800,30.7,0,56.7,33.1
2022-03-23,13500,30.8,0,54.2,32.5
2022-03-22,13500,29.4,0,58.0,31.1
2022-03-21,13300,29.5,0,57.5,31.0
2022-03-20,12900,30.3,0,51.6,31.5
2022-03-19,11500,29.8,0,55.0,31.0
2022-03-18,12000,29.8,1,55.0,31.0
2022-03-17,12400,29.3,0,55.9,30.2
2022-03-16,12300,29.4,0,55.4,30.1
2022-03-15,12100,29.3,0,53.2,29.9
2022-03-14,12400,28.7,0,57.1,29.8
2022-03-13,12500,28.3,0,52.0,28.6
2022-03-12,11100,28.3,0,55.2,28.7
2022-03-11,11000,28.9,1,54.4,29.7
2022-03-10,12000,28.3,0,54.8,28.7
2022-03-09,12000,28.3,0,57.4,29.2
2022-03-08,11700,27.6,0,56.9,28.0
2022-03-07,11500,27.3,0,58.5,27.5
2022-03-06,11400,27.5,0,53.0,27.4
2022-03-05,10500,26.7,0,52.1,26.7
2022-03-04,10000,26.2,1,58.0,26.5
2022-03-03,10800,26.2,0,52.9,26.1
2022-03-02,10900,26.3,0,57.1,26.3
2022-03-01,11000,26.3,0,57.2,26.3
2022-02-28,10400,25.9,0,62.1,26.2
2022-02-27,10500,26.0,0,64.0,26.4
2022-02-26,10400,25.9,0,60.0,26.0
2022-02-25,9300,24.4,1,67.9,24.5
2022-02-24,10500,25.0,0,64.7,25.5
2022-02-23,10100,23.5,0,59.6,23.5
2022-02-22,10100,22.6,0,61.3,22.6
2022-02-21,9200,22.4,0,64.2,22.4
2022-02-20,10600,21.9,0,65.6,21.9
2022-02-19,10100,22.9,0,56.5,22.8
2022-02-18,9000,22.6,1,57.0,22.4
2022-02-17,10000,22.1,0,62.4,22.1
2022-02-16,10250,22.5,0,64.9,22.6
2022-02-15,10000,22.9,0,61.6,22.9
2022-02-14,10000,21.8,0,59.4,21.8
2022-02-13,10300,21.2,0,56.7,21.2
2022-02-12,9600,20.3,0,65.4,20.3
2022-02-11,9500,20.2,1,73.9,20.2
2022-02-10,9800,19.1,0,78.3,19.1
2022-02-09,10000,20.8,0,62.2,20.8
2022-02-08,9800,20.1,0,62.6,20.1
2022-02-07,9700,19.5,0,66.2,19.5
2022-02-06,10000,18.7,0,68.3,18.7
2022-02-05,9100,20.0,0,68.4,20.0
2022-02-04,8500,19.4,1,82.3,19.4
2022-02-03,10200,21.9,0,67.2,21.9
2022-02-02,10000,21.7,0,64.1,21.7
2022-02-01,10000,20.0,0,67.4,20.0
2022-01-31,10000,19.8,0,74.8,19.8
2022-01-30,10200,18.3,0,66.2,18.3
2022-01-29,9800,20.0,0,64.8,17.3
2022-01-28,8800,19.4,1,65.1,19.4
2022-01-27,10200,20.0,0,73.1,20.0
2022-01-26,10200,20.8,0,78.1,20.8
2022-01-25,10000,20.8,0,71.1,20.8
2022-01-24,9800,21.2,0,70.8,21.2
2022-01-23,9750,21.0,0,72.2,21.0
2022-01-22,9800,20.4,0,73.6,20.4
2022-01-21,8800,20.1,1,73.2,20.1
2022-01-20,10000,19.7,0,72.5,19.7
2022-01-19,10000,20.8,0,67.9,20.8
2022-01-18,9900,20.8,0,67.3,20.8
2022-01-17,9900,20.5,0,69.6,20.5
2022-01-16,9800,20.8,0,68.2,20.8
2022-01-15,9300,20.7,0,71.6,20.7
2022-01-14,8600,20.3,1,72.4,20.3
2022-01-13,9900,22.6,0,66.8,22.6
2022-01-12,9850,21.9,0,71.2,21.9
2022-01-11,9900,23.1,0,70.3,23.2
2022-01-10,9600,23.1,0,65.3,23.1
2022-01-09,9800,22.1,0,66.9,22.1
2022-01-08,9200,22.5,0,67.0,22.6
2022-01-07,8500,22.5,1,70.4,22.7
2022-01-06,9500,19.9,0,75.8,19.9
2022-01-05,9500,19.7,0,79.5,19.7
2022-01-04,9300,20.6,0,71.5,20.6
2022-01-03,9000,20.8,0,70.3,20.8
2022-01-02,9600,19.9,0,77.1,19.9
2022-01-01,9200,20.4,0,68.7,20.4
2021-12-31,8500,22.4,1,60.0,22.4
2021-12-30,9500,21.9,0,65.0,21.9
2021-12-29,9500,21.7,0,66.2,21.7
2021-12-28,9800,21.8,0,66.6,21.8
2021-12-27,9800,21.9,0,66.8,21.9
2021-12-26,9500,22.2,0,66.0,22.2
2021-12-25,9200,22.3,0,64.8,22.3
2021-12-24,8300,21.6,1,69.0,21.6
2021-12-23,9400,20.5,0,71.5,20.5
2021-12-22,9500,20.9,0,70.5,20.9
2021-12-21,9200,20.3,0,67.8,20.3
2021-12-20,9200,19.8,0,64.6,19.8
2021-12-19,9300,21.6,0,66.1,21.6
2021-12-18,9100,21.9,0,70.7,22.0
2021-12-17,8300,23.0,1,70.2,23.2
2021-12-16,8600,22.7,0,65.8,22.7
2021-12-15,9200,22.3,0,67.5,22.3
2021-12-14,9600,22.2,0,70.1,22.2
2021-12-13,9600,22.0,0,69.3,22.0
2021-12-12,9800,23.4,0,69.6,23.5
2021-12-11,9000,23.6,0,65.7,23.7
2021-12-10,8500,24.7,1,65.3,24.7
2021-12-09,9700,25.0,0,69.0,25.3
2021-12-08,9700,24.3,0,69.8,24.5
2021-12-07,9200,23.2,0,81.1,23.2
2021-12-06,9500,21.5,0,90.3,21.5
2021-12-05,9600,23.1,0,80.5,23.1
2021-12-04,9000,24.4,0,68.3,24.6
2021-12-03,9000,25.1,1,61.8,25.2
2021-12-02,9700,25.8,0,65.7,26.1
2021-12-01,9600,25.2,0,63.1,25.4
2021-11-30,9300,24.1,0,65.8,24.3
2021-11-29,9300,24.3,0,65.4,24.4
2021-11-28,9700,24.0,0,65.5,24.1
2021-11-27,8800,24.5,0,66.7,24.7
2021-11-26,9000,25.0,1,63.2,25.1
2021-11-25,9900,25.1,0,64.5,25.4
2021-11-24,10300,26.7,0,63.0,27.1
2021-11-23,10000,25.8,0,73.0,27.0
2021-11-22,9700,26.0,0,69.3,26.7
2021-11-21,10200,25.8,0,64.7,26.2
2021-11-20,9200,25.5,0,62.4,25.6
2021-11-19,9000,25.5,1,63.4,25.8
2021-11-18,9900,25.8,0,63.8,26.2
2021-11-17,9700,26.0,0,66.0,26.5
2021-11-16,9800,25.1,0,70.6,25.4
2021-11-15,9300,23.8,0,79.7,23.8
2021-11-14,9800,23.5,0,78.4,23.5
2021-11-13,10500,25.1,0,78.6,25.4
2021-11-12,10000,26.8,1,66.6,27.5
2021-11-11,10500,26.7,0,65.3,27.5
2021-11-10,10500,26.5,0,64.1,27.1
2021-11-08,10000,26.1,0,61.5,26.3
2021-11-07,10400,26.6,0,63.7,27.1
2021-11-06,10300,26.6,0,60.5,27.0
2021-11-05,9600,26.9,1,62.0,27.2
2021-11-04,10500,27.5,0,63.3,28.3
2021-11-03,10500,27.0,0,63.3,27.6
2021-11-02,11000,27.1,0,61.9,27.6
2021-11-01,11000,27.5,0,56.5,27.9
2021-10-31,12000,28.6,0,53.2,28.7
2021-10-30,11700,28.5,0,65.5,30.7
2021-10-29,10700,28.9,1,65.3,31.3
2021-10-28,12000,28.4,0,68.9,30.8
2021-10-27,12000,28.8,0,66.5,31.0
2021-10-25,12000,28.6,0,69.5,31.6
2021-10-24,12600,28.5,0,68.8,31.1
2021-10-23,11500,28.7,0,69.4,31.6
2021-10-22,11000,28.4,1,68.4,30.6
2021-10-21,12400,28.5,0,74.8,32.0
2021-10-20,11500,27.8,0,80.7,31.3
2021-10-19,12000,27.0,0,85.1,29.6
2021-10-18,12600,28.0,0,83.1,32.7
2021-10-17,13600,30.2,0,73.3,35.9
2021-10-16,13500,30.0,0,73.4,35.1
2021-10-15,12900,30.8,1,67.5,36.0
2021-10-14,13800,30.7,0,71.3,37.0
2021-10-13,13700,30.0,0,71.8,35.3
2021-10-12,13800,30.8,0,68.3,36.3
2021-10-11,13800,31.1,0,67.9,36.9
2021-10-09,12800,30.2,0,71.0,35.6
2021-10-08,12200,30.2,1,70.1,35.4
2021-10-07,13000,29.9,0,70.3,34.2
2021-10-06,12500,28.5,0,79.1,33.3
2021-10-05,12500,28.4,0,78.7,32.8
