Date,Demand(MW),Temp(C),IsHoliday,humidity,feelslike
2021-10-04,13000,29.6,0,73.6,34.4
2021-10-03,13800,29.9,0,72.2,35.4
2021-10-02,13000,31.0,0,65.2,35.9
2021-10-01,12800,30.8,1,66.6,35.7
2021-09-30,13000,29.9,0,68.9,34.4
2021-09-29,13000,28.2,0,78.5,32.4
2021-09-28,13200,28.8,0,75.8,33.0
2021-09-27,13800,30.2,0,69.7,35.3
2021-09-26,13300,30.8,0,70.4,36.5
2021-09-25,13200,29.9,0,72.0,35.2
2021-09-22,13200,29.3,0,72.4,34.1
2021-09-21,13200,28.3,0,78.0,32.5
2021-09-20,13300,28.9,0,73.8,33.0
2021-09-19,13200,28.8,0,77.6,33.8
2021-09-18,12800,29.2,0,76.9,34.6
2021-09-17,12900,29.3,1,75.3,34.5
2021-09-16,13500,30.0,0,73.1,35.5
2021-09-15,13400,30.4,0,68.4,35.3
2021-09-14,13500,28.9,0,78.6,34.1
2021-09-13,13800,30.1,0,71.1,35.5
2021-09-12,13800,31.9,0,61.3,36.8
2021-09-10,12500,31.0,1,67.9,36.7
2021-09-09,13500,30.2,0,71.6,36.0
2021-09-08,13500,29.7,0,71.1,34.5
2021-09-07,13300,29.8,0,73.1,35.3
2021-09-06,13800,30.4,0,71.3,35.8
2021-09-05,13800,30.6,0,70.3,36.5
2021-09-04,13000,30.1,0,72.8,36.0
2021-09-03,12300,30.2,1,71.5,35.8
2021-09-02,13300,30.0,0,73.2,35.7
2021-09-01,13500,29.2,0,76.3,34.2
2021-08-31,13500,29.8,0,73.5,35.2
2021-08-30,13000,29.2,0,72.5,33.5
2021-08-29,13500,29.2,0,75.2,34.2
2021-08-28,13000,30.4,0,71.1,36.1
2021-08-27,12000,29.4,1,76.7,35.0
2021-08-26,13000,28.4,0,82.8,33.3
2021-08-25,13300,29.2,0,78.8,34.7
2021-08-24,13000,29.2,0,79.1,33.6
2021-08-23,13500,28.9,0,77.7,33.3
2021-08-22,13200,31.0,0,66.7,35.9
2021-08-21,12400,29.0,0,77.0,34.1
2021-08-20,12200,28.8,1,75.6,33.3
2021-08-19,12800,28.4,0,76.7,32.5
2021-08-18,13100,28.6,0,77.1,33.2
2021-08-17,13000,28.4,0,77.8,32.8
2021-08-16,13200,29.5,0,75.4,35.0
2021-08-15,12500,30.0,1,73.3,35.9
2021-08-14,12600,29.5,0,76.4,35.2
2021-08-13,12800,29.3,1,79.0,35.1
2021-08-12,13000,30.5,0,75.7,37.6
2021-08-11,13000,29.6,0,75.2,35.4
2021-08-10,13000,29.8,0,74.0,35.6
2021-08-09,13000,29.3,0,74.8,34.3
2021-08-08,13200,29.4,0,76.8,34.9
2021-08-07,12700,28.8,0,78.8,33.7
2021-08-06,11700,29.7,1,75.0,35.1
2021-08-05,13000,30.8,0,68.2,36.2
2021-08-04,12400,29.2,0,77.6,33.6
2021-08-03,13000,30.3,0,71.7,36.1
2021-08-02,12000,28.7,0,78.1,33.5
2021-08-01,12000,29.0,0,77.6,34.0
2021-07-31,11000,29.0,0,75.7,34.0
2021-07-30,9500,28.0,1,79.7,31.4
2021-07-29,10000,27.4,0,84.4,30.6
2021-07-28,11000,29.6,0,72.8,34.6
2021-07-27,11500,30.0,0,73.2,35.6
2021-07-26,12200,30.5,0,68.8,35.8
2021-07-25,11500,29.6,0,74.1,34.1
2021-07-24,12800,28.6,0,77.7,33.2
2021-07-23,12700,29.1,1,73.7,33.7
2021-07-22,11500,30.3,0,71.3,35.4
2021-07-21,11500,29.8,0,74.3,35.5
2021-07-20,10600,28.8,0,81.6,33.6
2021-07-19,13000,28.8,0,79.1,34.3
2021-07-18,13300,28.5,0,79.3,32.7
2021-07-17,13300,29.9,0,74.5,35.7
2021-07-16,12800,30.0,1,74.1,35.8
2021-07-15,13700,30.3,0,70.7,36.0
2021-07-14,13000,31.1,0,68.9,37.5
2021-07-13,13400,30.1,0,70.8,35.3
2021-07-12,13500,30.9,0,66.8,36.3
2021-07-11,13300,30.0,0,68.3,34.3
2021-07-10,12700,29.5,0,74.3,34.6
2021-07-09,11900,29.8,1,70.4,34.5
2021-07-08,12000,29.2,0,71.4,33.3
2021-07-07,12600,28.2,0,79.3,32.5
2021-07-06,13000,29.5,0,69.0,33.3
2021-07-05,12500,28.8,0,79.4,32.8
2021-07-04,12000,28.1,0,82.3,31.9
2021-07-03,12400,28.2,0,76.8,31.3
2021-07-02,11000,26.9,1,88.5,29.5
2021-07-01,11500,27.1,0,84.4,29.9
2021-06-30,12800,27.8,0,80.1,31.1
2021-06-29,13000,27.8,0,80.7,31.0
2021-06-28,13400,30.0,0,74.0,35.7
2021-06-27,13600,30.6,0,69.8,36.2
2021-06-26,12800,29.6,0,69.6,34.0
2021-06-25,11800,29.5,1,71.4,34.0
2021-06-24,13200,29.8,0,69.3,34.6
2021-06-23,13000,29.3,0,69.9,33.0
2021-06-22,12500,27.8,0,84.0,31.7
2021-06-21,12900,28.3,0,72.8,31.5
2021-06-20,11800,27.3,0,78.8,30.1
2021-06-19,12700,26.8,0,85.7,29.2
2021-06-18,11000,27.4,1,85.0,30.5
2021-06-17,12000,28.2,0,76.9,32.1
2021-06-16,12800,28.1,0,78.6,31.8
2021-06-15,13000,28.7,0,76.9,32.8
2021-06-14,13000,29.7,0,76.0,35.6
2021-06-13,13500,29.5,0,70.1,33.5
2021-06-12,13700,29.5,0,71.8,34.1
2021-06-11,12000,29.1,1,76.8,33.9
2021-06-10,13500,29.1,0,76.0,34.2
2021-06-09,13000,29.0,0,74.1,33.4
2021-06-08,11500,29.3,0,74.7,34.0
2021-06-07,13200,29.4,0,72.5,33.9
2021-06-06,13500,28.3,0,79.4,32.5
2021-06-05,12800,28.1,0,77.4,31.8
2021-06-04,12000,31.1,1,67.1,36.9
2021-06-03,13800,30.4,0,70.2,35.8
2021-06-02,13000,30.5,0,68.2,35.3
2021-06-01,12200,28.3,0,80.9,32.7
2021-05-31,13200,27.8,0,76.5,30.7
2021-05-30,13700,30.7,0,71.4,36.6
2021-05-29,13000,31.3,0,66.1,36.9
2021-05-28,11500,30.1,1,71.8,35.7
2021-05-27,12500,29.0,0,73.5,33.5
2021-05-26,11500,27.8,0,77.9,31.0
2021-05-25,11800,29.7,0,76.5,35.6
2021-05-24,14500,32.5,0,65.2,39.5
2021-05-23,14500,33.0,0,60.2,39.3
2021-05-22,13000,32.5,0,60.1,37.9
2021-05-21,12300,31.6,1,63.4,37.2
2021-05-20,13200,31.8,0,65.0,38.1
2021-05-19,12500,31.5,0,66.0,37.4
2021-05-18,13000,30.3,0,72.5,36.1
2021-05-17,11600,30.7,0,66.3,35.6
2021-05-16,11200,29.7,0,69.8,33.4
2021-05-15,11000,30.5,0,64.7,34.3
2021-05-14,10500,29.3,1,65.7,31.6
2021-05-13,10700,29.1,0,68.6,32.3
2021-05-12,11000,28.9,0,64.7,31.1
2021-05-11,11000,26.9,0,79.4,29.0
2021-05-10,11800,30.2,0,62.4,33.2
2021-05-09,13000,30.4,0,60.8,33.6
2021-05-08,12000,30.2,0,62.2,33.3
2021-05-07,11800,29.9,1,67.0,33.7
2021-05-06,12200,28.6,0,70.8,31.3
2021-05-05,13000,29.5,0,67.9,32.8
2021-05-04,13000,29.2,0,68.4,32.3
2021-05-03,13200,29.0,0,65.8,31.7
2021-05-02,13700,30.7,0,62.9,34.7
2021-05-01,11800,30.5,0,63.9,34.3
2021-04-30,13300,32.1,1,55.3,35.5
2021-04-29,13500,31.0,0,62.4,34.7
2021-04-28,14100,32.6,0,56.0,37.0
2021-04-27,13950,33.4,0,53.6,37.9
2021-04-26,13700,31.7,0,56.0,35.1
2021-04-25,13400,31.8,0,56.8,35.6
2021-04-24,13300,30.7,0,59.1,33.6
2021-04-23,12900,30.3,1,62.4,33.7
2021-04-22,13000,30.3,0,67.0,34.5
2021-04-21,13500,30.4,0,65.1,34.4
2021-04-20,13300,31.4,0,61.7,35.8
2021-04-19,12900,30.6,0,64.3,34.8
2021-04-18,12000,30.7,0,60.3,34.0
2021-04-17,13000,29.5,0,62.7,31.5
2021-04-16,12200,30.5,1,64.1,34.6
2021-04-15,13200,31.1,0,62.7,35.6
2021-04-14,13200,32.1,1,59.6,36.7
2021-04-13,13300,31.7,0,57.6,35.3
2021-04-12,13100,31.3,0,59.4,34.9
2021-04-11,13100,30.4,0,63.6,34.2
2021-04-10,12800,30.3,0,65.6,34.5
2021-04-09,12200,29.8,1,67.2,33.1
2021-04-08,12900,30.0,0,59.7,32.6
2021-04-07,12700,30.1,0,55.0,31.6
2021-04-06,12000,29.3,0,52.5,30.0
2021-04-05,12800,28.8,0,58.0,29.5
2021-04-04,13200,28.8,0,65.7,30.6
2021-04-03,12800,30.8,0,60.3,34.3
2021-04-02,12500,30.9,1,58.0,33.8
2021-04-01,13000,30.7,0,62.1,34.2
2021-03-31,12900,29.5,0,71.3,34.1
2021-03-30,11500,29.5,0,69.0,33.3
2021-03-29,12800,30.1,0,61.6,33.3
2021-03-28,13000,30.3,0,52.5,31.6
2021-03-27,12400,30.1,0,53.4,31.2
2021-03-26,12200,30.4,1,56.3,32.3
2021-03-25,12800,31.0,0,56.9,33.8
2021-03-24,12800,30.4,0,57.6,32.7
2021-03-23,12800,29.8,0,56.7,31.1
2021-03-22,12800,29.8,0,56.5,31.4
2021-03-21,12500,29.2,0,60.6,30.9
2021-03-20,11300,29.1,0,59.3,30.8
2021-03-19,11000,28.7,1,60.0,30.2
2021-03-18,11800,28.7,0,57.0,29.5
2021-03-17,11200,27.5,0,58.7,28.1
2021-03-16,11600,28.0,0,62.0,29.4
2021-03-15,11400,27.8,0,56.0,28.1
2021-03-14,11800,26.8,0,62.9,27.1
2021-03-13,11800,28.0,0,69.1,29.9
2021-03-12,10900,29.0,1,65.9,31.5
2021-03-11,11200,27.7,0,68.4,29.4
2021-03-10,11400,27.5,0,66.7,28.8
2021-03-09,11200,27.7,0,64.7,28.9
2021-03-08,11400,27.9,0,70.8,29.9
2021-03-07,11400,27.3,0,66.6,28.3
2021-03-06,11000,27.4,0,65.7,29.2
2021-03-05,9600,26.8,1,63.1,27.5
2021-03-04,10800,26.2,0,60.4,26.5
2021-03-03,11000,27.5,0,58.4,28.3
2021-03-02,11200,27.1,0,62.2,27.5
2021-03-01,10800,27.6,0,66.9,28.8
2021-02-28,10800,27.5,0,64.4,28.4
2021-02-27,10100,26.3,0,60.3,26.5
2021-02-26,9200,25.8,1,63.8,26.1
2021-02-25,9800,25.0,0,63.1,25.1
2021-02-24,10000,23.9,0,63.3,24.0
2021-02-23,9700,23.0,0,61.1,23.1
2021-02-22,9700,24.0,0,60.0,23.9
2021-02-21,8700,24.5,0,63.5,24.4
2021-02-20,9100,23.7,0,67.6,23.7
2021-02-19,9000,24.1,1,65.2,24.3
2021-02-18,9700,22.7,0,69.2,22.7
2021-02-17,9700,22.9,0,66.5,22.9
2021-02-16,9600,23.0,0,71.8,23.1
2021-02-15,9500,23.1,0,69.0,23.2
2021-02-14,9600,21.8,0,64.0,21.7
2021-02-13,9300,22.3,0,67.8,22.4
2021-02-12,9000,22.6,1,68.1,22.6
2021-02-11,9600,22.8,0,66.1,22.8
2021-02-08,9300,20.7,0,65.1,20.7
2021-02-07,9300,21.3,0,67.4,21.3
2021-02-06,9300,22.4,0,66.5,22.5
2021-02-05,8200,22.8,1,67.3,22.9
2021-02-04,9300,20.9,0,66.0,20.9
2021-02-03,9300,19.7,0,64.4,19.7
2021-02-02,9300,18.6,0,73.9,18.6
2021-02-01,9200,20.029999999999998,0,78.3,17.0
2021-01-31,9300,19.7,0,67.5,19.7
2021-01-30,9300,20.8,0,68.2,20.8
2021-01-29,8400,19.3,1,78.5,19.3
2021-01-28,9400,19.1,0,78.1,19.1
2021-01-27,9400,19.0,0,75.6,19.0
2021-01-26,9500,20.2,0,74.0,20.2
2021-01-25,9300,20.0,0,76.4,20.0
2021-01-24,9700,18.9,0,85.1,18.9
2021-01-23,9500,18.9,0,84.0,18.9
2021-01-22,8000,19.4,1,80.8,19.4
2021-01-21,9500,19.8,0,80.7,19.8
2021-01-20,9500,20.5,0,82.9,20.5
2021-01-19,9400,19.4,0,84.2,19.4
2021-01-18,9500,18.7,0,82.1,18.7
2021-01-17,9500,19.0,0,78.8,19.0
2021-01-16,9200,19.5,0,70.8,19.5
2021-01-15,8600,19.6,1,65.4,19.6
2021-01-14,9300,19.7,0,65.6,19.7
2021-01-13,9500,20.4,0,66.8,20.4
2021-01-12,9500,22.0,0,72.1,22.0
2021-01-11,9500,23.1,0,74.9,23.2
2021-01-10,9500,22.2,0,71.0,22.3
2021-01-09,9100,22.3,0,73.2,22.3
2021-01-08,8400,23.4,1,66.2,23.5
2021-01-07,9200,22.7,0,68.8,22.7
2021-01-06,9200,22.5,0,67.5,22.5
2021-01-05,9200,21.4,0,70.1,21.4
2021-01-04,9000,20.6,0,71.7,20.6
2021-01-02,9000,20.1,0,66.6,20.1
2021-01-01,8000,19.9,1,70.0,19.9
2020-12-31,9000,20.7,0,66.7,20.7
2020-12-30,9000,20.6,0,67.5,20.6
2020-12-29,8900,20.5,0,64.9,20.5
2020-12-28,9000,19.3,0,69.4,19.3
2020-12-27,9000,19.2,0,69.0,19.2
2020-12-26,8800,20.5,0,66.7,20.5
2020-12-25,8100,19.7,1,71.4,19.7
2020-12-24,8900,20.6,0,70.5,20.6
2020-12-23,9000,19.7,0,76.3,19.7
2020-12-22,9000,18.8,0,76.7,18.8
2020-12-21,8800,19.2,0,78.0,19.2
2020-12-20,9000,19.4,0,73.1,19.4
2020-12-19,8500,20.3,0,62.4,20.3
2020-12-18,7800,20.9,1,69.6,20.9
2020-12-17,8400,20.8,0,74.4,20.8
2020-12-16,8000,21.3,0,77.4,21.3
2020-12-15,9000,21.1,0,79.2,21.1
2020-12-14,9100,22.4,0,73.9,22.4
2020-12-13,9200,21.3,0,82.8,21.3
2020-12-12,8500,20.3,0,81.8,20.3
2020-12-11,8000,19.6,1,84.4,19.6
2020-12-10,8900,20.2,0,84.3,20.2
2020-12-09,9000,20.5,0,91.2,20.5
2020-12-08,9000,22.6,0,84.4,22.8
2020-12-07,9000,23.2,0,81.7,23.4
2020-12-06,9200,24.2,0,77.4,24.7
2020-12-05,8800,22.9,0,77.4,23.2
2020-12-04,7800,24.8,1,65.9,25.0
2020-12-03,9200,23.0,0,74.6,23.0
2020-12-02,9200,23.4,0,73.2,23.6
2020-12-01,9200,23.8,0,70.1,23.9
2020-11-30,9200,24.2,0,67.6,24.5
2020-11-29,9200,24.5,0,67.7,24.8
2020-11-28,8800,23.4,0,71.2,23.6
2020-11-27,8000,23.5,1,71.9,23.6
2020-11-26,9000,23.6,0,69.9,23.7
2020-11-25,9000,23.5,0,70.0,23.7
2020-11-24,9200,23.0,0,71.7,23.1
2020-11-23,9300,22.5,0,67.9,22.6
2020-11-22,9600,23.6,0,70.7,23.7
2020-11-21,9500,24.3,0,84.0,24.4
2020-11-20,8500,24.8,1,78.0,25.1
2020-11-19,9800,26.0,0,67.9,26.4
2020-11-18,10000,25.1,0,68.0,25.1
2020-11-17,9800,26.6,0,67.7,27.2
2020-11-16,10000,26.5,0,64.6,27.1
2020-11-15,10300,27.0,0,61.0,27.5
2020-11-14,9800,28.4,0,59.5,29.4
2020-11-13,10000,27.4,1,65.1,28.2
2020-11-12,10300,27.4,0,63.3,28.2
2020-11-11,10400,27.1,0,62.7,27.6
2020-11-10,10400,27.2,0,63.1,28.0
2020-11-09,10200,26.9,0,68.7,28.1
2020-11-08,10200,25.7,0,70.1,26.4
2020-11-07,9200,25.7,0,68.5,25.9
2020-11-06,10300,25.7,1,64.6,26.0
2020-11-05,10800,27.2,0,65.7,28.4
2020-11-04,11700,28.2,0,68.5,30.2
2020-11-03,11800,28.3,0,73.3,31.1
2020-11-02,11700,27.5,0,76.6,29.8
2020-11-01,11900,27.1,0,79.1,29.1
2020-10-31,12000,28.2,0,72.2,31.1
2020-10-30,11300,29.6,1,68.1,32.8
2020-10-29,11800,29.0,0,68.8,32.0
2020-10-28,11500,28.6,0,71.1,31.8
2020-10-27,11700,28.5,0,69.8,31.0
2020-10-26,11000,28.4,0,69.9,30.9
2020-10-25,11200,28.5,0,73.4,31.2
2020-10-24,10500,26.7,0,83.9,28.5
2020-10-23,8800,25.4,1,92.4,25.5
2020-10-22,11700,26.5,0,86.5,28.3
2020-10-21,12800,28.5,0,78.1,32.7
2020-10-20,12800,29.9,0,71.7,34.7
2020-10-19,12800,29.2,0,76.1,34.3
2020-10-18,13000,29.1,0,73.7,33.6
2020-10-17,12500,30.4,0,64.2,34.2
2020-10-16,12000,30.4,1,70.2,35.7
2020-10-15,13000,29.5,0,74.9,34.2
2020-10-14,13100,29.2,0,76.2,34.1
2020-10-13,13100,29.8,0,74.7,35.3
2020-10-12,13100,29.5,0,79.7,35.9
2020-10-11,13000,30.4,0,73.7,37.0
2020-10-10,12500,30.2,0,72.1,35.7
2020-10-09,12000,30.1,1,72.5,35.4
2020-10-08,12400,29.0,0,77.5,33.8
2020-10-07,12300,29.4,0,75.5,34.6
2020-10-06,12400,28.9,0,74.9,33.3
2020-10-05,12700,29.0,0,77.0,34.1
2020-10-04,12700,29.3,0,75.5,33.9
2020-10-03,11800,29.0,0,78.3,34.3
2020-10-02,11500,28.9,1,76.8,33.4
2020-10-01,12600,29.4,0,77.5,35.1
2020-09-30,12800,30.2,0,73.6,36.1
2020-09-29,12500,29.4,0,75.5,34.7
2020-09-28,11900,29.8,0,72.8,34.7
2020-09-27,11500,28.8,0,77.1,33.6
2020-09-26,11000,28.5,0,81.8,33.5
2020-09-25,10500,28.7,1,79.5,33.7
2020-09-24,11400,28.2,0,81.3,32.4
2020-09-23,11900,28.4,0,78.6,32.9
2020-09-22,11900,28.7,0,79.7,33.9
2020-09-21,12200,28.9,0,76.5,33.5
2020-09-20,13000,30.6,0,71.4,36.4
2020-09-19,12000,31.0,0,68.1,36.3
2020-09-18,11500,28.6,1,80.0,33.5
2020-09-17,12500,30.0,0,73.8,35.9
2020-09-16,12300,30.1,0,72.4,35.8
2020-09-15,12500,29.9,0,76.0,36.1
2020-09-14,12700,29.2,0,77.2,34.6
2020-09-13,12700,29.6,0,77.7,35.8
2020-09-12,12000,29.8,0,78.2,36.1
2020-09-11,11500,29.3,1,78.3,35.1
2020-09-10,12700,28.9,0,80.1,34.5
2020-09-09,13000,28.9,0,76.8,33.8
2020-09-08,12000,29.5,0,77.1,35.4
2020-09-07,12400,29.6,0,74.9,35.0
2020-09-06,13000,31.0,0,67.2,36.5
2020-09-05,12500,31.4,0,68.3,38.0
2020-09-04,11800,31.2,1,70.2,38.2
2020-09-03,12400,30.0,0,70.2,34.9
2020-09-02,12500,29.9,0,70.8,34.4
2020-09-01,12200,28.5,0,80.9,33.6
2020-08-31,12600,30.7,0,74.0,37.8
2020-08-30,12200,30.5,0,72.7,36.6
2020-08-29,11500,29.1,0,79.5,34.7
2020-08-28,11000,29.0,1,72.2,33.2
2020-08-27,11800,29.5,0,77.0,35.3
2020-08-26,12000,29.1,0,71.0,33.1
2020-08-25,12500,29.2,0,76.4,34.2
2020-08-24,11900,30.5,0,71.3,36.3
2020-08-23,11800,29.4,0,81.0,35.5
2020-08-22,11500,27.0,0,90.0,29.5
2020-08-21,10500,27.4,1,86.2,30.8
2020-08-20,12000,27.0,0,85.7,30.1
2020-08-19,12000,29.1,0,76.8,34.2
2020-08-18,11900,29.0,0,79.7,34.4
2020-08-17,11900,28.3,0,76.4,31.7
2020-08-16,11900,27.9,0,85.6,32.6
2020-08-15,11500,28.9,1,82.0,34.9
2020-08-14,11900,30.7,1,73.2,37.4
2020-08-13,12600,30.4,0,73.1,36.6
2020-08-12,12500,30.1,0,75.5,36.7
2020-08-11,12500,30.4,0,75.7,37.7
2020-08-10,12400,30.4,0,75.7,37.3
2020-08-09,12400,30.0,0,73.8,35.8
2020-08-08,12000,31.0,0,71.3,37.7
2020-08-07,10800,29.9,1,78.9,36.9
2020-08-06,11300,29.9,0,77.5,36.5
2020-08-05,11000,29.8,0,76.4,35.9
2020-08-04,11400,29.4,0,78.9,35.6
2020-08-03,11500,30.7,0,73.9,37.5
2020-08-02,11000,30.5,0,77.4,38.4
2020-08-01,9500,30.1,0,75.8,36.7
2020-07-31,11000,30.1,1,73.0,36.0
2020-07-30,11500,30.7,0,73.0,37.2
2020-07-29,11500,28.0,0,88.0,32.5
2020-07-28,12000,29.4,0,79.9,35.8
2020-07-27,12700,30.6,0,77.2,38.8
2020-07-26,12500,31.8,0,68.8,39.0
2020-07-25,11600,30.1,0,73.0,35.5
2020-07-24,10800,28.7,1,80.2,33.9
2020-07-23,11800,28.6,0,77.9,33.2
2020-07-22,11300,27.5,0,87.8,30.9
2020-07-21,11000,27.0,0,90.9,30.2
2020-07-20,11500,26.9,0,87.1,29.6
2020-07-19,12400,30.4,0,70.4,36.0
2020-07-18,11800,30.2,0,75.2,36.6
2020-07-17,11000,30.0,1,74.2,36.0
2020-07-16,12500,29.9,0,66.9,34.0
2020-07-15,11800,29.7,0,73.2,34.9
2020-07-14,11500,29.0,0,80.9,34.9
2020-07-13,11000,29.1,0,80.9,34.7
2020-07-12,11800,28.1,0,88.6,33.5
2020-07-11,11500,29.1,0,83.4,35.5
2020-07-10,10500,29.8,1,77.5,36.2
2020-07-09,12300,29.5,0,77.2,35.6
2020-07-08,12500,30.4,0,72.2,36.3
2020-07-07,11500,29.5,0,79.6,36.1
2020-07-06,11900,29.0,0,78.3,34.1
2020-07-05,12000,28.7,0,81.4,33.9
2020-07-04,12000,29.6,0,75.0,35.2
2020-07-03,11500,30.9,1,69.9,37.2
2020-07-02,12500,31.5,0,66.3,37.5
2020-07-01,11800,31.7,0,68.5,38.3
2020-06-30,11200,29.3,0,76.2,34.7
2020-06-29,11000,29.9,0,73.6,35.4
2020-06-28,11600,28.6,0,80.5,33.2
2020-06-27,11000,30.4,0,74.2,37.1
2020-06-26,11000,30.3,1,72.7,36.6
2020-06-25,12200,31.4,0,69.1,38.2
2020-06-24,12000,31.0,0,69.4,37.2
2020-06-23,11700,30.7,0,71.9,37.4
2020-06-22,11500,29.6,0,75.5,35.0
2020-06-21,12000,29.1,0,77.6,34.5
2020-06-20,11000,29.8,0,74.2,35.2
2020-06-19,10000,28.3,1,82.4,32.8
2020-06-18,10700,28.4,0,84.2,33.8
2020-06-17,11500,27.3,0,88.8,31.5
2020-06-16,11800,30.4,0,71.3,36.4
2020-06-15,12000,30.4,0,68.9,35.6
2020-06-14,12000,29.2,0,76.3,34.3
2020-06-13,11000,27.8,0,83.6,31.9
2020-06-12,10500,29.0,1,75.8,33.6
2020-06-11,12000,28.0,0,82.3,32.4
2020-06-10,12200,29.5,0,74.2,34.1
2020-06-09,12000,30.2,0,66.1,34.4
2020-06-08,11600,28.9,0,76.7,33.4
2020-06-07,11500,30.4,0,71.4,35.2
2020-06-06,10800,28.8,0,80.3,34.0
2020-06-05,9000,28.3,1,78.2,32.0
2020-06-04,11000,27.6,0,81.3,30.8
2020-06-03,11000,28.9,0,75.8,33.2
2020-06-02,11000,29.5,0,70.9,33.2
