File_Name,Report_Date,Day_ProbPeakGen(MW),Evening_ProbPeakGen(MW),ProbMaxDemand(MW),ProbMaxGen(MW)
5466report.pdf,18.05.21,14358,15278,13000,15278
5650report.pdf,18.08.21,14417,15431,13100,15431
5520report.pdf,14.06.21,13887,14863,13000,14863
5716report.pdf,20.09.21,13756,14564,13300,14564
7713report.pdf,09.06.24,15064,16300,16900,16300
summary_20240822_20240825110500.pdf,22.08.24,14177,15164,14000,15164
6715report.pdf,29.01.23,9198,10482,10300,10482
6653report.pdf,29.12.22,8562,10255,9800,10255
6465report.pdf,26.09.22,11854,13035,14200,13035
5070report.pdf,01.11.20,13881,14804,11900,14804
5841report.pdf,21.11.21,13106,14618,10200,14618
5246report.pdf,28.01.21,11442,13155,9400,13155
summary_20240810_20240811141533.pdf,10.08.24,13808,15540,14500,15540
7243report.pdf,20.10.23,12177,14505,12500,14505
5907report.pdf,24.12.21,11262,12635,8300,12635
7419report.pdf,16.01.24,10042,11269,10600,11269
5136report.pdf,04.12.20,12307,13397,7800,13397
6629report.pdf,17.12.22,8561,10962,9900,10962
6842report.pdf,03.04.23,12260,14121,12100,14121
6559report.pdf,12.11.22,10141,11930,11000,11930
6590report.pdf,28.11.22,8678,10491,10200,10491
6355report.pdf,02.08.22,11054,12898,13900,12898
4399report.pdf,28.11.19,12000,14483,9300,14483
6449report.pdf,18.09.22,11397,14011,14000,14011
6480report.pdf,04.10.22,10250,12370,13800,12370
6952report.pdf,28.05.23,12624,14324,13800,14324
6739report.pdf,10.02.23,9043,10660,10000,10660
6814report.pdf,20.03.23,11878,13735,11500,13735
summary_20241006_20241006140229.pdf,06.10.24,14218,15415,14500,15415
6025report.pdf,20.02.22,12064,12703,10600,12703
summary_20240706_20240708111103.pdf,06.07.24,14406,15150,14500,15150
5026report.pdf,10.10.20,13979,14953,12500,14953
5817report.pdf,07.11.21,12797,14099,10400,14099
7215report.pdf,06.10.23,12664,15116,11500,15116
7486report.pdf,15.02.24,11373,12054,11000,12054
5483report.pdf,26.05.21,14392,15623,11500,15623
5160report.pdf,16.12.20,12245,13495,8000,13495
7679report.pdf,23.05.24,15537,16810,16000,16810
5356report.pdf,24.03.21,14219,15114,12800,15114
6743report.pdf,12.02.23,8914,10651,10800,10651
6096report.pdf,28.03.22,14040,14685,13600,14685
6575report.pdf,20.11.22,10075,11775,10900,11775
6605report.pdf,05.12.22,9236,11907,10200,11907
6433report.pdf,10.09.22,12251,14009,13800,14009
6928report.pdf,16.05.23,10662,12126,14300,12126
5430report.pdf,30.04.21,14867,15821,13300,15821
5606report.pdf,27.07.21,14610,15430,11500,15430
summary_20241119_20241119140348.pdf,19.11.24,12769,13158,11100,13158
5576report.pdf,12.07.21,14163,15270,13500,15270
7090report.pdf,05.08.23,13102,14855,14500,14855
7059report.pdf,20.07.23,13296,15338,15800,15338
5789report.pdf,26.09.21,13988,14930,13300,14930
7745report.pdf,25.06.24,13186,14103,15700,14103
7751report.pdf,28.06.24,13709,14555,14200,14555
5754report.pdf,09.10.21,13298,14426,12800,14426
5879report.pdf,10.12.21,11559,12992,8500,12992
5562report.pdf,05.07.21,13869,15216,12500,15216
5048report.pdf,21.10.20,13871,14849,12800,14849
5612report.pdf,30.07.21,14021,14813,9500,14813
5338report.pdf,15.03.21,14389,15439,11400,15439
5424report.pdf,27.04.21,14370,15300,13950,15300
7421report.pdf,17.01.24,10539,11559,10600,11559
4939report.pdf,27.08.20,13097,14009,11800,14009
6611report.pdf,08.12.22,8804,11061,10200,11061
6561report.pdf,13.11.22,9740,11530,11400,11530
6082report.pdf,21.03.22,13549,14062,13300,14062
5668report.pdf,27.08.21,13239,14432,12000,14432
5342report.pdf,17.03.21,14463,15367,11200,15367
7347report.pdf,11.12.23,11234,12016,10000,12016
5174report.pdf,23.12.20,11796,13091,9000,13091
5497report.pdf,02.06.21,13960,14766,13000,14766
7492report.pdf,20.02.24,11790,12297,11700,12297
5945report.pdf,12.01.22,10255,11250,9850,11250
summary_20241226_20241226135843.pdf,26.12.24,13645,14092,10600,14092
5204report.pdf,07.01.21,11965,13150,9200,13150
5518report.pdf,13.06.21,14266,15227,13500,15227
6031report.pdf,23.02.22,11722,12218,10100,12218
6800report.pdf,13.03.23,11698,13158,12900,13158
6177report.pdf,05.05.22,14302,15239,11200,15239
6494report.pdf,11.10.22,10781,12867,14200,12867
6341report.pdf,26.07.22,10660,11810,13850,11810
7546report.pdf,18.03.24,12266,13834,13300,13834
5775report.pdf,19.10.21,13457,14534,12000,14534
5296report.pdf,22.02.21,12782,13837,9700,13837
7636report.pdf,02.05.24,15609,17442,17000,17442
4918report.pdf,17.08.20,13822,14887,11900,14887
6406report.pdf,28.08.22,12540,14186,14100,14186
4403report.pdf,02.12.19,11501,13939,9000,13939
6776report.pdf,01.03.23,11329,13269,11800,13269
6295report.pdf,03.07.22,12771,13440,14250,13440
6589report.pdf,27.11.22,8941,10935,10500,10935
6540report.pdf,03.11.22,10125,12140,12600,12140
summary_20240913_20240915104220.pdf,13.09.24,15040,16409,15000,16409
5964report.pdf,22.01.22,11750,12470,9800,12470
7150report.pdf,04.09.23,14005,15300,15300,15300
summary_20241217_20241218123620.pdf,17.12.24,12971,13722,10250,13722
7685report.pdf,26.05.24,14800,15838,15000,15838
7366report.pdf,21.12.23,11198,11956,10000,11956
5680report.pdf,02.09.21,12863,14205,13300,14205
summary_20241126_20241128094419.pdf,26.11.24,13049,13778,10600,13778
7016report.pdf,29.06.23,12198,14413,10500,14413
summary_20240910_20240910122213.pdf,10.09.24,13477,14681,16200,14681
6226report.pdf,30.05.22,13831,14808,14000,14808
6821report.pdf,23.03.23,11737,13770,11800,13770
4824report.pdf,01.07.20,13852,15383,11800,15383
6360report.pdf,05.08.22,10700,12580,13000,12580
6683report.pdf,13.01.23,9481,10418,9000,10418
summary_20240818_20240818124038.pdf,18.08.24,14510,15623,15000,15623
6156report.pdf,27.04.22,15296,15536,14800,15536
6967report.pdf,04.06.23,12709,14696,15700,14696
6973report.pdf,07.06.23,13159,14979,16000,14979
4976report.pdf,15.09.20,14230,15045,12500,15045
6142report.pdf,20.04.22,14975,15380,13000,15380
6697report.pdf,20.01.23,8521,9707,9500,9707
6374report.pdf,12.08.22,10932,12925,14200,12925
6004report.pdf,10.02.22,11840,12445,9800,12445
4830report.pdf,04.07.20,13553,15265,12000,15265
6232report.pdf,02.06.22,13923,14994,13900,14994
summary_20240905_20240905152723.pdf,05.09.24,14427,15004,15600,15004
7234report.pdf,16.10.23,12508,14964,14000,14964
5231report.pdf,20.01.21,11812,12946,9500,12946
7002report.pdf,22.06.23,12662,14792,14300,14792
summary_20241017_20241017141644.pdf,17.10.24,13608,14614,14300,14614
5007report.pdf,30.09.20,13337,14541,12800,14541
5694report.pdf,09.09.21,13370,14180,13500,14180
5970report.pdf,24.01.22,11469,12107,9800,12107
summary_20241115_20241117103301.pdf,15.11.24,12072,13315,11500,13315
6886report.pdf,25.04.23,13295,15462,11000,15462
6762report.pdf,22.02.23,9397,10763,11000,10763
6909report.pdf,06.05.23,13402,14974,14000,14974
6138report.pdf,18.04.22,14453,15150,14700,15150
6412report.pdf,31.08.22,11728,13614,14800,13614
summary_20240718_20240724124627.pdf,18.07.24,15065,16126,16000,16126
summary_20240709_20240710103949.pdf,09.07.24,14654,15732,15700,15732
7308report.pdf,22.11.23,11842,14050,10900,14050
5761report.pdf,12.10.21,13362,14350,13800,14350
7078report.pdf,30.07.23,13380,15455,15700,15455
7552report.pdf,21.03.24,12224,13717,11500,13717
6531report.pdf,29.10.22,9929,12002,11000,12002
6707report.pdf,25.01.23,9320,10703,10300,10703
6194report.pdf,14.05.22,14717,15291,12900,15291
6477report.pdf,02.10.22,11741,13187,13800,13187
6641report.pdf,23.12.22,8615,10806,8500,10806
7647report.pdf,07.05.24,14313,16421,14000,16421
5642report.pdf,14.08.21,14225,15200,12600,15200
5368report.pdf,30.03.21,15281,15938,11500,15938
7471report.pdf,09.02.24,11942,13183,10000,13183
summary_20241129_20241201100750.pdf,29.11.24,13564,14206,9200,14206
7701report.pdf,03.06.24,14694,16121,16000,16121
5532report.pdf,20.06.21,14247,15190,11800,15190
4408report.pdf,05.12.19,11715,14273,8900,14273
6899report.pdf,01.05.23,12615,14950,11500,14950
6061report.pdf,10.03.22,12882,13488,12000,13488
4778report.pdf,08.06.20,12862,15316,11600,15316
6257report.pdf,14.06.22,12536,14181,14100,14181
7298report.pdf,17.11.23,12219,13946,10000,13946
7251report.pdf,24.10.23,12441,14727,12000,14727
5548report.pdf,28.06.21,14366,15566,13400,15566
5062report.pdf,28.10.20,13925,15043,11500,15043
5853report.pdf,27.11.21,11913,13207,8800,13207
7067report.pdf,24.07.23,13507,15735,15300,15735
7584report.pdf,06.04.24,13195,15048,15500,15048
7317report.pdf,26.11.23,11430,13406,11000,13406
5638report.pdf,12.08.21,14310,14945,13000,14945
5124report.pdf,28.11.20,12936,14126,8800,14126
summary_20241102_20241103130836.pdf,02.11.24,12008,13162,13000,13162
7135report.pdf,27.08.23,13594,14925,14500,14925
5901report.pdf,21.12.21,11600,12966,9200,12966
5306report.pdf,27.02.21,13229,14488,10100,14488
7303report.pdf,19.11.23,10700,13270,11500,13270
7073report.pdf,27.07.23,13982,16021,15500,16021
5076report.pdf,04.11.20,13785,14697,11700,14697
7245report.pdf,21.10.23,11780,14105,13000,14105
5289report.pdf,18.02.21,13137,14125,9700,14125
5240report.pdf,25.01.21,10876,12048,9300,12048
6769report.pdf,25.02.23,10166,11525,11100,11525
summary_20240815_20240818113451.pdf,15.08.24,14321,15152,16000,15152
4888report.pdf,02.08.20,13354,14707,11000,14707
summary_20241111_20241113101710.pdf,11.11.24,12229,12962,12500,12962
summary_20241212_20241217101510.pdf,12.12.24,13201,13840,10300,13840
5526report.pdf,17.06.21,14012,14897,12000,14897
7715report.pdf,10.06.24,15382,16659,15900,16659
5710report.pdf,17.09.21,13955,14721,12900,14721
5656report.pdf,21.08.21,14223,15250,12400,15250
summary_20241012_20241014191741.pdf,12.10.24,13630,15227,14000,15227
summary_20240814_20240815123825.pdf,14.08.24,14455,15516,15500,15516
7379report.pdf,27.12.23,10846,11896,10500,11896
6655report.pdf,30.12.22,7966,10199,8700,10199
6978report.pdf,10.06.23,12753,15281,14000,15281
6713report.pdf,28.01.23,9064,10184,10000,10184
7322report.pdf,29.11.23,12236,14048,11000,14048
5920report.pdf,31.12.21,11219,12355,8500,12355
7114report.pdf,17.08.23,12503,14909,14900,14909
7264report.pdf,31.10.23,12644,14555,12000,14555
7578report.pdf,03.04.24,12997,14344,15300,14344
6865report.pdf,14.04.23,13559,15639,14500,15639
4784report.pdf,11.06.20,13284,15314,12000,15314
6781report.pdf,03.03.23,10390,12700,11000,12700
4926report.pdf,21.08.20,13190,14481,10500,14481
6112report.pdf,05.04.22,13130,14048,14600,14048
6324report.pdf,18.07.22,13309,14919,14500,14919
summary_20241222_20241222145230.pdf,22.12.24,13489,14032,10600,14032
7734report.pdf,20.06.24,14616,16048,12000,16048
7028report.pdf,05.07.23,12586,14891,13900,14891
7502report.pdf,25.02.24,11219,12381,11500,12381
summary_20241218_20241218220413.pdf,19.12.24,13642,14223,10500,14223
7391report.pdf,02.01.23,10186,11299,10400,11299
5677report.pdf,31.08.21,13266,14241,13500,14241
5394report.pdf,12.04.21,14430,15175,13100,15175
7444report.pdf,29.01.24,11135,11703,10700,11703
6168report.pdf,01.05.22,14850,15821,12000,15821
6442report.pdf,15.09.22,11925,14440,12600,14440
6504report.pdf,16.10.22,10456,12688,13800,12688
6726report.pdf,04.02.23,9814,11263,10300,11263
6510report.pdf,19.10.22,10405,12325,13800,12325
6984report.pdf,13.06.23,13291,15476,14200,15476
4948report.pdf,01.09.20,13743,14642,12200,14642
summary_20240920_20240922122517.pdf,20.09.24,15722,16449,15500,16449
summary_20241120_20241121104012.pdf,20.11.24,12150,12715,11500,12715
7450report.pdf,22.01.24,10330,11175,10800,11175
5380report.pdf,05.04.21,15318,15995,12800,15995
7385report.pdf,30.11.23,12413,13713,11000,13713
7516report.pdf,03.03.24,12480,12962,11800,12962
5808report.pdf,05.11.21,12831,14087,9600,14087
5039report.pdf,16.10.20,13597,14419,12000,14419
7720report.pdf,13.06.24,16013,17185,16400,17185
6937report.pdf,20.05.23,11399,13841,13000,13841
4932report.pdf,24.08.20,13581,14576,11900,14576
6106report.pdf,02.04.22,14005,14682,13000,14682
6795report.pdf,10.03.23,12359,14059,11500,14059
4790report.pdf,14.06.20,13275,14957,12000,14957
6089report.pdf,24.03.22,13249,13801,13800,13801
4874report.pdf,26.07.20,13599,14775,12500,14775
5872report.pdf,07.12.21,11795,13171,9200,13171
5043report.pdf,18.10.20,13862,14804,13000,14804
5796report.pdf,30.10.21,13595,14749,11700,14749
5105report.pdf,18.11.20,12828,14139,10000,14139
summary_20241101_20241103130600.pdf,01.11.24,12189,13366,13200,13366
5934report.pdf,07.01.22,11240,12210,8500,12210
7010report.pdf,26.06.23,12121,14061,14600,14061
summary_20241024_20241024122910.pdf,24.10.24,13319,14218,12800,14218
7226report.pdf,12.10.23,12379,14982,14350,14982
5709report.pdf,16.09.21,13842,14619,13500,14619
summary_20240912_20240912131553.pdf,12.09.24,14444,16001,15700,16001
summary_20241227_20241228214413.pdf,27.12.24,13791,14419,10600,14419
7156report.pdf,07.09.23,13436,14840,15000,14840
5962report.pdf,21.01.22,11635,12375,8800,12375
7360report.pdf,18.12.23,10490,11734,9800,11734
6366report.pdf,07.08.22,11730,13539,14200,13539
6685report.pdf,14.01.23,8620,9917,9700,9917
6150report.pdf,24.04.22,14982,15121,14600,15121
6199report.pdf,16.05.22,14851,15519,14000,15519
4964report.pdf,09.09.20,14443,15249,13000,15249
summary_20241219_20241222133459.pdf,19.12.24,13397,14157,10500,14157
4822report.pdf,30.06.20,14038,15620,11200,15620
6827report.pdf,26.03.23,12141,13912,11200,13912
7406report.pdf,10.01.24,10772,11780,10000,11780
7630report.pdf,29.04.24,14425,16890,17200,16890
7540report.pdf,17.03.24,11451,12831,12800,12831
5259report.pdf,03.02.21,12064,13211,9300,13211
5773report.pdf,18.10.21,13663,14762,12600,14762
5290report.pdf,19.02.21,12405,13530,9000,13530
6770report.pdf,26.02.23,10330,11975,11900,11975
4858report.pdf,18.07.20,13682,14986,11800,14986
6546report.pdf,06.11.22,9531,12188,12400,12188
6894report.pdf,29.04.23,12728,15228,12500,15228
6636report.pdf,21.12.22,8888,11313,9900,11313
6400report.pdf,25.08.22,12678,14372,14100,14372
6880report.pdf,22.04.23,13543,15229,11200,15229
6078report.pdf,19.03.22,13272,14043,11500,14043
6552report.pdf,09.11.22,10300,11731,11500,11731
5284report.pdf,16.02.21,12768,13740,9600,13740
5767report.pdf,15.10.21,13614,14700,12900,14700
7248report.pdf,23.10.23,12293,14536,13600,14536
7762report.pdf,04.07.24,15300,15980,14500,15980
5551report.pdf,29.06.21,14589,15524,13000,15524
7554report.pdf,22.03.24,11916,13365,10700,13365
summary_20240708_20240709093940.pdf,08.07.24,14310,15530,15500,15530
6833report.pdf,29.03.23,12263,13640,12400,13640
4836report.pdf,07.07.20,13739,15272,11500,15272
6002report.pdf,09.02.22,11980,12649,10000,12649
summary_20240923_20240923134927.pdf,23.09.24,14708,15869,16300,15869
6144report.pdf,21.04.22,14947,15431,14000,15431
4970report.pdf,12.09.20,14235,15026,12000,15026
6372report.pdf,11.08.22,11033,13246,13800,13246
summary_20241207_20241208112124.pdf,07.12.24,12300,13200,10000,13200
summary_20241009_20241011233904.pdf,09.10.24,13550,14985,14500,14985
7697report.pdf,01.06.24,14229,15987,15200,15987
5692report.pdf,08.09.21,13409,14315,13500,14315
7468report.pdf,08.02.24,11056,12615,11200,12615
5830report.pdf,16.11.21,12318,13864,9800,13864
6745report.pdf,13.02.23,9352,10888,10750,10888
6573report.pdf,19.11.22,9280,11136,10800,11136
6868report.pdf,16.04.23,13286,14999,16000,14999
7096report.pdf,08.08.23,13432,15536,13500,15536
5570report.pdf,09.07.21,13884,15105,11900,15105
5746report.pdf,05.10.21,13846,14860,12500,14860
5436report.pdf,03.05.21,14975,16086,13200,16086
6509report.pdf,18.10.22,10315,12560,13800,12560
6023report.pdf,19.02.22,11928,12656,10100,12656
4817report.pdf,27.06.20,13685,15398,11000,15398
6353report.pdf,01.08.22,10934,12700,14000,12700
4998report.pdf,26.09.20,13305,14271,11000,14271
6486report.pdf,07.10.22,11195,12889,13900,12889
5166report.pdf,19.12.20,12396,13632,8500,13632
5957report.pdf,18.01.22,11514,12165,9900,12165
summary_20240916_20240917114410.pdf,16.09.24,15527,16420,12600,16420
7025report.pdf,03.07.23,13068,14937,12500,14937
5020report.pdf,07.10.20,13309,14201,12300,14201
7213report.pdf,05.10.23,13829,16017,13200,16017
5216report.pdf,13.01.21,11643,12836,9500,12836
5202report.pdf,06.01.21,12019,13194,9200,13194
summary_20241019_20241020141214.pdf,19.10.24,13283,14360,13700,14360
7207report.pdf,02.10.23,14864,17101,14000,17101
5034report.pdf,14.10.20,13834,14722,13100,14722
7341report.pdf,08.12.23,11595,12664,10000,12664
summary_20241221_20241222133612.pdf,21.12.24,13165,13670,9800,13670
5344report.pdf,18.03.21,14625,15655,11800,15655
5943report.pdf,11.01.22,10930,11767,9900,11767
7177report.pdf,17.09.23,13702,15453,15400,15453
5172report.pdf,22.12.20,11429,12764,9000,12764
6989report.pdf,15.06.23,12493,14803,14800,14803
6037report.pdf,26.02.22,11850,12615,10400,12615
6201report.pdf,17.05.22,14493,15063,14000,15063
7611report.pdf,20.04.24,14929,16246,15500,16246
7427report.pdf,20.01.24,10060,10725,10600,10725
5108report.pdf,20.11.20,11940,13670,8500,13670
5752report.pdf,09.10.21,13298,14426,12800,14426
7757report.pdf,01.07.24,14087,14825,14300,14825
5564report.pdf,06.07.21,13780,14980,13000,14980
7082report.pdf,01.08.23,13081,15307,15500,15307
7561report.pdf,25.03.24,12023,13325,12500,13325
6567report.pdf,16.11.22,10230,11903,10800,11903
6751report.pdf,16.02.23,9758,11396,10850,11396
6798report.pdf,12.03.23,11907,13453,12700,13453
summary_20241223_20241224100612.pdf,23.12.24,12705,13515,10700,13515
summary_20240918_20240918154445.pdf,18.09.24,15202,16131,15400,16131
6650report.pdf,28.12.22,8709,10343,9900,10343
6699report.pdf,21.01.23,8803,9837,9800,9837
6466report.pdf,27.09.22,12109,13368,14200,13368
4978report.pdf,16.09.20,13672,14484,12300,14484
6716report.pdf,30.01.23,9536,10855,10500,10855
summary_20240713_20240714143230.pdf,13.07.24,14863,16225,14800,16225
5186report.pdf,29.12.20,12382,13822,8900,13822
5379report.pdf,04.04.21,15138,15995,13200,15995
summary_20240809_20240811141542.pdf,09.08.24,13845,16595,13500,16595
4844report.pdf,11.07.20,13222,14655,11500,14655
6888report.pdf,26.04.23,13191,15469,13000,15469
6300report.pdf,06.07.22,12823,13878,14000,13878
6907report.pdf,05.05.23,13088,14821,11800,14821
6136report.pdf,17.04.22,15050,15740,15000,15740
4902report.pdf,09.08.20,13589,14702,12400,14702
summary_20241225_20241226102950.pdf,25.12.24,12982,13683,10500,13683
7130report.pdf,25.08.23,12655,14659,13000,14659
5904report.pdf,23.12.21,11075,12470,9400,12470
5629report.pdf,07.08.21,14258,14902,12700,14902
7595report.pdf,11.04.24,14761,15897,11300,15897
7076report.pdf,29.07.23,14056,16111,15200,16111
5559report.pdf,03.07.21,14203,15430,12400,15430
5590report.pdf,19.07.21,13967,14920,13000,14920
7289report.pdf,12.11.23,11760,13667,11800,13667
5298report.pdf,23.02.21,13060,14281,9700,14281
5251report.pdf,30.01.21,12248,13722,9300,13722
7254report.pdf,26.10.23,12207,14510,13500,14510
5584report.pdf,16.07.21,14606,15407,12800,15407
summary_20240930_20240930114907.pdf,30.09.24,14808,16327,15500,16327
7312report.pdf,24.11.23,11990,13598,10000,13598
5317report.pdf,04.03.21,13081,13951,10800,13951
7124report.pdf,22.08.23,12951,14760,15500,14760
summary_20241018_20241019113242.pdf,18.10.24,13889,14830,12800,14830
6408report.pdf,29.08.22,12329,13735,14200,13735
4916report.pdf,16.08.20,13903,14876,11900,14876
6314report.pdf,13.07.22,13431,15107,13000,15107
6855report.pdf,09.04.23,12504,14902,14300,14902
4850report.pdf,14.07.20,13148,14545,11500,14545
6587report.pdf,26.11.22,8924,10923,10000,10923
6778report.pdf,02.03.23,10476,12785,12000,12785
5647report.pdf,16.08.21,14084,15036,13200,15036
7474report.pdf,11.02.24,10960,12377,11000,12377
7197report.pdf,27.09.23,15115,17046,15000,17046
5192report.pdf,01.01.21,11483,12833,8000,12833
5471report.pdf,20.05.21,14800,15717,13200,15717
5701report.pdf,12.09.21,13923,14720,13800,14720
7704report.pdf,05.06.24,14195,15985,15900,15985
7532report.pdf,11.03.24,12696,13179,12300,13179
7018report.pdf,30.06.23,12011,14614,11500,14614
summary_20240803_20240806111117.pdf,03.08.24,13587,16532,13600,16532
6191report.pdf,12.05.22,15370,15995,12900,15995
6472report.pdf,30.09.22,11934,13501,13500,13501
6969report.pdf,05.06.23,12368,14173,15800,14173
summary_20240808_20240811141558.pdf,08.08.24,14727,17615,14100,17615
7043report.pdf,12.07.23,13387,15429,15000,15429
5046report.pdf,20.10.20,13861,14789,12800,14789
5793report.pdf,28.10.21,13532,14684,12000,14684
5270report.pdf,09.01.21,12413,13677,9100,13677
5931report.pdf,05.01.22,11458,12501,9500,12501
7105report.pdf,12.08.23,12358,14482,14000,14482
7333report.pdf,04.12.23,12602,13916,11000,13916
summary_20240824_20240827124058.pdf,24.08.24,14524,15510,13700,15510
6335report.pdf,23.07.22,11405,12758,14000,12758
summary_20240819_20240820113651.pdf,19.08.24,14211,15777,15000,15777
6273report.pdf,22.06.22,13470,14693,13200,14693
6874report.pdf,19.04.23,14222,15948,15500,15948
5450report.pdf,10.05.21,14829,15724,11800,15724
5982report.pdf,30.01.22,11577,12401,10200,12401
7455report.pdf,01.02.24,10520,11300,10850,11300
summary_20241103_20241104142426.pdf,03.11.24,12085,13476,14000,13476
7349report.pdf,12.12.23,10514,11256,10000,11256
7663report.pdf,15.05.24,16383,17130,16000,17130
7039report.pdf,10.07.23,12470,14605,14800,14605
7513report.pdf,01.03.24,11881,12615,11000,12615
5516report.pdf,12.06.21,14057,15539,13700,15539
7725report.pdf,15.06.24,14603,16078,14600,16078
summary_20241014_20241014191846.pdf,14.10.24,13346,14854,15000,14854
6515report.pdf,21.10.22,10298,12516,12700,12516
summary_20241021_20241022121242.pdf,21.10.24,13576,14732,13800,14732
6665report.pdf,04.01.23,9144,10746,10200,10746
6948report.pdf,26.05.23,13089,15362,12000,15362
4984report.pdf,19.09.20,12860,13900,12000,13900
4990report.pdf,22.09.20,12963,14018,11900,14018
6447report.pdf,17.09.22,11980,14561,13400,14561
6671report.pdf,07.01.23,8475,10460,9300,10460
summary_20240816_20240818124022.pdf,16.08.24,14036,15022,14500,15022
summary_20240902_20240902143358.pdf,02.09.24,15796,16914,15600,16914
4397report.pdf,26.11.19,12321,14675,9000,14675
summary_20240728_20240728143207.pdf,28.07.24,14685,16178,16000,16178
6501report.pdf,14.10.22,10715,12880,13200,12880
summary_20241203_20241204104633.pdf,03.12.24,12490,13220,10800,13220
6737report.pdf,09.02.23,9639,11158,10600,11158
5502report.pdf,05.06.21,14553,15570,12800,15570
7507report.pdf,27.02.24,11230,12219,11400,12219
5819report.pdf,10.11.21,12709,14185,10500,14185
7677report.pdf,23.05.24,15537,16810,16000,16810
summary_20240829_20240829140112.pdf,29.08.24,15691,16447,15000,16447
5672report.pdf,29.08.21,13680,14423,13500,14423
5996report.pdf,06.02.22,11852,12677,10000,12677
7488report.pdf,18.02.24,11217,12236,11400,12236
6860report.pdf,12.04.23,13000,15040,15000,15040
6051report.pdf,05.03.22,12042,12720,10500,12720
6098report.pdf,29.03.22,13910,14525,13400,14525
6784report.pdf,05.03.23,11825,13367,12400,13367
6321report.pdf,16.07.22,14190,15730,13600,15730
7327report.pdf,01.12.23,11590,12971,10000,12971
5322report.pdf,07.03.21,15180,16180,11400,16180
5608report.pdf,28.07.21,14147,14994,11000,14994
5925report.pdf,02.01.22,11165,12090,9600,12090
5264report.pdf,06.02.21,12413,13707,9300,13707
5052report.pdf,23.10.20,13291,14449,8800,14449
5578report.pdf,13.07.21,14245,15331,13400,15331
7057report.pdf,19.07.23,13185,15300,15500,15300
5863report.pdf,02.12.21,12492,13781,9700,13781
7371report.pdf,23.12.23,10517,11779,9500,11779
5374report.pdf,02.04.21,14766,15662,12500,15662
7147report.pdf,02.09.23,13996,15730,15000,15730
5142report.pdf,07.12.20,12467,13791,9000,13791
5468report.pdf,19.05.21,14305,15161,12500,15161
5718report.pdf,21.09.21,13803,14620,13200,14620
summary_20241117_20241117124757.pdf,17.11.24,12795,13684,11800,13684
5004report.pdf,29.09.20,13000,13950,12500,13950
5835report.pdf,18.11.21,12870,14353,9900,14353
7001report.pdf,21.06.23,12364,14460,14200,14460
6231report.pdf,01.06.22,13869,14953,14000,14953
6141report.pdf,19.04.22,14422,14933,14800,14933
6970report.pdf,06.06.23,12509,14389,15800,14389
6694report.pdf,19.01.23,8761,10004,10200,10004
5248report.pdf,29.01.21,11771,13011,8400,13011
5762report.pdf,13.10.21,13158,14215,13700,14215
5554report.pdf,01.07.21,14650,15390,11500,15390
7551report.pdf,20.03.24,12189,13817,12500,13817
7621report.pdf,24.04.24,15774,16915,16800,16915
5624report.pdf,05.08.21,13980,14619,13000,14619
5909report.pdf,25.12.21,11796,13034,9200,13034
5138report.pdf,05.12.20,12431,13509,8800,13509
5412report.pdf,21.04.21,14746,15595,13500,15595
4414report.pdf,08.12.19,11515,14038,8800,14038
6627report.pdf,16.12.22,8568,11234,9000,11234
4880report.pdf,29.07.20,13824,15001,11500,15001
6557report.pdf,11.11.22,10297,11942,10800,11942
6761report.pdf,21.02.23,8972,10898,10500,10898
6775report.pdf,28.02.23,10818,12821,11800,12821
4770report.pdf,04.06.20,12390,15053,11000,15053
4894report.pdf,05.08.20,13314,14582,11000,14582
6069report.pdf,14.03.22,12499,13055,12400,13055
6543report.pdf,04.11.22,10058,12211,11000,12211
6891report.pdf,27.04.23,12961,15840,13000,15840
6858report.pdf,11.04.23,12798,15182,14700,15182
6633report.pdf,19.12.22,8369,10974,10200,10974
4400report.pdf,29.11.19,12130,14615,8400,14615
5406report.pdf,18.04.21,15009,15834,12000,15834
7403report.pdf,08.01.24,10104,11492,10500,11492
5630report.pdf,08.08.21,14454,14931,13200,14931
7635report.pdf,01.05.24,15535,16882,16200,16882
5892report.pdf,17.12.21,11456,12792,8300,12792
5589report.pdf,18.07.21,14535,15478,13300,15478
5540report.pdf,24.06.21,14828,15802,13200,15802
7290report.pdf,13.11.23,11600,13655,12000,13655
5776report.pdf,20.10.21,13486,14569,11500,14569
summary_20240825_20240827124108.pdf,25.08.24,14452,15191,14200,15191
summary_20240717_20240724121615.pdf,17.07.24,15090,16630,15800,16630
6964report.pdf,03.06.23,12525,14567,15500,14567
6013report.pdf,14.02.22,12018,12576,10000,12576
6539report.pdf,02.11.22,10398,12164,12500,12164
7223report.pdf,10.10.23,13357,15303,14500,15303
7709report.pdf,07.06.24,14376,16114,15000,16114
5226report.pdf,18.01.21,11662,12797,9500,12797
7153report.pdf,05.09.23,14254,15425,15500,15425
5360report.pdf,26.03.21,14478,15385,12200,15385
7365report.pdf,20.12.23,10880,11927,10300,11927
summary_20240707_20240708111111.pdf,07.07.24,15075,16076,15000,16076
6081report.pdf,20.03.22,13558,13987,12900,13987
4798report.pdf,18.06.20,13565,15025,10700,15025
6754report.pdf,18.02.23,9569,11199,10500,11199
6424report.pdf,06.09.22,12373,14114,13400,14114
6338report.pdf,25.07.22,10664,11831,14000,11831
