File_Name,Report_Date,Day_ProbPeakGen(MW),Evening_ProbPeakGen(MW),ProbMaxDemand(MW),ProbMaxGen(MW)
summary_20241108_20241110094549.pdf,08.11.24,12321,13493,12000,13493
7614report.pdf,21.04.24,15510,16660,16200,16660
summary_20241230_20241231114550.pdf,30.12.24,13760,15475,10800,15475
7422report.pdf,18.01.24,10923,11822,10700,11822
7108report.pdf,14.08.23,12551,14799,14300,14799
5427report.pdf,28.04.21,14469,15398,14100,15398
5082report.pdf,07.11.20,12585,13980,9200,13980
7564report.pdf,27.03.24,12127,13377,12700,13377
4940report.pdf,28.08.20,12822,13804,11000,13804
6497report.pdf,12.10.22,10525,12637,14200,12637
6945report.pdf,24.05.23,12188,15355,13500,15355
6342report.pdf,27.07.22,10696,11965,14400,11965
6803report.pdf,14.03.23,12005,13336,13200,13336
4806report.pdf,22.06.20,13407,14865,11500,14865
7728report.pdf,17.06.24,15093,16682,12500,16682
7202report.pdf,30.09.23,14817,16909,14000,16909
7034report.pdf,08.07.23,13026,15318,13100,15318
5800report.pdf,01.11.21,13529,14872,11000,14872
5341report.pdf,16.03.21,14629,15593,11600,15593
7458report.pdf,03.02.24,10484,11340,10300,11340
5177report.pdf,24.12.20,11926,13152,8900,13152
5449report.pdf,09.05.21,15002,15780,13000,15780
5480report.pdf,25.05.21,14986,16053,11800,16053
5163report.pdf,17.12.20,12210,13510,8400,13510
5952report.pdf,16.01.22,11399,12077,9800,12077
7166report.pdf,12.09.23,14253,15641,15200,15641
7485report.pdf,17.02.24,11135,12201,11000,12201
summary_20241005_20241006113709.pdf,05.10.24,13647,15330,12500,15330
7399report.pdf,06.01.24,10567,11656,9700,11656
7350report.pdf,13.12.23,10564,11385,10300,11385
7020report.pdf,01.07.23,11720,13997,11000,13997
5814report.pdf,08.11.21,12465,13765,10000,13765
summary_20241231_20250101203159.pdf,31.12.24,14543,14949,10600,14949
5739report.pdf,01.10.21,13866,14891,12800,14891
5213report.pdf,11.01.21,12135,13464,9500,13464
6210report.pdf,22.05.22,14372,14978,13500,14978
6026report.pdf,21.02.22,11888,12555,9200,12555
summary_20240730_20240730121737.pdf,30.07.24,14399,16084,16000,16084
6356report.pdf,03.08.22,11315,12982,14000,12982
4954report.pdf,04.09.20,14013,14870,11800,14870
7570report.pdf,30.03.24,12062,14102,12500,14102
7093report.pdf,06.08.23,12841,14542,14500,14542
5096report.pdf,14.11.20,13178,14511,9800,14511
5743report.pdf,03.10.21,13901,14955,13800,14955
5433report.pdf,01.05.21,14867,15732,11800,15732
summary_20241210_20241211102233.pdf,10.12.24,13235,13745,10300,13745
6606report.pdf,06.12.22,8982,11199,10200,11199
summary_20240924_20240924142253.pdf,24.09.24,14939,16563,15600,16563
4868report.pdf,23.07.20,13020,14563,11800,14563
5510report.pdf,09.06.21,14466,15482,13000,15482
7515report.pdf,02.03.24,12117,12826,11300,12826
7723report.pdf,14.06.24,14306,15759,14000,15759
7179report.pdf,18.09.23,13581,15329,15000,15329
summary_20241209_20241209135657.pdf,09.12.24,13192,13757,10600,13757
7665report.pdf,16.05.24,15640,16686,16400,16686
7386report.pdf,31.12.23,10738,11775,10500,11775
6380report.pdf,15.08.22,11470,13830,13600,13830
6663report.pdf,03.01.23,8508,10061,9800,10061
6455report.pdf,21.09.22,12176,13979,14200,13979
4982report.pdf,18.09.20,12486,14004,11500,14004
summary_20241002_20241002125913.pdf,02.10.24,14005,15202,15400,15202
6039report.pdf,27.02.22,11839,12431,10500,12431
7103report.pdf,11.08.23,12499,14344,13000,14344
7429report.pdf,21.01.24,9531,10608,10900,10608
summary_20240915_20240915124158.pdf,15.09.24,15203,16012,12000,16012
5089report.pdf,10.11.20,12666,13965,10400,13965
5871report.pdf,06.12.21,11755,13078,9500,13078
7045report.pdf,13.07.23,12841,15280,14800,15280
5795report.pdf,29.10.21,13488,14776,10700,14776
7273report.pdf,04.11.23,12205,14361,12500,14361
6796report.pdf,11.03.23,11688,13546,12000,13546
6275report.pdf,23.06.22,13415,14681,13500,14681
6872report.pdf,18.04.23,13863,15617,16000,15617
6043report.pdf,01.03.22,11982,12562,11000,12562
6569report.pdf,17.11.22,9781,11360,10700,11360
6333report.pdf,22.07.22,11407,12635,12900,12635
6619report.pdf,12.12.22,8894,11234,10000,11234
6920report.pdf,12.05.23,12633,14400,14000,14400
6111report.pdf,04.04.22,12806,13695,14300,13695
summary_20240925_20240925124949.pdf,25.09.24,15033,16474,14000,16474
6261report.pdf,16.06.22,13032,14696,14000,14696
5262report.pdf,05.02.21,12430,13750,8200,13750
5781report.pdf,22.10.21,13367,14404,11000,14404
5748report.pdf,06.10.21,13490,14505,12500,14505
5865report.pdf,03.12.21,11040,12380,9000,12380
7051report.pdf,16.07.23,13420,15540,15200,15540
7098report.pdf,09.08.23,12510,14777,14200,14777
5054report.pdf,24.10.20,13209,14356,10500,14356
5324report.pdf,08.03.21,14910,15905,11400,15905
7321report.pdf,28.11.23,11668,13408,11100,13408
5112report.pdf,22.11.20,12984,14314,9600,14314
5438report.pdf,04.05.21,14667,15616,13000,15616
6731report.pdf,06.02.23,9538,11092,10700,11092
6993report.pdf,17.06.23,12614,14928,14500,14928
6488report.pdf,08.10.22,9882,12435,13600,12435
4996report.pdf,25.09.20,13287,14153,10500,14153
summary_20241214_20241217103234.pdf,14.12.24,12658,13256,10000,13256
6677report.pdf,10.01.23,8571,10174,10100,10174
6394report.pdf,22.08.22,11683,13663,14300,13663
5674report.pdf,30.08.21,13490,14234,13000,14234
7671report.pdf,19.05.24,15617,16896,15000,16896
5959report.pdf,19.01.22,11530,12186,10000,12186
5732report.pdf,28.09.21,13740,14934,13200,14934
5504report.pdf,06.06.21,14791,15748,13500,15748
6306report.pdf,09.07.22,12825,14230,12500,14230
summary_20240715_20240715141223.pdf,15.07.24,14480,15535,16000,15535
4904report.pdf,10.08.20,13744,14829,12400,14829
6130report.pdf,14.04.22,15010,15487,14000,15487
6847report.pdf,05.04.23,13035,14279,13800,14279
6076report.pdf,18.03.22,13036,13600,12000,13600
6595report.pdf,30.11.22,9397,11201,10500,11201
4842report.pdf,10.07.20,13752,15214,10500,15214
5596report.pdf,22.07.21,13512,14542,11500,14542
7593report.pdf,10.04.24,14877,15548,12800,15548
5844report.pdf,23.11.21,12350,13720,10000,13720
5769report.pdf,16.10.21,13466,14618,13500,14618
5243report.pdf,26.01.21,11051,12269,9500,12269
5902report.pdf,22.12.21,11720,13080,9500,13080
7136report.pdf,28.08.23,12899,15012,14500,15012
5133report.pdf,01.12.20,13398,14533,9200,14533
7300report.pdf,18.11.23,10724,13121,10500,13121
summary_20240917_20240918153051.pdf,17.09.24,15314,16266,15500,16266
6526report.pdf,27.10.22,10210,12531,13200,12531
4838report.pdf,08.07.20,13743,15221,12500,15221
summary_20240805_20240808103627.pdf,05.08.24,14010,15969,13000,15969
6460report.pdf,24.09.22,11579,13467,14000,13467
6183report.pdf,08.05.22,15646,16205,13000,16205
7185report.pdf,21.09.23,14490,16140,14500,16140
5180report.pdf,26.12.20,12469,13673,8800,13673
5149report.pdf,10.12.20,12441,13630,8900,13630
7699report.pdf,02.06.24,15081,16807,16500,16807
5525report.pdf,16.06.21,13615,14580,12800,14580
7520report.pdf,05.03.24,12644,13635,12000,13635
5713report.pdf,19.09.21,13778,14618,13200,14618
7228report.pdf,13.10.23,12624,15125,13000,15125
5707report.pdf,15.09.21,13675,14390,13400,14390
7534report.pdf,12.03.24,12495,13198,12700,13198
7644report.pdf,06.05.24,14828,16789,14000,16789
5194report.pdf,03.01.22,11556,12813,9000,12813
7158report.pdf,08.09.23,12799,14876,13000,14876
6197report.pdf,15.05.22,14814,15420,13500,15420
6474report.pdf,01.10.22,12037,13585,14300,13585
6368report.pdf,09.08.22,11360,13615,13600,13615
6532report.pdf,30.10.22,9879,11892,12800,11892
6829report.pdf,27.03.23,12011,13796,11900,13796
7314report.pdf,25.11.23,11389,13049,10200,13049
5916report.pdf,29.12.21,11383,12253,9500,12253
7252report.pdf,25.10.23,12842,15228,13000,15228
5899report.pdf,20.12.21,11731,12929,9200,12929
5582report.pdf,15.07.21,14095,15387,13700,15387
6548report.pdf,07.11.22,9607,11971,11600,11971
6581report.pdf,23.11.22,9506,11217,10800,11217
4856report.pdf,17.07.20,13409,14918,11000,14918
6853report.pdf,08.04.23,12145,14027,13500,14027
6254report.pdf,13.06.22,13473,14215,14200,14215
4910report.pdf,13.08.20,13919,14914,12600,14914
6124report.pdf,11.04.22,14434,15196,14200,15196
6638report.pdf,22.12.22,8770,10911,9800,10911
6312report.pdf,12.07.22,12630,14255,12500,14255
4800report.pdf,19.06.20,13636,15071,10000,15071
6805report.pdf,15.03.23,11850,13118,12500,13118
summary_20241013_20241014191751.pdf,13.10.24,13409,15020,14500,15020
6458report.pdf,23.09.22,11893,13273,13700,13273
4946report.pdf,31.08.20,13547,14478,12600,14478
summary_20240806_20240808103635.pdf,06.08.24,13938,15856,14000,15856
6344report.pdf,28.07.22,10912,12876,14000,12876
5492report.pdf,31.05.21,13446,14397,13200,14397
5989report.pdf,02.02.22,11112,11752,10000,11752
5201report.pdf,05.01.21,12245,13621,9200,13621
5806report.pdf,04.11.21,12827,14362,10500,14362
7518report.pdf,04.03.24,12090,13609,12000,13609
6939report.pdf,21.05.23,12111,14231,14500,14231
6108report.pdf,03.04.22,13060,13854,13800,13854
6087report.pdf,23.03.22,13165,13755,13500,13755
6278report.pdf,25.06.22,13579,15039,13500,15039
5798report.pdf,31.10.21,13495,14758,12000,14758
7562report.pdf,26.03.24,12085,13315,11500,13315
5084report.pdf,08.11.20,12931,14103,10200,14103
7612report.pdf,18.04.24,15189,16568,15000,16568
7430report.pdf,23.01.24,10377,11008,10600,11008
7606report.pdf,17.04.24,15124,16411,14700,16411
5603report.pdf,25.07.21,14225,15089,11500,15089
5329report.pdf,10.03.21,13887,14911,11400,14911
5090report.pdf,11.11.20,13464,14783,10400,14783
7576report.pdf,02.04.24,12652,14204,14700,14204
7740report.pdf,23.06.24,15157,17026,15000,17026
6746report.pdf,14.02.23,9685,11157,10700,11157
6093report.pdf,26.03.22,13305,13901,12600,13901
6436report.pdf,12.09.22,12070,14257,13300,14257
4928report.pdf,22.08.20,13118,14759,11500,14759
5812report.pdf,07.11.21,12797,14099,10400,14099
7026report.pdf,04.07.23,13601,15616,13000,15616
5215report.pdf,12.01.21,11836,13148,9500,13148
7210report.pdf,04.10.23,14055,16350,13600,16350
7160report.pdf,09.09.23,12818,14857,14300,14857
7483report.pdf,16.02.24,11168,11803,10300,11803
5954report.pdf,17.01.22,11290,11965,9900,11965
6350report.pdf,31.07.22,11040,12935,14000,12935
6166report.pdf,29.04.22,15258,15495,13700,15495
4952report.pdf,03.09.20,13428,14722,12400,14722
summary_20241028_20241028134913.pdf,28.10.24,13086,14186,14300,14186
6216report.pdf,25.05.22,13890,14762,14100,14762
summary_20241022_20241022121322.pdf,22.10.24,13651,14851,14500,14851
5308report.pdf,28.02.21,13360,14478,10800,14478
5622report.pdf,04.08.21,13784,14448,12400,14448
5414report.pdf,22.04.21,14495,15545,13000,15545
7282report.pdf,09.11.23,10983,12382,11500,12382
5287report.pdf,17.02.21,13175,14144,9700,14144
5764report.pdf,14.10.21,13528,14618,13800,14618
summary_20240907_20240908150046.pdf,07.09.24,15089,15915,15500,15915
5078report.pdf,05.11.20,13248,14497,10800,14497
5552report.pdf,30.06.21,14476,15304,12800,15304
6551report.pdf,08.11.22,9800,11840,11800,11840
4886report.pdf,01.08.20,13790,15135,9500,15135
6284report.pdf,28.06.22,13502,14755,14100,14755
6767report.pdf,24.02.23,10883,12378,10800,12378
4412report.pdf,07.12.19,11341,13883,8500,13883
4909report.pdf,12.08.20,13699,14794,12500,14794
6417report.pdf,02.09.22,12057,13967,14200,13967
6621report.pdf,13.12.22,8944,11312,10100,11312
5234report.pdf,22.01.21,11336,12573,8000,12573
7007report.pdf,24.06.23,12929,14837,14500,14837
5833report.pdf,17.11.21,12450,13953,9700,13953
5002report.pdf,28.09.20,13620,14458,11900,14458
5528report.pdf,18.06.21,13085,13960,11000,13960
5372report.pdf,01.04.21,15265,16287,13000,16287
5658report.pdf,22.08.21,14250,15255,13200,15255
7377report.pdf,26.12.23,11015,11816,10200,11816
5975report.pdf,26.01.22,11408,12076,10200,12076
7141report.pdf,30.08.23,13608,15255,15250,15255
summary_20241204_20241204141706.pdf,04.12.24,12562,13262,11200,13262
6830report.pdf,28.03.23,11885,14000,12500,14000
summary_20240804_20240808103616.pdf,04.08.24,13490,15695,14800,15695
6015report.pdf,15.02.22,11493,12387,10000,12387
6686report.pdf,15.01.23,8926,9673,10300,9673
summary_20241020_20241020141307.pdf,20.10.24,13827,14787,13800,14787
6153report.pdf,25.04.22,14758,14981,14800,14981
6962report.pdf,02.06.23,12295,14441,14800,14441
5150report.pdf,11.12.20,12001,13382,8000,13382
5199report.pdf,04.01.21,12271,13529,9000,13529
7680report.pdf,24.05.24,14967,16376,15500,16376
7363report.pdf,19.12.23,11040,12132,10500,12132
7649report.pdf,08.05.24,15155,16678,13500,16678
5016report.pdf,04.10.20,13188,14068,12700,14068
7539report.pdf,14.03.24,12583,14206,13000,14206
5220report.pdf,15.01.21,11899,13161,8600,13161
7225report.pdf,11.10.23,13164,15252,14500,15252
4406report.pdf,04.12.19,11300,13800,8600,13800
6918report.pdf,11.05.23,13199,14660,15500,14660
4776report.pdf,07.06.20,13234,15438,11500,15438
6290report.pdf,01.07.22,12705,14025,13000,14025
6897report.pdf,30.04.23,12973,15313,14500,15313
6545report.pdf,05.11.22,9602,12166,11800,12166
4892report.pdf,04.08.20,13095,14604,11400,14604
5546report.pdf,27.06.21,14253,15612,13600,15612
7069report.pdf,25.07.23,13864,16010,15600,16010
7296report.pdf,16.11.23,12557,14066,12000,14066
7405report.pdf,09.01.24,10797,11878,10000,11878
7633report.pdf,30.04.24,15191,16667,17300,16667
7639report.pdf,03.05.24,15266,17276,16000,17276
summary_20241104_20241104150612.pdf,04.11.24,12479,13974,13500,13974
5911report.pdf,26.12.21,11778,13215,9500,13215
summary_20240904_20240905130249.pdf,04.09.24,14680,15298,15500,15298
5120report.pdf,26.11.20,12788,14142,9000,14142
5066report.pdf,30.10.20,13787,14868,11300,14868
7549report.pdf,19.03.24,12057,13662,13600,13662
7063report.pdf,22.07.23,13188,15628,15000,15628
7580report.pdf,04.04.24,13382,14782,15000,14782
5857report.pdf,29.11.21,11868,13301,9300,13301
summary_20241228_20241228220937.pdf,28.12.24,14138,14492,9850,14492
6065report.pdf,12.03.22,12545,12984,11100,12984
4898report.pdf,07.08.20,13254,14409,10800,14409
6253report.pdf,12.06.22,13770,14510,14400,14510
6123report.pdf,10.04.22,13732,14751,14500,14751
6912report.pdf,08.05.23,12766,14826,15000,14826
summary_20241003_20241003134631.pdf,03.10.24,13788,15030,14500,15030
5536report.pdf,22.06.21,13903,15299,12500,15299
7643report.pdf,05.05.24,14855,16704,15000,16704
7369report.pdf,22.12.23,11018,12311,9600,12311
6645report.pdf,25.12.22,8373,10602,10000,10602
6535report.pdf,31.10.22,10226,11849,11800,11849
6703report.pdf,23.01.23,8934,9932,10200,9932
6229report.pdf,31.05.22,14353,15367,14000,15367
6521report.pdf,24.10.22,9397,11815,8500,11815
6184report.pdf,09.05.22,14958,15559,12900,15559
5464report.pdf,17.05.21,14400,15350,11600,15350
7182report.pdf,20.09.23,13880,15985,15000,15985
7461report.pdf,04.02.24,10181,10986,10800,10986
5652report.pdf,19.08.21,13818,14777,12800,14777
7657report.pdf,12.05.24,15315,16958,13800,16958
7527report.pdf,08.03.24,12742,13258,11000,13258
5839report.pdf,20.11.21,12993,14514,9200,14514
5522report.pdf,15.06.21,13929,14854,13000,14854
5008report.pdf,01.10.20,13545,14405,12600,14405
7711report.pdf,08.06.24,14788,16402,15000,16402
5714report.pdf,18.09.21,13816,14577,12800,14577
summary_20241215_20241217105028.pdf,15.12.24,13411,13833,10200,13833
4418report.pdf,10.12.19,11485,14046,8700,14046
6247report.pdf,09.06.22,13866,14376,13500,14376
4768report.pdf,03.06.20,12258,14747,11000,14747
6071report.pdf,15.03.22,11916,12391,12100,12391
6592report.pdf,29.11.22,8841,10638,10400,10638
5843report.pdf,22.11.21,12837,14263,9700,14263
5072report.pdf,02.11.20,13889,14659,11700,14659
7241report.pdf,19.10.23,12445,14737,14000,14737
5244report.pdf,27.01.21,11405,12498,9400,12498
5134report.pdf,03.12.20,12369,13524,9200,13524
5302report.pdf,25.02.21,13091,14145,9800,14145
7307report.pdf,21.11.23,11754,13166,11500,13166
summary_20241123_20241124110835.pdf,23.11.24,12837,13187,10500,13187
4958report.pdf,06.09.20,14022,14859,13000,14859
6994report.pdf,18.06.23,12555,15074,14500,15074
6393report.pdf,21.08.22,11693,13638,14200,13638
4396report.pdf,25.11.19,12271,14625,9000,14625
7395report.pdf,04.01.24,10992,11819,10200,11819
5359report.pdf,25.03.21,14129,15061,12800,15061
summary_20240712_20240714143248.pdf,12.07.24,14255,16036,13500,16036
5390report.pdf,10.04.21,14129,15072,12800,15072
5445report.pdf,07.05.21,14256,15418,11800,15418
5735report.pdf,29.09.21,13810,14840,13000,14840
7730report.pdf,18.06.24,15020,16760,13500,16760
5029report.pdf,11.10.20,13640,14604,13000,14604
6116report.pdf,07.04.22,13675,14490,14400,14490
4922report.pdf,19.08.20,13288,14632,12000,14632
6927report.pdf,15.05.23,10838,12421,12000,12421
4864report.pdf,21.07.20,13603,14832,11000,14832
4780report.pdf,09.06.20,13066,15689,12000,15689
6266report.pdf,19.06.22,13492,14916,13000,14916
5786report.pdf,25.10.21,13898,15057,12000,15057
7260report.pdf,29.10.23,11558,14344,13000,14344
7110report.pdf,15.08.23,13461,15167,13900,15167
5115report.pdf,23.11.20,13041,14336,9300,14336
5101report.pdf,16.11.20,13186,14496,10000,14496
5337report.pdf,14.03.21,14421,15521,11800,15521
7618report.pdf,23.04.24,15606,16530,16800,16530
5876report.pdf,09.12.21,11950,13400,9700,13400
7568report.pdf,29.03.24,12404,13708,11200,13708
7274report.pdf,05.11.23,11929,13604,12800,13604
6791report.pdf,08.03.23,11312,13507,12000,13507
6758report.pdf,20.02.23,9809,11241,11000,11241
4794report.pdf,16.06.20,13352,14817,11800,14817
summary_20241216_20241217122337.pdf,16.12.24,12495,13296,9500,13296
4870report.pdf,24.07.20,13375,14572,10800,14572
6044report.pdf,02.03.22,12017,12512,10900,12512
6933report.pdf,18.05.23,11574,13254,12500,13254
6102report.pdf,30.03.22,13898,14560,13400,14560
6428report.pdf,08.09.22,12097,13856,14200,13856
4936report.pdf,26.08.20,13313,14264,12000,14264
5721report.pdf,22.09.21,13995,14842,13200,14842
5498report.pdf,03.06.21,14339,15283,13800,15283
5384report.pdf,07.04.21,14669,15373,12700,15373
5667report.pdf,26.08.21,13746,14669,13000,14669
7381report.pdf,28.12.23,10724,11610,10600,11610
6387report.pdf,18.08.22,12292,14423,14000,14423
6980report.pdf,11.06.23,12810,15051,14800,15051
6178report.pdf,06.05.22,15065,16197,12000,16197
6452report.pdf,20.09.22,11931,13785,14000,13785
6208report.pdf,21.05.22,13950,15250,12000,15250
6722report.pdf,02.02.23,9681,10824,10500,10824
6318report.pdf,15.07.22,13891,15811,12900,15811
4401report.pdf,30.11.19,11654,14223,9100,14223
6404report.pdf,27.08.22,12931,14555,14400,14555
6297report.pdf,04.07.22,11761,12818,14000,12818
7544report.pdf,15.03.24,11729,13221,11800,13221
7258report.pdf,28.10.23,11890,14419,12500,14419
5294report.pdf,21.02.21,12190,13467,8700,13467
7128report.pdf,24.08.23,12980,14931,14500,14931
6224report.pdf,29.05.22,13857,14964,13800,14964
4826report.pdf,02.07.20,13577,15206,12500,15206
6823report.pdf,24.03.23,11740,13919,11000,13919
summary_20240705_20240708111031.pdf,05.07.24,14447,14980,13500,14980
6362report.pdf,06.08.22,10893,12778,13800,12778
6681report.pdf,12.01.23,8933,10300,10300,10300
6648report.pdf,27.12.22,8180,10484,9800,10484
4960report.pdf,07.09.20,14364,15171,12400,15171
6154report.pdf,26.04.22,15359,15542,15200,15542
5157report.pdf,14.12.20,11976,13483,9100,13483
7478report.pdf,13.02.24,11394,12276,11300,12276
5682report.pdf,03.09.21,13257,14311,12300,14311
7687report.pdf,27.05.24,10255,12772,8500,12772
7014report.pdf,28.06.23,12303,14433,12000,14433
5820report.pdf,11.11.21,12659,14075,10500,14075
5011report.pdf,02.10.20,12996,13855,11500,13855
5233report.pdf,21.01.21,11931,13051,9500,13051
7236report.pdf,17.10.23,12553,14627,14000,14627
7693report.pdf,30.05.24,14732,15897,15000,15897
5696report.pdf,10.09.21,13540,14238,12500,14238
5972report.pdf,25.01.22,11489,12117,10000,12117
4974report.pdf,14.09.20,14383,15189,12700,15189
6189report.pdf,11.05.22,14943,15406,12500,15406
6376report.pdf,13.08.22,11328,13314,14700,13314
6837report.pdf,31.03.23,12905,14162,11000,14162
6006report.pdf,11.02.22,11870,12580,9500,12580
4832report.pdf,05.07.20,13466,15149,12000,15149
7416report.pdf,15.01.24,10012,10864,10600,10864
summary_20241016_20241017114436.pdf,16.10.24,13181,14894,14500,14894
5280report.pdf,14.02.21,12806,14021,9600,14021
7285report.pdf,10.11.23,11431,13324,10800,13324
7599report.pdf,13.04.24,14425,15709,12800,15709
summary_20241007_20241007141246.pdf,07.10.24,14332,15535,15000,15535
5887report.pdf,14.12.21,11842,13176,9600,13176
6884report.pdf,24.04.23,13224,15249,11000,15249
4848report.pdf,13.07.20,13629,15235,11000,15235
summary_20241004_20241006110052.pdf,04.10.24,13946,15227,13000,15227
6283report.pdf,27.06.22,13649,14960,13900,14960
6410report.pdf,30.08.22,12045,13664,14300,13664
5024report.pdf,09.10.20,13105,14150,12000,14150
7217report.pdf,07.10.23,12931,14859,12500,14859
summary_20240821_20240821130410.pdf,21.08.24,12874,14974,13500,14974
5354report.pdf,23.03.21,14308,15203,12800,15203
6950report.pdf,27.05.23,12059,13883,13500,13883
6999report.pdf,20.06.23,12467,14644,14200,14644
6482report.pdf,05.10.22,10114,12398,13000,12398
4813report.pdf,25.06.20,13700,15285,12200,15285
6816report.pdf,21.03.23,12404,14093,11000,14093
5118report.pdf,25.11.20,12780,14096,9000,14096
summary_20240823_20240827124050.pdf,23.08.24,14096,14982,12300,14982
7437report.pdf,26.01.24,10570,11416,9700,11416
5929report.pdf,04.01.22,11089,11982,9300,11982
5604report.pdf,26.07.21,14290,15180,12200,15180
7601report.pdf,14.04.24,13852,15514,12800,15514
summary_20240911_20240911160231.pdf,11.09.24,14256,15614,15900,15614
5574report.pdf,11.07.21,14200,15385,13300,15385
7747report.pdf,26.06.24,13692,14520,15600,14520
summary_20240802_20240806104617.pdf,02.08.24,13289,16152,12500,16152
5268report.pdf,08.02.21,12200,13425,9300,13425
6741report.pdf,11.02.23,8954,10449,10300,10449
6788report.pdf,06.03.23,11223,12936,12500,12936
6094report.pdf,27.03.22,13784,14495,13800,14495
6577report.pdf,21.11.22,10134,11678,10800,11678
6431report.pdf,09.09.22,11650,13445,13700,13445
4420report.pdf,11.12.19,11352,13787,8700,13787
6613report.pdf,09.12.22,9054,11281,9300,11281
summary_20241224_20241224140540.pdf,24.12.24,12696,13349,10700,13349
6878report.pdf,21.04.23,14286,16033,13800,16033
summary_20241109_20241110100147.pdf,09.11.24,12730,13801,12000,13801
6563report.pdf,14.11.22,9839,11284,11200,11284
6049report.pdf,04.03.22,11959,12360,10000,12360
5756report.pdf,07.10.21,13415,14551,13000,14551
7753report.pdf,29.06.24,13624,14614,14000,14614
7279report.pdf,07.11.23,11001,12742,12200,12742
summary_20240926_20240926125433.pdf,26.09.24,14647,16122,14000,16122
5560report.pdf,04.07.21,14134,15507,12000,15507
7086report.pdf,03.08.23,13675,15448,14500,15448
5610report.pdf,29.07.21,13962,14733,10000,14733
6519report.pdf,23.10.22,9966,12380,13500,12380
6033report.pdf,24.02.22,12050,12650,10500,12650
6205report.pdf,19.05.22,14878,15331,14000,15331
6175report.pdf,04.05.22,13427,14787,8200,14787
4988report.pdf,21.09.20,13326,14346,12200,14346
summary_20241110_20241111093641.pdf,10.11.24,12095,12812,13000,12812
6669report.pdf,06.01.23,8568,10681,9300,10681
7345report.pdf,10.12.23,11839,12695,11000,12695
5389report.pdf,09.04.21,14401,15293,12200,15293
7490report.pdf,19.02.24,10719,11750,11500,11750
7173report.pdf,15.09.23,13469,15187,13500,15187
5947report.pdf,13.01.22,10606,11511,9900,11511
5495report.pdf,01.06.21,13585,14261,12200,14261
5206report.pdf,08.01.21,12057,13273,8400,13273
5030report.pdf,12.10.20,14125,14997,13100,14997
6056report.pdf,08.03.22,12645,13340,11700,13340
4862report.pdf,20.07.20,13298,14537,11500,14537
6867report.pdf,15.04.23,13058,15046,15000,15046
6783report.pdf,04.03.23,11579,13134,11800,13134
4786report.pdf,12.06.20,12889,14997,10500,14997
4924report.pdf,20.08.20,13266,14452,12000,14452
6326report.pdf,19.07.22,11813,12482,14400,12482
5922report.pdf,01.01.22,11496,12422,9200,12422
7116report.pdf,18.08.23,13178,15312,14300,15312
7266report.pdf,01.11.23,13229,14901,12700,14901
6440report.pdf,14.09.22,11881,14186,12500,14186
6506report.pdf,17.10.22,10391,12480,13700,12480
4818report.pdf,28.06.20,13625,15202,11600,15202
7736report.pdf,21.06.24,14340,16324,12000,16324
5219report.pdf,14.01.21,11812,13004,9300,13004
7500report.pdf,24.02.24,11308,12423,11250,12423
5396report.pdf,13.04.21,14598,15354,13300,15354
7393report.pdf,03.01.23,10289,11259,10400,11259
5169report.pdf,20.12.20,12532,13841,9000,13841
5443report.pdf,06.05.21,14669,15467,12200,15467
5991report.pdf,03.02.22,11511,12204,10200,12204
7446report.pdf,29.01.24,11135,11703,10700,11703
5985report.pdf,31.01.22,11220,11955,10000,11955
7452report.pdf,22.01.24,10330,11175,10800,11175
5457report.pdf,13.05.21,14914,15761,10700,15761
5382report.pdf,06.04.21,15315,16000,12000,16000
5661report.pdf,23.08.21,13914,14883,13500,14883
summary_20240901_20240902142230.pdf,01.09.24,15975,16936,15500,16936
5727report.pdf,25.09.21,13987,14938,13200,14938
7208report.pdf,03.10.23,14748,16982,14100,16982
6724report.pdf,03.02.23,9147,10899,10000,10899
6809report.pdf,17.03.23,11366,13474,12000,13474
6512report.pdf,20.10.22,10803,12761,13800,12761
6348report.pdf,30.07.22,11240,13105,13800,13105
6986report.pdf,14.06.23,12759,15213,14200,15213
5041report.pdf,17.10.20,13712,14620,12500,14620
5277report.pdf,12.02.21,12575,14068,9000,14068
5936report.pdf,08.01.22,11197,12061,9200,12061
5107report.pdf,19.11.20,13111,14422,9800,14422
7334report.pdf,05.12.23,12044,13774,10800,13774
5331report.pdf,11.03.21,13738,14811,11200,14811
4930report.pdf,23.08.20,12790,14510,11800,14510
6104report.pdf,01.04.22,14042,14912,12900,14912
summary_20241026_20241027103625.pdf,26.10.24,12796,13792,13200,13792
6935report.pdf,19.05.23,11403,14052,12000,14052
4792report.pdf,15.06.20,13339,15025,12000,15025
4876report.pdf,27.07.20,13762,14942,12700,14942
5640report.pdf,13.08.21,14226,15044,12800,15044
5689report.pdf,06.09.21,13186,14280,13800,14280
5476report.pdf,23.05.21,14923,15861,14500,15861
7473report.pdf,10.02.24,11223,12455,10800,12455
7190report.pdf,24.09.23,14075,15974,14200,15974
5530report.pdf,19.06.21,14478,15411,12700,15411
6019report.pdf,17.02.22,12030,12526,10000,12526
6643report.pdf,24.12.22,8000,10209,9500,10209
summary_20241116_20241117105519.pdf,01.11.24,12189,13366,13200,13366
5256report.pdf,02.02.21,11761,12933,9300,12933
5851report.pdf,26.11.21,11810,13209,9000,13209
7065report.pdf,23.07.23,13312,15536,15500,15536
