ReportDate,IsHoliday,DayOfWeek,ProbableMaxDemand_MW_Forecast,ProbableMaxGeneration_MW_Forecast,GrossTotal_ProbableDayPeakGeneration_MW,GrossTotal_ProbableEveningPeakGeneration_MW
2022-01-11,No,Tuesday,9900.0,11767.0,10930.0,11767.0
2022-01-12,No,Wednesday,9850.0,11250.0,10255.0,11250.0
2022-01-13,No,Thursday,9900.0,11511.0,10606.0,11511.0
2022-01-14,Yes,Friday,8600.0,11767.0,10929.0,11767.0
2022-01-15,No,Saturday,9300.0,12072.0,11266.0,12072.0
2022-01-16,No,Sunday,9800.0,12077.0,11399.0,12077.0
2022-01-17,No,Monday,9900.0,11965.0,11290.0,11965.0
2022-01-18,No,Tuesday,9900.0,12165.0,11514.0,12165.0
2022-01-19,No,Wednesday,10000.0,12186.0,11530.0,12186.0
2022-01-20,No,Thursday,10000.0,12255.0,11590.0,12255.0
2022-01-21,Yes,Friday,8800.0,12375.0,11635.0,12375.0
2022-01-22,No,Saturday,9800.0,12470.0,11750.0,12470.0
2022-01-23,No,Sunday,9750.0,12030.0,11383.0,12030.0
2022-01-24,No,Monday,9800.0,12107.0,11469.0,12107.0
2022-01-25,No,Tuesday,10000.0,12117.0,11489.0,12117.0
2022-01-26,No,Wednesday,10200.0,12076.0,11408.0,12076.0
2022-01-27,No,Thursday,10200.0,12140.0,11320.0,12140.0
2022-01-28,Yes,Friday,8800.0,12218.0,11423.0,12218.0
2022-01-29,No,Saturday,9800.0,12341.0,11516.0,12341.0
2022-01-30,No,Sunday,10200.0,12401.0,11577.0,12401.0
2022-01-31,No,Monday,10000.0,11955.0,11220.0,11955.0
2022-02-01,No,Tuesday,10000.0,12010.0,11235.0,12010.0
2022-02-02,No,Wednesday,10000.0,11752.0,11112.0,11752.0
2022-02-03,No,Thursday,10200.0,12204.0,11511.0,12204.0
2022-02-04,Yes,Friday,8500.0,12447.0,11754.0,12447.0
2022-02-05,No,Saturday,9100.0,12484.0,11706.0,12484.0
2022-02-06,No,Sunday,10000.0,12677.0,11852.0,12677.0
2022-02-07,No,Monday,9700.0,12267.0,11460.0,12267.0
2022-02-08,No,Tuesday,9800.0,12674.0,11967.0,12674.0
2022-02-09,No,Wednesday,10000.0,12649.0,11980.0,12649.0
2022-02-10,No,Thursday,9800.0,12445.0,11840.0,12445.0
2022-02-11,Yes,Friday,9500.0,12580.0,11870.0,12580.0
2022-02-12,No,Saturday,9600.0,12787.0,12051.0,12787.0
2022-02-13,No,Sunday,10300.0,12595.0,11879.0,12595.0
2022-02-14,No,Monday,10000.0,12576.0,12018.0,12576.0
2022-02-15,No,Tuesday,10000.0,12387.0,11493.0,12387.0
2022-02-16,No,Wednesday,10250.0,12369.0,11871.0,12369.0
2022-02-17,No,Thursday,10000.0,12526.0,12030.0,12526.0
2022-02-18,Yes,Friday,9000.0,12423.0,11920.0,12423.0
2022-02-19,No,Saturday,10100.0,12656.0,11928.0,12656.0
2022-02-20,No,Sunday,10600.0,12703.0,12064.0,12703.0
2022-02-21,No,Monday,9200.0,12555.0,11888.0,12555.0
2022-02-22,No,Tuesday,10100.0,12170.0,11538.0,12170.0
2022-02-23,No,Wednesday,10100.0,12218.0,11722.0,12218.0
2022-02-24,No,Thursday,10500.0,12650.0,12050.0,12650.0
2022-02-25,Yes,Friday,9300.0,12248.0,11728.0,12248.0
2022-02-26,No,Saturday,10400.0,12615.0,11850.0,12615.0
2022-02-27,No,Sunday,10500.0,12431.0,11839.0,12431.0
2022-02-28,No,Monday,10400.0,12463.0,11896.0,12463.0
2022-03-01,No,Tuesday,11000.0,12562.0,11982.0,12562.0
2022-03-02,No,Wednesday,10900.0,12512.0,12017.0,12512.0
2022-03-03,No,Thursday,10800.0,12360.0,11775.0,12360.0
2022-03-04,Yes,Friday,10000.0,12360.0,11959.0,12360.0
2022-03-05,No,Saturday,10500.0,12720.0,12042.0,12720.0
2022-03-06,No,Sunday,11400.0,12790.0,12246.0,12790.0
2022-03-07,No,Monday,11500.0,13494.0,12884.0,13494.0
2022-03-08,No,Tuesday,11700.0,13340.0,12645.0,13340.0
2022-03-09,No,Wednesday,12000.0,13480.0,12816.0,13480.0
2022-03-10,No,Thursday,12000.0,13488.0,12882.0,13488.0
2022-03-11,Yes,Friday,11000.0,13053.0,12478.0,13053.0
2022-03-12,No,Saturday,11100.0,12984.0,12545.0,12984.0
2022-03-13,No,Sunday,12500.0,13132.0,12691.0,13132.0
2022-03-14,No,Monday,12400.0,13055.0,12499.0,13055.0
2022-03-15,No,Tuesday,12100.0,12391.0,11916.0,12391.0
2022-03-16,No,Wednesday,12300.0,12903.0,12313.0,12903.0
2022-03-17,No,Thursday,12400.0,13674.0,13217.0,13674.0
2022-03-18,Yes,Friday,12000.0,13600.0,13036.0,13600.0
2022-03-19,No,Saturday,11500.0,14043.0,13272.0,14043.0
2022-03-20,No,Sunday,12900.0,13987.0,13558.0,13987.0
2022-03-21,No,Monday,13300.0,14062.0,13549.0,14062.0
2022-03-22,No,Tuesday,13500.0,14017.0,13459.0,14017.0
2022-03-23,No,Wednesday,13500.0,13755.0,13165.0,13755.0
2022-03-24,No,Thursday,13800.0,13801.0,13249.0,13801.0
2022-03-25,Yes,Friday,12600.0,13846.0,13156.0,13846.0
2022-03-26,No,Saturday,12600.0,13901.0,13305.0,13901.0
2022-03-27,No,Sunday,13800.0,14495.0,13784.0,14495.0
2022-03-28,No,Monday,13600.0,14685.0,14040.0,14685.0
2022-03-29,No,Tuesday,13400.0,14525.0,13910.0,14525.0
2022-03-31,No,Thursday,13500.0,14815.0,13891.0,14815.0
2022-03-30,No,Wednesday,13400.0,14560.0,13898.0,14560.0
2022-04-01,Yes,Friday,12900.0,14912.0,14042.0,14912.0
2022-04-02,No,Saturday,13000.0,14682.0,14005.0,14682.0
2022-04-03,No,Sunday,13800.0,13854.0,13060.0,13854.0
2022-04-04,No,Monday,14300.0,13695.0,12806.0,13695.0
2022-04-05,No,Tuesday,14600.0,14048.0,13130.0,14048.0
2022-04-06,No,Wednesday,14600.0,14251.0,13332.0,14251.0
2022-04-07,No,Thursday,14400.0,14490.0,13675.0,14490.0
2022-04-08,Yes,Friday,13600.0,14781.0,14058.0,14781.0
2022-04-09,No,Saturday,14500.0,14631.0,13582.0,14631.0
2022-04-10,No,Sunday,14500.0,14751.0,13732.0,14751.0
2022-04-11,No,Monday,14200.0,15196.0,14434.0,15196.0
2022-04-12,No,Tuesday,14200.0,15460.0,14690.0,15460.0
2022-04-13,No,Wednesday,14600.0,15309.0,14379.0,15309.0
2022-04-14,Yes,Thursday,14000.0,15487.0,15010.0,15487.0
2022-04-15,Yes,Friday,13800.0,15498.0,14607.0,15498.0
2022-04-16,No,Saturday,14500.0,15493.0,14960.0,15493.0
2022-04-17,No,Sunday,15000.0,15740.0,15050.0,15740.0
2022-04-18,No,Monday,14700.0,15150.0,14453.0,15150.0
2022-04-19,No,Tuesday,14800.0,14933.0,14422.0,14933.0
2022-04-20,No,Wednesday,13000.0,15380.0,14975.0,15380.0
2022-04-21,No,Thursday,14000.0,15431.0,14947.0,15431.0
2022-04-22,Yes,Friday,13000.0,15340.0,14590.0,15340.0
2022-04-23,No,Saturday,12000.0,15004.0,14594.0,15004.0
2022-04-24,No,Sunday,14600.0,15121.0,14982.0,15121.0
2022-04-25,No,Monday,14800.0,14981.0,14758.0,14981.0
2022-04-26,No,Tuesday,15200.0,15542.0,15359.0,15542.0
2022-04-27,No,Wednesday,14800.0,15536.0,15296.0,15536.0
2022-04-30,No,Saturday,14000.0,15410.0,14624.0,15410.0
2022-04-28,No,Thursday,14600.0,15547.0,15116.0,15547.0
2022-04-29,Yes,Friday,13700.0,15495.0,15258.0,15495.0
2022-05-01,No,Sunday,12000.0,15821.0,14850.0,15821.0
2022-05-02,No,Monday,12300.0,15746.0,14863.0,15746.0
2022-05-03,No,Tuesday,9200.0,15361.0,14050.0,15361.0
2022-05-04,No,Wednesday,8200.0,14787.0,13427.0,14787.0
2022-05-05,No,Thursday,11200.0,15239.0,14302.0,15239.0
2022-05-06,Yes,Friday,12000.0,16197.0,15065.0,16197.0
2022-05-07,No,Saturday,12000.0,16170.0,15230.0,16170.0
2022-05-08,No,Sunday,13000.0,16205.0,15646.0,16205.0
2022-05-09,No,Monday,12900.0,15559.0,14958.0,15559.0
2022-05-10,No,Tuesday,12500.0,15324.0,14762.0,15324.0
2022-05-11,No,Wednesday,12500.0,15406.0,14943.0,15406.0
2022-05-12,No,Thursday,12900.0,15995.0,15370.0,15995.0
2022-05-13,Yes,Friday,12300.0,15408.0,14828.0,15408.0
2022-05-14,No,Saturday,12900.0,15291.0,14717.0,15291.0
2022-05-15,No,Sunday,13500.0,15420.0,14814.0,15420.0
2022-05-16,No,Monday,14000.0,15519.0,14851.0,15519.0
2022-05-17,No,Tuesday,14000.0,15063.0,14493.0,15063.0
2022-05-18,No,Wednesday,14000.0,15066.0,14332.0,15066.0
2022-05-19,No,Thursday,14000.0,15331.0,14878.0,15331.0
2022-05-20,Yes,Friday,12700.0,15307.0,14760.0,15307.0
2022-05-21,No,Saturday,12000.0,15250.0,13950.0,15250.0
2022-05-22,No,Sunday,13500.0,14978.0,14372.0,14978.0
2022-05-23,No,Monday,14000.0,14732.0,14133.0,14732.0
2022-05-24,No,Tuesday,14200.0,14668.0,13568.0,14668.0
2022-05-25,No,Wednesday,14100.0,14762.0,13890.0,14762.0
2022-05-26,No,Thursday,14000.0,14906.0,13895.0,14906.0
2022-05-27,Yes,Friday,12500.0,14782.0,13648.0,14782.0
2022-05-28,No,Saturday,13800.0,14559.0,13675.0,14559.0
2022-05-29,No,Sunday,13800.0,14964.0,13857.0,14964.0
2022-05-30,No,Monday,14000.0,14808.0,13831.0,14808.0
2022-05-31,No,Tuesday,14000.0,15367.0,14353.0,15367.0
2022-06-01,No,Wednesday,14000.0,14953.0,13869.0,14953.0
2022-06-02,No,Thursday,13900.0,14994.0,13923.0,14994.0
2022-06-03,Yes,Friday,12500.0,15128.0,14108.0,15128.0
2022-06-04,No,Saturday,14100.0,15274.0,14235.0,15274.0
2022-06-05,No,Sunday,14000.0,15361.0,13861.0,15361.0
2022-06-06,No,Monday,14200.0,15151.0,14349.0,15151.0
2022-06-07,No,Tuesday,13900.0,14057.0,13516.0,14057.0
2022-06-08,No,Wednesday,13934.0,14381.0,13492.0,14381.0
2022-06-09,No,Thursday,13500.0,14376.0,13866.0,14376.0
2022-06-10,Yes,Friday,12700.0,14349.0,13841.0,14349.0
2022-06-11,No,Saturday,13600.0,14763.0,14082.0,14763.0
2022-06-12,No,Sunday,14400.0,14510.0,13770.0,14510.0
2022-06-13,No,Monday,14200.0,14215.0,13473.0,14215.0
2022-06-14,No,Tuesday,14100.0,14181.0,12536.0,14181.0
2022-06-15,No,Wednesday,14000.0,14134.0,12634.0,14134.0
2022-06-16,No,Thursday,14000.0,14696.0,13032.0,14696.0
2022-06-17,Yes,Friday,11000.0,15096.0,13789.0,15096.0
2022-06-18,No,Saturday,12300.0,14919.0,13859.0,14919.0
2022-06-19,No,Sunday,13000.0,14916.0,13492.0,14916.0
2022-06-20,No,Monday,12700.0,14718.0,13358.0,14718.0
2022-06-21,No,Tuesday,13900.0,14787.0,13284.0,14787.0
2022-06-22,No,Wednesday,13200.0,14693.0,13470.0,14693.0
2022-06-23,No,Thursday,13500.0,14681.0,13415.0,14681.0
2022-06-24,Yes,Friday,12800.0,14967.0,13559.0,14967.0
2022-06-25,No,Saturday,13500.0,15039.0,13579.0,15039.0
2022-06-26,No,Sunday,14000.0,14920.0,13380.0,14920.0
2022-06-27,No,Monday,13900.0,14960.0,13649.0,14960.0
2022-06-28,No,Tuesday,14100.0,14755.0,13502.0,14755.0
2022-06-29,No,Wednesday,14000.0,14811.0,13472.0,14811.0
2022-06-30,No,Thursday,13900.0,14241.0,13013.0,14241.0
2022-07-01,Yes,Friday,13000.0,14025.0,12705.0,14025.0
2022-07-02,No,Saturday,13800.0,13792.0,12419.0,13792.0
2022-07-03,No,Sunday,14250.0,13440.0,12771.0,13440.0
2022-07-04,No,Monday,14000.0,12818.0,11761.0,12818.0
2022-07-05,No,Tuesday,14000.0,13070.0,11820.0,13070.0
2022-07-06,No,Wednesday,14000.0,13878.0,12823.0,13878.0
2022-07-07,No,Thursday,14000.0,14175.0,13048.0,14175.0
2022-07-08,Yes,Friday,12500.0,14002.0,12681.0,14002.0
2022-07-09,No,Saturday,12500.0,14230.0,12825.0,14230.0
2022-07-10,No,Sunday,11500.0,14873.0,13311.0,14873.0
2022-07-11,No,Monday,12800.0,14080.0,12525.0,14080.0
2022-07-12,No,Tuesday,12500.0,14255.0,12630.0,14255.0
2022-07-13,No,Wednesday,13000.0,15107.0,13431.0,15107.0
2022-07-14,No,Thursday,12800.0,15416.0,13358.0,15416.0
2022-07-15,Yes,Friday,12900.0,15811.0,13891.0,15811.0
2022-07-16,No,Saturday,13600.0,15730.0,14190.0,15730.0
2022-07-17,No,Sunday,14600.0,15251.0,13928.0,15251.0
2022-07-18,No,Monday,14500.0,14919.0,13309.0,14919.0
2022-07-19,No,Tuesday,14400.0,12482.0,11813.0,12482.0
2022-07-20,No,Wednesday,14200.0,12051.0,11520.0,12051.0
2022-07-21,No,Thursday,14200.0,12570.0,11640.0,12570.0
2022-07-22,Yes,Friday,12900.0,12635.0,11407.0,12635.0
2022-07-23,No,Saturday,14000.0,12758.0,11405.0,12758.0
2022-07-24,No,Sunday,14000.0,12313.0,11242.0,12313.0
2022-07-25,No,Monday,14000.0,11831.0,10664.0,11831.0
2022-07-26,No,Tuesday,13850.0,11810.0,10660.0,11810.0
2022-07-27,No,Wednesday,14400.0,11965.0,10696.0,11965.0
2022-07-28,No,Thursday,14000.0,12876.0,10912.0,12876.0
2022-07-29,Yes,Friday,12800.0,12994.0,11299.0,12994.0
2022-07-30,No,Saturday,13800.0,13105.0,11240.0,13105.0
2022-07-31,No,Sunday,14000.0,12935.0,11040.0,12935.0
2022-08-01,No,Monday,14000.0,12700.0,10934.0,12700.0
2022-08-02,No,Tuesday,13900.0,12898.0,11054.0,12898.0
2022-08-03,No,Wednesday,14000.0,12982.0,11315.0,12982.0
2022-08-04,No,Thursday,14000.0,12591.0,11106.0,12591.0
2022-08-05,Yes,Friday,13000.0,12580.0,10700.0,12580.0
2022-08-06,No,Saturday,13800.0,12778.0,10893.0,12778.0
2022-08-07,No,Sunday,14000.0,12380.0,10523.0,12380.0
2022-08-07,No,Sunday,14200.0,13539.0,11730.0,13539.0
2022-08-09,No,Tuesday,13600.0,13615.0,11360.0,13615.0
2022-08-10,No,Wednesday,13800.0,13200.0,10805.0,13200.0
2022-08-11,No,Thursday,13800.0,13246.0,11033.0,13246.0
2022-08-12,Yes,Friday,14200.0,12925.0,10932.0,12925.0
2022-08-13,No,Saturday,14700.0,13314.0,11328.0,13314.0
2022-08-14,No,Sunday,14000.0,13590.0,11649.0,13590.0
2022-08-15,No,Monday,13600.0,13830.0,11470.0,13830.0
2022-08-16,No,Tuesday,14200.0,13950.0,11734.0,13950.0
2022-08-17,No,Wednesday,14300.0,13880.0,11905.0,13880.0
2022-08-18,No,Thursday,14000.0,14423.0,12292.0,14423.0
2022-08-19,Yes,Friday,13600.0,13613.0,11364.0,13613.0
2022-08-20,No,Saturday,14000.0,13826.0,11323.0,13826.0
2022-08-21,No,Sunday,14200.0,13638.0,11693.0,13638.0
2022-08-22,No,Monday,14300.0,13663.0,11683.0,13663.0
2022-08-23,No,Tuesday,14200.0,13737.0,11966.0,13737.0
2022-08-24,No,Wednesday,14200.0,14033.0,11760.0,14033.0
2022-08-25,No,Thursday,14100.0,14372.0,12678.0,14372.0
2022-08-26,Yes,Friday,13800.0,14405.0,12828.0,14405.0
2022-08-27,No,Saturday,14400.0,14555.0,12931.0,14555.0
2022-08-28,No,Sunday,14100.0,14186.0,12540.0,14186.0
2022-08-29,No,Monday,14200.0,13735.0,12329.0,13735.0
2022-08-30,No,Tuesday,14300.0,13664.0,12045.0,13664.0
2022-08-31,No,Wednesday,14800.0,13614.0,11728.0,13614.0
2022-09-01,No,Thursday,14700.0,14071.0,12100.0,14071.0
2022-09-02,Yes,Friday,14200.0,13967.0,12057.0,13967.0
2022-09-03,No,Saturday,14200.0,14460.0,12107.0,14460.0
2022-09-04,No,Sunday,13900.0,14301.0,11767.0,14301.0
2022-09-05,No,Monday,14200.0,14075.0,12171.0,14075.0
2022-09-06,No,Tuesday,13400.0,14114.0,12373.0,14114.0
2022-09-07,No,Wednesday,13800.0,13805.0,11945.0,13805.0
2022-09-08,No,Thursday,14200.0,13856.0,12097.0,13856.0
2022-09-09,Yes,Friday,13700.0,13445.0,11650.0,13445.0
2022-09-10,No,Saturday,13800.0,14009.0,12251.0,14009.0
2022-09-11,No,Sunday,13800.0,14127.0,12499.0,14127.0
2022-09-12,No,Monday,13300.0,14257.0,12070.0,14257.0
2022-09-13,No,Tuesday,12400.0,14085.0,12072.0,14085.0
2022-09-14,No,Wednesday,12500.0,14186.0,11881.0,14186.0
2022-09-15,No,Thursday,12600.0,14440.0,11925.0,14440.0
2022-09-16,Yes,Friday,12400.0,14283.0,11556.0,14283.0
2022-09-17,No,Saturday,13400.0,14561.0,11980.0,14561.0
2022-09-18,No,Sunday,14000.0,14011.0,11397.0,14011.0
2022-09-19,No,Monday,14000.0,13908.0,11985.0,13908.0
2022-09-20,No,Tuesday,14000.0,13785.0,11931.0,13785.0
2022-09-21,No,Wednesday,14200.0,13979.0,12176.0,13979.0
2022-09-22,No,Thursday,14200.0,14218.0,12481.0,14218.0
2022-09-23,Yes,Friday,13700.0,13273.0,11893.0,13273.0
2022-09-24,No,Saturday,14000.0,13467.0,11579.0,13467.0
2022-09-25,No,Sunday,14000.0,13016.0,11819.0,13016.0
2022-09-26,No,Monday,14200.0,13035.0,11854.0,13035.0
2022-09-27,No,Tuesday,14200.0,13368.0,12109.0,13368.0
2022-09-28,No,Wednesday,14300.0,13264.0,12103.0,13264.0
2022-09-29,No,Thursday,14400.0,13143.0,11723.0,13143.0
2022-09-30,Yes,Friday,13500.0,13501.0,11934.0,13501.0
2022-10-01,No,Saturday,14300.0,13585.0,12037.0,13585.0
2022-10-02,No,Sunday,13800.0,13187.0,11741.0,13187.0
2022-10-03,No,Monday,13600.0,12621.0,10581.0,12621.0
2022-10-04,No,Tuesday,13800.0,12370.0,10250.0,12370.0
2022-10-05,No,Wednesday,13000.0,12398.0,10114.0,12398.0
2022-10-06,No,Thursday,14000.0,12808.0,10638.0,12808.0
2022-10-07,Yes,Friday,13900.0,12889.0,11195.0,12889.0
2022-10-08,No,Saturday,13600.0,12435.0,9882.0,12435.0
2022-10-09,No,Sunday,13800.0,12925.0,10403.0,12925.0
2022-10-10,No,Monday,14200.0,12686.0,10643.0,12686.0
2022-10-11,No,Tuesday,14200.0,12867.0,10781.0,12867.0
2022-10-12,No,Wednesday,14200.0,12637.0,10525.0,12637.0
2022-10-13,No,Thursday,12800.0,12962.0,11104.0,12962.0
2022-10-14,Yes,Friday,13200.0,12880.0,10715.0,12880.0
2022-10-15,No,Saturday,13500.0,12813.0,10370.0,12813.0
2022-10-16,No,Sunday,13800.0,12688.0,10456.0,12688.0
2022-10-17,No,Monday,13700.0,12480.0,10391.0,12480.0
2022-10-18,No,Tuesday,13800.0,12560.0,10315.0,12560.0
2022-10-19,No,Wednesday,13800.0,12325.0,10405.0,12325.0
2022-10-20,No,Thursday,13800.0,12761.0,10803.0,12761.0
2022-10-21,Yes,Friday,12700.0,12516.0,10298.0,12516.0
2022-10-22,No,Saturday,13300.0,12787.0,10325.0,12787.0
2022-10-23,No,Sunday,13500.0,12380.0,9966.0,12380.0
2022-10-24,No,Monday,8500.0,11815.0,9397.0,11815.0
2022-10-25,No,Tuesday,11000.0,11962.0,8842.0,11962.0
2022-10-26,No,Wednesday,12900.0,12433.0,9827.0,12433.0
2022-10-27,No,Thursday,13200.0,12531.0,10210.0,12531.0
2022-10-28,Yes,Friday,11000.0,11915.0,9918.0,11915.0
2022-10-29,No,Saturday,11000.0,12002.0,9929.0,12002.0
2022-10-30,No,Sunday,12800.0,11892.0,9879.0,11892.0
2022-10-31,No,Monday,11800.0,11849.0,10226.0,11849.0
2022-11-01,No,Tuesday,12400.0,12088.0,10426.0,12088.0
2022-11-02,No,Wednesday,12500.0,12164.0,10398.0,12164.0
2022-11-03,No,Thursday,12600.0,12140.0,10125.0,12140.0
2022-11-04,Yes,Friday,11000.0,12211.0,10058.0,12211.0
2022-11-05,No,Saturday,11800.0,12166.0,9602.0,12166.0
2022-11-06,No,Sunday,12400.0,12188.0,9531.0,12188.0
2022-11-07,No,Monday,11600.0,11971.0,9607.0,11971.0
2022-11-08,No,Tuesday,11800.0,11840.0,9800.0,11840.0
2022-11-09,No,Wednesday,11500.0,11731.0,10300.0,11731.0
2022-11-10,No,Thursday,11300.0,11562.0,10189.0,11562.0
2022-11-11,Yes,Friday,10800.0,11942.0,10297.0,11942.0
2022-11-12,No,Saturday,11000.0,11930.0,10141.0,11930.0
2022-11-13,No,Sunday,11400.0,11530.0,9740.0,11530.0
2022-11-14,No,Monday,11200.0,11284.0,9839.0,11284.0
2022-11-15,No,Tuesday,10800.0,11340.0,9707.0,11340.0
2022-11-16,No,Wednesday,10800.0,11903.0,10230.0,11903.0
2022-11-17,No,Thursday,10700.0,11360.0,9781.0,11360.0
2022-11-18,Yes,Friday,10200.0,11340.0,9750.0,11340.0
2022-11-19,No,Saturday,10800.0,11136.0,9280.0,11136.0
2022-11-20,No,Sunday,10900.0,11775.0,10075.0,11775.0
2022-11-21,No,Monday,10800.0,11678.0,10134.0,11678.0
2022-11-22,No,Tuesday,10800.0,11313.0,9716.0,11313.0
2022-11-23,No,Wednesday,10800.0,11217.0,9506.0,11217.0
2022-11-24,No,Thursday,10500.0,11106.0,9438.0,11106.0
2022-11-25,Yes,Friday,10200.0,10688.0,8783.0,10688.0
2022-11-26,No,Saturday,10000.0,10923.0,8924.0,10923.0
2022-11-27,No,Sunday,10500.0,10935.0,8941.0,10935.0
2022-11-28,No,Monday,10200.0,10491.0,8678.0,10491.0
2022-11-29,No,Tuesday,10400.0,10638.0,8841.0,10638.0
2022-11-30,No,Wednesday,10500.0,11201.0,9397.0,11201.0
2022-12-01,No,Thursday,10500.0,11784.0,9737.0,11784.0
2022-12-02,Yes,Friday,10000.0,11321.0,8510.0,11321.0
2022-12-03,No,Saturday,10000.0,11691.0,9091.0,11691.0
2022-12-04,No,Sunday,10500.0,11914.0,9393.0,11914.0
2022-12-05,No,Monday,10200.0,11907.0,9236.0,11907.0
2022-12-06,No,Tuesday,10200.0,11199.0,8982.0,11199.0
2022-12-07,No,Wednesday,10200.0,11112.0,8814.0,11112.0
2022-12-08,No,Thursday,10200.0,11061.0,8804.0,11061.0
2022-12-09,Yes,Friday,9300.0,11281.0,9054.0,11281.0
2022-12-10,No,Saturday,9700.0,11461.0,9146.0,11461.0
2022-12-11,No,Sunday,10200.0,11345.0,8939.0,11345.0
2022-12-12,No,Monday,10000.0,11234.0,8894.0,11234.0
2022-12-13,No,Tuesday,10100.0,11312.0,8944.0,11312.0
2022-12-14,No,Wednesday,10000.0,11389.0,8887.0,11389.0
2022-12-15,No,Thursday,10000.0,11242.0,8854.0,11242.0
2022-12-16,Yes,Friday,9000.0,11234.0,8568.0,11234.0
2022-12-17,No,Saturday,9900.0,10962.0,8561.0,10962.0
2022-12-18,No,Sunday,10200.0,11117.0,8479.0,11117.0
2022-12-19,No,Monday,10200.0,10974.0,8369.0,10974.0
2022-12-20,No,Tuesday,10000.0,10952.0,8600.0,10952.0
2022-12-21,No,Wednesday,9900.0,11313.0,8888.0,11313.0
2022-12-22,No,Thursday,9800.0,10911.0,8770.0,10911.0
2022-12-23,Yes,Friday,8500.0,10806.0,8615.0,10806.0
2022-12-24,No,Saturday,9500.0,10209.0,8000.0,10209.0
2022-12-25,No,Sunday,10000.0,10602.0,8373.0,10602.0
2022-12-26,No,Monday,10000.0,10432.0,8144.0,10432.0
2022-12-27,No,Tuesday,9800.0,10484.0,8180.0,10484.0
2022-12-28,No,Wednesday,9900.0,10343.0,8709.0,10343.0
2022-12-29,No,Thursday,9800.0,10255.0,8562.0,10255.0
2022-12-30,Yes,Friday,8700.0,10199.0,7966.0,10199.0
2022-12-31,No,Saturday,9500.0,10244.0,8257.0,10244.0
2023-01-01,No,Sunday,9900.0,10512.0,8463.0,10512.0
2023-01-02,No,Monday,9800.0,10145.0,8553.0,10145.0
2023-01-03,No,Tuesday,9800.0,10061.0,8508.0,10061.0
2023-01-04,No,Wednesday,10200.0,10746.0,9144.0,10746.0
2023-01-05,No,Thursday,9900.0,10902.0,8844.0,10902.0
2023-01-06,Yes,Friday,9300.0,10681.0,8568.0,10681.0
2023-01-07,No,Saturday,9300.0,10460.0,8475.0,10460.0
2023-01-08,No,Sunday,10000.0,9879.0,8691.0,9879.0
2023-01-09,No,Monday,10200.0,9482.0,8279.0,9482.0
2023-01-10,No,Tuesday,10100.0,10174.0,8571.0,10174.0
2023-01-11,No,Wednesday,10300.0,10421.0,8758.0,10421.0
2023-01-12,No,Thursday,10300.0,10300.0,8933.0,10300.0
2023-01-13,Yes,Friday,9000.0,10418.0,9481.0,10418.0
2023-01-14,No,Saturday,9700.0,9917.0,8620.0,9917.0
2023-01-15,No,Sunday,10300.0,9673.0,8926.0,9673.0
2023-01-16,No,Monday,10100.0,9640.0,8659.0,9640.0
2023-01-17,No,Tuesday,10200.0,9565.0,8428.0,9565.0
2023-01-18,No,Wednesday,10300.0,9629.0,8166.0,9629.0
2023-01-19,No,Thursday,10200.0,10004.0,8761.0,10004.0
2023-01-20,Yes,Friday,9500.0,9707.0,8521.0,9707.0
2023-01-21,No,Saturday,9800.0,9837.0,8803.0,9837.0
2023-01-22,No,Sunday,10000.0,9675.0,8634.0,9675.0
2023-01-23,No,Monday,10200.0,9932.0,8934.0,9932.0
2023-01-25,No,Wednesday,10300.0,10703.0,9320.0,10703.0
2023-01-26,No,Thursday,10300.0,10300.0,9005.0,10300.0
2023-01-27,Yes,Friday,10300.0,10398.0,8832.0,10398.0
2023-01-28,No,Saturday,10000.0,10184.0,9064.0,10184.0
2023-01-29,No,Sunday,10300.0,10482.0,9198.0,10482.0
2023-01-30,No,Monday,10500.0,10855.0,9536.0,10855.0
2023-01-31,No,Tuesday,10500.0,10834.0,9568.0,10834.0
2023-02-01,No,Wednesday,10500.0,10873.0,9632.0,10873.0
2023-02-02,No,Thursday,10500.0,10824.0,9681.0,10824.0
2023-02-03,Yes,Friday,10000.0,10899.0,9147.0,10899.0
2023-02-04,No,Saturday,10300.0,11263.0,9814.0,11263.0
2023-02-05,No,Sunday,10700.0,10945.0,9645.0,10945.0
2023-02-06,No,Monday,10700.0,11092.0,9538.0,11092.0
2023-02-07,No,Tuesday,10500.0,10958.0,9149.0,10958.0
2023-02-08,No,Wednesday,10600.0,11210.0,9727.0,11210.0
2023-02-09,No,Thursday,10600.0,11158.0,9639.0,11158.0
2023-02-10,Yes,Friday,10000.0,10660.0,9043.0,10660.0
2023-02-11,No,Saturday,10300.0,10449.0,8954.0,10449.0
2023-02-12,No,Sunday,10800.0,10651.0,8914.0,10651.0
2023-02-13,No,Monday,10750.0,10888.0,9352.0,10888.0
2023-02-14,No,Tuesday,10700.0,11157.0,9685.0,11157.0
2023-02-15,No,Wednesday,10750.0,10862.0,9458.0,10862.0
2023-02-16,No,Thursday,10850.0,11396.0,9758.0,11396.0
2023-02-17,Yes,Friday,10000.0,10924.0,9488.0,10924.0
2023-02-18,No,Saturday,10500.0,11199.0,9569.0,11199.0
2023-02-19,No,Sunday,10800.0,11440.0,9933.0,11440.0
2023-02-20,No,Monday,11000.0,11241.0,9809.0,11241.0
