Date,Demand(MW),Temp(C),IsHoliday,humidity,feelslike,Barisal_Demand,Chittagong_Demand,Comilla_Demand,Dhaka_Demand,Khulna_Demand,Mymensingh_Demand,Rajshahi_Demand,Rangpur_Demand,Sylhet_Demand
2023-08-02,14800,28.8,0,80.9,34.5,411.0,1359.0,1308.0,4915,1629.0,1196.0,1528.0,1002.0,605
2023-08-01,15500,30.4,0,74.2,36.9,211.0,1343.0,1088.0,5003,1529.0,1107.0,1487.0,1060.0,573
2023-07-30,15700,31.5,0,68.0,37.8,521.0,1482.0,1391.0,5217,1822.0,1233.0,1641.0,968.0,629
2023-07-29,15200,30.6,0,73.1,37.3,474.0,1356.0,1447.0,4920,1785.0,1221.0,1645.0,993.0,622
2023-07-28,14500,29.8,1,74.7,35.5,451.0,1289.0,1337.0,4513,1756.0,1197.0,1599.0,956.0,578
2023-07-27,15500,30.2,0,75.0,36.8,449.0,1415.0,1368.0,5091,1749.0,1245.0,1616.0,1059.0,607
2023-07-26,15600,31.1,0,66.9,36.8,472.0,1402.0,1433.0,5148,1776.0,1201.0,1631.0,1042.0,546
2023-07-25,15600,31.6,0,66.9,37.8,454.0,1451.0,1412.0,5241,1786.0,1227.0,1681.0,1041.0,613
2023-07-24,15300,31.8,0,65.1,37.8,485.0,1564.0,1325.0,5184,1847.0,1182.0,1719.0,999.0,588
2023-07-23,15500,31.2,0,68.3,37.4,481.0,1463.0,1329.0,5303,1736.0,1145.0,1556.0,965.0,636
2023-07-22,15000,31.1,0,70.0,37.5,469.0,1484.0,1407.0,5093,1779.0,1213.0,1587.0,1022.0,617
2023-07-21,14300,31.2,1,67.4,37.2,452.0,1422.0,1349.0,4593,1771.0,1137.0,1497.0,964.0,582
2023-07-20,15800,31.3,0,65.8,37.0,477.0,1395.0,1513.0,5244,1838.0,1105.0,1598.0,987.0,555
2023-07-19,15500,31.6,0,64.0,37.2,480.0,1440.0,1303.0,5296,1892.0,1239.0,1632.0,991.0,632
2023-07-18,15100,30.8,0,66.9,35.8,473.0,1353.0,1384.0,5200,1820.0,1180.0,1518.0,982.0,640
2023-07-17,15000,29.8,0,73.5,35.2,463.0,1422.0,1407.0,5055,1799.0,1214.0,1519.0,1011.0,566
2023-07-16,15200,28.6,0,77.1,32.9,446.0,1270.0,1376.0,4853,1766.0,1136.0,1472.0,965.0,597
2023-07-15,14400,29.5,0,72.5,34.1,424.0,1373.0,1364.0,4918,1761.0,1128.0,1495.0,966.0,598
2023-07-14,14000,30.3,1,71.2,36.1,429.0,1267.0,1367.0,4526,1739.0,1110.0,1394.0,861.0,567
2023-07-13,14800,30.0,0,71.7,35.1,450.0,1372.0,1385.0,5010,1841.0,1203.0,1466.0,948.0,558
2023-07-12,15000,30.1,0,71.9,35.6,462.0,1430.0,1434.0,4905,1755.0,1120.0,1498.0,962.0,557
2023-07-11,15000,30.0,0,73.6,35.8,463.0,1439.0,1403.0,4899,1839.0,1192.0,1554.0,947.0,586
2023-07-10,14800,30.1,0,73.9,36.2,462.0,1269.0,1405.0,4943,1830.0,1131.0,1530.0,966.0,564
2023-07-09,14500,30.1,0,72.6,35.8,490.0,1368.0,1425.0,4776,1867.0,1213.0,1551.0,964.0,517
2023-07-08,13100,29.6,0,75.3,35.0,459.0,1329.0,1372.0,4441,1774.0,1107.0,1442.0,928.0,581
2023-07-07,12600,29.3,1,78.1,34.9,422.0,1318.0,1314.0,3940,1678.0,1083.0,1307.0,928.0,486
2023-07-05,13900,30.3,0,74.6,36.5,464.0,1325.0,1427.0,3994,1710.0,1137.0,1458.0,927.0,539
2023-07-04,13000,31.4,0,69.7,37.9,499.0,1350.0,1410.0,3843,1819.0,1101.0,1386.0,866.0,573
2023-07-03,12500,30.0,0,80.1,37.4,483.0,1344.0,1399.0,3369,1712.0,1007.0,1252.0,838.0,507
2023-07-02,11800,28.8,0,82.1,34.1,444.0,1333.0,1330.0,3025,1639.0,920.0,1249.0,831.0,465
2023-07-01,11000,27.0,0,88.8,29.9,473.0,1220.0,1234.0,2615,1496.0,929.0,1225.0,872.0,467
2023-06-30,11500,28.0,1,82.1,31.3,348.0,964.0,917.0,2604,1198.0,826.0,1111.0,724.0,449
2023-06-29,10500,27.0,0,88.4,29.9,381.0,1021.0,1315.0,2762,1423.0,985.0,1267.0,811.0,492
2023-06-28,12000,27.0,0,85.8,29.2,412.0,928.0,1171.0,2747,1309.0,925.0,1175.0,793.0,464
2023-06-27,11300,27.2,0,82.9,30.5,373.0,1120.0,1124.0,3429,1479.0,995.0,1280.0,831.0,540
2023-06-26,14600,28.9,0,72.7,33.0,395.0,1196.0,1311.0,4409,1489.0,1113.0,1373.0,905.0,543
2023-06-25,14800,29.8,0,70.8,34.6,406.0,1318.0,1422.0,4984,1686.0,1173.0,1446.0,920.0,572
2023-06-24,14500,30.2,0,71.9,35.7,412.0,1255.0,1315.0,5065,1657.0,1144.0,1406.0,979.0,555
2023-06-23,13800,29.8,1,73.9,35.4,403.0,1288.0,1289.0,4690,1560.0,1074.0,1416.0,892.0,505
2023-06-22,14300,29.7,0,75.5,35.4,410.0,1311.0,1403.0,5111,1616.0,1045.0,1363.0,858.0,520
2023-06-21,14200,29.5,0,78.9,35.7,441.0,1365.0,1365.0,5079,1749.0,936.0,1301.0,805.0,482
2023-06-20,14200,28.2,0,80.5,32.5,449.0,1368.0,1226.0,4737,1629.0,993.0,1424.0,738.0,392
2023-06-19,14800,29.2,0,75.9,34.4,401.0,1313.0,1190.0,5046,1639.0,925.0,1314.0,743.0,399
2023-06-18,14500,28.4,0,81.7,33.5,436.0,1270.0,1132.0,4832,1747.0,958.0,1272.0,734.0,389
2023-06-17,14500,30.1,0,73.9,35.3,454.0,1237.0,1212.0,3903,1580.0,717.0,1231.0,784.0,381
2023-06-16,14000,30.9,1,75.4,38.8,467.0,1261.0,951.0,3794,1857.0,695.0,1378.0,740.0,369
2023-06-15,14800,30.8,0,72.2,38.0,447.0,1336.0,1431.0,5340,1908.0,486.0,1539.0,584.0,447
2023-06-14,14200,31.1,0,68.4,37.3,505.0,1340.0,1432.0,5422,1878.0,1019.0,1549.0,966.0,270
2023-06-13,14200,29.7,0,71.6,34.2,350.0,1342.0,1344.0,5235,1451.0,1107.0,1345.0,839.0,576
2023-06-12,14600,28.3,0,79.1,32.6,331.0,1364.0,1111.0,4752,1650.0,1058.0,1398.0,925.0,527
2023-06-11,14800,29.0,0,75.1,33.5,397.0,1224.0,1153.0,5081,1752.0,1137.0,1503.0,860.0,514
2023-06-10,14000,28.3,0,78.8,32.3,397.0,1235.0,1169.0,4790,1636.0,1125.0,1471.0,923.0,500
2023-06-09,14500,27.8,1,79.1,31.3,408.0,1186.0,1254.0,4103,1372.0,968.0,1343.0,897.0,567
2023-06-08,15200,30.6,0,74.4,38.0,456.0,1377.0,1317.0,5045,1927.0,1169.0,1609.0,1057.0,626
2023-06-07,16000,33.1,0,63.2,40.7,461.0,1387.0,1359.0,5725,1804.0,1126.0,1435.0,817.0,559
2023-06-06,15800,33.5,0,59.1,40.3,528.0,1072.0,1517.0,5581,1970.0,1179.0,1526.0,984.0,626
2023-06-05,15800,32.9,0,58.3,38.2,506.0,1372.0,1415.0,5389,1775.0,1256.0,1546.0,943.0,624
2023-06-04,15700,32.8,0,59.1,38.5,493.0,1633.0,1417.0,5332,1698.0,1234.0,1550.0,873.0,592
2023-06-03,15500,32.4,0,61.7,38.3,462.0,1432.0,1462.0,5321,1768.0,1193.0,1522.0,988.0,540
2023-06-02,14800,32.7,1,63.1,39.3,466.0,1425.0,1366.0,5050,1663.0,1221.0,1507.0,953.0,560
2023-06-01,15500,32.8,0,60.6,39.1,497.0,1397.0,1430.0,5473,1868.0,1181.0,1558.0,977.0,569
2023-05-31,15200,32.5,0,56.7,36.9,482.0,1313.0,1432.0,5320,1873.0,1189.0,1519.0,976.0,645
2023-05-30,14900,32.3,0,57.0,36.4,448.0,1472.0,1378.0,5158,1743.0,1150.0,1443.0,910.0,614
2023-05-29,14500,31.2,0,59.6,34.7,442.0,1473.0,1403.0,4993,1779.0,1085.0,1460.0,965.0,603
2023-05-28,13800,29.5,0,65.2,31.8,426.0,1433.0,1361.0,4755,1665.0,1104.0,1392.0,871.0,570
2023-05-27,13500,28.0,0,76.2,31.0,360.0,1351.0,1114.0,4404,1495.0,985.0,1273.0,817.0,495
2023-05-26,12000,29.8,1,64.2,32.6,409.0,1307.0,1295.0,4374,994.0,1066.0,1242.0,845.0,524
2023-05-25,13500,28.9,0,69.7,32.0,394.0,1305.0,1300.0,4667,1365.0,1063.0,1393.0,870.0,557
2023-05-24,13500,28.0,0,73.0,29.8,308.0,1065.0,1002.0,4718,1418.0,936.0,1269.0,871.0,511
2023-05-23,14500,28.4,0,78.7,32.8,107.0,1208.0,783.0,3514,567.0,508.0,687.0,782.8571428571429,411
2023-05-22,13900,29.5,0,72.0,33.4,466.0,1404.0,1405.0,4837,1773.0,1065.0,1370.0,855.0,501
2023-05-21,14500,30.2,0,70.1,35.1,424.0,1467.0,1248.0,5192,1726.0,842.8571428571429,888.0,795.0,308
2023-05-20,13000,30.4,0,64.0,34.1,437.0,1392.0,1341.0,4951,1683.0,1055.0,1427.0,861.0,507
2023-05-19,12000,29.2,1,71.3,33.1,424.0,1235.0,1289.0,4354,1554.0,966.0,1295.0,705.0,409
2023-05-18,12500,27.3,0,74.1,28.9,335.0,1034.0,1046.0,4519,953.0,938.0,1238.0,765.0,444
2023-05-16,14300,29.5,0,67.9,32.9,388.0,1157.0,1315.0,4962,672.0,1081.0,665.0,858.0,344
2023-05-15,12000,29.7,0,55.3,31.1,415.0,1123.0,1381.0,5142,759.0,1155.0,1484.0,945.0,546
2023-05-14,12500,29.0,0,61.2,31.2,332.0,737.0,1111.0,4594,1515.0,968.0,1489.0,934.0,415
2023-05-13,14000,30.8,0,65.5,35.5,430.0,990.0,1311.0,5141,1762.0,1122.0,1389.0,918.0,568
2023-05-12,14000,31.4,1,59.4,35.4,450.0,1296.0,1423.0,4720,1675.0,1055.0,1422.0,895.0,548
2023-05-11,15500,31.5,0,58.8,35.1,477.0,1383.0,1454.0,5136,1879.0,657.0,1355.0,879.0,387
2023-05-10,15600,31.8,0,57.6,35.8,493.0,1384.0,1457.0,5064,1712.0,901.0,1502.0,934.0,358
2023-05-08,15000,33.0,0,55.6,37.6,423.0,1393.0,1474.0,5303,1790.0,1198.0,1502.0,978.0,589
2023-05-07,14600,31.1,0,59.4,34.5,439.0,1405.0,1377.0,5055,1767.0,1105.0,1469.0,902.0,572
2023-05-06,14000,30.2,0,63.3,33.6,389.0,1367.0,1392.0,4834,1673.0,1104.0,1395.0,866.0,537
2023-05-05,11800,30.3,1,62.6,33.2,369.0,1340.0,1204.0,4301,1557.0,1072.0,1315.0,817.0,522
2023-05-04,13200,28.3,0,70.0,30.4,363.0,1325.0,1212.0,4579,1450.0,842.0,1024.0,711.0,475
2023-05-03,14500,29.2,0,66.5,32.2,313.0,1297.0,1018.0,4265,1311.0,1078.0,1299.0,861.0,463
2023-05-02,14800,29.9,0,59.6,31.7,424.0,1407.0,1355.0,4414,1543.0,1142.0,1347.0,756.0,588
2023-05-01,11500,28.7,0,66.0,30.6,366.0,1190.0,1218.0,3605,1179.0,1000.0,1067.0,726.0,510
2023-04-30,14500,29.5,0,63.0,31.6,413.0,1308.0,1310.0,4281,1110.0,1033.0,547.0,753.0,528
2023-04-29,12500,29.7,0,66.1,32.9,347.0,1275.0,1050.0,3058,978.0,957.1428571428571,967.0,759.0,127
2023-04-28,11000,29.0,1,59.5,30.7,266.0,1251.0,1232.0,3594,1317.0,1159.0,1393.0,840.0,503
2023-04-27,13000,30.3,0,60.8,32.9,140.0,1165.0,1084.0,2434,466.0,898.0,1105.0,884.0,200
2023-04-26,13000,31.0,0,52.0,32.3,410.0,1176.0,1345.0,3460,1455.0,1112.0,1196.0,852.0,536
2023-04-25,11000,30.3,0,55.5,31.9,405.0,1199.0,1267.0,3041,1518.0,1101.0,1428.0,812.0,509
2023-04-24,11000,28.0,0,63.8,29.5,382.0,1117.0,1188.0,2662,1180.0,998.0,991.0,745.0,462
2023-04-23,11000,27.5,0,65.3,28.9,342.0,877.0,1052.0,2433,1274.0,868.0,1211.0,637.0,312
2023-04-22,11200,29.1,0,60.1,31.1,440.0,974.0,1280.0,3011,1582.0,1117.0,1469.0,815.0,462
2023-04-21,13800,30.4,1,67.2,35.2,453.0,1002.0,542.0,2215,1528.0,1045.0,1511.0,844.0,275
2023-04-20,15500,32.3,0,65.9,39.5,498.0,1360.0,1548.0,4310,1889.0,1003.0,1797.0,1000.0,556
2023-04-19,15500,32.3,0,62.5,37.7,505.0,1434.0,1567.0,5107,2028.0,1279.0,1763.0,1047.0,640
2023-04-18,16000,32.4,0,63.4,38.4,489.0,1429.0,1568.0,5266,1986.0,1231.0,1803.0,1015.0,599
2023-04-17,16000,32.7,0,58.7,38.1,512.0,1431.0,1576.0,5312,2015.0,1257.0,1738.0,1033.0,626
2023-04-16,16000,33.5,0,49.8,36.7,534.0,1506.0,1518.0,5382,1842.0,1274.0,1605.0,1012.0,600
2023-04-15,15000,33.5,0,50.5,36.9,470.0,1287.0,1398.0,5220,1658.0,1250.0,1507.0,900.0,549
2023-04-14,14500,32.4,1,49.871428571428574,33.6,489.0,1448.0,1539.0,4809,1825.0,1177.0,1645.0,945.0,584
2023-04-13,15200,32.1,0,48.91428571428571,33.8,487.0,1383.0,1487.0,5281,1851.0,1264.0,1605.0,939.0,567
2023-04-12,15000,31.2,0,48.94285714285714,32.2,467.0,1482.0,1420.0,5144,1784.0,1206.0,1644.0,893.0,583
2023-04-11,14700,31.0,0,50.7,32.0,480.0,1399.0,1497.0,4994,1826.0,1160.0,1592.0,863.0,555
2023-04-10,14500,30.9,0,52.0,32.5,467.0,1314.0,1411.0,4905,1799.0,1224.0,1571.0,857.0,527
2023-04-09,14300,30.5,0,50.0,31.5,428.0,1295.0,1373.0,4879,1740.0,1156.0,1549.0,836.0,507
2023-04-08,13500,30.4,0,52.0,31.9,421.0,1269.0,1311.0,4746,1711.0,1048.0,1521.0,849.0,500
2023-04-07,13000,30.5,1,51.4,31.8,412.0,1188.0,1185.0,4259,1591.0,1098.0,1419.0,756.0,481
2023-04-06,13800,29.8,0,59.4,31.5,421.0,1248.0,1162.0,4614,1606.0,1045.0,1387.0,751.0,459
2023-04-05,13800,29.6,0,66.6,33.3,423.0,1216.0,1164.0,4741,1660.0,1055.0,1438.0,738.0,383
2023-04-04,12800,29.0,0,62.7,30.9,402.0,1295.0,1245.0,4614,1688.0,1088.0,1407.0,742.0,409
2023-04-03,12100,27.9,0,64.1,29.0,367.0,1163.0,1069.0,4312,1507.0,964.0,1292.0,699.0,391
2023-04-01,11900,25.1,0,75.3,25.4,300.0,968.0,923.0,3898,1194.0,809.0,1072.0,577.0,379
2023-03-31,11000,26.3,1,68.3,27.2,331.0,1142.0,1048.0,3685,1294.0,801.0,1005.0,675.0,410
2023-03-30,12500,27.2,0,69.8,28.4,337.0,1234.0,1057.0,4171,1541.0,936.0,1239.0,780.0,420
2023-03-29,12400,26.5,0,75.6,27.4,286.0,1153.0,932.0,3952,1132.0,918.0,1333.0,730.0,359
2023-03-28,12500,27.9,0,64.5,29.2,363.0,1305.0,1025.0,4338,1479.0,1110.0,1384.0,767.0,449
2023-03-27,11900,27.4,0,64.6,28.3,300.0,1227.0,973.0,4156,1377.0,1043.0,1322.0,793.0,429
2023-03-26,11200,27.6,0,67.0,29.1,260.0,1083.0,782.0,3675,994.0,997.0,1329.0,734.0,392
2023-03-25,11500,26.5,0,74.6,27.8,299.0,1200.0,1010.0,3873,1234.0,930.0,1189.0,715.0,389
2023-03-24,11000,26.0,1,71.8,27.1,332.0,1109.0,886.0,3687,1410.0,903.0,1116.0,651.0,383
2023-03-23,11800,26.5,0,67.2,27.2,313.0,1133.0,907.0,4291,1412.0,947.0,1158.0,773.0,374
2023-03-22,11600,25.8,0,68.8,26.3,288.0,1031.0,915.0,4282,1311.0,872.0,1081.0,690.0,380
2023-03-21,11000,25.8,0,68.1,26.4,239.0,1035.0,659.0,4020,1155.0,832.0,1016.0,654.0,368
2023-03-20,11500,25.5,0,74.0,26.0,280.0,1025.0,904.0,4053,1121.0,600.0,986.0,651.0,334
2023-03-19,12000,24.1,0,80.1,24.1,166.0,1163.0,653.0,3433,969.0,769.0,1024.0,704.0,350
2023-03-18,12000,26.0,0,69.7,26.9,303.0,1193.0,1118.0,4371,1366.0,1026.0,1257.0,876.0,434
2023-03-17,12000,26.0,1,73.0,26.8,302.0,1149.0,994.0,3564,1158.0,634.0,931.0,645.0,354
2023-03-15,12500,27.6,0,66.9,29.3,327.0,1222.0,1049.0,4647,1456.0,1056.0,1394.0,678.0,405
2023-03-14,13200,28.3,0,58.7,29.4,325.0,1179.0,1145.0,4633,1444.0,1010.0,1420.0,844.0,433
2023-03-13,12900,28.8,0,55.2,29.5,330.0,1175.0,1160.0,4580,1465.0,1127.0,1376.0,910.0,485
2023-03-12,12700,28.2,0,56.6,28.8,333.0,1208.0,1133.0,4618,1416.0,1090.0,1351.0,847.0,463
2023-03-11,12000,27.8,0,58.2,28.5,341.0,1169.0,1086.0,4353,1341.0,1026.0,1267.0,845.0,446
2023-03-10,11500,27.8,1,51.0,27.9,280.0,1096.0,993.0,3788,1261.0,1033.0,1179.0,776.0,395
2023-03-09,12600,28.1,0,60.0,29.4,302.0,1142.0,1047.0,4375,1387.0,1098.0,1308.0,829.0,440
2023-03-08,12000,27.9,0,52.8,27.8,290.0,999.0,1002.0,3524,1289.0,991.0,1246.0,728.0,402
2023-03-07,12700,28.1,0,55.9,28.6,310.0,1052.0,1064.0,3868,1375.0,1066.0,1228.0,769.0,416
2023-03-06,12500,28.1,0,54.8,28.5,304.0,1139.0,1076.0,4552,1386.0,1068.0,1299.0,795.0,443
2023-03-05,12400,27.8,0,56.6,28.3,303.0,1074.0,1112.0,4381,1466.0,1074.0,1253.0,778.0,428
2023-03-04,11800,27.1,0,65.5,28.3,318.0,1112.0,1067.0,4269,1376.0,1055.0,1276.0,812.0,419
2023-03-03,11000,27.6,1,59.3,28.4,288.0,1102.0,981.0,3674,1280.0,965.0,1195.0,735.0,385
2023-03-02,12000,26.7,0,62.1,27.2,300.0,1092.0,1032.0,4293,1378.0,1004.0,1240.0,773.0,403
2023-03-01,11800,27.2,0,52.1,27.2,292.0,1192.0,1002.0,4249,1324.0,1020.0,1247.0,776.0,397
2023-02-28,11800,26.2,0,57.1,26.3,303.0,1102.0,1001.0,4168,1303.0,936.0,1237.0,754.0,372
2023-02-27,11700,26.2,0,59.0,26.5,294.0,1110.0,955.0,4213,1328.0,1007.0,1221.0,776.0,382
2023-02-26,11900,25.9,0,52.5,25.9,283.0,1073.0,947.0,3977,1232.0,953.0,1195.0,711.0,358
2023-02-25,11100,26.6,0,62.4,27.0,311.0,1081.0,1008.0,4023,1320.0,977.0,1197.0,767.0,382
2023-02-24,10800,27.3,1,64.4,28.3,291.0,1032.0,976.0,3672,1241.0,936.0,1091.0,673.0,365
2023-02-23,11500,26.9,0,65.8,27.5,299.0,1121.0,997.0,4011,1276.0,955.0,1173.0,708.0,381
2023-02-22,11000,26.5,0,66.7,27.4,298.0,1123.0,948.0,4101,1230.0,968.0,1104.0,713.0,355
2023-02-21,10500,25.5,0,69.3,26.2,276.0,938.0,888.0,3208,1231.0,937.0,1154.0,717.0,373
2023-02-20,11000,24.8,0,70.5,25.3,282.0,1038.0,868.0,3788,1193.0,956.0,1099.0,695.0,379
2023-02-19,10800,24.7,0,65.6,25.0,284.0,1055.0,925.0,3871,1209.0,971.0,1136.0,736.0,357
2023-02-18,10500,23.8,0,66.0,24.0,278.0,1058.0,850.0,3655,1167.0,937.0,1088.0,717.0,373
2023-02-17,10000,22.8,1,62.9,22.8,260.0,1004.0,821.0,3131,1113.0,925.0,1037.0,724.0,333
2023-02-16,10850,22.4,0,61.0,22.5,278.0,1018.0,885.0,3614,1157.0,989.0,1092.0,724.0,362
2023-02-15,10750,22.2,0,60.2,22.2,271.0,1003.0,868.0,3756,1188.0,1002.0,1117.0,743.0,370
2023-02-14,10700,22.4,0,53.3,22.3,272.0,1053.0,865.0,3599,1161.0,982.0,1139.0,739.0,364
2023-02-13,10750,23.6,0,52.8,23.6,278.0,1016.0,867.0,3586,1145.0,944.0,1101.0,736.0,347
2023-02-12,10800,24.5,0,64.3,24.7,289.0,1078.0,918.0,3639,1162.0,895.0,1086.0,674.0,345
2023-02-11,10300,23.6,0,64.7,23.8,274.0,1044.0,905.0,3532,1130.0,934.0,1002.0,671.0,352
2023-02-10,10000,23.4,1,63.3,23.4,269.0,947.0,844.0,3073,1112.0,890.0,1016.0,703.0,344
2023-02-09,10600,23.7,0,66.1,23.8,281.0,1048.0,918.0,3662,1141.0,973.0,1035.0,692.0,364
2023-02-08,10600,22.7,0,68.4,22.7,271.0,1017.0,907.0,3627,1134.0,954.0,1049.0,703.0,360
2023-02-07,10500,21.8,0,65.8,21.9,276.0,988.0,843.0,3493,1141.0,947.0,1079.0,711.0,358
2023-02-06,10700,21.3,0,67.9,21.3,278.0,1007.0,877.0,3491,1132.0,927.0,1023.0,701.0,364
2023-02-05,10700,21.4,0,67.5,21.4,265.0,928.0,875.0,3636,1176.0,925.0,1067.0,734.0,348
2023-02-04,10300,21.7,0,63.4,21.8,268.0,1018.0,865.0,3524,1166.0,960.0,1061.0,713.0,361
2023-02-03,10000,21.4,1,63.8,21.4,240.0,988.0,806.0,2988,1094.0,913.0,995.0,707.0,334
2023-02-02,10500,21.4,0,65.9,21.4,270.0,990.0,879.0,3608,1167.0,934.0,1063.0,771.0,372
2023-02-01,10500,23.4,0,66.0,23.4,275.0,1065.0,855.0,3619,1150.0,924.0,1065.0,761.0,358
2023-01-31,10500,23.1,0,72.9,23.2,270.0,852.0,855.0,3648,1140.0,919.0,1043.0,727.0,367
2023-01-30,10500,22.0,0,71.6,22.1,266.0,995.0,854.0,3645,1158.0,922.0,1052.0,774.0,358
2023-01-29,10300,21.1,0,70.0,21.1,270.0,987.0,858.0,3633,1168.0,916.0,1062.0,767.0,363
2023-01-28,10000,22.8,0,68.3,22.9,284.0,960.0,876.0,3508,1139.0,917.0,1037.0,706.0,346
2023-01-27,10300,23.2,1,75.3,23.4,265.0,874.0,837.0,3097,1075.0,881.0,971.0,682.0,325
2023-01-26,10300,22.0,0,75.8,22.2,273.0,928.0,893.0,3665,1142.0,940.0,1040.0,733.0,362
2023-01-25,10300,22.6,0,67.2,22.6,283.0,948.0,830.0,3552,1124.0,937.0,1023.0,725.0,375
2023-01-23,10200,21.0,0,72.3,21.0,277.0,971.0,855.0,3444,1112.0,866.0,1002.0,705.0,347
2023-01-22,10000,20.5,0,70.3,20.5,269.0,984.0,844.0,3295,1151.0,929.0,1005.0,694.0,357
2023-01-21,9800,20.0,0,67.4,20.0,276.0,971.0,828.0,3232,1125.0,929.0,1007.0,691.0,359
2023-01-20,9500,19.8,1,64.1,19.8,253.0,897.0,810.0,2892,1087.0,895.0,962.0,653.0,337
2023-01-19,10200,19.1,0,64.1,19.1,261.0,982.0,799.0,3440,1191.0,868.0,966.0,704.0,357
2023-01-18,10300,18.9,0,66.6,18.9,269.0,942.0,822.0,3376,1165.0,963.0,1036.0,692.0,351
2023-01-17,10200,19.4,0,67.1,19.4,272.0,987.0,841.0,3343,1195.0,889.0,1038.0,679.0,361
2023-01-16,10100,20.6,0,67.8,20.6,269.0,898.0,806.0,3322,1157.0,878.0,999.0,703.0,362
2023-01-15,10300,21.2,0,74.2,21.2,265.0,958.0,839.0,3073,1205.0,864.0,998.0,676.0,352
2023-01-14,9700,20.1,0,81.6,20.1,275.0,886.0,723.0,3296,1168.0,856.0,990.0,645.0,358
2023-01-13,9000,18.9,1,74.0,18.9,247.0,885.0,740.0,2849,1100.0,826.0,918.0,621.0,322
2023-01-12,10300,18.3,0,72.9,18.3,275.0,942.0,838.0,3262,1173.0,870.0,971.0,628.0,348
2023-01-11,10300,20.2,0,65.0,20.2,268.0,912.0,843.0,3338,1160.0,844.0,1003.0,652.0,353
2023-01-10,10100,21.2,0,65.6,21.2,273.0,977.0,836.0,3342,1183.0,848.0,961.0,653.0,357
2023-01-09,10200,19.7,0,74.2,19.8,269.0,1018.0,836.0,3352,1206.0,790.0,977.0,637.0,359
2023-01-08,10000,18.1,0,87.0,16.5,262.0,953.0,825.0,3325,1169.0,822.0,956.0,672.0,355
2023-01-07,9300,18.16,0,86.1,16.5,275.0,930.0,838.0,3349,1155.0,818.0,910.0,638.0,356
2023-01-06,9300,18.329999999999995,1,85.3,16.2,259.0,907.0,773.0,2880,1069.0,774.0,873.0,620.0,332
2023-01-05,9900,18.19,0,86.1,16.5,262.0,976.0,813.0,3430,1148.0,821.0,936.0,670.0,343
2023-01-04,10200,17.93,0,85.4,17.0,273.0,940.0,797.0,3491,1124.0,822.0,973.0,658.0,342
2023-01-03,9800,19.5,0,79.6,19.5,265.0,1010.0,789.0,3397,1139.0,785.0,946.0,654.0,349
2023-01-02,10400,20.0,0,73.5,20.0,255.0,894.0,828.0,3354,1129.0,769.0,811.0,642.0,355
2023-01-01,10400,18.8,0,79.6,18.8,260.0,948.0,798.0,3119,1105.0,761.0,930.0,613.0,341
2022-12-31,9500,18.6,0,80.6,18.6,264.0,995.0,786.0,3301,1108.0,772.0,934.0,621.0,354
2022-12-30,8700,19.1,1,81.3,19.1,257.0,922.0,749.0,2853,1032.0,735.0,862.0,581.0,322
2022-12-29,9800,20.0,0,79.7,20.0,259.0,1015.0,766.0,3480,1092.0,746.0,906.0,632.0,343
2022-12-28,9900,21.5,0,81.2,21.5,252.0,1125.0,763.0,3534,1098.0,756.0,921.0,676.0,350
2022-12-27,9800,22.0,0,79.1,22.0,262.0,1094.0,808.0,3601,1127.0,735.0,900.0,662.0,349
2022-12-26,10000,22.8,0,68.7,22.9,252.0,1045.0,810.0,3470,1118.0,741.0,921.0,643.0,331
2022-12-25,10000,22.1,0,67.7,22.2,243.0,965.0,780.0,3294,1101.0,750.0,909.0,653.0,354
2022-12-24,9500,21.5,0,67.6,21.5,266.0,926.0,796.0,3253,1095.0,743.0,906.0,644.0,357
2022-12-23,8500,22.0,1,66.4,22.0,240.0,924.0,718.0,2785,1020.0,694.0,853.0,602.0,339
2022-12-22,9800,22.4,0,73.0,22.4,260.0,1040.0,799.0,3527,1114.0,721.0,911.0,660.0,362
2022-12-21,9900,22.5,0,70.8,22.6,264.0,1083.0,786.0,3535,1114.0,758.0,907.0,676.0,363
2022-12-20,10000,22.6,0,69.1,22.6,270.0,946.0,805.0,3411,1089.0,749.0,916.0,686.0,352
2022-12-19,10200,21.8,0,70.7,21.9,263.0,977.0,797.0,3377,1078.0,748.0,901.0,632.0,354
2022-12-18,10200,21.5,0,77.5,21.5,224.0,999.0,785.0,3315,1090.0,756.0,920.0,644.0,351
2022-12-17,9900,21.9,0,71.9,21.9,232.0,951.0,796.0,3246,1070.0,751.0,911.0,625.0,355
2022-12-16,9000,21.8,1,72.6,21.8,217.0,854.0,646.0,2521,987.0,674.0,837.0,572.0,326
2022-12-15,10000,22.9,0,70.3,23.0,224.0,1033.0,794.0,3515,1102.0,766.0,934.0,684.0,358
2022-12-14,10000,22.6,0,73.1,22.8,229.0,1050.0,813.0,3580,1104.0,731.0,931.0,685.0,364
2022-12-13,10100,23.0,0,68.9,23.1,219.0,1045.0,772.0,3542,1097.0,758.0,929.0,673.0,362
2022-12-12,10000,23.0,0,66.3,23.0,226.0,1098.0,800.0,3503,1124.0,769.0,931.0,687.0,368
2022-12-11,10200,24.0,0,63.8,24.1,237.0,994.0,799.0,3493,1110.0,757.0,956.0,692.0,353
