Date,Demand(MW),Temp(C),IsHoliday,humidity,feelslike,Barisal_Demand,Chittagong_Demand,Comilla_Demand,Dhaka_Demand,Khulna_Demand,Mymensingh_Demand,Rajshahi_Demand,Rangpur_Demand,Sylhet_Demand
2022-12-10,9700,23.5,0,64.0,23.6,244.0,1078.0,814.0,3457,1114.0,768.0,827.0,695.0,366
2022-12-09,9300,23.2,1,65.3,23.3,246.0,966.0,742.0,2977,1005.0,721.0,874.0,576.0,336
2022-12-08,10200,23.5,0,65.6,23.6,242.0,1062.0,813.0,3655,1114.0,775.0,971.0,660.0,357
2022-12-07,10200,23.4,0,64.9,23.5,253.0,1129.0,816.0,3690,1101.0,762.0,877.0,706.0,374
2022-12-06,10200,23.5,0,67.7,23.6,243.0,1044.0,790.0,3683,1115.0,724.0,975.0,703.0,380
2022-12-05,10200,23.6,0,65.2,23.6,240.0,1085.0,790.0,3652,1093.0,734.0,932.0,704.0,385
2022-12-04,10500,23.8,0,63.3,23.9,240.0,1080.0,800.0,3675,1114.0,770.0,923.0,680.0,375
2022-12-03,10000,24.5,0,61.4,24.6,237.0,1123.0,784.0,3686,1122.0,749.0,927.0,677.0,404
2022-12-02,10000,25.0,1,61.9,25.0,236.0,930.0,785.0,3276,1024.0,716.0,882.0,625.0,368
2022-12-01,10500,25.6,0,60.6,25.7,251.0,1186.0,888.0,3864,1130.0,773.0,956.0,655.0,406
2022-11-30,10500,26.9,0,56.3,27.1,263.0,1170.0,961.0,3790,1050.0,727.0,895.0,611.0,400
2022-11-29,10400,25.7,0,59.3,25.8,265.0,1152.0,897.0,3788,1050.0,699.0,921.0,592.0,380
2022-11-28,10200,25.2,0,63.2,25.4,265.0,1110.0,883.0,3781,1078.0,731.0,911.0,594.0,369
2022-11-27,10500,25.7,0,63.0,25.9,257.0,1052.0,838.0,3722,1098.0,716.0,937.0,602.0,364
2022-11-26,10000,25.6,0,63.5,25.6,232.0,1118.0,833.0,3933,1163.0,689.0,949.0,695.0,381
2022-11-25,10200,25.5,1,65.8,26.1,219.0,1003.0,799.0,3341,1045.0,710.0,865.0,628.0,342
2022-11-24,10500,24.6,0,63.2,24.7,227.0,1133.0,792.0,3953,1049.0,703.0,856.0,653.0,373
2022-11-23,10800,24.4,0,64.3,24.4,236.0,1126.0,837.0,3884,1121.0,759.0,976.0,681.0,376
2022-11-22,10800,25.1,0,64.9,25.3,243.0,1223.0,846.0,3964,1110.0,764.0,954.0,701.0,365
2022-11-21,10800,25.9,0,59.0,26.0,252.0,1286.0,843.0,3986,1139.0,776.0,933.0,677.0,389
2022-11-20,10900,25.4,0,64.4,25.7,261.0,1205.0,869.0,3990,1142.0,758.0,946.0,652.0,379
2022-11-19,10800,24.5,0,66.1,24.6,240.0,1206.0,840.0,3874,1105.0,694.0,931.0,630.0,358
2022-11-18,10200,25.4,1,65.1,25.7,250.0,908.0,781.0,3385,1021.0,703.0,847.0,523.0,334
2022-11-17,10700,25.3,0,64.0,25.3,247.0,1232.0,849.0,4131,1129.0,774.0,949.0,640.0,386
2022-11-16,10800,25.7,0,64.4,26.1,258.0,1176.0,849.0,4013,1120.0,788.0,982.0,667.0,381
2022-11-15,10800,25.3,0,65.1,25.5,252.0,1230.0,847.0,4123,1150.0,783.0,965.0,673.0,391
2022-11-14,11200,25.7,0,64.2,26.2,246.0,1245.0,851.0,4004,1130.0,790.0,927.0,665.0,399
2022-11-13,11400,25.7,0,65.1,25.9,241.0,1202.0,876.0,3959,1146.0,755.0,963.0,654.0,388
2022-11-12,11000,26.4,0,64.5,26.8,260.0,1065.0,870.0,4095,1129.0,791.0,951.0,591.0,389
2022-11-11,10800,26.6,1,62.9,27.0,247.0,1079.0,861.0,3603,1108.0,770.0,934.0,600.0,371
2022-11-10,11300,26.7,0,61.3,27.1,268.0,1161.0,914.0,4221,1141.0,804.0,986.0,606.0,404
2022-11-09,11500,27.2,0,63.9,28.0,271.0,1263.0,947.0,4139,1134.0,814.0,1006.0,620.0,414
2022-11-08,11800,27.1,0,65.1,28.0,271.0,1221.0,944.0,4176,1150.0,836.0,1001.0,603.0,437
2022-11-07,11600,27.4,0,63.1,28.3,261.0,1298.0,1043.0,4249,1112.0,830.0,991.0,637.0,465
2022-11-06,12400,27.5,0,66.8,28.7,273.0,1187.0,1009.0,4262,1127.0,841.0,1027.0,623.0,472
2022-11-05,11800,26.9,0,66.6,27.9,262.0,1189.0,1044.0,4272,1148.0,858.0,987.0,618.0,437
2022-11-04,11000,26.4,1,65.7,27.1,239.0,1158.0,906.0,3866,1074.0,802.0,967.0,575.0,431
2022-11-03,12600,27.3,0,69.1,28.6,267.0,1376.0,1002.0,4305,1091.0,830.0,1014.0,609.0,444
2022-11-02,12500,28.8,0,66.1,31.1,302.0,1385.0,1160.0,4528,1221.0,932.0,1077.0,629.0,482
2022-11-01,12400,29.0,0,67.6,31.9,320.0,1394.0,1106.0,4619,1284.0,944.0,1072.0,667.0,460
2022-10-31,11800,28.1,0,66.1,29.8,288.0,1412.0,1120.0,4337,1212.0,898.0,957.0,623.0,481
2022-10-30,12800,27.4,0,67.3,28.9,263.0,1276.0,1024.0,4103,1145.0,875.0,1039.0,634.0,501
2022-10-28,11000,27.2,1,66.9,28.2,224.0,976.0,836.0,3434,1083.0,757.0,1001.0,574.0,399
2022-10-27,13200,27.8,0,66.9,29.3,232.0,1148.0,863.0,4245,1159.0,831.0,1089.0,650.0,415
2022-10-26,12900,27.9,0,67.1,29.3,209.0,1133.0,807.0,4143,1138.0,826.0,1145.0,638.0,381
2022-10-25,11000,24.7,0,79.4,25.4,131.0,980.0,509.0,3596,940.0,716.0,1010.0,613.0,355
2022-10-24,8500,24.5,0,90.3,24.8,232.42857142857142,696.0,873.2857142857143,2512,1114.857142857143,809.7142857142857,679.0,614.8571428571429,237
2022-10-23,13500,28.2,0,77.1,32.2,312.0,1303.0,1226.0,4746,1383.0,984.0,1281.0,723.0,518
2022-10-22,13300,30.1,0,63.5,33.4,379.0,1214.0,1249.0,4666,1481.0,1005.0,1213.0,645.0,522
2022-10-21,12700,30.0,1,61.7,33.0,338.0,1268.0,1205.0,4463,1402.0,1007.0,1216.0,667.0,509
2022-10-20,13800,29.5,0,62.6,32.1,359.0,1376.0,1201.0,4687,1459.0,1025.0,1234.0,690.0,553
2022-10-19,13800,29.4,0,64.8,32.3,370.0,1232.0,1268.0,4709,1418.0,1057.0,1226.0,691.0,558
2022-10-18,13800,29.7,0,69.0,34.0,369.0,1297.0,1265.0,4900,1515.0,1070.0,1349.0,792.0,563
2022-10-17,13700,30.1,0,62.7,33.3,357.0,1321.0,1297.0,4779,1474.0,1054.0,1287.0,798.0,581
2022-10-16,13800,30.0,0,60.1,32.7,349.0,1311.0,1253.0,4682,1482.0,1060.0,1250.0,743.0,548
2022-10-15,13500,29.6,0,68.6,33.4,362.0,1252.0,1232.0,4783,1542.0,1058.0,1287.0,579.0,570
2022-10-14,13200,29.1,1,70.2,32.7,350.0,1232.0,1261.0,4190,1489.0,1058.0,1239.0,716.0,451
2022-10-13,12800,28.7,0,76.6,32.9,366.0,1312.0,1252.0,4584,1430.0,1007.0,1235.0,727.0,502
2022-10-12,14200,28.2,0,77.6,32.2,339.0,1281.0,1214.0,4530,1352.0,1091.0,1245.0,703.0,452
2022-10-11,14200,29.9,0,70.6,34.7,350.0,1225.0,1364.0,4690,1536.0,966.0,1214.0,743.0,402
2022-10-10,14200,30.1,0,68.4,34.7,369.0,1262.0,1340.0,4867,1612.0,1139.0,1371.0,851.0,549
2022-10-09,13800,29.9,0,71.9,35.1,368.0,1256.0,1311.0,4515,1606.0,1113.0,1373.0,719.0,567
2022-10-08,13600,30.6,0,66.5,35.0,357.0,1366.0,1353.0,4763,1607.0,1134.0,1322.0,741.0,608
2022-10-07,13900,30.2,1,66.3,34.3,309.0,1283.0,1330.0,4331,1536.0,1136.0,1226.0,766.0,615
2022-10-06,14000,30.6,0,68.6,36.0,345.0,1289.0,1310.0,4596,1484.0,1097.0,1225.0,753.0,599
2022-10-05,13000,29.8,0,71.3,34.0,372.0,1197.0,1275.0,4620,1493.0,1078.0,1285.0,810.0,565
2022-10-04,13800,29.0,0,74.9,33.0,323.0,1331.0,1170.0,4501,1481.0,1111.0,1248.0,801.0,569
2022-10-03,13600,27.6,0,82.2,30.9,295.0,1300.0,1119.0,4407,1494.0,1043.0,1276.0,730.0,492
2022-10-02,13800,28.2,0,79.0,31.5,366.0,1288.0,1156.0,4504,1579.0,1067.0,1400.0,806.0,570
2022-10-01,14300,30.6,0,68.9,36.1,399.0,1161.0,1239.0,4867,1726.0,1161.0,1432.0,892.0,636
2022-09-30,13500,30.9,1,66.6,35.9,393.0,1243.0,1378.0,4663,1687.0,1127.0,1343.0,849.0,624
2022-09-28,14300,29.6,0,74.2,34.9,406.0,1484.0,1297.0,4890,1654.0,1131.0,1366.0,876.0,609
2022-09-27,14200,29.5,0,71.2,33.8,396.0,1388.0,1302.0,4927,1629.0,1091.0,1423.0,856.0,623
2022-09-26,14200,29.3,0,72.1,33.7,383.0,1424.0,1369.0,4803,1654.0,1120.0,1350.0,869.0,596
2022-09-25,14000,29.3,0,73.5,34.0,383.0,1304.0,1310.0,4550,1685.0,1086.0,1397.0,878.0,555
2022-09-24,14000,29.3,0,74.1,34.0,383.0,1189.0,1218.0,4673,1698.0,1107.0,1440.0,893.0,548
2022-09-23,13700,29.3,1,73.0,34.0,374.0,1306.0,1237.0,4587,1613.0,1140.0,1358.0,844.0,570
2022-09-22,14200,30.6,0,67.8,35.8,391.0,1310.0,1327.0,4836,1682.0,1114.0,1424.0,904.0,639
2022-09-21,14200,30.8,0,66.9,36.0,380.0,1338.0,1286.0,4762,1603.0,1119.0,1423.0,888.0,551
2022-09-20,14000,30.1,0,68.8,34.7,359.0,1411.0,1293.0,4801,1556.0,1159.0,1405.0,909.0,626
2022-09-19,14000,29.9,0,71.7,35.0,368.0,1266.0,1319.0,4829,1595.0,1136.0,1387.0,903.0,634
2022-09-18,14000,28.8,0,75.9,33.2,371.0,1298.0,1297.0,4795,1568.0,1110.0,1415.0,954.0,591
2022-09-17,13400,30.2,0,69.5,35.4,369.0,1262.0,1303.0,4777,1540.0,1110.0,1402.0,838.0,588
2022-09-16,12400,30.4,1,67.6,35.3,321.0,1241.0,1138.0,4306,1443.0,1083.0,1235.0,835.0,510
2022-09-14,12500,26.3,0,84.5,27.2,305.0,1209.0,1040.0,4285,1363.0,999.0,1179.0,726.0,482
2022-09-13,12400,26.7,0,86.9,28.5,269.0,1311.0,1010.0,4352,1303.0,937.0,1095.0,734.0,483
2022-09-12,13300,27.7,0,82.8,31.0,315.0,1234.0,1139.0,4335,1343.0,987.0,1203.0,736.0,542
2022-09-11,13800,29.5,0,73.3,34.3,341.0,1298.0,1215.0,4619,1402.0,1152.0,1304.0,857.0,546
2022-09-10,13800,29.9,0,71.8,35.2,369.0,1188.0,1219.0,4778,1605.0,1130.0,1395.0,898.0,440
2022-09-09,13700,31.0,1,68.5,36.9,421.0,1188.0,1163.0,4558,1596.0,1034.0,1359.0,876.0,407
2022-09-08,14200,29.7,0,75.8,35.5,417.0,1449.0,1343.0,4859,1696.0,1151.0,1360.0,907.0,633
2022-09-07,13800,30.3,0,72.5,35.9,423.0,1392.0,1267.0,4892,1745.0,1155.0,1442.0,900.0,563
2022-09-06,13400,28.4,0,82.2,33.5,385.0,1363.0,1368.0,4705,1632.0,1079.0,1335.0,873.0,554
2022-09-05,14200,29.2,0,79.7,34.9,393.0,1378.0,1268.0,4711,1551.0,990.0,1325.0,874.0,509
2022-09-04,13900,28.8,0,80.6,33.9,405.0,1359.0,1235.0,4731,1711.0,1122.0,1427.0,805.0,499
2022-09-03,14200,28.8,0,80.3,33.3,401.0,1245.0,1270.0,4938,1667.0,1031.0,1386.0,815.0,509
2022-09-02,14200,30.7,1,70.9,36.6,398.0,1279.0,1277.0,4651,1682.0,1082.0,1267.0,808.0,538
2022-09-01,14700,31.5,0,65.9,37.5,406.0,1353.0,1401.0,5002,1799.0,1089.0,1477.0,913.0,586
2022-08-31,14800,31.3,0,64.3,36.6,403.0,1363.0,1446.0,5013,1739.0,1203.0,1413.0,823.0,587
2022-08-30,14300,31.5,0,67.2,37.7,422.0,1443.0,1350.0,4963,1751.0,1205.0,1412.0,844.0,572
2022-08-29,14200,30.5,0,68.3,35.5,397.0,1235.0,1286.0,4860,1678.0,1202.0,1507.0,831.0,561
2022-08-27,14400,30.9,0,68.7,36.9,374.0,1134.0,1230.0,4907,1634.0,1232.0,1488.0,900.0,537
2022-08-26,13800,30.8,1,66.9,35.9,407.0,1293.0,1398.0,4683,1685.0,1218.0,1457.0,942.0,619
2022-08-24,14200,29.9,0,71.2,34.7,356.0,1320.0,1258.0,4849,1581.0,1222.0,1439.0,924.0,608
2022-08-23,14200,30.2,0,75.3,36.5,377.0,1378.0,1315.0,4859,1684.0,1242.0,1421.0,844.0,485
2022-08-22,14300,30.9,0,69.3,37.1,421.0,1301.0,1359.0,4912,1753.0,1090.0,1427.0,935.0,630
2022-08-21,14200,30.8,0,66.9,36.0,410.0,1345.0,1341.0,4834,1540.0,1091.0,1378.0,897.0,565
2022-08-20,14000,30.2,0,70.6,35.4,368.0,1234.0,1255.0,4795,1522.0,1174.0,1349.0,926.0,613
2022-08-19,13600,30.0,1,72.1,35.1,255.0,1248.0,1188.0,4319,1291.0,1147.0,1358.0,917.0,486
2022-08-18,14000,32.0,0,69.9,39.9,310.0,1309.0,1055.0,4964,1398.0,1041.0,1426.0,835.0,548
2022-08-17,14300,30.6,0,70.7,36.8,418.0,1347.0,1263.0,4798,1714.0,1078.0,1467.0,923.0,555
2022-08-16,14200,30.8,0,65.5,35.7,398.0,1307.0,1317.0,4847,1613.0,1087.0,1386.0,871.0,559
2022-08-15,13600,30.1,0,70.8,35.1,369.0,1277.0,1225.0,4209,1514.0,1171.0,1360.0,909.0,553
2022-08-14,14000,27.9,0,81.4,32.0,268.0,1329.0,1223.0,4348,1343.0,1117.0,1250.0,853.0,601
2022-08-13,14700,29.5,0,75.0,34.6,322.0,1325.0,1170.0,4558,1539.0,1170.0,1417.0,784.0,562
2022-08-12,14200,30.0,1,69.0,34.5,374.0,1255.0,1315.0,4252,1588.0,1097.0,1344.0,842.0,604
2022-08-11,13800,30.0,0,66.4,34.0,356.0,1246.0,1280.0,4612,1539.0,1081.0,1341.0,908.0,595
2022-08-10,13800,29.1,0,75.5,33.9,274.0,1218.0,1277.0,4629,1522.0,1120.0,1422.0,859.0,620
2022-08-09,13600,30.2,0,70.6,35.4,299.0,1316.0,1292.0,4504,1477.0,1054.0,1367.0,907.0,614
2022-08-07,14200,31.4,0,65.9,37.0,402.0,1296.0,1268.0,4992,1640.0,1019.0,1371.0,945.0,568
2022-08-06,13800,30.2,0,69.9,35.2,386.0,1499.0,1207.0,4547,1502.0,1100.0,1361.0,840.0,548
2022-08-05,13000,31.2,1,67.9,37.2,388.0,1344.0,1300.0,4406,1621.0,1070.0,1387.0,844.0,585
2022-08-04,14000,29.1,0,76.3,34.1,386.0,1444.0,1317.0,4455,1544.0,1088.0,1430.0,831.0,567
2022-08-03,14000,30.3,0,73.6,36.7,387.0,1484.0,1214.0,4718,1558.0,1091.0,1380.0,864.0,530
2022-08-02,13900,29.4,0,73.6,34.4,398.0,1505.0,1261.0,4581,1587.0,1019.0,1388.0,826.0,523
2022-08-01,14000,29.4,0,74.0,34.4,392.0,1349.0,1216.0,4655,1646.0,943.0,1156.0,796.0,499
2022-07-31,14000,30.1,0,71.5,35.7,408.0,1384.0,1326.0,4850,1732.0,1117.0,1195.0,802.0,521
2022-07-30,13800,30.5,0,71.7,36.5,410.0,1397.0,1248.0,4701,1663.0,1140.0,1371.0,743.0,567
2022-07-29,12800,31.0,1,71.2,37.9,367.0,1277.0,1236.0,4302,1664.0,1092.0,1319.0,890.0,571
2022-07-28,14000,30.5,0,70.5,36.2,379.0,1290.0,1220.0,4775,1613.0,1075.0,1368.0,844.0,565
2022-07-27,14400,30.6,0,67.8,35.8,379.0,1344.0,1210.0,4805,1655.0,1029.0,1454.0,845.0,607
2022-07-26,13850,28.5,0,77.8,32.9,367.0,1374.0,1228.0,4676,1611.0,1010.0,1405.0,858.0,478
2022-07-25,14000,28.4,0,78.0,32.7,350.0,1156.0,1229.0,4571,1605.0,1103.0,1435.0,917.0,477
2022-07-24,14000,28.5,0,75.7,32.5,310.0,1219.0,1119.0,4478,1424.0,917.0,1329.0,739.0,462
2022-07-23,14000,31.4,0,65.5,37.0,389.0,1239.0,1296.0,4584,1719.0,1165.0,1537.0,908.0,491
2022-07-22,12900,31.3,1,67.7,37.4,381.0,1211.0,1299.0,4186,1648.0,1041.0,1366.0,893.0,603
2022-07-21,14200,30.7,0,72.6,37.2,377.0,1346.0,1241.0,4642,1677.0,1131.0,1451.0,920.0,492
2022-07-20,14200,29.2,0,76.5,34.5,374.0,1234.0,1230.0,4539,1700.0,1123.0,1496.0,936.0,519
2022-07-19,14400,30.8,0,70.9,37.4,384.0,1289.0,1322.0,4801,1759.0,1082.0,1480.0,857.0,511
2022-07-18,14500,31.2,0,69.3,37.7,387.0,1220.0,1312.0,4902,1660.0,1195.0,1506.0,1002.0,490
2022-07-17,14600,31.3,0,66.9,37.4,396.0,1300.0,1313.0,4411,1702.0,989.0,1536.0,950.0,545
2022-07-16,13600,31.7,0,65.2,37.8,398.0,1336.0,1353.0,4136,1734.0,1027.0,1511.0,931.0,608
2022-07-15,12900,31.8,1,66.8,38.5,393.0,1268.0,1255.0,3547,1660.0,1133.0,1462.0,933.0,590
2022-07-14,12800,32.1,0,61.3,37.5,412.0,1257.0,1258.0,3590,1677.0,816.0,1501.0,895.0,594
2022-07-13,13000,32.0,0,63.3,37.8,408.0,1210.0,1308.0,3408,1655.0,1088.0,1473.0,910.0,366
2022-07-12,12500,31.3,0,64.8,36.5,397.0,1115.0,1350.0,3234,1604.0,1111.0,1449.0,902.0,569
2022-07-11,12800,31.3,0,68.7,37.9,384.0,970.0,1310.0,3091,1582.0,1039.0,1420.0,915.0,537
2022-07-10,11500,30.8,0,67.0,36.1,396.0,998.0,1347.0,3251,1609.0,1117.0,1469.0,915.0,536
2022-07-09,12500,31.6,0,66.9,37.9,392.0,972.0,1302.0,3126,1575.0,1105.0,1402.0,905.0,494
2022-07-08,12500,30.5,1,69.4,36.1,388.0,1201.0,1258.0,3618,1651.0,1152.0,1451.0,911.0,534
2022-07-07,14000,30.8,0,70.5,36.8,397.0,1291.0,1303.0,4264,1736.0,1062.0,1519.0,921.0,538
2022-07-06,14000,28.9,0,81.9,34.4,400.0,1322.0,1309.0,4802,1618.0,1008.0,1425.0,891.0,527
2022-07-05,14000,30.8,0,70.2,36.9,402.0,1448.0,1230.0,4891,1509.0,1059.0,1178.0,792.0,469
2022-07-04,14000,30.3,0,71.2,35.9,381.0,1251.0,1263.0,4825,1609.0,1028.0,1326.0,793.0,472
2022-07-03,14250,30.7,0,71.0,37.0,408.0,1360.0,1249.0,4787,1647.0,1026.0,1330.0,777.0,466
2022-07-02,13800,31.2,0,65.9,36.6,378.0,1283.0,1183.0,4713,1578.0,1067.0,1304.0,791.0,444
2022-07-01,13000,29.8,1,75.7,35.7,372.0,1292.0,1142.0,4398,1588.0,1118.0,1372.0,877.0,483
2022-06-30,13900,28.0,0,84.5,32.9,374.0,1324.0,1146.0,4656,1579.0,995.0,1321.0,829.0,400
2022-06-29,14000,29.5,0,76.1,35.3,391.0,1311.0,1137.0,4840,1573.0,1027.0,1351.0,796.0,431
2022-06-28,14100,30.6,0,70.4,36.6,392.0,1202.0,1259.0,4794,1628.0,969.0,1287.0,761.0,446
2022-06-27,13900,31.6,0,65.7,37.8,398.0,1302.0,1215.0,4841,1580.0,941.0,1402.0,812.0,460
2022-06-26,14000,30.5,0,65.4,35.0,392.0,1376.0,1226.0,4868,1583.0,1018.0,1411.0,872.0,474
2022-06-25,13500,30.3,0,69.8,35.8,358.0,1391.0,1161.0,4708,1555.0,1025.0,1352.0,878.0,445
2022-06-24,12800,31.0,1,69.4,37.3,355.0,1202.0,1174.0,4241,1515.0,1037.0,1368.0,837.0,435
2022-06-23,13500,29.6,0,73.8,34.9,359.0,1293.0,1146.0,4775,1591.0,1023.0,1291.0,840.0,414
2022-06-22,13200,29.5,0,71.6,34.1,343.0,1262.0,1121.0,4729,1481.0,1021.0,1310.0,860.0,436
2022-06-21,13900,28.6,0,73.9,32.5,359.0,1276.0,1132.0,4668,1501.0,969.0,1296.0,859.0,389
2022-06-20,12700,28.8,0,74.1,33.0,337.0,1189.0,1051.0,4410,1489.0,1014.0,1362.0,815.0,335
2022-06-19,13000,28.8,0,72.5,32.7,293.0,1056.0,1024.0,4375,1500.0,953.0,1251.0,767.0,300
2022-06-18,12300,26.4,0,84.7,29.0,370.0,1168.0,1049.0,4288,1540.0,904.0,1304.0,714.0,231
2022-06-17,11000,26.8,1,84.8,29.3,337.0,1151.0,930.0,3181,1156.0,652.0,1008.0,651.0,236
2022-06-16,14000,30.3,0,70.3,35.8,391.0,1182.0,1122.0,4786,1657.0,835.0,1455.0,734.0,346
2022-06-15,14000,29.8,0,69.2,34.3,413.0,1245.0,1110.0,4769,1657.0,984.0,1453.0,753.0,385
2022-06-14,14100,31.0,0,69.6,37.4,398.0,1232.0,995.0,4696,1703.0,1002.0,1411.0,689.0,409
2022-06-13,14200,31.5,0,67.3,38.1,398.0,1298.0,1104.0,5140,1499.0,905.0,926.0,687.0,391
2022-06-12,14400,31.6,0,68.2,38.4,409.0,1393.0,1135.0,4857,1663.0,1026.0,1265.0,671.0,488
2022-06-11,13600,30.6,0,66.3,35.4,410.0,1304.0,1257.0,4773,1721.0,971.0,1406.0,828.0,533
2022-06-10,12700,29.5,1,68.3,33.0,355.0,1364.0,1212.0,4170,1591.0,1010.0,1365.0,759.0,464
2022-06-09,13500,28.1,0,79.2,31.5,277.0,1329.0,934.0,4394,1431.0,900.0,1163.0,808.0,486
2022-06-08,13934,31.1,0,67.8,37.0,425.0,1351.0,1224.0,5190,1629.0,1016.0,1330.0,765.0,520
2022-06-07,13900,30.5,0,69.4,35.7,413.0,1380.0,1132.0,4837,1677.0,1014.0,1341.0,806.0,509
2022-06-06,14200,31.3,0,68.1,37.7,420.0,1415.0,1357.0,5077,1745.0,837.0,1291.0,761.0,529
2022-06-05,14000,30.4,0,69.4,36.1,415.0,1381.0,1262.0,4941,1735.0,1011.0,1393.0,771.0,448
2022-06-04,14100,28.7,0,73.0,32.6,405.0,1309.0,1110.0,4554,1737.0,941.0,1368.0,784.0,431
2022-06-03,12500,28.8,1,76.6,32.9,356.0,1171.0,1159.0,4146,1655.0,1074.0,1404.0,873.0,466
2022-06-02,13900,29.5,0,73.1,34.2,380.0,1320.0,1199.0,4721,1578.0,1078.0,1114.0,918.0,518
2022-06-01,14000,29.2,0,73.3,33.9,372.0,1309.0,1239.0,4741,1621.0,1089.0,1407.0,939.0,561
2022-05-31,14000,30.0,0,70.2,35.4,405.0,1323.0,1251.0,4829,1530.0,1059.0,1364.0,868.0,566
2022-05-30,14000,29.2,0,73.9,33.8,372.0,1233.0,1215.0,4779,1624.0,1067.0,1392.0,908.0,519
2022-05-29,13800,30.3,0,70.6,35.7,343.0,1221.0,1079.0,4763,1540.0,1064.0,1392.0,892.0,526
2022-05-28,13800,30.2,0,69.3,35.1,257.0,1424.0,1222.0,4822,1187.0,922.0,825.0,813.0,540
2022-05-27,12500,29.9,1,70.6,34.5,220.0,1174.0,1032.0,4109,1495.0,850.0,1338.0,833.0,501
2022-05-26,14000,29.7,0,70.7,33.6,358.0,1452.0,1160.0,4810,1489.0,1052.0,1296.0,893.0,488
2022-05-25,14100,29.0,0,73.4,33.4,339.0,1445.0,1099.0,4798,1488.0,1052.0,1110.0,761.0,507
2022-05-24,14200,30.7,0,68.5,36.1,425.0,1400.0,1255.0,4923,1646.0,956.0,1311.0,888.0,533
2022-05-23,14000,31.1,0,64.9,36.1,406.0,1286.0,1341.0,4907,1677.0,1039.0,1344.0,856.0,500
2022-05-22,13500,29.8,0,70.8,34.4,407.0,1412.0,1299.0,4759,1613.0,1005.0,1275.0,821.0,499
2022-05-21,12000,28.7,0,77.2,32.7,327.0,1231.0,1012.0,4453,1057.0,753.0,996.0,676.0,389
2022-05-20,12700,29.8,1,69.1,34.1,401.0,1227.0,1234.0,4182,1489.0,898.0,1157.0,616.0,382
2022-05-19,14000,31.0,0,69.4,37.2,402.0,1492.0,1071.0,4909,1693.0,956.0,1235.0,425.0,370
2022-05-18,14000,31.7,0,66.8,38.0,414.0,1439.0,1337.0,5199,1739.0,647.0,1417.0,880.0,264
2022-05-17,14000,31.1,0,71.7,38.1,431.0,1408.0,1264.0,4929,1742.0,881.0,1272.0,698.0,356
2022-05-16,14000,30.9,0,67.1,36.4,418.0,1440.0,1267.0,4885,1666.0,1025.0,1467.0,756.0,447
2022-05-15,13500,31.2,0,66.9,36.9,386.0,1346.0,1294.0,4736,1667.0,1039.0,1408.0,887.0,481
2022-05-14,12900,29.6,0,72.2,34.1,392.0,1432.0,1224.0,4713,1587.0,1012.0,1330.0,783.0,452
2022-05-13,12300,29.4,1,73.8,34.5,381.0,1294.0,1066.0,3668,1425.0,794.0,1031.0,628.0,340
2022-05-12,12900,28.1,0,73.7,31.2,389.0,1339.0,1109.0,4194,1592.0,989.0,1329.0,886.0,399
2022-05-11,12500,27.1,0,81.0,29.4,300.0,1326.0,1020.0,3918,1353.0,942.0,1176.0,847.0,398
2022-05-10,12500,27.7,0,80.1,31.4,375.0,1288.0,1126.0,3793,1353.0,848.0,1159.0,824.0,430
2022-05-09,12900,29.5,0,70.8,34.2,292.0,1107.0,1103.0,3874,1378.0,1028.0,1255.0,819.0,541
2022-05-08,13000,30.9,0,64.2,35.6,429.0,1341.0,1322.0,3857,1649.0,1076.0,1276.0,834.0,560
2022-05-07,12000,29.3,0,67.9,32.8,414.0,1229.0,1297.0,3423,1605.0,927.0,1178.0,811.0,568
2022-05-06,12000,28.5,1,70.2,31.3,387.0,1213.0,1131.0,2715,1452.0,940.0,1057.0,666.0,506
2022-05-05,11200,29.5,0,65.4,32.5,368.0,1112.0,1130.0,2828,1332.0,1016.0,1165.0,733.0,472
2022-05-04,8200,27.7,0,73.0,29.6,358.0,951.0,1000.0,2560,1368.0,876.0,1043.0,678.0,407
2022-05-03,9200,27.5,0,78.1,30.3,228.0,779.0,786.0,2265,984.0,700.0,878.0,602.0,306
2022-05-02,12300,29.9,0,67.5,34.1,402.0,1034.0,1253.0,3019,1469.0,959.0,1176.0,606.0,429
2022-05-01,12000,30.6,0,62.3,34.4,428.0,1194.0,1369.0,3515,1651.0,1041.0,1362.0,709.0,472
2022-04-30,14000,30.8,0,60.7,34.2,444.0,1331.0,1248.0,3676,1550.0,867.0,1162.0,517.0,476
2022-04-29,13700,32.7,1,61.4,39.0,418.0,1324.0,1347.0,4541,1325.0,825.0,1384.0,838.0,588
2022-04-28,14600,32.0,0,62.4,37.5,451.0,1382.0,1404.0,4867,1897.0,1096.0,1591.0,845.0,590
2022-04-27,14800,32.2,0,62.5,38.0,445.0,1427.0,1353.0,5129,1868.0,1121.0,1625.0,809.0,460
2022-04-26,15200,31.5,0,66.0,37.5,431.0,1449.0,1366.0,5055,1876.0,1112.0,1673.0,668.0,576
2022-04-25,14800,31.8,0,67.0,38.6,444.0,1468.0,1368.0,5058,1879.0,1026.0,1585.0,921.0,544
2022-04-24,14600,30.8,0,66.7,35.9,448.0,1323.0,1346.0,5029,1533.0,1010.0,1438.0,789.0,551
2022-04-23,12000,29.0,0,67.6,31.8,431.0,1383.0,1237.0,4821,1687.0,1052.0,1351.0,790.0,529
