Report_Date,Day_ProbPeakGen(MW),Evening_ProbPeakGen(MW),ProbMaxDemand(MW),ProbMaxGen(MW),tempmax,tempmin,temp,feelslike,humidity
2023-12-29,10542,11490,10200,11490,27.0,17.4,22.3,22.4,71.2
2023-12-28,10724,11610,10600,11610,27.1,17.7,22.2,22.3,70.6
2023-12-27,10846,11896,10500,11896,26.2,17.5,22.0,22.0,73.7
2023-12-26,11015,11816,10200,11816,26.0,18.0,21.7,21.7,72.8
2023-12-25,10912,11580,10000,11580,26.0,18.0,21.9,21.9,73.6
2023-12-24,10602,11895,10200,11895,26.2,17.4,21.7,21.7,75.4
2023-12-23,10517,11779,9500,11779,25.9,17.3,21.6,21.6,75.2
2023-12-22,11018,12311,9600,12311,26.5,17.3,22.0,22.0,71.2
2023-12-21,11198,11956,10000,11956,27.5,17.0,21.9,22.0,68.2
2023-12-20,10880,11927,10300,11927,26.9,16.0,21.1,21.1,70.8
2023-12-19,11040,12132,10500,12132,26.1,17.2,20.8,20.8,68.5
2023-12-18,10490,11734,9800,11734,26.2,16.7,21.1,21.1,68.5
2023-12-17,10466,11371,9800,11371,25.9,16.4,20.8,20.8,68.5
2023-12-16,10105,11323,8800,11323,25.3,16.5,20.4,20.4,72.1
2023-12-15,10118,11071,9800,11071,25.2,15.7,19.7,19.7,70.0
2023-12-14,10686,11540,10500,11540,24.9,15.2,19.9,19.9,68.7
2023-12-13,10564,11385,10300,11385,26.0,17.0,20.9,20.9,76.6
2023-12-12,10514,11256,10000,11256,23.7,17.4,20.0,20.0,86.7
2023-12-11,11234,12016,10000,12016,24.0,17.2,20.3,20.3,82.4
2023-12-10,11839,12695,11000,12695,26.0,18.5,21.6,21.6,77.0
2023-12-09,11420,12358,10500,12358,28.0,20.4,23.0,23.2,75.1
2023-12-08,11595,12664,10000,12664,25.0,20.0,21.9,21.9,82.3
2023-12-07,11284,12515,10700,12515,23.5,19.9,21.2,21.2,87.9
2023-12-06,11563,12216,11000,12216,27.0,22.7,24.5,24.7,75.9
2023-12-05,12044,13774,10800,13774,27.0,23.0,24.8,24.8,71.0
2023-12-04,12602,13916,11000,13916,29.7,21.7,25.0,25.3,66.3
2023-12-03,11875,13550,10900,13550,30.0,21.2,25.3,25.4,64.5
2023-12-02,11189,13655,10500,13655,29.9,21.7,25.5,25.7,63.9
2023-12-01,11590,12971,10000,12971,31.0,20.2,25.8,26.0,63.2
2023-11-30,12413,13713,11000,13713,30.0,21.7,25.3,25.5,66.9
2023-11-30,12413,13713,11000,13713,30.0,21.7,25.3,25.5,66.9
2023-11-29,12236,14048,11000,14048,29.0,21.3,25.6,26.0,67.3
2023-11-28,11668,13408,11100,13408,31.6,22.5,26.1,26.5,65.8
2023-11-27,11677,13772,11000,13772,31.1,20.7,25.6,25.9,66.1
2023-11-26,11430,13406,11000,13406,30.2,19.0,24.7,24.7,63.1
2023-11-25,11389,13049,10200,13049,29.0,19.6,24.3,24.4,67.2
2023-11-24,11990,13598,10000,13598,29.4,19.9,24.3,24.6,70.7
2023-11-23,12328,14190,11500,14190,29.0,20.5,24.5,24.6,67.0
2023-11-22,11842,14050,10900,14050,29.3,22.0,25.1,25.2,65.0
2023-11-21,11754,13166,11500,13166,30.0,23.0,26.2,26.7,67.4
2023-11-20,10514,13360,11500,13360,31.0,22.4,26.5,27.2,68.5
2023-11-19,10700,13270,11500,13270,29.9,22.4,26.0,26.7,71.0
2023-11-18,10724,13121,10500,13121,28.7,20.9,24.6,25.1,73.9
2023-11-17,12219,13946,10000,13946,24.3,21.5,22.8,22.8,88.5
2023-11-16,12557,14066,12000,14066,28.5,24.0,25.7,26.1,72.2
2023-11-15,12090,14121,12000,14121,32.0,21.7,26.8,27.4,62.1
2023-11-14,12063,14223,12000,14223,32.0,21.7,26.8,27.4,63.4
2023-11-13,11600,13655,12000,13655,32.0,21.4,26.8,27.4,61.1
2023-11-12,11760,13667,11800,13667,31.0,21.7,26.4,26.8,62.8
2023-11-11,11963,13557,11000,13557,31.0,21.4,26.2,26.7,65.1
2023-11-10,11431,13324,10800,13324,32.0,21.6,26.1,26.6,64.7
2023-11-09,10983,12382,11500,12382,31.0,21.7,26.8,27.4,64.6
2023-11-08,10663,12352,12000,12352,32.0,22.5,26.6,27.4,65.0
2023-11-07,11001,12742,12200,12742,32.3,22.0,26.5,27.0,64.1
2023-11-06,12451,14227,12000,14227,32.0,22.6,27.1,27.8,64.7
2023-11-05,11929,13604,12800,13604,32.0,24.7,27.8,29.0,66.2
2023-11-04,12205,14361,12500,14361,32.1,25.1,28.3,29.8,63.4
2023-11-03,12497,14708,12000,14708,33.0,25.1,28.5,30.2,64.6
2023-11-02,12961,15045,12700,15045,33.4,25.4,29.1,30.9,62.3
2023-11-01,13229,14901,12700,14901,33.5,25.0,28.7,30.9,65.6
2023-10-31,12644,14555,12000,14555,33.1,23.4,27.6,28.8,66.8
2023-10-30,11987,14532,13000,14532,31.5,23.1,27.3,28.5,70.3
2023-10-29,11558,14344,13000,14344,32.0,22.4,27.4,28.0,60.8
2023-10-28,11890,14419,12500,14419,32.3,23.6,27.7,28.3,62.7
2023-10-27,12315,14818,11800,14818,32.0,24.5,27.9,29.1,68.9
2023-10-26,12207,14510,13500,14510,31.7,25.2,27.9,29.5,70.7
2023-10-25,12842,15228,13000,15228,32.1,25.7,28.2,30.2,70.7
2023-10-24,12441,14727,12000,14727,30.0,24.8,27.1,28.7,76.4
2023-10-23,12293,14536,13600,14536,30.0,24.2,26.7,28.0,80.2
2023-10-22,11854,14068,14000,14068,32.0,25.0,28.5,30.3,65.0
2023-10-21,11780,14105,13000,14105,33.5,24.4,28.3,29.9,64.9
2023-10-20,12177,14505,12500,14505,32.8,25.4,28.7,30.5,64.5
2023-10-19,12445,14737,14000,14737,32.4,25.3,28.4,30.7,68.5
2023-10-18,12608,14730,14000,14730,32.7,24.8,28.9,31.3,67.5
2023-10-17,12553,14627,14000,14627,33.0,25.4,28.8,31.8,72.1
2023-10-16,12508,14964,14000,14964,33.0,25.2,28.7,31.6,71.8
2023-10-15,12587,14937,14500,14937,32.1,27.2,29.2,32.7,68.4
2023-10-14,12610,15295,13500,15295,33.6,25.6,29.3,32.1,67.6
2023-10-13,12624,15125,13000,15125,34.0,25.7,29.8,33.6,68.6
2023-10-12,12379,14982,14350,14982,34.1,26.7,30.1,35.2,71.8
2023-10-11,13164,15252,14500,15252,35.0,27.0,29.8,35.6,74.9
2023-10-10,13357,15303,14500,15303,33.0,27.4,29.4,34.5,75.3
2023-10-09,13072,15582,14500,15582,33.6,27.0,29.9,35.2,72.5
2023-10-08,12795,14955,14500,14955,33.7,27.0,29.8,35.2,73.5
2023-10-07,12931,14859,12500,14859,32.4,27.0,29.1,34.3,78.5
2023-10-06,12664,15116,11500,15116,27.5,26.0,26.8,29.6,90.7
2023-10-05,13829,16017,13200,16017,28.5,26.0,27.1,30.1,88.9
2023-10-04,14055,16350,13600,16350,29.7,26.0,27.6,31.2,84.3
2023-10-03,14748,16982,14100,16982,30.5,26.8,28.2,32.3,78.6
2023-10-02,14864,17101,14000,17101,33.0,28.0,30.0,35.5,73.3
2023-10-01,15481,17205,15300,17205,34.0,27.7,30.2,36.3,73.5
2023-09-30,14817,16909,14000,16909,34.0,27.0,29.9,35.2,73.2
2023-09-29,15410,17091,14700,17091,34.4,28.5,30.9,37.2,70.9
2023-09-28,14958,16878,14500,16878,35.2,28.2,31.5,38.5,70.1
2023-09-27,15115,17046,15000,17046,33.1,27.7,30.3,36.9,75.0
2023-09-26,14789,16581,14500,16581,32.5,27.0,29.9,36.4,76.7
2023-09-25,14160,16267,14400,16267,33.7,27.0,29.7,35.4,75.3
2023-09-24,14075,15974,14200,15974,31.4,26.9,28.9,33.7,77.3
2023-09-23,13964,16200,13500,16200,30.6,27.0,28.5,33.6,80.5
2023-09-22,14346,16072,13000,16072,32.1,26.1,29.0,34.3,81.1
2023-09-21,14490,16140,14500,16140,31.1,26.3,28.6,33.6,81.5
2023-09-20,13880,15985,15000,15985,30.2,26.8,28.1,32.7,82.3
2023-09-19,14108,15935,14900,15935,31.0,26.3,28.3,33.0,83.5
2023-09-18,13581,15329,15000,15329,32.5,25.9,28.9,33.4,77.3
2023-09-17,13702,15453,15400,15453,35.1,26.8,31.0,37.1,69.8
2023-09-16,13412,15335,14500,15335,34.8,28.0,30.5,36.0,70.7
2023-09-15,13469,15187,13500,15187,34.1,27.8,30.1,35.7,72.9
2023-09-14,13907,15643,15000,15643,32.5,27.0,29.5,34.4,73.5
2023-09-13,13888,15431,15000,15431,34.0,27.0,30.2,36.1,74.0
2023-09-12,14253,15641,15200,15641,32.1,28.0,29.7,36.3,78.8
2023-09-11,13960,15505,15500,15505,33.5,27.9,29.8,36.2,77.0
2023-09-10,13667,16167,15500,16167,32.5,28.0,30.1,36.7,75.3
2023-09-09,12818,14857,14300,14857,32.4,27.0,29.6,35.2,75.2
2023-09-08,12799,14876,13000,14876,31.5,27.0,29.0,34.1,78.1
2023-09-07,13436,14840,15000,14840,34.0,28.0,30.2,35.9,72.8
2023-09-06,13127,15445,14500,15445,34.7,28.0,30.6,37.1,72.8
2023-09-05,14254,15425,15500,15425,35.1,28.0,31.3,37.8,69.4
2023-09-04,14005,15300,15300,15300,33.7,25.8,30.0,35.6,74.0
2023-09-03,14039,15710,15000,15710,34.3,25.8,30.2,35.8,73.9
2023-09-02,13996,15730,15000,15730,33.7,27.9,30.4,37.1,74.5
2023-09-01,13333,14955,14500,14955,34.0,28.4,30.1,37.4,78.2
2023-08-31,14102,15518,15500,15518,32.5,28.0,30.2,37.4,78.1
2023-08-30,13608,15255,15250,15255,35.6,27.7,31.5,37.1,65.6
2023-08-29,13426,14955,15200,14955,33.6,27.4,30.1,35.9,73.4
2023-08-28,12899,15012,14500,15012,34.8,28.0,30.3,36.4,73.1
2023-08-27,13594,14925,14500,14925,34.4,27.7,29.7,35.1,74.5
2023-08-26,13013,14573,13100,14573,31.6,26.7,28.7,33.6,80.2
2023-08-25,12655,14659,13000,14659,30.9,26.8,28.5,33.7,83.1
2023-08-24,12980,14931,14500,14931,31.5,28.0,28.7,34.4,82.8
2023-08-23,13388,15135,14600,15135,31.5,27.0,29.1,34.7,79.5
2023-08-22,12951,14760,15500,14760,31.1,28.0,29.1,34.7,79.1
2023-08-21,12830,14799,15500,14799,33.9,28.0,30.9,36.0,66.6
2023-08-20,12022,14191,15200,14191,34.4,28.0,30.8,36.7,69.2
2023-08-19,12409,15001,14400,15001,33.1,26.5,29.9,35.6,74.6
2023-08-18,13178,15312,14300,15312,35.0,28.4,31.3,37.7,68.9
2023-08-17,12503,14909,14900,14909,35.4,26.8,30.6,37.0,72.9
2023-08-16,13529,15469,14800,15469,31.1,27.0,29.0,35.4,83.5
2023-08-15,13461,15167,13900,15167,33.5,27.0,29.3,35.6,80.0
2023-08-14,12551,14799,14300,14799,30.4,26.4,28.2,32.5,80.3
2023-08-13,12480,14635,13500,14635,28.7,26.7,27.5,32.5,91.3
2023-08-12,12358,14482,14000,14482,32.0,27.5,29.5,35.5,78.5
2023-08-11,12499,14344,13000,14344,30.0,27.0,28.3,33.5,83.3
2023-08-10,12502,14472,14400,14472,31.9,27.0,28.6,33.5,81.4
2023-08-09,12510,14777,14200,14777,33.1,26.8,28.8,33.9,80.3
2023-08-08,13432,15536,13500,15536,30.0,26.0,27.7,31.7,87.0
2023-08-07,13179,15141,14000,15141,30.0,26.0,27.8,32.8,91.2
2023-08-06,12841,14542,14500,14542,30.0,27.0,28.4,33.6,83.0
2023-08-05,13102,14855,14500,14855,32.1,27.8,29.5,35.4,77.4
2023-08-04,13249,15162,14200,15162,30.6,26.3,28.3,33.1,82.6
2023-08-03,13675,15448,14500,15448,31.7,27.1,29.1,34.3,77.3
2023-08-02,13637,15549,14800,15549,30.0,27.4,28.8,34.5,80.9
2023-08-01,13081,15307,15500,15307,35.6,27.5,30.4,36.9,74.2
2023-07-30,13380,15455,15700,15455,35.9,28.0,31.5,37.8,68.0
2023-07-30,13380,15455,15700,15455,35.9,28.0,31.5,37.8,68.0
2023-07-29,14056,16111,15200,16111,34.0,28.0,30.6,37.3,73.1
2023-07-28,13982,16062,14500,16062,33.7,27.0,29.8,35.5,74.7
2023-07-27,13982,16021,15500,16021,32.4,27.7,30.2,36.8,75.0
2023-07-26,14040,16086,15600,16086,34.0,29.0,31.1,36.8,66.9
2023-07-25,13864,16010,15600,16010,35.7,28.0,31.6,37.8,66.9
2023-07-24,13507,15735,15300,15735,35.1,29.0,31.8,37.8,65.1
2023-07-23,13312,15536,15500,15536,35.0,29.0,31.2,37.4,68.3
2023-07-22,13188,15628,15000,15628,34.0,28.6,31.1,37.5,70.0
2023-07-21,13403,15634,14300,15634,35.0,29.0,31.2,37.2,67.4
2023-07-20,13296,15338,15800,15338,35.0,28.0,31.3,37.0,65.8
2023-07-19,13185,15300,15500,15300,36.0,29.0,31.6,37.2,64.0
2023-07-18,13278,15173,15100,15173,34.4,28.0,30.8,35.8,66.9
2023-07-17,13244,15179,15000,15179,34.0,27.8,29.8,35.2,73.5
2023-07-16,13420,15540,15200,15540,31.1,27.0,28.6,32.9,77.1
2023-07-15,13710,15812,14400,15812,32.0,27.0,29.5,34.1,72.5
2023-07-14,13589,15651,14000,15651,34.0,28.0,30.3,36.1,71.2
2023-07-13,12841,15280,14800,15280,34.0,28.0,30.0,35.1,71.7
2023-07-12,13387,15429,15000,15429,32.5,28.0,30.1,35.6,71.9
2023-07-11,12889,15074,15000,15074,32.4,28.0,30.0,35.8,73.6
2023-07-10,12470,14605,14800,14605,33.2,27.0,30.1,36.2,73.9
2023-07-09,13480,15427,14500,15427,34.0,28.0,30.1,35.8,72.6
2023-07-08,13026,15318,13100,15318,33.6,28.0,29.6,35.0,75.3
2023-07-07,12799,15076,12600,15076,32.0,27.0,29.3,34.9,78.1
2023-07-05,12586,14891,13900,14891,33.9,28.0,30.3,36.5,74.6
2023-07-04,13601,15616,13000,15616,35.5,28.0,31.4,37.9,69.7
2023-07-03,13068,14937,12500,14937,34.0,28.0,30.0,37.4,80.1
2023-07-02,12549,14653,11800,14653,32.3,26.0,28.8,34.1,82.1
2023-07-01,11720,13997,11000,13997,29.9,25.4,27.0,29.9,88.8
2023-06-30,12011,14614,11500,14614,34.0,25.5,28.0,31.3,82.1
2023-06-29,12198,14413,10500,14413,28.0,26.4,27.0,29.9,88.4
2023-06-28,12303,14433,12000,14433,29.0,25.7,27.0,29.2,85.8
2023-06-27,12686,14502,11300,14502,28.0,26.9,27.2,30.5,82.9
2023-06-26,12121,14061,14600,14061,30.4,27.5,28.9,33.0,72.7
2023-06-25,12164,14080,14800,14080,33.0,27.0,29.8,34.6,70.8
2023-06-24,12929,14837,14500,14837,33.7,27.0,30.2,35.7,71.9
2023-06-23,12743,14615,13800,14615,34.0,27.0,29.8,35.4,73.9
2023-06-22,12662,14792,14300,14792,33.0,28.0,29.7,35.4,75.5
2023-06-21,12364,14460,14200,14460,32.8,27.0,29.5,35.7,78.9
2023-06-20,12467,14644,14200,14644,32.7,26.7,28.2,32.5,80.5
2023-06-19,12642,14973,14800,14973,33.3,27.0,29.2,34.4,75.9
2023-06-18,12555,15074,14500,15074,31.0,27.4,28.4,33.5,81.7
2023-06-17,12614,14928,14500,14928,35.0,25.4,30.1,35.3,73.9
2023-06-16,12158,14693,14000,14693,35.0,26.9,30.9,38.8,75.4
2023-06-15,12493,14803,14800,14803,34.0,27.0,30.8,38.0,72.2
2023-06-14,12759,15213,14200,15213,36.1,28.0,31.1,37.3,68.4
2023-06-13,13291,15476,14200,15476,34.2,25.8,29.7,34.2,71.6
2023-06-12,13053,15288,14600,15288,31.0,25.6,28.3,32.6,79.1
2023-06-11,12810,15051,14800,15051,32.0,26.0,29.0,33.5,75.1
2023-06-10,12753,15281,14000,15281,32.0,26.0,28.3,32.3,78.8
2023-06-09,13382,15216,14500,15216,32.1,25.0,27.8,31.3,79.1
2023-06-08,13131,15001,15200,15001,34.0,27.8,30.6,38.0,74.4
2023-06-07,13159,14979,16000,14979,37.2,30.0,33.1,40.7,63.2
2023-06-06,12509,14389,15800,14389,38.0,29.0,33.5,40.3,59.1
2023-06-05,12368,14173,15800,14173,38.0,28.0,32.9,38.2,58.3
2023-06-04,12709,14696,15700,14696,37.1,29.3,32.8,38.5,59.1
2023-06-03,12525,14567,15500,14567,37.0,29.0,32.4,38.3,61.7
2023-06-02,12295,14441,14800,14441,37.4,29.0,32.7,39.3,63.1
2023-06-01,13087,14756,15500,14756,37.0,29.0,32.8,39.1,60.6
2023-05-31,13058,15031,15200,15031,37.1,28.0,32.5,36.9,56.7
2023-05-30,12703,14937,14900,14937,37.0,27.7,32.3,36.4,57.0
2023-05-29,12483,14894,14500,14894,36.0,26.7,31.2,34.7,59.6
2023-05-28,12624,14324,13800,14324,34.0,24.1,29.5,31.8,65.2
2023-05-27,12059,13883,13500,13883,32.3,25.3,28.0,31.0,76.2
2023-05-26,13089,15362,12000,15362,34.2,24.7,29.8,32.6,64.2
2023-05-25,12907,14866,13500,14866,33.5,24.1,28.9,32.0,69.7
2023-05-24,12188,15355,13500,15355,32.0,24.1,28.0,29.8,73.0
2023-05-23,13413,15081,14500,15081,33.6,22.4,28.4,32.8,78.7
2023-05-22,12430,14663,13900,14663,35.0,23.8,29.5,33.4,72.0
2023-05-21,12111,14231,14500,14231,34.3,27.0,30.2,35.1,70.1
2023-05-20,11399,13841,13000,13841,34.1,26.4,30.4,34.1,64.0
2023-05-19,11403,14052,12000,14052,32.8,25.7,29.2,33.1,71.3
2023-05-18,11574,13254,12500,13254,32.0,21.8,27.3,28.9,74.1
2023-05-16,10662,12126,14300,12126,33.7,24.4,29.5,32.9,67.9
2023-05-15,10838,12421,12000,12421,34.4,24.9,29.7,31.1,55.3
2023-05-14,10892,12563,12500,12563,31.7,27.0,29.0,31.2,61.2
2023-05-13,11179,13062,14000,13062,34.7,28.0,30.8,35.5,65.5
2023-05-12,12633,14400,14000,14400,36.7,26.7,31.4,35.4,59.4
2023-05-11,13199,14660,15500,14660,38.0,26.0,31.5,35.1,58.8
2023-05-10,13200,14761,15600,14761,37.2,28.0,31.8,35.8,57.6
2023-05-08,12766,14826,15000,14826,39.0,29.0,33.0,37.6,55.6
2023-05-07,13069,14635,14600,14635,36.1,27.0,31.1,34.5,59.4
2023-05-06,13402,14974,14000,14974,35.0,26.7,30.2,33.6,63.3
2023-05-05,13088,14821,11800,14821,36.0,25.0,30.3,33.2,62.6
2023-05-04,12892,14397,13200,14397,32.0,25.4,28.3,30.4,70.0
2023-05-03,13166,14712,14500,14712,34.0,25.7,29.2,32.2,66.5
2023-05-02,13248,15278,14800,15278,35.2,24.8,29.9,31.7,59.6
2023-05-01,12615,14950,11500,14950,34.0,25.1,28.7,30.6,66.0
2023-04-30,12973,15313,14500,15313,36.0,24.0,29.5,31.6,63.0
2023-04-29,12728,15228,12500,15228,36.4,23.7,29.7,32.9,66.1
2023-04-28,11725,14443,11000,14443,35.0,23.0,29.0,30.7,59.5
2023-04-27,12961,15840,13000,15840,37.0,24.0,30.3,32.9,60.8
2023-04-26,13191,15469,13000,15469,37.0,25.0,31.0,32.3,52.0
2023-04-25,13295,15462,11000,15462,36.1,25.4,30.3,31.9,55.5
2023-04-24,13224,15249,11000,15249,33.9,22.4,28.0,29.5,63.8
2023-04-23,13271,15386,11000,15386,31.0,25.0,27.5,28.9,65.3
2023-04-22,13543,15229,11200,15229,35.4,23.8,29.1,31.1,60.1
2023-04-21,14286,16033,13800,16033,35.6,26.0,30.4,35.2,67.2
2023-04-20,14150,16030,15500,16030,38.0,28.0,32.3,39.5,65.9
2023-04-19,14222,15948,15500,15948,38.0,28.0,32.3,37.7,62.5
2023-04-18,13863,15617,16000,15617,38.0,28.0,32.4,38.4,63.4
2023-04-17,13140,15160,16000,15160,38.0,28.9,32.7,38.1,58.7
2023-04-16,13286,14999,16000,14999,39.7,27.7,33.5,36.7,49.8
2023-04-15,13058,15046,15000,15046,40.3,27.5,33.5,36.9,50.5
2023-04-14,13559,15639,14500,15639,39.4,26.5,32.4,33.6,44.9
2023-04-13,13356,15303,15200,15303,38.9,26.2,32.1,33.8,46.8
2023-04-12,13000,15040,15000,15040,38.0,24.7,31.2,32.2,47.7
2023-04-11,12798,15182,14700,15182,37.9,25.2,31.0,32.0,50.7
2023-04-10,12716,15238,14500,15238,37.0,25.1,30.9,32.5,52.0
2023-04-09,12504,14902,14300,14902,37.4,24.5,30.5,31.5,50.0
2023-04-08,12145,14027,13500,14027,36.6,24.3,30.4,31.9,52.0
2023-04-07,12540,14350,13000,14350,35.7,26.3,30.5,31.8,51.4
2023-04-06,12771,14450,13800,14450,35.2,26.0,29.8,31.5,59.4
2023-04-05,13035,14279,13800,14279,35.0,25.1,29.6,33.3,66.6
2023-04-04,12771,14131,12800,14131,34.0,24.4,29.0,30.9,62.7
2023-04-03,12260,14121,12100,14121,33.5,23.0,27.9,29.0,64.1
2023-04-01,12649,14026,11900,14026,27.4,21.6,25.1,25.4,75.3
2023-03-31,12905,14162,11000,14162,30.7,20.4,26.3,27.2,68.3
2023-03-30,12840,13971,12500,13971,32.2,22.4,27.2,28.4,69.8
2023-03-29,12263,13640,12400,13640,30.0,24.9,26.5,27.4,75.6
2023-03-28,11885,14000,12500,14000,33.1,24.0,27.9,29.2,64.5
2023-03-27,12011,13796,11900,13796,32.4,23.4,27.4,28.3,64.6
2023-03-26,12141,13912,11200,13912,33.1,23.0,27.6,29.1,67.0
2023-03-25,11365,13917,11500,13917,31.0,22.1,26.5,27.8,74.6
2023-03-24,11740,13919,11000,13919,32.0,21.7,26.0,27.1,71.8
2023-03-23,11737,13770,11800,13770,32.0,23.0,26.5,27.2,67.2
2023-03-22,11472,13252,11600,13252,30.8,22.0,25.8,26.3,68.8
2023-03-21,12404,14093,11000,14093,30.0,22.7,25.8,26.4,68.1
2023-03-20,11878,13735,11500,13735,29.0,22.0,25.5,26.0,74.0
2023-03-19,11599,13884,12000,13884,26.0,22.4,24.1,24.1,80.1
2023-03-18,11186,13034,12000,13034,31.1,22.4,26.0,26.9,69.7
2023-03-17,11366,13474,12000,13474,29.0,23.0,26.0,26.8,73.0
2023-03-15,11850,13118,12500,13118,31.0,24.3,27.6,29.3,66.9
2023-03-14,12005,13336,13200,13336,34.0,22.7,28.3,29.4,58.7
2023-03-13,11698,13158,12900,13158,34.4,24.1,28.8,29.5,55.2
2023-03-12,11907,13453,12700,13453,34.0,24.0,28.2,28.8,56.6
2023-03-11,11688,13546,12000,13546,33.4,22.4,27.8,28.5,58.2
