Report Date,Zone,Generation(MW)
2021-01-24,Rangpur,534
2021-01-24,Rajshahi,2407
2021-01-24,Khulna,3698
2021-01-23,Rangpur,534
2021-01-23,Barishal,566
2021-01-23,Khulna,3717
2021-01-23,Mymensing,1230
2021-01-23,Sylhet,2234
2021-01-23,Rajshahi,2407
2021-01-23,Dhaka,6287
2021-01-23,Chattogram,2366
2021-01-23,Cumilla,3434
2021-01-22,Mymensing,1240
2021-01-22,Chattogram,2377
2021-01-22,Dhaka,6514
2021-01-22,Rangpur,534
2021-01-22,Cumilla,3456
2021-01-22,Rajshahi,2410
2021-01-22,Barishal,1760
2021-01-22,Khulna,3222
2021-01-22,Sylhet,2396
2021-01-21,Dhaka,7144
2021-01-21,Rangpur,534
2021-01-21,Rajshahi,2410
2021-01-21,Chattogram,2307
2021-01-21,Cumilla,3460
2021-01-21,Mymensing,1180
2021-01-21,Sylhet,2570
2021-01-21,Barishal,1760
2021-01-21,Khulna,3617
2021-01-20,Sylhet,2366
2021-01-20,Rangpur,534
2021-01-20,Rajshahi,2410
2021-01-20,Dhaka,7130
2021-01-20,Barishal,1760
2021-01-20,Khulna,3613
2021-01-20,Mymensing,1180
2021-01-20,Chattogram,2305
2021-01-20,Cumilla,3460
2021-01-19,Dhaka,7088
2021-01-19,Chattogram,2313
2021-01-19,Rangpur,534
2021-01-19,Rajshahi,2410
2021-01-19,Barishal,2068
2021-01-19,Khulna,3733
2021-01-19,Sylhet,2536
2021-01-19,Mymensing,1170
2021-01-19,Cumilla,3930
2021-01-18,Dhaka,6988
2021-01-18,Chattogram,2313
2021-01-18,Cumilla,3828
2021-01-18,Mymensing,1170
2021-01-18,Sylhet,2536
2021-01-18,Khulna,2912
2021-01-18,Barishal,1768
2021-01-18,Rajshahi,2410
2021-01-18,Rangpur,534
2021-01-17,Barishal,1738
2021-01-17,Rajshahi,2410
2021-01-17,Dhaka,7246
2021-01-17,Chattogram,2319
2021-01-17,Cumilla,3978
2021-01-17,Mymensing,1160
2021-01-17,Sylhet,2486
2021-01-17,Rangpur,534
2021-01-17,Khulna,3652
2021-01-16,Sylhet,2580
2021-01-16,Rangpur,534
2021-01-16,Dhaka,7206
2021-01-16,Khulna,3264
2021-01-16,Rajshahi,2404
2021-01-16,Mymensing,1230
2021-01-16,Cumilla,3950
2021-01-16,Chattogram,2319
2021-01-16,Barishal,1737
2021-01-15,Barishal,1845
2021-01-15,Cumilla,3950
2021-01-15,Chattogram,2367
2021-01-15,Dhaka,6998
2021-01-15,Khulna,3204
2021-01-15,Mymensing,1200
2021-01-15,Rajshahi,2404
2021-01-15,Rangpur,534
2021-01-15,Sylhet,2558
2021-01-14,Dhaka,6888
2021-01-14,Chattogram,2321
2021-01-14,Cumilla,3968
2021-01-14,Mymensing,1200
2021-01-14,Sylhet,2118
2021-01-14,Khulna,3098
2021-01-14,Barishal,1845
2021-01-14,Rajshahi,2844
2021-01-14,Rangpur,534
2021-01-13,Rangpur,534
2021-01-13,Khulna,3101
2021-01-13,Rajshahi,2844
2021-01-13,Barishal,1845
2021-01-13,Sylhet,2136
2021-01-13,Chattogram,2321
2021-01-13,Mymensing,1204
2021-01-13,Cumilla,3966
2021-01-13,Dhaka,6528
2021-01-12,Mymensing,1204
2021-01-12,Dhaka,6915
2021-01-12,Rangpur,534
2021-01-12,Rajshahi,2844
2021-01-12,Cumilla,3936
2021-01-12,Barishal,1865
2021-01-12,Chattogram,2346
2021-01-12,Khulna,3448
2021-01-12,Sylhet,1892
2021-01-11,Rangpur,534
2021-01-11,Rajshahi,2844
2021-01-11,Chattogram,2465
2021-01-11,Cumilla,4268
2021-01-11,Mymensing,1220
2021-01-11,Sylhet,1772
2021-01-11,Khulna,3473
2021-01-11,Barishal,1805
2021-01-11,Dhaka,7218
2021-01-10,Cumilla,4191
2021-01-10,Chattogram,2495
2021-01-10,Dhaka,7048
2021-01-10,Mymensing,1260
2021-01-10,Sylhet,2568
2021-01-10,Khulna,3345
2021-01-10,Barishal,1805
2021-01-10,Rajshahi,2844
2021-01-10,Rangpur,534
2021-01-10,Khulna,3345
2021-01-10,Dhaka,7048
2021-01-10,Rangpur,534
2021-01-10,Cumilla,4191
2021-01-10,Mymensing,1260
2021-01-10,Sylhet,2568
2021-01-10,Barishal,1805
2021-01-10,Chattogram,2495
2021-01-10,Rajshahi,2844
2021-01-09,Chattogram,2495
2021-01-09,Khulna,3441
2021-01-09,Khulna,3441
2021-01-09,Rangpur,534
2021-01-09,Barishal,1805
2021-01-09,Dhaka,6968
2021-01-09,Rajshahi,2844
2021-01-09,Rangpur,534
2021-01-09,Rajshahi,2844
2021-01-09,Mymensing,1260
2021-01-09,Cumilla,3975
2021-01-09,Barishal,1805
2021-01-09,Sylhet,2768
2021-01-09,Chattogram,2495
2021-01-09,Cumilla,3975
2021-01-09,Mymensing,1260
2021-01-09,Sylhet,2768
2021-01-09,Dhaka,6968
2021-01-08,Chattogram,2495
2021-01-08,Dhaka,6968
2021-01-08,Barishal,1805
2021-01-08,Cumilla,3789
2021-01-08,Mymensing,1180
2021-01-08,Rajshahi,2844
2021-01-08,Sylhet,2568
2021-01-08,Rangpur,534
2021-01-08,Khulna,3147
2021-01-07,Mymensing,1180
2021-01-07,Sylhet,2568
2021-01-07,Cumilla,3791
2021-01-07,Rajshahi,2844
2021-01-07,Chattogram,2445
2021-01-07,Barishal,1697
2021-01-07,Rangpur,534
2021-01-07,Dhaka,6702
2021-01-07,Khulna,3354
2021-01-06,Sylhet,2392
2021-01-06,Cumilla,3782
2021-01-06,Mymensing,1180
2021-01-06,Chattogram,2449
2021-01-06,Barishal,1722
2021-01-06,Khulna,3329
2021-01-06,Dhaka,6969
2021-01-06,Rajshahi,2856
2021-01-06,Rangpur,534
2021-01-05,Rangpur,534
2021-01-05,Rajshahi,2856
2021-01-05,Barishal,1722
2021-01-05,Khulna,3241
2021-01-05,Sylhet,2467
2021-01-05,Mymensing,1180
2021-01-05,Cumilla,3856
2021-01-05,Chattogram,2697
2021-01-05,Dhaka,7313
2021-01-04,Khulna,3237
2021-01-04,Sylhet,2577
2021-01-04,Rangpur,534
2021-01-04,Dhaka,7182
2021-01-04,Chattogram,2777
2021-01-04,Rajshahi,2856
2021-01-04,Barishal,1722
2021-01-04,Cumilla,3735
2021-01-04,Mymensing,1180
2021-01-02,Chattogram,2717
2021-01-02,Cumilla,3516
2021-01-02,Mymensing,1260
2021-01-02,Sylhet,2560
2021-01-02,Barishal,522
2021-01-02,Rangpur,534
2021-01-02,Rajshahi,2856
2021-01-02,Khulna,2965
2021-01-02,Dhaka,7030
2021-01-01,Sylhet,2576
2021-01-01,Barishal,520
2021-01-01,Dhaka,7340
2021-01-01,Rangpur,534
2021-01-01,Mymensing,1260
2021-01-01,Cumilla,3518
2021-01-01,Khulna,2965
2021-01-01,Chattogram,2747
2021-01-01,Rajshahi,2856
2020-12-31,Mymensing,1215
2020-12-31,Sylhet,3047
2020-12-31,Khulna,3245
2020-12-31,Barishal,630
2020-12-31,Rajshahi,2856
2020-12-31,Rangpur,534
2020-12-31,Chattogram,2465
2020-12-31,Dhaka,7134
2020-12-31,Cumilla,3426
2020-12-30,Barishal,470
2020-12-30,Dhaka,7244
2020-12-30,Rajshahi,2856
2020-12-30,Sylhet,3078
2020-12-30,Rangpur,668
2020-12-30,Cumilla,3370
2020-12-30,Khulna,3160
2020-12-30,Mymensing,1216
2020-12-30,Chattogram,2791
2020-12-29,Khulna,3148
2020-12-29,Sylhet,3078
2020-12-29,Rajshahi,2856
2020-12-29,Mymensing,1154
2020-12-29,Barishal,1730
2020-12-29,Rangpur,668
2020-12-29,Cumilla,3546
2020-12-29,Chattogram,2780
2020-12-29,Dhaka,7244
2020-12-28,Rangpur,410
2020-12-28,Barishal,1730
2020-12-28,Rajshahi,2856
2020-12-28,Khulna,3077
2020-12-28,Sylhet,3118
2020-12-28,Cumilla,3526
2020-12-28,Chattogram,2793
2020-12-28,Dhaka,7225
2020-12-28,Mymensing,1174
2020-12-27,Mymensing,1174
2020-12-27,Cumilla,3536
2020-12-27,Chattogram,2793
2020-12-27,Rangpur,410
2020-12-27,Rajshahi,2856
2020-12-27,Barishal,1620
2020-12-27,Khulna,3074
2020-12-27,Sylhet,3118
2020-12-27,Dhaka,7268
2020-12-26,Mymensing,1172
2020-12-26,Cumilla,3485
2020-12-26,Chattogram,2823
2020-12-26,Dhaka,7488
2020-12-26,Sylhet,3154
2020-12-26,Khulna,3134
2020-12-26,Rangpur,410
2020-12-26,Barishal,1620
2020-12-26,Rajshahi,2856
2020-12-25,Rangpur,410
2020-12-25,Dhaka,7309
2020-12-25,Mymensing,1142
2020-12-25,Chattogram,2817
2020-12-25,Cumilla,3599
2020-12-25,Sylhet,2514
2020-12-25,Rajshahi,2856
2020-12-25,Barishal,1620
2020-12-25,Khulna,2866
2020-12-24,Mymensing,1142
2020-12-24,Cumilla,3540
2020-12-24,Sylhet,2424
2020-12-24,Khulna,3115
2020-12-24,Chattogram,2787
2020-12-24,Barishal,1620
2020-12-24,Rajshahi,2856
2020-12-24,Rangpur,410
2020-12-24,Dhaka,7184
2020-12-23,Mymensing,1142
2020-12-23,Rajshahi,2856
2020-12-23,Khulna,3214
2020-12-23,Sylhet,2364
2020-12-23,Barishal,1790
2020-12-23,Cumilla,3486
2020-12-23,Dhaka,6856
2020-12-23,Chattogram,2769
2020-12-23,Rangpur,410
2020-12-22,Rajshahi,2716
2020-12-22,Barishal,1790
2020-12-22,Khulna,3204
2020-12-22,Mymensing,1142
2020-12-22,Cumilla,3002
2020-12-22,Rangpur,410
2020-12-22,Dhaka,7058
2020-12-22,Chattogram,2869
2020-12-22,Sylhet,2002
2020-12-21,Chattogram,2836
2020-12-21,Dhaka,6930
2020-12-21,Rangpur,414
2020-12-21,Rajshahi,2866
2020-12-21,Cumilla,3964
2020-12-21,Mymensing,1142
2020-12-21,Sylhet,2654
2020-12-21,Khulna,3104
2020-12-21,Barishal,1794
2020-12-20,Dhaka,7688
2020-12-20,Chattogram,2856
2020-12-20,Mymensing,1142
2020-12-20,Sylhet,2456
2020-12-20,Khulna,3383
2020-12-20,Barishal,1794
2020-12-20,Rajshahi,3006
2020-12-20,Rangpur,414
2020-12-20,Cumilla,3634
2020-12-19,Mymensing,1222
2020-12-19,Khulna,3365
2020-12-19,Cumilla,3124
2020-12-19,Chattogram,2867
2020-12-19,Rangpur,414
2020-12-19,Rajshahi,3004
2020-12-19,Barishal,1794
2020-12-19,Dhaka,7678
2020-12-19,Sylhet,2560
2020-12-18,Chattogram,2869
2020-12-18,Cumilla,3164
2020-12-18,Mymensing,1288
2020-12-18,Sylhet,2560
2020-12-18,Khulna,3129
2020-12-18,Barishal,1794
2020-12-18,Rajshahi,2864
2020-12-18,Rangpur,414
2020-12-18,Dhaka,7678
2020-12-17,Rangpur,400
2020-12-17,Rajshahi,2864
2020-12-17,Barishal,1793
2020-12-17,Khulna,3369
2020-12-17,Sylhet,2400
2020-12-17,Mymensing,1274
2020-12-17,Cumilla,3073
2020-12-17,Chattogram,2869
2020-12-17,Dhaka,7678
2020-12-16,Khulna,3369
2020-12-16,Cumilla,3036
2020-12-16,Barishal,1792
2020-12-16,Chattogram,2889
2020-12-16,Dhaka,7678
2020-12-16,Sylhet,2530
2020-12-16,Rajshahi,2863
2020-12-16,Rangpur,399
2020-12-16,Mymensing,1184
2020-12-15,Rajshahi,2863
2020-12-15,Rangpur,394
2020-12-15,Barishal,1722
2020-12-15,Khulna,3399
2020-12-15,Sylhet,2522
2020-12-15,Mymensing,1089
2020-12-15,Cumilla,2932
2020-12-15,Chattogram,2865
2020-12-15,Dhaka,7205
2020-12-14,Dhaka,7638
2020-12-14,Cumilla,3112
2020-12-14,Mymensing,1161
2020-12-14,Sylhet,2390
2020-12-14,Khulna,3395
2020-12-14,Barishal,1791
2020-12-14,Rajshahi,2863
2020-12-14,Rangpur,234
2020-12-14,Chattogram,2875
2020-12-13,Dhaka,7928
2020-12-13,Mymensing,1212
2020-12-13,Rajshahi,2863
2020-12-13,Chattogram,2871
2020-12-13,Cumilla,2947
2020-12-13,Sylhet,2330
2020-12-13,Khulna,2900
2020-12-13,Rangpur,385
2020-12-13,Barishal,1722
2020-12-12,Rajshahi,2863
2020-12-12,Barishal,1724
2020-12-12,Khulna,2900
2020-12-12,Sylhet,2980
2020-12-12,Mymensing,1212
2020-12-12,Rangpur,384
2020-12-12,Cumilla,2881
2020-12-12,Chattogram,2871
2020-12-12,Dhaka,7572
2020-12-11,Barishal,1724
2020-12-11,Khulna,2985
2020-12-11,Sylhet,2980
2020-12-11,Mymensing,1152
2020-12-11,Cumilla,2652
2020-12-11,Chattogram,2979
2020-12-11,Dhaka,7832
2020-12-11,Rangpur,384
2020-12-11,Rajshahi,2695
2020-12-10,Sylhet,2960
2020-12-10,Cumilla,3228
2020-12-10,Chattogram,2954
2020-12-10,Khulna,3178
2020-12-10,Barishal,1794
2020-12-10,Rajshahi,2695
2020-12-10,Dhaka,7746
2020-12-10,Rangpur,384
2020-12-10,Mymensing,1132
2020-12-09,Chattogram,2954
2020-12-09,Dhaka,7966
2020-12-09,Barishal,1794
2020-12-09,Cumilla,3288
2020-12-09,Mymensing,1132
2020-12-09,Sylhet,2660
2020-12-09,Khulna,3303
2020-12-09,Rangpur,384
2020-12-09,Rajshahi,2695
2020-12-08,Chattogram,2954
2020-12-08,Mymensing,1172
2020-12-08,Dhaka,7966
2020-12-08,Sylhet,3100
2020-12-08,Khulna,2457
2020-12-08,Barishal,1794
2020-12-08,Rajshahi,2695
2020-12-08,Cumilla,3278
2020-12-08,Rangpur,324
2020-12-07,Cumilla,3272
2020-12-07,Rangpur,424
2020-12-07,Rajshahi,3135
2020-12-07,Barishal,1794
2020-12-07,Khulna,2450
2020-12-07,Sylhet,3112
2020-12-07,Mymensing,1016
2020-12-07,Chattogram,2984
2020-12-07,Dhaka,8071
2020-12-06,Rajshahi,3135
2020-12-06,Dhaka,7958
2020-12-06,Mymensing,1172
2020-12-06,Sylhet,2406
2020-12-06,Khulna,2548
2020-12-06,Cumilla,3182
2020-12-06,Barishal,1794
2020-12-06,Chattogram,2989
2020-12-06,Rangpur,424
2020-12-05,Rangpur,424
2020-12-05,Dhaka,7838
2020-12-05,Barishal,1794
2020-12-05,Chattogram,2997
2020-12-05,Cumilla,3072
2020-12-05,Mymensing,1226
2020-12-05,Rajshahi,3135
2020-12-05,Khulna,2654
2020-12-05,Sylhet,2800
2020-12-04,Dhaka,7838
2020-12-04,Mymensing,1214
2020-12-04,Sylhet,2448
2020-12-04,Khulna,2654
2020-12-04,Barishal,1794
2020-12-04,Rajshahi,3135
2020-12-04,Rangpur,424
2020-12-04,Cumilla,3196
2020-12-04,Chattogram,3001
2020-12-03,Dhaka,7912
2020-12-03,Cumilla,3339
2020-12-03,Mymensing,1140
2020-12-03,Sylhet,2514
2020-12-03,Khulna,2654
2020-12-03,Barishal,1794
2020-12-03,Rajshahi,3135
2020-12-03,Rangpur,404
2020-12-03,Chattogram,3001
2020-12-02,Sylhet,3144
2020-12-02,Cumilla,3603
2020-12-02,Mymensing,1024
2020-12-02,Barishal,1794
2020-12-02,Rajshahi,3135
2020-12-02,Dhaka,8052
2020-12-02,Rangpur,704
2020-12-02,Khulna,3040
2020-12-02,Chattogram,3001
2020-12-01,Mymensing,1010
2020-12-01,Dhaka,8308
2020-12-01,Chattogram,3361
2020-12-01,Cumilla,3683
2020-12-01,Sylhet,3364
2020-12-01,Khulna,2742
2020-12-01,Barishal,1794
2020-12-01,Rajshahi,3135
2020-12-01,Rangpur,534
2020-11-30,Dhaka,8058
2020-11-30,Chattogram,3361
2020-11-30,Khulna,2742
2020-11-30,Barishal,1794
2020-11-30,Rajshahi,3257
2020-11-30,Rangpur,534
2020-11-30,Mymensing,1010
2020-11-30,Cumilla,3683
2020-11-30,Sylhet,3324
2020-11-29,Barishal,1734
2020-11-29,Rangpur,534
2020-11-29,Dhaka,7740
2020-11-29,Chattogram,3361
2020-11-29,Cumilla,3655
2020-11-29,Mymensing,1020
2020-11-29,Sylhet,3316
2020-11-29,Khulna,2750
2020-11-29,Rajshahi,3257
2020-11-28,Rajshahi,3397
2020-11-28,Khulna,2750
2020-11-28,Dhaka,7580
2020-11-28,Chattogram,3336
2020-11-28,Cumilla,3703
2020-11-28,Mymensing,1026
2020-11-28,Sylhet,3016
2020-11-28,Rangpur,534
2020-11-28,Barishal,1720
2020-11-27,Sylhet,2610
2020-11-27,Cumilla,3668
2020-11-27,Khulna,3520
2020-11-27,Dhaka,7540
2020-11-27,Barishal,1780
2020-11-27,Rajshahi,2975
2020-11-27,Rangpur,534
2020-11-27,Mymensing,1030
2020-11-27,Chattogram,3361
2020-11-26,Rangpur,534
2020-11-26,Dhaka,7214
2020-11-26,Chattogram,3081
2020-11-26,Cumilla,3856
2020-11-26,Mymensing,1070
2020-11-26,Rajshahi,3265
2020-11-26,Barishal,1800
2020-11-26,Khulna,3520
2020-11-26,Sylhet,2590
2020-11-25,Rangpur,534
2020-11-25,Dhaka,7438
2020-11-25,Barishal,1800
2020-11-25,Rajshahi,3291
2020-11-25,Sylhet,2530
2020-11-25,Mymensing,990
2020-11-25,Cumilla,3717
2020-11-25,Chattogram,3327
2020-11-25,Khulna,3249
2020-11-24,Khulna,3279
2020-11-24,Rangpur,534
2020-11-24,Rajshahi,3151
2020-11-24,Barishal,1800
2020-11-24,Sylhet,2543
2020-11-24,Cumilla,3748
2020-11-24,Chattogram,3397
2020-11-24,Dhaka,6940
2020-11-24,Mymensing,1114
2020-11-23,Mymensing,1114
2020-11-23,Rangpur,534
2020-11-23,Cumilla,3748
2020-11-23,Chattogram,3365
2020-11-23,Barishal,1800
2020-11-23,Khulna,3339
2020-11-23,Sylhet,3283
2020-11-23,Dhaka,7043
2020-11-23,Rajshahi,3151
2020-11-22,Cumilla,3896
2020-11-22,Rangpur,534
2020-11-22,Dhaka,6857
2020-11-22,Barishal,1800
2020-11-22,Khulna,3115
2020-11-22,Chattogram,3382
2020-11-22,Sylhet,3457
2020-11-22,Mymensing,1106
2020-11-22,Rajshahi,3151
2020-11-21,Khulna,3322
2020-11-21,Dhaka,5947
2020-11-21,Barishal,1800
2020-11-21,Chattogram,3382
2020-11-21,Cumilla,3890
2020-11-21,Mymensing,1106
2020-11-21,Sylhet,3397
2020-11-21,Rangpur,534
2020-11-21,Rajshahi,3151
2020-11-20,Sylhet,3212
2020-11-20,Khulna,3069
2020-11-20,Mymensing,1096
2020-11-20,Cumilla,3652
2020-11-20,Dhaka,5689
2020-11-20,Barishal,1800
2020-11-20,Rajshahi,3151
2020-11-20,Chattogram,3407
2020-11-20,Rangpur,534
2020-11-19,Dhaka,7358
2020-11-19,Cumilla,3692
2020-11-19,Rajshahi,3291
2020-11-19,Barishal,1800
2020-11-19,Khulna,3569
2020-11-19,Sylhet,2816
2020-11-19,Mymensing,1096
2020-11-19,Rangpur,534
2020-11-19,Chattogram,3377
2020-11-18,Sylhet,2244
2020-11-18,Mymensing,1016
2020-11-18,Cumilla,3692
2020-11-18,Chattogram,3377
2020-11-18,Dhaka,7522
2020-11-18,Khulna,3631
2020-11-18,Barishal,1800
2020-11-18,Rajshahi,3151
2020-11-18,Rangpur,534
2020-11-17,Khulna,3631
2020-11-17,Sylhet,2700
2020-11-17,Mymensing,1096
2020-11-17,Cumilla,3692
2020-11-17,Chattogram,3377
2020-11-17,Barishal,1800
2020-11-17,Rajshahi,3151
2020-11-17,Dhaka,7586
2020-11-17,Rangpur,534
2020-11-16,Barishal,1800
2020-11-16,Mymensing,1096
2020-11-16,Chattogram,3377
2020-11-16,Cumilla,3632
2020-11-16,Khulna,3632
2020-11-16,Sylhet,3252
2020-11-16,Dhaka,7188
2020-11-16,Rajshahi,3171
2020-11-16,Rangpur,534
2020-11-15,Dhaka,7180
2020-11-15,Sylhet,3232
2020-11-15,Cumilla,3692
2020-11-15,Mymensing,996
2020-11-15,Rangpur,534
2020-11-15,Rajshahi,3171
2020-11-15,Barishal,1800
2020-11-15,Khulna,3317
2020-11-15,Chattogram,3377
2020-11-14,Sylhet,3296
2020-11-14,Rangpur,598
2020-11-14,Barishal,1784
2020-11-14,Khulna,3317
2020-11-14,Mymensing,1118
2020-11-14,Cumilla,3758
2020-11-14,Chattogram,3367
2020-11-14,Dhaka,7140
2020-11-14,Rajshahi,3311
2020-11-13,Mymensing,992
2020-11-13,Rajshahi,3291
2020-11-13,Barishal,1784
2020-11-13,Khulna,2980
2020-11-13,Sylhet,3252
2020-11-13,Cumilla,3712
2020-11-13,Dhaka,7140
2020-11-13,Chattogram,3433
2020-11-13,Rangpur,662
2020-11-12,Dhaka,7126
2020-11-12,Sylhet,3172
2020-11-12,Chattogram,3383
2020-11-12,Rangpur,534
2020-11-12,Rajshahi,3171
2020-11-12,Mymensing,1001
2020-11-12,Cumilla,4012
2020-11-12,Barishal,1784
2020-11-12,Khulna,3636
2020-11-11,Rangpur,534
2020-11-11,Barishal,1714
2020-11-11,Khulna,3556
2020-11-11,Sylhet,3209
2020-11-11,Mymensing,1006
2020-11-11,Cumilla,4032
2020-11-11,Chattogram,3383
2020-11-11,Dhaka,7192
2020-11-11,Rajshahi,3621
2020-11-10,Barishal,1714
2020-11-10,Cumilla,3305
2020-11-10,Rajshahi,2795
2020-11-10,Dhaka,7192
2020-11-10,Chattogram,3317
2020-11-10,Rangpur,534
2020-11-10,Mymensing,1006
2020-11-10,Sylhet,3209
2020-11-10,Khulna,3559
2020-11-09,Rangpur,534
2020-11-09,Dhaka,7480
2020-11-09,Chattogram,3357
2020-11-09,Cumilla,3154
2020-11-09,Sylhet,3188
2020-11-09,Khulna,3499
2020-11-09,Barishal,1806
2020-11-09,Rajshahi,2868
2020-11-09,Mymensing,1045
2020-11-08,Dhaka,7411
2020-11-08,Chattogram,3207
2020-11-08,Rangpur,534
2020-11-08,Khulna,3748
2020-11-08,Sylhet,3174
2020-11-08,Mymensing,1045
2020-11-08,Cumilla,3101
2020-11-08,Rajshahi,3008
2020-11-08,Barishal,1806
2020-11-07,Mymensing,1045
2020-11-07,Sylhet,3162
2020-11-07,Khulna,3800
2020-11-07,Rangpur,534
2020-11-07,Dhaka,7294
2020-11-07,Rajshahi,2868
2020-11-07,Barishal,1736
2020-11-07,Chattogram,3207
2020-11-07,Cumilla,2919
2020-11-06,Barishal,1812
2020-11-06,Cumilla,3761
2020-11-06,Rangpur,534
2020-11-06,Rajshahi,2861
2020-11-06,Khulna,3800
2020-11-06,Sylhet,3190
2020-11-06,Mymensing,1045
2020-11-06,Chattogram,3261
2020-11-06,Dhaka,7040
2020-11-05,Barishal,1872
2020-11-05,Chattogram,3579
2020-11-05,Rangpur,521
2020-11-05,Rajshahi,2861
2020-11-05,Mymensing,1016
2020-11-05,Dhaka,7264
2020-11-05,Cumilla,3751
2020-11-05,Sylhet,2849
2020-11-05,Khulna,4032
2020-11-04,Rajshahi,2855
2020-11-04,Khulna,3956
2020-11-04,Sylhet,3190
2020-11-04,Mymensing,1016
2020-11-04,Rangpur,521
2020-11-04,Dhaka,7364
2020-11-04,Barishal,1872
2020-11-04,Chattogram,3649
2020-11-04,Cumilla,4059
2020-11-03,Cumilla,4074
2020-11-03,Barishal,1872
2020-11-03,Chattogram,3571
2020-11-03,Dhaka,7388
2020-11-03,Mymensing,1066
2020-11-03,Sylhet,3274
2020-11-03,Khulna,3956
2020-11-03,Rangpur,521
2020-11-03,Rajshahi,2993
2020-11-02,Cumilla,4072
2020-11-02,Mymensing,1066
2020-11-02,Sylhet,3274
2020-11-02,Khulna,3874
2020-11-02,Barishal,1872
2020-11-02,Rangpur,521
2020-11-02,Chattogram,3571
2020-11-02,Dhaka,7306
2020-11-02,Rajshahi,2992
2020-11-01,Chattogram,3649
2020-11-01,Khulna,4016
2020-11-01,Dhaka,7259
2020-11-01,Sylhet,3274
2020-11-01,Rangpur,691
2020-11-01,Rajshahi,2666
2020-11-01,Cumilla,4192
2020-11-01,Barishal,1872
2020-11-01,Mymensing,1066
2020-10-31,Cumilla,4176
2020-10-31,Mymensing,1066
2020-10-31,Khulna,3876
2020-10-31,Barishal,1796
2020-10-31,Rajshahi,3225
2020-10-31,Rangpur,656
2020-10-31,Chattogram,3499
2020-10-31,Dhaka,7247
2020-10-31,Sylhet,3274
2020-10-30,Dhaka,7396
2020-10-30,Chattogram,3523
2020-10-30,Cumilla,4195
2020-10-30,Mymensing,1066
2020-10-30,Rangpur,508
2020-10-30,Rajshahi,3085
2020-10-30,Barishal,1506
2020-10-30,Khulna,4122
2020-10-30,Sylhet,3254
2020-10-29,Dhaka,7538
2020-10-29,Khulna,4112
2020-10-29,Chattogram,3501
2020-10-29,Cumilla,4084
2020-10-29,Rangpur,508
2020-10-29,Mymensing,1066
2020-10-29,Sylhet,3254
2020-10-29,Barishal,1506
2020-10-29,Rajshahi,3214
2020-10-28,Cumilla,4130
2020-10-28,Barishal,1506
2020-10-28,Mymensing,1010
2020-10-28,Khulna,4112
2020-10-28,Rajshahi,3222
2020-10-28,Rangpur,522
2020-10-28,Dhaka,7723
2020-10-28,Sylhet,3254
2020-10-28,Chattogram,3489
2020-10-27,Dhaka,7687
2020-10-27,Rajshahi,3362
2020-10-27,Rangpur,522
2020-10-27,Cumilla,4250
2020-10-27,Chattogram,3504
2020-10-27,Khulna,4112
2020-10-27,Sylhet,3176
2020-10-27,Barishal,1506
2020-10-27,Mymensing,1030
2020-10-26,Cumilla,3568
2020-10-26,Mymensing,1030
2020-10-26,Dhaka,7717
2020-10-26,Sylhet,3164
2020-10-26,Rangpur,522
2020-10-26,Rajshahi,3360
2020-10-26,Khulna,4066
2020-10-26,Barishal,1476
2020-10-26,Chattogram,3565
2020-10-25,Cumilla,3456
2020-10-25,Dhaka,7717
2020-10-25,Chattogram,3505
2020-10-25,Khulna,4088
2020-10-25,Mymensing,1030
2020-10-25,Sylhet,3088
2020-10-25,Rangpur,522
2020-10-25,Rajshahi,3360
2020-10-25,Barishal,1476
2020-10-24,Mymensing,1092
2020-10-24,Chattogram,3505
2020-10-24,Dhaka,7453
2020-10-24,Rajshahi,3360
2020-10-24,Cumilla,3274
2020-10-24,Rangpur,522
2020-10-24,Barishal,1476
2020-10-24,Sylhet,3088
2020-10-24,Khulna,3795
2020-10-23,Barishal,1476
2020-10-23,Cumilla,4174
2020-10-23,Mymensing,1088
2020-10-23,Sylhet,3251
2020-10-23,Khulna,3745
2020-10-23,Rajshahi,3220
2020-10-23,Chattogram,3419
2020-10-23,Dhaka,6845
2020-10-23,Rangpur,522
2020-10-22,Rajshahi,3220
2020-10-22,Khulna,3992
2020-10-22,Sylhet,3251
2020-10-22,Mymensing,1068
2020-10-22,Cumilla,4174
2020-10-22,Rangpur,522
2020-10-22,Chattogram,3419
2020-10-22,Dhaka,6841
2020-10-22,Barishal,1636
2020-10-21,Rangpur,522
2020-10-21,Rajshahi,3220
2020-10-21,Barishal,1636
2020-10-21,Dhaka,7321
2020-10-21,Chattogram,3414
2020-10-21,Cumilla,4207
2020-10-21,Mymensing,1068
2020-10-21,Khulna,4092
2020-10-21,Sylhet,3240
2020-10-20,Mymensing,1068
2020-10-20,Khulna,4092
2020-10-20,Barishal,1636
2020-10-20,Rajshahi,3220
2020-10-20,Rangpur,522
2020-10-20,Cumilla,4207
2020-10-20,Chattogram,3419
2020-10-20,Dhaka,7306
2020-10-20,Sylhet,3180
2020-10-19,Chattogram,3419
2020-10-19,Khulna,4092
2020-10-19,Rangpur,518
2020-10-19,Rajshahi,3220
2020-10-19,Barishal,1656
2020-10-19,Mymensing,1068
2020-10-19,Sylhet,3142
2020-10-19,Dhaka,7291
2020-10-19,Cumilla,4146
2020-10-18,Khulna,3952
