Date,Barisal_Demand,Barisal_LoadShed,Chittagong_Demand,Chittagong_LoadShed,Comilla_Demand,Comilla_LoadShed,Dhaka_Demand,Dhaka_LoadShed,Khulna_Demand,Khulna_LoadShed,Mymensingh_Demand,Mymensingh_LoadShed,Rajshahi_Demand,Rajshahi_LoadShed,Rangpur_Demand,Rangpur_LoadShed,Sylhet_Demand,Sylhet_LoadShed
2021-04-14,380,0,1313,0,1290,0,4013,0,1591,0,1099,0,1461,0,796,0,517,0
2021-04-15,381,0,1371,0,1289,0,4189,0,1617,0,1100,0,1485,0,793,0,513,0
2021-04-16,383,0,1290,0,1263,0,3979,0,1569,0,1111,0,1413,0,798,0,484,0
2021-04-17,335,0,1309,0,1127,0,3844,0,1514,0,959,0,1375,0,574,0,418,0
2021-04-18,339,0,1278,0,1246,0,4043,0,1580,0,1078,0,1413,0,697,0,446,0
2021-04-19,356,0,1304,0,1254,0,4291,0,1606,0,1072,0,1439,0,751,0,451,0
2021-04-20,378,0,1308,0,1283,0,4292,0,1608,0,1101,0,1488,0,726,0,501,0
2021-04-21,356,0,1280,0,1176,0,4343,0,1553,0,1049,0,851,0,815,0,515,0
2021-04-22,358,0,1297,0,1194,0,4049,0,1539,0,994,0,1162,0,685,0,512,0
2021-04-23,356,0,1289,0,1174,0,3584,0,1466,0,1018,0,1215,0,755,0,469,0
2021-04-24,377,0,1284,0,1197,0,4142,0,1606,0,1117,0,1388,0,790,0,509,0
2021-04-25,376,0,1349,0,1290,0,4299,0,1586,0,1073,0,1461,0,765,0,535,0
2021-04-26,406,0,1380,0,1318,0,4451,0,1621,0,1103,0,1453,0,798,0,535,0
2021-04-27,392,0,1348,0,1288,40,4543,45,1653,55,1133,44,1447,37,845,54,545,0
2021-04-28,395,0,1382,0,1272,0,4566,0,1689,0,1012,0,1229,0,231,0,522,0
2021-04-29,422,0,1370,0,1324,0,4605,0,1620,0,1072,0,1224,0,772,0,558,0
2021-04-30,404,0,1337,0,1299,0,4154,0,1622,0,1073,0,1373,0,789,0,504,0
2021-05-01,409,0,1144,0,1023,0,3746,0,1595,0,958,0,1287,0,624,0,441,0
2021-05-02,423,0,1343,0,1276,0,4370,0,1474,0,900,0,1272,0,773,0,406,0
2021-05-03,401,0,1319,0,1232,0,4312,0,1630,0,1063,0,1205,0,763,0,480,0
2021-05-04,347,0,1185,0,1004,0,3967,0,1289,0,914,0,1208,0,626,0,377,0
2021-05-05,367,0,1312,0,1174,0,4161,0,1112,0,958,0,904,0,647,0,486,0
2021-05-06,368,0,1316,0,1172,0,4209,0,1478,0,1034,0,1291,0,701,0,498,0
2021-05-07,342,0,1307,0,1140,0,4020,0,1489,0,475,0,1016,0,455,0,508,0
2021-05-08,355,0,1353,0,1244,0,4349,0,1594,0,979,0,1164,0,620,0,486,0
2021-05-09,273,0,1227,0,1034,0,3817,0,1270,0,792,0,1115,0,619,0,441,0
2021-05-10,337,0,1219,0,1165,0,3576,0,1480,0,499,0,1147,0,546,0,357,0
2021-05-11,233,0,1309,0,976,0,2908,0,960,0,758,0,875,0,617,0,489,0
2021-05-12,341,0,1221,0,1105,0,3002,0,1354,0,936,0,725,0,545,0,472,0
2021-05-13,325,0,914,0,1075,0,2526,0,1322,0,673,0,937,0,536,0,351,0
2021-05-14,303,0,799,0,1240,0,2625,0,1376,0,915,0,1066,0,649,0,395,0
2021-05-15,344,0,894,0,781,0,2402,0,1215,0,762,0,959,0,652,0,366,0
2021-05-16,361,0,1169,0,1178,0,3050,0,1404,0,913,0,1092,0,749,0,390,0
2021-05-17,401,0,1256,0,1279,0,3310,0,1398,0,753,0,1145,0,752,0,427,0
2021-05-18,371,0,1313,0,1217,0,3073,0,1198,0,892,0,1286,0,787,0,398,0
2021-05-19,392,0,1310,0,1273,0,3819,0,1593,0,979,0,1369,0,821,0,503,0
2021-05-20,400,0,1307,0,1299,0,3820,0,1626,0,773,0,1146,0,701,0,362,0
2021-05-21,408,0,1323,0,1297,0,3778,0,1605,0,1026,0,1226,0,794,0,497,0
2021-05-22,427,0,1308,0,1325,0,4259,0,1656,0,1046,0,1346,0,777,0,566,0
2021-05-23,397,0,1111,0,1262,0,4570,0,1689,0,936,0,1403,0,746,0,565,0
2021-05-24,404,0,949,0,964,0,4695,0,1530,0,1047,0,1152,0,679,0,310,0
2021-05-25,202,0,1305,0,1161,0,4275,0,1407,0,595,0,1116,0,805,0,446,0
2021-05-26,267,0,1199,0,1042,0,3827,0,1294,0,957,0,1131,0,783,0,508,0
2021-05-27,350,0,1249,0,1155,0,4013,0,1520,0,866,0,1075,0,566,0,550,0
2021-05-28,344,0,1304,0,1197,0,3748,0,1512,0,919,0,1015,0,645,0,514,0
2021-05-29,402,0,1331,0,1244,0,4453,0,1586,0,974,0,1224,0,808,0,578,0
2021-05-30,412,0,1342,0,1263,0,4121,0,1564,0,1005,0,1251,0,809,0,552,0
2021-05-31,338,0,1268,0,1035,0,4079,0,1415,0,915,0,1169,0,713,0,416,0
2021-06-01,300,0,1106,0,921,0,3896,0,1254,0,984,0,1306,0,812,0,447,0
2021-06-02,381,0,1190,0,1240,0,4333,0,1569,0,1013,0,1342,0,789,0,523,0
2021-06-03,336,0,1272,0,1175,0,4248,0,1592,0,1013,0,1281,0,772,0,503,0
2021-06-04,353,0,1243,0,1209,0,4025,0,1579,0,959,0,1164,0,769,0,396,0
2021-06-05,336,0,1207,0,1014,0,3988,0,1305,0,922,0,1185,0,654,0,424,0
2021-06-06,181,0,1026,0,962,0,3728,0,927,0,826,0,1104,0,692,0,446,0
2021-06-07,204,0,1196,0,1076,0,4008,0,1092,0,764,0,1084,0,737,0,458,0
2021-06-08,316,0,1248,0,1050,0,4082,0,1531,0,987,0,1339,0,732,0,480,0
2021-06-09,374,0,1300,0,1207,0,4226,0,1560,0,971,0,1251,0,815,0,532,0
2021-06-10,346,0,1269,0,1099,0,4400,0,1477,0,960,0,1128,0,702,0,441,0
2021-06-11,341,0,1234,0,1086,0,3635,0,1436,0,929,0,1121,0,761,0,503,0
2021-06-12,349,0,1239,0,1180,0,4337,0,1504,0,915,0,1194,0,800,0,526,0
2021-06-13,356,0,1240,0,1193,0,4427,0,1540,0,896,0,1293,0,786,0,513,0
2021-06-14,357,0,1279,0,1168,0,4358,0,1504,0,989,0,1266,0,787,0,483,0
2021-06-15,332,0,1264,0,994,0,4299,0,1433,0,967,0,1279,0,704,0,525,0
2021-06-16,310,0,1141,0,1030,0,4105,0,1286,0,943,0,1180,0,797,0,493,0
2021-06-17,293,0,1221,0,972,0,4093,0,1236,0,967,0,1049,0,763,0,496,0
2021-06-18,292,0,1124,0,946,0,3478,0,1208,0,880,0,1075,0,698,0,438,0
2021-06-19,295,0,1003,0,957,0,3723,0,1175,0,857,0,1064,0,725,0,433,0
2021-06-20,280,0,1203,0,1010,0,4053,0,1220,0,894,0,1063,0,751,0,427,0
2021-06-21,298,0,1163,0,1053,0,4166,0,1353,0,983,0,1256,0,784,0,510,0
2021-06-22,329,0,1244,0,1113,0,4084,0,1399,0,896,0,1308,0,788,0,462,0
2021-06-23,353,0,1294,0,1144,0,4267,0,1384,0,975,0,1292,0,791,0,481,0
2021-06-24,362,0,1165,0,1164,0,4272,0,1448,0,989,0,1289,0,794,0,516,0
2021-06-25,343,0,1220,0,1114,0,3866,0,1443,0,1001,0,1272,0,787,0,453,0
2021-06-26,353,0,1330,0,1151,0,4360,0,1484,0,1050,0,1259,0,786,0,489,0
2021-06-27,339,0,1239,0,1174,0,4330,0,1475,0,999,0,1355,0,727,0,475,0
2021-06-28,354,0,1254,0,1114,0,4411,0,1491,0,961,0,1235,0,638,0,423,0
2021-06-29,359,0,1213,0,957,0,3895,0,1376,0,816,0,1166,0,699,0,415,0
2021-06-30,380,0,1117,0,853,0,3435,0,1283,0,690,0,1105,0,610,0,331,0
2021-07-01,249,0,1079,0,857,0,3492,0,1045,0,820,0,1022,0,661,0,400,0
2021-07-02,302,0,1034,0,983,0,3023,0,1190,0,825,0,1066,0,688,0,389,0
2021-07-03,322,0,1150,0,1039,0,3842,0,1377,0,897,0,1185,0,743,0,445,0
2021-07-04,341,0,1104,0,1068,0,3890,0,1389,0,1006,0,1268,0,760,0,462,0
2021-07-05,342,0,1225,0,1140,0,4087,0,1473,0,1008,0,1317,0,784,0,486,0
2021-07-06,365,0,1195,0,1189,0,4037,0,1572,0,1009,0,1185,0,786,0,460,0
2021-07-07,319,0,1100,0,1098,0,3934,0,1320,0,956,0,1235,0,804,0,443,0
2021-07-08,342,0,1196,0,1123,0,4011,0,1437,0,1056,0,1281,0,804,0,519,0
2021-07-09,337,0,1195,0,1154,0,3737,0,1471,0,1041,0,1304,0,800,0,533,0
2021-07-10,371,0,1261,0,1205,0,4254,0,1537,0,1073,0,1361,0,799,0,592,0
2021-07-11,380,0,1096,0,1078,0,4477,0,1540,0,1065,0,1395,0,786,0,531,0
2021-07-12,376,0,1212,0,1212,0,4330,0,1545,0,1046,0,1378,0,786,0,520,0
2021-07-13,363,0,1193,0,1173,0,4298,0,1537,0,1032,0,1391,0,774,0,481,0
2021-07-14,366,0,1307,0,1216,0,4359,0,1572,0,1009,0,1402,0,782,0,470,0
2021-07-15,398,0,1319,0,1232,0,4465,0,1599,0,1042,0,1386,0,783,0,535,0
2021-07-16,384,0,1255,0,1157,0,4008,0,1595,0,1086,0,1417,0,776,0,491,0
2021-07-17,397,0,1307,0,1209,0,4313,0,1626,0,1022,0,1341,0,786,0,500,0
2021-07-18,392,0,1308,0,1161,0,4126,0,1621,0,1024,0,1384,0,792,0,531,0
2021-07-19,403,0,1273,0,1205,0,3368,0,1547,0,1009,0,1281,0,822,0,519,0
2021-07-20,376,0,1020,0,1177,0,2949,0,1440,0,1002,0,1154,0,802,0,491,0
2021-07-21,400,0,990,0,1255,0,3010,0,1535,0,1026,0,1276,0,824,0,503,0
2021-07-22,368,0,1073,0,1183,0,2909,0,1499,0,899,0,1320,0,802,0,294,0
2021-07-23,336,0,864,0,1094,0,2763,0,1389,0,938,0,1183,0,800,0,477,0
2021-07-24,272,0,847,0,1132,0,2796,0,1443,0,984,0,1223,0,835,0,480,0
2021-07-25,393,0,971,0,1196,0,2926,0,1535,0,1003,0,1304,0,820,0,501,0
2021-07-26,384,0,921,0,1235,0,3149,0,1494,0,1035,0,1295,0,812,0,533,0
2021-07-27,285,0,787,0,1093,0,2883,0,1381,0,1025,0,1245,0,822,0,532,0
2021-07-28,252,0,869,0,1070,0,2831,0,1362,0,1000,0,1273,0,794,0,489,0
2021-07-29,284,0,788,0,1021,0,2709,0,916,0,864,0,1019,0,784,0,476,0
2021-07-30,299,0,788,0,1059,0,2753,0,1357,0,957,0,1184,0,806,0,456,0
2021-07-31,344,0,861,0,1047,0,2938,0,1430,0,1004,0,1252,0,816,0,464,0
2021-08-01,358,0,989,0,1143,0,3498,0,1521,0,887,0,1282,0,810,0,471,0
2021-08-02,341,0,1028,0,1083,0,3628,0,1420,0,944,0,1245,0,835,0,498,0
2021-08-03,342,0,1122,0,1157,0,3905,0,1490,0,954,0,1250,0,796,0,528,0
2021-08-04,366,0,1116,0,1189,0,3941,0,1450,0,961,0,1239,0,814,0,336,0
2021-08-05,379,0,1076,0,1185,0,4027,0,1567,0,988,0,1332,0,813,0,436,0
2021-08-06,377,0,1092,0,1155,0,3559,0,1574,0,1062,0,1302,0,835,0,460,0
2021-08-07,345,0,1055,0,1121,0,3960,0,1498,0,1022,0,1248,0,819,0,490,0
2021-08-08,333,0,1137,0,1158,0,3884,0,1523,0,1038,0,1271,0,812,0,493,0
2021-08-09,379,0,1180,0,1151,0,4067,0,1588,0,1006,0,1322,0,806,0,479,0
2021-08-10,376,0,1239,0,1174,0,3900,0,1599,0,1009,0,1359,0,801,0,486,0
2021-08-11,410,0,1185,0,1167,0,4108,0,1641,0,977,0,1313,0,833,0,509,0
2021-08-12,369,0,1251,0,1229,0,4166,0,1576,0,965,0,1278,0,804,0,500,0
2021-08-13,352,0,1152,0,1140,0,3751,0,1517,0,928,0,1176,0,816,0,472,0
2021-08-14,378,0,1223,0,1182,0,4206,0,1575,0,986,0,1215,0,809,0,470,0
2021-08-15,370,0,1189,0,1181,0,3771,0,1632,0,990,0,1325,0,795,0,506,0
2021-08-16,375,0,1333,0,1136,0,4325,0,1569,0,991,0,1290,0,800,0,506,0
2021-08-17,356,0,1261,0,1155,0,4275,0,1537,0,986,0,1289,0,805,0,484,0
2021-08-18,328,0,1218,0,1050,0,4279,0,1503,0,953,0,1273,0,831,0,460,0
2021-08-19,333,0,1213,0,1106,0,4213,0,1464,0,973,0,1275,0,834,0,478,0
2021-08-20,308,0,1124,0,1088,0,3727,0,1450,0,943,0,1190,0,767,0,466,0
2021-08-21,367,0,1237,0,1183,0,4257,0,1546,0,963,0,1261,0,802,0,496,0
2021-08-22,376,0,1320,0,1210,0,4534,0,1651,0,901,0,1357,0,820,0,496,0
2021-08-23,380,0,1267,0,1133,0,4297,0,1644,0,828,0,1234,0,724,0,313,0
2021-08-24,381,0,1358,0,1184,0,4436,0,1548,0,926,0,1259,0,772,0,401,0
2021-08-25,381,0,1252,0,1127,0,4510,0,1551,0,908,0,1282,0,829,0,463,0
2021-08-26,367,0,1359,0,1185,0,4241,0,1470,0,918,0,1154,0,744,0,477,0
2021-08-27,374,0,1257,0,1223,0,3850,0,1503,0,905,0,1193,0,756,0,535,0
2021-08-28,298,0,1302,0,1183,0,4446,0,1455,0,954,0,1205,0,768,0,562,0
2021-08-29,380,0,1257,0,1207,0,4320,0,1530,0,960,0,1206,0,747,0,540,0
2021-08-30,374,0,1284,0,1178,0,4306,0,1537,0,1000,0,1275,0,780,0,500,0
2021-08-31,405,0,1362,0,1205,0,4403,0,1567,0,924,0,1227,0,768,0,552,0
2021-09-01,389,0,1318,0,1221,0,4358,0,1582,0,966,0,1242,0,804,0,540,0
2021-09-02,380,0,1313,0,1230,0,4430,0,1573,0,930,0,1234,0,747,0,551,0
2021-09-03,369,0,1270,0,1202,0,3972,0,1552,0,978,0,1290,0,809,0,539,0
2021-09-04,370,0,1257,0,1297,0,4344,0,1673,0,955,0,1366,0,803,0,587,0
2021-09-05,408,0,1222,0,1193,0,4572,0,1439,0,973,0,1244,0,800,0,572,0
2021-09-06,345,0,1236,0,1203,0,4547,0,1534,0,962,0,1337,0,770,0,475,0
2021-09-07,354,0,1279,0,1190,0,4463,0,1475,0,1030,0,1255,0,790,0,564,0
2021-09-08,371,0,1321,0,1219,0,4494,0,1507,0,974,0,1307,0,830,0,569,0
2021-09-09,396,0,1311,0,1224,0,4429,0,1609,0,1007,0,1352,0,805,0,574,0
2021-09-10,366,0,1151,0,1216,0,4059,0,1457,0,996,0,1280,0,836,0,575,0
2021-09-11,391,0,1273,0,1280,0,4637,0,1613,0,967,0,1359,0,657,0,591,0
2021-09-12,369,0,1239,0,1170,0,4591,0,1515,0,994,0,1333,0,707,0,579,0
2021-09-13,372,0,1229,0,1208,0,4359,0,1498,0,993,0,1330,0,734,0,569,0
2021-09-14,329,0,1255,0,1169,0,4253,0,1297,0,1019,0,1173,0,747,0,586,0
2021-09-15,358,0,1327,0,1207,0,4636,0,1444,0,962,0,1330,0,720,0,425,0
2021-09-16,365,0,1258,0,1166,0,4565,0,1534,0,985,0,1296,0,737,0,542,0
2021-09-17,336,0,1086,0,1134,0,3777,0,1444,0,1026,0,1202,0,730,0,503,0
2021-09-18,320,0,1276,0,1140,0,4517,0,1441,0,982,0,1204,0,752,0,479,0
2021-09-19,309,0,1227,0,1062,0,4349,0,1348,0,1014,0,1274,0,729,0,521,0
2021-09-20,311,0,1249,0,1082,0,4364,0,1393,0,994,0,1278,0,700,0,555,0
2021-09-21,325,0,1202,0,1116,0,4452,0,1373,0,979,0,1200,0,735,0,516,0
2021-09-22,322,0,1287,0,1069,0,4486,0,1351,0,957,0,1188,0,786,0,509,0
2021-09-23,366,0,1331,0,1213,0,4557,0,1485,0,974,0,1253,0,735,0,558,0
2021-09-24,387,0,1262,0,1251,0,4125,0,1518,0,1050,0,1311,0,645,0,567,0
2021-09-25,384,0,1290,0,1223,0,4387,0,1566,0,1018,0,1307,0,753,0,580,0
2021-09-26,372,0,1270,0,774,0,4802,0,1454,0,994,0,1374,0,730,0,566,0
2021-09-27,365,0,1316,0,1193,0,4560,0,1358,0,962,0,1162,0,695,0,557,0
2021-09-28,294,0,1336,0,1114,0,4314,0,1344,0,1013,0,1193,0,733,0,516,0
2021-09-29,311,0,1242,0,1103,0,4425,0,1301,0,1021,0,1228,0,725,0,543,0
2021-09-30,353,0,1378,0,1178,0,4607,0,1525,0,1050,0,1260,0,709,0,563,0
2021-10-01,339,0,1210,0,1179,0,3992,0,1494,0,1035,0,1260,0,733,0,565,0
2021-10-02,375,0,1243,0,1232,0,4562,0,1561,0,1045,0,1342,0,723,0,536,0
2021-10-03,365,0,1166,0,1219,0,4196,0,1343,0,753,0,1091,0,585,0,413,0
2021-10-04,358,0,1203,0,1182,0,4550,0,1499,0,724,0,1253,0,607,0,461,0
2021-10-05,348,0,1286,0,1125,0,4309,0,1490,0,955,0,1257,0,714,0,459,0
2021-10-06,342,0,1334,0,1203,0,4358,0,1541,0,996,0,1323,0,740,0,492,0
2021-10-07,323,0,1255,0,1217,0,4567,0,1565,0,997,0,1294,0,668,0,510,0
2021-10-08,370,0,1235,0,1230,0,3962,0,1539,0,1022,0,1272,0,699,699,489,0
2021-10-09,391,0,1327,0,1185,0,4596,0,1600,0,1015,0,1395,0,718,0,515,0
2021-10-10,388,0,1306,0,1247,0,4667,0,1582,0,983,0,1368,0,706,0,504,0
2021-10-11,402,0,1338,0,1283,0,4596,0,1592,0,957,0,1360,0,737,0,572,0
2021-10-12,406,0,1346,0,1280,0,4653,0,1599,0,937,0,1384,0,730,0,581,0
2021-10-13,373,0,1366,0,1200,0,4699,0,1537,0,975,0,1426,0,723,0,579,0
2021-10-14,380,0,1337,0,1222,0,4554,0,1464,0,1005,0,1214,0,752,0,573,0
2021-10-15,110,0,1063,0,892,0,4140,0,1433,0,1053,0,1305,0,690,0,565,0
2021-10-16,351,0,1315,0,1147,0,4441,0,1414,0,1056,0,1319,0,706,0,545,0
2021-10-17,259,0,1255,0,1059,0,4342,0,1261,0,1050,0,1217,0,687,0,557,0
2021-10-18,269,0,1333,0,989,0,4240,0,1178,0,845,0,1105,0,666,0,496,0
2021-10-19,263,0,1243,0,915,0,4120,0,1162,0,887,0,1086,0,631,0,435,0
2021-10-20,301,0,1153,0,993,0,3748,0,1289,0,732,0,978,0,516,0,414,0
2021-10-21,314,0,1295,0,1056,0,4236,0,1302,0,892,0,1053,0,644,0,486,0
2021-10-22,284,0,1154,0,964,0,3423,0,1206,0,793,0,978,0,587,0,441,0
2021-10-23,310,0,1281,0,1058,0,4143,0,1283,0,857,0,1063,0,646,0,447,0
2021-10-24,309,0,1251,0,1044,0,4254,0,1307,0,864,0,1060,0,648,0,451,0
2021-10-25,316,0,1261,0,1039,0,4212,0,1319,0,876,0,1076,0,664,0,456,0
2021-10-26,311,0,1280,0,1062,0,4248,0,1344,0,881,0,1089,0,659,0,469,0
2021-10-27,287,0,1290,0,1030,0,4325,0,1329,0,897,0,1072,0,611,0,474,0
2021-10-28,307,0,1288,0,1037,0,4379,0,1325,0,866,0,1054,0,640,0,478,0
2021-10-29,309,0,1208,0,1077,0,3597,0,1243,0,853,0,985,0,592,0,473,0
2021-10-30,310,0,1363,0,1082,0,4194,0,1253,0,839,0,956,0,628,0,480,0
2021-10-31,274,0,1311,0,945,0,4007,0,1154,0,755,0,917,0,588,0,431,0
2021-11-01,256,0,1209,0,847,0,3896,0,1111,0,733,0,919,0,576,0,390,0
2021-11-02,251,0,1245,0,839,0,3794,0,1111,0,727,0,899,0,563,0,384,0
2021-11-03,254,0,1222,0,843,0,3840,0,1115,0,745,0,928,0,576,0,384,0
2021-11-04,251,0,1248,0,806,0,3641,0,1084,0,728,0,882,0,570,0,371,0
2021-11-05,233,0,1022,0,742,0,3010,0,978,0,681,0,818,0,541,0,349,0
2021-11-06,252,0,1076,0,777,0,3560,0,1058,0,716,0,869,0,557,0,359,0
2021-11-07,249,0,1096,0,772,0,3633,0,1061,0,717,0,911,0,575,0,359,0
2021-11-08,247,0,1145,0,781,0,3692,0,1049,0,718,0,871,0,557,0,365,0
2021-11-09,245,0,1348,0,846,0,3822,0,1094,0,756,0,925,0,618,0,386,0
2021-11-10,256,0,1305,0,833,0,3809,0,1067,0,740,0,896,0,573,0,395,0
2021-11-11,257,0,1443,0,860,0,3811,0,1086,0,731,0,840,0,597,0,396,0
2021-11-12,255,0,1181,0,831,0,3049,0,973,0,679,0,801,0,504,0,360,0
2021-11-13,253,0,1095,0,762,0,3244,0,1009,0,678,0,838,0,562,0,351,0
2021-11-14,247,0,1153,0,762,0,3339,0,1007,0,704,0,844,0,566,0,344,0
2021-11-15,235,0,1347,0,725,0,3519,0,1043,0,717,0,864,0,591,0,358,0
2021-11-16,245,0,1263,0,755,0,2740,0,1033,0,698,0,866,0,570,0,362,0
2021-11-17,243,0,1161,0,778,0,3549,0,1019,0,703,0,878,0,572,0,359,0
2021-11-18,226,0,1268,0,765,0,3656,0,1034,0,721,0,864,0,607,0,260,0
2021-11-19,230,0,1034,0,675,0,2845,0,937,0,670,0,782,0,543,0,330,0
2021-11-20,242,0,1301,0,759,0,3552,0,1047,0,718,0,863,0,598,0,359,0
2021-11-21,244,0,1225,0,797,0,3364,0,1078,0,713,0,881,0,606,0,347,0
2021-11-22,239,0,1240,0,786,0,3762,0,1106,0,699,0,885,0,618,0,346,0
2021-11-23,237,0,1339,0,790,0,3818,0,1096,0,728,0,881,0,620,0,340,0
2021-11-24,241,0,1062,0,764,0,3721,0,1057,0,703,0,883,0,586,0,339,0
2021-11-25,254,0,1121,0,754,0,3603,0,1039,0,684,0,836,0,584,0,334,0
2021-11-26,234,0,935,0,704,0,2801,0,959,0,640,0,794,0,552,0,311,0
2021-11-27,252,0,1016,0,723,0,3454,0,1035,0,691,0,864,0,595,0,341,0
2021-11-28,237,0,1082,0,760,0,3376,0,1029,0,653,0,839,0,563,0,322,0
2021-11-29,229,0,1097,0,745,0,3554,0,1076,0,708,0,878,0,616,0,336,0
2021-11-30,240,0,1119,0,747,0,3484,0,1049,0,701,0,862,0,573,0,331,0
2021-12-01,244,0,1052,0,742,0,3481,0,1044,0,705,0,890,0,599,0,342,0
2021-12-02,248,0,1078,0,751,0,3546,0,1049,0,706,0,873,0,593,0,331,0
2021-12-03,246,0,900,0,693,0,2812,0,964,0,655,0,821,0,541,0,321,0
2021-12-04,253,0,1059,0,752,0,3413,0,1028,0,692,0,873,0,601,0,335,0
2021-12-05,249,0,999,0,750,0,3309,0,981,0,687,0,877,0,606,0,333,0
2021-12-06,245,0,986,0,636,0,2971,0,931,0,661,0,861,0,577,0,310,0
2021-12-07,243,0,1047,0,746,0,3321,0,1046,0,708,0,897,0,592,0,329,0
2021-12-08,247,0,1129,0,756,0,3357,0,1026,0,701,0,912,0,586,0,342,0
2021-12-09,241,0,1114,0,756,0,3525,0,1071,0,709,0,903,0,628,0,330,0
2021-12-10,232,0,1029,0,680,0,2687,0,974,0,661,0,802,0,574,0,325,0
2021-12-11,245,0,990,0,742,0,3175,0,1035,0,706,0,858,0,589,0,334,0
2021-12-12,233,0,976,0,738,0,3177,0,1057,0,695,0,896,0,600,0,336,0
2021-12-13,239,0,1039,0,727,0,3227,0,1031,0,714,0,906,0,602,0,331,0
2021-12-14,260,0,1014,0,745,0,3299,0,1055,0,706,0,884,0,597,0,336,0
2021-12-15,246,0,1001,0,744,0,3197,0,1047,0,701,0,897,0,615,0,335,0
2021-12-16,239,0,810,0,707,0,2369,0,971,0,659,0,813,0,547,0,315,0
2021-12-17,230,0,878,0,711,0,2569,0,964,0,671,0,812,0,566,0,320,0
2021-12-18,243,0,1012,0,727,0,3183,0,1048,0,719,0,862,0,619,0,333,0
2021-12-19,242,0,968,0,730,0,3179,0,1062,0,706,0,892,0,608,0,325,0
2021-12-20,245,0,930,0,742,0,3242,0,1088,0,720,0,881,0,614,0,328,0
2021-12-21,231,0,1080,0,733,0,3278,0,1081,0,717,0,900,0,627,0,332,0
2021-12-22,247,0,1030,0,720,0,3258,0,1077,0,726,0,880,0,622,0,329,0
2021-12-23,254,0,1027,0,741,0,3226,0,1074,0,720,0,877,0,603,0,333,0
2021-12-24,241,0,920,0,696,0,2590,0,982,0,666,0,830,0,562,0,319,0
2021-12-25,241,0,953,0,705,0,3143,0,1045,0,699,0,876,0,611,0,331,0
2021-12-26,250,0,1078,0,684,0,3211,0,1062,0,699,0,853,0,590,0,325,0
2021-12-27,248,0,1059,0,730,0,3298,0,1088,0,716,0,902,0,619,0,334,0
2021-12-28,255,0,1038,0,735,0,3339,0,1056,0,735,0,902,0,612,0,332,0
2021-12-29,256,0,1116,0,753,0,3294,0,1083,0,716,0,883,0,614,0,333,0
2021-12-30,248,0,1093,0,751,0,3283,0,1082,0,724,0,889,0,613,0,335,0
2021-12-31,241,0,956,0,711,0,2581,0,1008,0,698,0,824,0,582,0,321,0
2022-01-01,234,0,985,0,748,0,3061,0,1061,0,723,0,888,0,613,0,341,0
2022-01-02,240,0,892,0,751,0,3233,0,1021,0,725,0,892,0,614,0,341,0
2022-01-03,240,0,892,0,751,0,3233,0,1021,0,725,0,892,0,614,0,341,0
2022-01-04,247,0,1019,0,734,0,3259,0,1075,0,762,0,926,0,622,0,347,0
2022-01-05,249,0,958,0,742,0,3152,0,1069,0,760,0,906,0,630,0,334,0
2022-01-06,247,0,991,0,755,0,3267,0,1083,0,767,0,900,0,581,0,340,0
2022-01-07,234,0,842,0,700,0,2722,0,1015,0,742,0,858,0,575,0,313,0
2022-01-08,254,0,998,0,785,0,3495,0,1117,0,788,0,924,0,610,0,348,0
2022-01-09,249,0,1028,0,759,0,3552,0,1087,0,808,0,950,0,634,0,340,0
2022-01-10,248,0,1091,0,770,0,3671,0,1074,0,812,0,958,0,626,0,339,0
2022-01-11,247,0,1098,0,795,0,3594,0,1085,0,816,0,967,0,614,0,337,0
2022-01-12,234,0,1019,0,746,0,3645,0,1074,0,825,0,926,0,614,0,333,0
2022-01-13,245,0,1036,0,764,0,3664,0,1086,0,837,0,939,0,663,0,345,0
2022-01-14,243,0,856,0,735,0,2661,0,988,0,785,0,876,0,579,0,317,0
2022-01-15,242,0,1076,0,760,0,3553,0,1103,0,824,0,950,0,652,0,329,0
2022-01-16,237,0,1031,0,777,0,3524,0,1107,0,866,0,992,0,658,0,338,0
2022-01-17,247,0,1007,0,763,0,3704,0,1103,0,850,0,997,0,630,0,330,0
2022-01-18,245,0,1021,0,772,0,3560,0,1081,0,871,0,999,0,658,0,335,0
2022-01-19,243,0,1058,0,778,0,3568,0,1109,0,875,0,1013,0,661,0,335,0
2022-01-20,250,0,1016,0,737,0,3581,0,1097,0,864,0,1004,0,682,0,331,0
2022-01-21,240,0,991,0,719,0,2785,0,1016,0,843,0,940,0,637,0,326,0
2022-01-22,245,0,1035,0,783,0,3521,0,1075,0,886,0,977,0,668,0,340,0
2022-01-23,243,0,998,0,780,0,3587,0,1090,0,824,0,976,0,678,0,336,0
2022-01-24,253,0,1073,0,761,0,3538,0,1112,0,892,0,1005,0,697,0,344,0
2022-01-25,246,0,1108,0,791,0,3576,0,1097,0,888,0,1015,0,706,0,343,0
2022-01-26,251,0,1101,0,776,0,3434,0,1042,0,853,0,1004,0,697,0,332,0
2022-01-27,240,0,1125,0,766,0,3538,0,1127,0,871,0,1020,0,720,0,339,0
2022-01-28,231,0,906,0,720,0,2707,0,1035,0,841,0,967,0,685,0,316,0
2022-01-29,242,0,1064,0,776,0,3501,0,1132,0,898,0,1027,0,729,0,331,0
