PreviousReportDate,Actual_MaxDemandEvePeak_MW,Actual_EveningPeakGeneration_MW,Actual_HighestGeneration_MW,Actual_DayPeakDemand_MW,Actual_DayPeakGeneration_MW,Actual_MinimumGeneration_MW,Dhaka_Actual_Demand_MW,Dhaka_Actual_Supply_MW,Dhaka_Actual_LoadShed_MW,Chattogram_Actual_Demand_MW,Chattogram_Actual_Supply_MW,Chattogram_Actual_LoadShed_MW,Sylhet_Actual_Demand_MW,Sylhet_Actual_Supply_MW,Sylhet_Actual_LoadShed_MW,Khulna_Actual_Demand_MW,Khulna_Actual_Supply_MW,Khulna_Actual_LoadShed_MW,Barishal_Actual_Demand_MW,Barishal_Actual_Supply_MW,Barishal_Actual_LoadShed_MW,Rajshahi_Actual_Demand_MW,Rajshahi_Actual_Supply_MW,Rajshahi_Actual_LoadShed_MW,Rangpur_Actual_Demand_MW,Rangpur_Actual_Supply_MW,Rangpur_Actual_LoadShed_MW
2022-09-02,13492.0,13262.0,13262.0,,11272.0,10825.0,4651.0,4601.0,50.0,1279.0,1279.0,0.0,538.0,538.0,0.0,1682.0,1682.0,0.0,398.0,398.0,0.0,1267.0,1267.0,0.0,808.0,808.0,0.0
2022-09-03,13762.0,13584.0,13584.0,,11292.0,10129.0,4938.0,4864.0,74.0,1245.0,1245.0,0.0,509.0,509.0,0.0,1667.0,1667.0,0.0,401.0,401.0,0.0,1386.0,1386.0,0.0,815.0,815.0,0.0
2022-09-04,13831.0,13540.0,13540.0,,11374.0,10301.0,4731.0,4640.0,91.0,1359.0,1359.0,0.0,499.0,499.0,0.0,1711.0,1711.0,0.0,405.0,405.0,0.0,1427.0,1427.0,0.0,805.0,805.0,0.0
2022-09-05,13522.0,13417.0,13417.0,,11806.0,10580.0,4711.0,4711.0,0.0,1378.0,1378.0,0.0,509.0,509.0,0.0,1551.0,1551.0,0.0,393.0,393.0,0.0,1325.0,1325.0,0.0,874.0,874.0,0.0
2022-09-06,13800.0,12580.0,13342.0,,10112.0,9749.0,4705.0,4555.0,150.0,1363.0,1313.0,50.0,554.0,554.0,0.0,1632.0,1372.0,260.0,385.0,385.0,0.0,1335.0,1175.0,160.0,873.0,743.0,130.0
2022-09-07,14300.0,13631.0,13761.0,,11805.0,10924.0,4892.0,4732.0,160.0,1392.0,1392.0,0.0,563.0,518.0,45.0,1745.0,1745.0,0.0,423.0,423.0,0.0,1442.0,1362.0,80.0,900.0,820.0,80.0
2022-09-08,14370.0,13287.0,13608.0,,11999.0,11547.0,4859.0,4652.0,207.0,1449.0,1449.0,0.0,633.0,505.0,128.0,1696.0,1677.0,19.0,417.0,417.0,0.0,1360.0,1249.0,111.0,907.0,774.0,133.0
2022-09-09,13141.0,12912.0,13278.0,,11629.0,10481.0,4558.0,4558.0,0.0,1188.0,1188.0,0.0,407.0,407.0,0.0,1596.0,1596.0,0.0,421.0,421.0,0.0,1359.0,1359.0,0.0,876.0,876.0,0.0
2022-09-10,13560.0,13320.0,13320.0,,11351.0,10634.0,4778.0,4702.0,76.0,1188.0,1188.0,0.0,440.0,440.0,0.0,1605.0,1605.0,0.0,369.0,369.0,0.0,1395.0,1395.0,0.0,898.0,898.0,0.0
2022-09-11,13264.0,12987.0,12987.0,,11469.0,10443.0,4619.0,4619.0,0.0,1298.0,1298.0,0.0,546.0,546.0,0.0,1402.0,1402.0,0.0,341.0,341.0,0.0,1304.0,1304.0,0.0,857.0,857.0,0.0
2022-09-12,12252.0,12165.0,12165.0,,10815.0,9578.0,4335.0,4305.0,30.0,1234.0,1234.0,0.0,542.0,524.0,18.0,1343.0,1343.0,0.0,315.0,315.0,0.0,1203.0,1203.0,0.0,736.0,736.0,0.0
2022-09-13,11790.0,11790.0,11790.0,,9641.0,9163.0,4352.0,4352.0,0.0,1311.0,1311.0,0.0,483.0,483.0,0.0,1303.0,1303.0,0.0,269.0,269.0,0.0,1095.0,1095.0,0.0,734.0,734.0,0.0
2022-09-14,11975.0,11915.0,11915.0,,10133.0,8905.0,4285.0,4265.0,20.0,1209.0,1209.0,0.0,482.0,482.0,0.0,1363.0,1363.0,0.0,305.0,305.0,0.0,1179.0,1179.0,0.0,726.0,726.0,0.0
2022-09-15,12683.0,12683.0,12683.0,,10903.0,8864.0,4733.0,4733.0,0.0,1281.0,1281.0,0.0,525.0,525.0,0.0,1359.0,1359.0,0.0,334.0,334.0,0.0,1155.0,1155.0,0.0,777.0,777.0,0.0
2022-09-16,12558.0,12502.0,12515.0,,10156.0,9123.0,4306.0,4306.0,0.0,1241.0,1241.0,0.0,510.0,510.0,0.0,1443.0,1443.0,0.0,321.0,321.0,0.0,1235.0,1235.0,0.0,835.0,825.0,10.0
2022-09-17,13669.0,13431.0,13431.0,,11391.0,9700.0,4777.0,4737.0,40.0,1262.0,1262.0,0.0,588.0,588.0,0.0,1540.0,1540.0,0.0,369.0,369.0,0.0,1402.0,1402.0,0.0,838.0,838.0,0.0
2022-09-18,13960.0,13498.0,13498.0,,11732.0,10466.0,4795.0,4795.0,0.0,1298.0,1298.0,0.0,591.0,581.0,10.0,1568.0,1512.0,56.0,371.0,371.0,0.0,1415.0,1310.0,105.0,954.0,900.0,54.0
2022-09-19,13964.0,13543.0,13543.0,,11712.0,10447.0,4829.0,4800.0,29.0,1266.0,1266.0,0.0,634.0,539.0,95.0,1595.0,1595.0,0.0,368.0,368.0,0.0,1387.0,1387.0,0.0,903.0,903.0,0.0
2022-09-20,14031.0,13575.0,13575.0,,11336.0,10459.0,4801.0,4726.0,75.0,1411.0,1411.0,0.0,626.0,543.0,83.0,1556.0,1556.0,0.0,359.0,359.0,0.0,1405.0,1405.0,0.0,909.0,909.0,0.0
2022-09-21,13832.0,13421.0,13430.0,,11629.0,10377.0,4762.0,4662.0,100.0,1338.0,1338.0,0.0,551.0,531.0,20.0,1603.0,1603.0,0.0,380.0,380.0,0.0,1423.0,1423.0,0.0,888.0,838.0,50.0
2022-09-22,14234.0,13138.0,13177.0,,11587.0,10903.0,4836.0,4673.0,163.0,1310.0,1310.0,0.0,639.0,527.0,112.0,1682.0,1483.0,199.0,391.0,391.0,0.0,1424.0,1281.0,143.0,904.0,780.0,124.0
2022-09-23,13487.0,13332.0,13332.0,,10990.0,10535.0,4587.0,4587.0,0.0,1306.0,1306.0,0.0,570.0,570.0,0.0,1613.0,1613.0,0.0,374.0,374.0,0.0,1358.0,1358.0,0.0,844.0,844.0,0.0
2022-09-24,13651.0,12902.0,12964.0,,11098.0,10585.0,4673.0,4531.0,142.0,1189.0,1189.0,0.0,548.0,548.0,0.0,1698.0,1521.0,177.0,383.0,383.0,0.0,1440.0,1306.0,134.0,893.0,785.0,108.0
2022-09-25,13649.0,12911.0,12916.0,,11208.0,10810.0,4550.0,4442.0,108.0,1304.0,1304.0,0.0,555.0,555.0,0.0,1685.0,1517.0,168.0,383.0,383.0,0.0,1397.0,1305.0,92.0,878.0,800.0,78.0
2022-09-26,14200.0,12929.0,12934.0,,10982.0,10614.0,4803.0,4443.0,360.0,1424.0,1390.0,34.0,596.0,496.0,100.0,1654.0,1480.0,174.0,383.0,383.0,0.0,1350.0,1220.0,130.0,869.0,759.0,110.0
2022-09-27,14200.0,12847.0,12921.0,,11311.0,10614.0,4927.0,4718.0,209.0,1388.0,1388.0,0.0,623.0,516.0,107.0,1629.0,1382.0,247.0,396.0,396.0,0.0,1423.0,1265.0,158.0,856.0,708.0,148.0
2022-09-28,14500.0,12904.0,12904.0,,11534.0,10994.0,4890.0,4545.0,345.0,1484.0,1294.0,190.0,609.0,491.0,118.0,1654.0,1424.0,230.0,406.0,406.0,0.0,1366.0,1222.0,144.0,876.0,707.0,169.0
2022-09-29,14429.0,12983.0,12993.0,,10966.0,10599.0,4835.0,4643.0,192.0,1427.0,1386.0,41.0,624.0,465.0,159.0,1707.0,1515.0,192.0,415.0,415.0,0.0,1343.0,1179.0,164.0,849.0,695.0,154.0
2022-09-30,13921.0,13010.0,13010.0,,10869.0,10467.0,4663.0,4570.0,93.0,1243.0,1243.0,0.0,624.0,545.0,79.0,1687.0,1464.0,223.0,393.0,393.0,0.0,1343.0,1203.0,140.0,849.0,762.0,87.0
2022-10-01,14300.0,12773.0,12773.0,,11274.0,10525.0,4867.0,4377.0,490.0,1161.0,1161.0,0.0,636.0,492.0,144.0,1726.0,1489.0,237.0,399.0,399.0,0.0,1432.0,1265.0,167.0,892.0,731.0,161.0
2022-10-02,13372.0,12369.0,12369.0,,10572.0,8531.0,4504.0,4256.0,248.0,1288.0,1288.0,0.0,570.0,464.0,106.0,1579.0,1421.0,158.0,366.0,366.0,0.0,1400.0,1258.0,142.0,806.0,716.0,90.0
2022-10-03,12683.0,12087.0,12087.0,,10146.0,9678.0,4407.0,4387.0,20.0,1300.0,1300.0,0.0,492.0,492.0,0.0,1494.0,1333.0,161.0,295.0,295.0,0.0,1276.0,1150.0,126.0,730.0,691.0,39.0
2022-10-04,13200.0,8431.0,10514.0,,10161.0,9533.0,4501.0,2499.0,2002.0,1331.0,831.0,500.0,569.0,219.0,350.0,1481.0,1469.0,12.0,323.0,323.0,0.0,1248.0,1063.0,185.0,801.0,560.0,241.0
2022-10-05,13282.0,11790.0,11790.0,,9390.0,9279.0,4620.0,3908.0,712.0,1197.0,1197.0,0.0,565.0,466.0,99.0,1493.0,1493.0,0.0,372.0,372.0,0.0,1285.0,1285.0,0.0,810.0,676.0,134.0
2022-10-06,13275.0,11990.0,11990.0,,9821.0,9738.0,4596.0,4167.0,429.0,1289.0,1253.0,36.0,599.0,437.0,162.0,1484.0,1484.0,0.0,345.0,345.0,0.0,1225.0,1225.0,0.0,753.0,753.0,0.0
2022-10-07,12950.0,11904.0,11931.0,,9241.0,9231.0,4331.0,4124.0,207.0,1283.0,1195.0,88.0,615.0,505.0,110.0,1536.0,1486.0,50.0,309.0,309.0,0.0,1226.0,1226.0,0.0,766.0,756.0,10.0
2022-10-08,13872.0,12289.0,12289.0,,9737.0,9561.0,4763.0,4163.0,600.0,1366.0,1088.0,278.0,608.0,441.0,167.0,1607.0,1607.0,0.0,357.0,357.0,0.0,1322.0,1304.0,18.0,741.0,741.0,0.0
2022-10-09,13452.0,12383.0,12383.0,,9703.0,9440.0,4515.0,4159.0,356.0,1256.0,1256.0,0.0,567.0,456.0,111.0,1606.0,1606.0,0.0,368.0,368.0,0.0,1373.0,1373.0,0.0,719.0,719.0,0.0
2022-10-10,13923.0,12901.0,12901.0,,10256.0,9839.0,4867.0,4485.0,382.0,1262.0,1262.0,0.0,549.0,499.0,50.0,1612.0,1612.0,0.0,369.0,369.0,0.0,1371.0,1371.0,0.0,851.0,782.0,69.0
2022-10-11,13003.0,12388.0,12388.0,,10233.0,9961.0,4690.0,4476.0,214.0,1225.0,1225.0,0.0,402.0,402.0,0.0,1536.0,1536.0,0.0,350.0,350.0,0.0,1214.0,1214.0,0.0,743.0,743.0,0.0
2022-10-12,12714.0,12281.0,12281.0,,10559.0,9719.0,4530.0,4386.0,144.0,1281.0,1281.0,0.0,452.0,452.0,0.0,1352.0,1352.0,0.0,339.0,339.0,0.0,1245.0,1245.0,0.0,703.0,703.0,0.0
2022-10-13,12856.0,12747.0,12747.0,,10656.0,9623.0,4584.0,4584.0,0.0,1312.0,1312.0,0.0,502.0,502.0,0.0,1430.0,1430.0,0.0,366.0,366.0,0.0,1235.0,1235.0,0.0,727.0,727.0,0.0
2022-10-14,12596.0,12363.0,12391.0,,9778.0,9364.0,4190.0,4183.0,7.0,1232.0,1232.0,0.0,451.0,442.0,9.0,1489.0,1489.0,0.0,350.0,350.0,0.0,1239.0,1239.0,0.0,716.0,716.0,0.0
2022-10-15,13354.0,12348.0,12348.0,,10119.0,9512.0,4783.0,4409.0,374.0,1252.0,1252.0,0.0,570.0,468.0,102.0,1542.0,1542.0,0.0,362.0,362.0,0.0,1287.0,1287.0,0.0,579.0,528.0,51.0
2022-10-16,13177.0,12309.0,12309.0,,10481.0,9442.0,4682.0,4338.0,344.0,1311.0,1311.0,0.0,548.0,444.0,104.0,1482.0,1482.0,0.0,349.0,349.0,0.0,1250.0,1250.0,0.0,743.0,721.0,22.0
2022-10-17,13593.0,12385.0,12385.0,,9896.0,9601.0,4779.0,4411.0,368.0,1321.0,1170.0,151.0,581.0,505.0,76.0,1474.0,1474.0,0.0,357.0,357.0,0.0,1287.0,1192.0,95.0,798.0,724.0,74.0
2022-10-18,13660.0,12255.0,12255.0,,10351.0,9668.0,4900.0,4692.0,208.0,1297.0,1081.0,216.0,563.0,438.0,125.0,1515.0,1515.0,0.0,369.0,369.0,0.0,1349.0,1187.0,162.0,792.0,678.0,114.0
2022-10-19,13019.0,12314.0,12314.0,,10144.0,9393.0,4709.0,4564.0,145.0,1232.0,1125.0,107.0,558.0,480.0,78.0,1418.0,1418.0,0.0,370.0,370.0,0.0,1226.0,1226.0,0.0,691.0,691.0,0.0
2022-10-20,13150.0,12286.0,12286.0,,10122.0,9346.0,4687.0,4357.0,330.0,1376.0,1376.0,0.0,553.0,449.0,104.0,1459.0,1459.0,0.0,359.0,359.0,0.0,1234.0,1234.0,0.0,690.0,690.0,0.0
2022-10-21,12500.0,12276.0,12276.0,,9451.0,9072.0,4463.0,4453.0,10.0,1268.0,1268.0,0.0,509.0,509.0,0.0,1402.0,1402.0,0.0,338.0,338.0,0.0,1216.0,1216.0,0.0,667.0,667.0,0.0
2022-10-22,12952.0,12318.0,12318.0,,9750.0,9281.0,4666.0,4506.0,160.0,1214.0,1214.0,0.0,522.0,419.0,103.0,1481.0,1481.0,0.0,379.0,379.0,0.0,1213.0,1213.0,0.0,645.0,645.0,0.0
2022-10-23,13060.0,11939.0,11939.0,,9817.0,8928.0,4746.0,4578.0,168.0,1303.0,1110.0,193.0,518.0,495.0,23.0,1383.0,1273.0,110.0,312.0,312.0,0.0,1281.0,1141.0,140.0,723.0,675.0,48.0
2022-10-24,5652.0,5652.0,9759.0,,8146.0,8027.0,2512.0,2512.0,0.0,696.0,696.0,0.0,237.0,237.0,0.0,301.0,301.0,0.0,26.0,26.0,0.0,679.0,679.0,0.0,368.0,368.0,0.0
2022-10-25,9032.0,9032.0,9032.0,,6655.0,2828.0,3596.0,3596.0,0.0,980.0,980.0,0.0,355.0,355.0,0.0,940.0,940.0,0.0,131.0,131.0,0.0,1010.0,1010.0,0.0,613.0,613.0,0.0
2022-10-26,10800.0,10800.0,10833.0,,9263.0,6593.0,4143.0,4143.0,0.0,1133.0,1133.0,0.0,381.0,381.0,0.0,1138.0,1138.0,0.0,209.0,209.0,0.0,1145.0,1145.0,0.0,638.0,638.0,0.0
2022-10-27,11028.0,11028.0,11028.0,,9524.0,7595.0,4245.0,4245.0,0.0,1148.0,1148.0,0.0,415.0,415.0,0.0,1159.0,1159.0,0.0,232.0,232.0,0.0,1089.0,1089.0,0.0,650.0,650.0,0.0
2022-10-28,10071.0,10071.0,10071.0,,8594.0,7289.0,3434.0,3434.0,0.0,976.0,976.0,0.0,399.0,399.0,0.0,1083.0,1083.0,0.0,224.0,224.0,0.0,1001.0,1001.0,0.0,574.0,574.0,0.0
2022-10-29,11060.0,11060.0,11060.0,,9040.0,7120.0,4148.0,4148.0,0.0,1183.0,1183.0,0.0,449.0,449.0,0.0,1135.0,1135.0,0.0,237.0,237.0,0.0,1071.0,1071.0,0.0,630.0,630.0,0.0
2022-10-30,11300.0,11230.0,11230.0,,9865.0,7713.0,4103.0,4038.0,65.0,1276.0,1276.0,0.0,501.0,501.0,0.0,1145.0,1145.0,0.0,263.0,263.0,0.0,1039.0,1039.0,0.0,634.0,634.0,0.0
2022-10-31,11815.0,11431.0,11431.0,,9836.0,8172.0,4337.0,4168.0,169.0,1412.0,1337.0,75.0,481.0,471.0,10.0,1212.0,1212.0,0.0,288.0,288.0,0.0,957.0,957.0,0.0,623.0,623.0,0.0
2022-11-01,12350.0,11710.0,11710.0,,9755.0,8587.0,4619.0,4517.0,102.0,1394.0,1394.0,0.0,460.0,431.0,29.0,1284.0,1163.0,121.0,320.0,320.0,0.0,1072.0,987.0,85.0,667.0,589.0,78.0
2022-11-02,12160.0,11816.0,11816.0,,9829.0,8712.0,4528.0,4528.0,0.0,1385.0,1385.0,0.0,482.0,412.0,70.0,1221.0,1221.0,0.0,302.0,302.0,0.0,1077.0,1077.0,0.0,629.0,629.0,0.0
2022-11-03,11389.0,11389.0,11389.0,,9802.0,8666.0,4305.0,4305.0,0.0,1376.0,1376.0,0.0,444.0,444.0,0.0,1091.0,1091.0,0.0,267.0,267.0,0.0,1014.0,1014.0,0.0,609.0,609.0,0.0
2022-11-04,10312.0,10312.0,10312.0,,8891.0,7698.0,3866.0,3866.0,0.0,1158.0,1158.0,0.0,431.0,431.0,0.0,1074.0,1074.0,0.0,239.0,239.0,0.0,967.0,967.0,0.0,575.0,575.0,0.0
2022-11-05,11297.0,11297.0,11297.0,,8994.0,7474.0,4272.0,4272.0,0.0,1189.0,1189.0,0.0,437.0,437.0,0.0,1148.0,1148.0,0.0,262.0,262.0,0.0,987.0,987.0,0.0,618.0,618.0,0.0
2022-11-06,11233.0,11166.0,11166.0,,10385.0,8214.0,4262.0,4242.0,20.0,1187.0,1187.0,0.0,472.0,472.0,0.0,1127.0,1127.0,0.0,273.0,273.0,0.0,1027.0,1027.0,0.0,623.0,623.0,0.0
2022-11-07,11227.0,11227.0,11227.0,,9550.0,8017.0,4249.0,4249.0,0.0,1298.0,1298.0,0.0,465.0,465.0,0.0,1112.0,1112.0,0.0,261.0,261.0,0.0,991.0,991.0,0.0,637.0,637.0,0.0
2022-11-08,11169.0,11169.0,11169.0,,9794.0,7802.0,4176.0,4176.0,0.0,1221.0,1221.0,0.0,437.0,437.0,0.0,1150.0,1150.0,0.0,271.0,271.0,0.0,1001.0,1001.0,0.0,603.0,603.0,0.0
2022-11-09,11069.0,11069.0,11069.0,,9343.0,7795.0,4139.0,4139.0,0.0,1263.0,1263.0,0.0,414.0,414.0,0.0,1134.0,1134.0,0.0,271.0,271.0,0.0,1006.0,1006.0,0.0,620.0,620.0,0.0
2022-11-10,10950.0,10950.0,10951.0,,9955.0,7720.0,4221.0,4221.0,0.0,1161.0,1161.0,0.0,404.0,404.0,0.0,1141.0,1141.0,0.0,268.0,268.0,0.0,986.0,986.0,0.0,606.0,606.0,0.0
2022-11-11,9673.0,9673.0,9673.0,,8523.0,7469.0,3603.0,3603.0,0.0,1079.0,1079.0,0.0,371.0,371.0,0.0,1108.0,1108.0,0.0,247.0,247.0,0.0,934.0,934.0,0.0,600.0,600.0,0.0
2022-11-12,10514.0,10514.0,10514.0,,8930.0,7074.0,4095.0,4095.0,0.0,1065.0,1065.0,0.0,389.0,389.0,0.0,1129.0,1129.0,0.0,260.0,260.0,0.0,951.0,951.0,0.0,591.0,591.0,0.0
2022-11-13,10373.0,10373.0,10373.0,,9009.0,7286.0,3959.0,3959.0,0.0,1202.0,1202.0,0.0,388.0,388.0,0.0,1146.0,1146.0,0.0,241.0,241.0,0.0,963.0,963.0,0.0,654.0,654.0,0.0
2022-11-14,10531.0,10531.0,10531.0,,9073.0,6923.0,4004.0,4004.0,0.0,1245.0,1245.0,0.0,399.0,399.0,0.0,1130.0,1130.0,0.0,246.0,246.0,0.0,927.0,927.0,0.0,665.0,665.0,0.0
2022-11-15,10610.0,10610.0,10610.0,,9306.0,7019.0,4123.0,4123.0,0.0,1230.0,1230.0,0.0,391.0,391.0,0.0,1150.0,1150.0,0.0,252.0,252.0,0.0,965.0,965.0,0.0,673.0,673.0,0.0
2022-11-16,10559.0,10559.0,10559.0,,9141.0,7153.0,4013.0,4013.0,0.0,1176.0,1176.0,0.0,381.0,381.0,0.0,1120.0,1120.0,0.0,258.0,258.0,0.0,982.0,982.0,0.0,667.0,667.0,0.0
2022-11-17,10671.0,10671.0,10671.0,,9295.0,7056.0,4131.0,4131.0,0.0,1232.0,1232.0,0.0,386.0,386.0,0.0,1129.0,1129.0,0.0,247.0,247.0,0.0,949.0,949.0,0.0,640.0,640.0,0.0
2022-11-18,9115.0,9115.0,9115.0,,8157.0,6877.0,3385.0,3385.0,0.0,908.0,908.0,0.0,334.0,334.0,0.0,1021.0,1021.0,0.0,250.0,250.0,0.0,847.0,847.0,0.0,523.0,523.0,0.0
2022-11-19,10131.0,10131.0,10131.0,,8315.0,6293.0,3874.0,3874.0,0.0,1206.0,1206.0,0.0,358.0,358.0,0.0,1105.0,1105.0,0.0,240.0,240.0,0.0,931.0,931.0,0.0,630.0,630.0,0.0
2022-11-20,10549.0,10549.0,10549.0,,9012.0,6770.0,3990.0,3990.0,0.0,1205.0,1205.0,0.0,379.0,379.0,0.0,1142.0,1142.0,0.0,261.0,261.0,0.0,946.0,946.0,0.0,652.0,652.0,0.0
2022-11-21,10526.0,10526.0,10526.0,,9135.0,7024.0,3986.0,3986.0,0.0,1286.0,1286.0,0.0,389.0,389.0,0.0,1139.0,1139.0,0.0,252.0,252.0,0.0,933.0,933.0,0.0,677.0,677.0,0.0
2022-11-22,10512.0,10512.0,10512.0,,9024.0,6884.0,3964.0,3964.0,0.0,1223.0,1223.0,0.0,365.0,365.0,0.0,1110.0,1110.0,0.0,243.0,243.0,0.0,954.0,954.0,0.0,701.0,701.0,0.0
2022-11-23,10245.0,10156.0,10156.0,,8684.0,6735.0,3884.0,3872.0,12.0,1126.0,1126.0,0.0,376.0,376.0,0.0,1121.0,1121.0,0.0,236.0,236.0,0.0,976.0,976.0,0.0,681.0,681.0,0.0
2022-11-24,10107.0,10107.0,10107.0,,9081.0,6604.0,3953.0,3953.0,0.0,1133.0,1133.0,0.0,373.0,373.0,0.0,1049.0,1049.0,0.0,227.0,227.0,0.0,856.0,856.0,0.0,653.0,653.0,0.0
2022-11-25,9187.0,9187.0,9187.0,,8214.0,6674.0,3341.0,3341.0,0.0,1003.0,1003.0,0.0,342.0,342.0,0.0,1045.0,1045.0,0.0,219.0,219.0,0.0,865.0,865.0,0.0,628.0,628.0,0.0
2022-11-26,10259.0,10259.0,10259.0,,8155.0,6286.0,3933.0,3933.0,0.0,1118.0,1118.0,0.0,381.0,381.0,0.0,1163.0,1163.0,0.0,232.0,232.0,0.0,949.0,949.0,0.0,695.0,695.0,0.0
2022-11-27,10076.0,10076.0,10076.0,,8916.0,6639.0,3722.0,3722.0,0.0,1052.0,1052.0,0.0,364.0,364.0,0.0,1098.0,1098.0,0.0,257.0,257.0,0.0,937.0,937.0,0.0,602.0,602.0,0.0
2022-11-28,10284.0,10070.0,10070.0,,8456.0,6771.0,3781.0,3672.0,109.0,1110.0,1110.0,0.0,369.0,343.0,26.0,1078.0,1078.0,0.0,265.0,265.0,0.0,911.0,911.0,0.0,594.0,576.0,18.0
2022-11-29,10254.0,10254.0,10254.0,,8535.0,7048.0,3788.0,3788.0,0.0,1152.0,1152.0,0.0,380.0,380.0,0.0,1050.0,1050.0,0.0,265.0,265.0,0.0,921.0,921.0,0.0,592.0,592.0,0.0
2022-11-30,10390.0,10296.0,10296.0,,8691.0,7167.0,3790.0,3728.0,62.0,1170.0,1170.0,0.0,400.0,400.0,0.0,1050.0,1050.0,0.0,263.0,263.0,0.0,895.0,895.0,0.0,611.0,611.0,0.0
2022-12-01,10550.0,10346.0,10346.0,,9246.0,7382.0,3864.0,3752.0,112.0,1186.0,1186.0,0.0,406.0,406.0,0.0,1130.0,1130.0,0.0,251.0,251.0,0.0,956.0,956.0,0.0,655.0,655.0,0.0
2022-12-02,8976.0,8976.0,8976.0,,8089.0,6923.0,3276.0,3276.0,0.0,930.0,930.0,0.0,368.0,368.0,0.0,1024.0,1024.0,0.0,236.0,236.0,0.0,882.0,882.0,0.0,625.0,625.0,0.0
2022-12-03,10096.0,10055.0,10055.0,,8152.0,6288.0,3686.0,3686.0,0.0,1123.0,1123.0,0.0,404.0,404.0,0.0,1122.0,1122.0,0.0,237.0,237.0,0.0,927.0,927.0,0.0,677.0,677.0,0.0
2022-12-04,9888.0,9888.0,9888.0,,8449.0,6493.0,3675.0,3675.0,0.0,1080.0,1080.0,0.0,375.0,375.0,0.0,1114.0,1114.0,0.0,240.0,240.0,0.0,923.0,923.0,0.0,680.0,680.0,0.0
2022-12-05,9905.0,9905.0,9905.0,,8784.0,6604.0,3652.0,3652.0,0.0,1085.0,1085.0,0.0,385.0,385.0,0.0,1093.0,1093.0,0.0,240.0,240.0,0.0,932.0,932.0,0.0,704.0,704.0,0.0
2022-12-06,9981.0,9981.0,9981.0,,8555.0,6667.0,3683.0,3683.0,0.0,1044.0,1044.0,0.0,380.0,380.0,0.0,1115.0,1115.0,0.0,243.0,243.0,0.0,975.0,975.0,0.0,703.0,703.0,0.0
2022-12-07,10076.0,10076.0,10076.0,,8634.0,6536.0,3690.0,3690.0,0.0,1129.0,1129.0,0.0,374.0,374.0,0.0,1101.0,1101.0,0.0,253.0,253.0,0.0,877.0,877.0,0.0,706.0,706.0,0.0
2022-12-08,10035.0,10035.0,10035.0,,8746.0,6500.0,3655.0,3655.0,0.0,1062.0,1062.0,0.0,357.0,357.0,0.0,1114.0,1114.0,0.0,242.0,242.0,0.0,971.0,971.0,0.0,660.0,660.0,0.0
2022-12-09,8874.0,8874.0,8874.0,,7716.0,6402.0,2977.0,2977.0,0.0,966.0,966.0,0.0,336.0,336.0,0.0,1005.0,1005.0,0.0,246.0,246.0,0.0,874.0,874.0,0.0,576.0,576.0,0.0
2022-12-10,9822.0,9822.0,9822.0,,7995.0,6021.0,3457.0,3457.0,0.0,1078.0,1078.0,0.0,366.0,366.0,0.0,1114.0,1114.0,0.0,244.0,244.0,0.0,827.0,827.0,0.0,695.0,695.0,0.0
2022-12-11,9653.0,9653.0,9653.0,,8665.0,6264.0,3493.0,3493.0,0.0,994.0,994.0,0.0,353.0,353.0,0.0,1110.0,1110.0,0.0,237.0,237.0,0.0,956.0,956.0,0.0,692.0,692.0,0.0
2022-12-12,9747.0,9747.0,9747.0,,8459.0,6286.0,3503.0,3503.0,0.0,1098.0,1098.0,0.0,368.0,368.0,0.0,1124.0,1124.0,0.0,226.0,226.0,0.0,931.0,931.0,0.0,687.0,687.0,0.0
2022-12-13,9740.0,9740.0,9740.0,,8656.0,6336.0,3542.0,3542.0,0.0,1045.0,1045.0,0.0,362.0,362.0,0.0,1097.0,1097.0,0.0,219.0,219.0,0.0,929.0,929.0,0.0,673.0,673.0,0.0
2022-12-14,9994.0,9994.0,9994.0,,8677.0,6338.0,3580.0,3580.0,0.0,1050.0,1050.0,0.0,364.0,364.0,0.0,1104.0,1104.0,0.0,229.0,229.0,0.0,931.0,931.0,0.0,685.0,685.0,0.0
2022-12-15,9741.0,9741.0,9741.0,,8591.0,6285.0,3515.0,3515.0,0.0,1033.0,1033.0,0.0,358.0,358.0,0.0,1102.0,1102.0,0.0,224.0,224.0,0.0,934.0,934.0,0.0,684.0,684.0,0.0
2022-12-16,8108.0,8108.0,8108.0,,7172.0,6158.0,2521.0,2521.0,0.0,854.0,854.0,0.0,326.0,326.0,0.0,987.0,987.0,0.0,217.0,217.0,0.0,837.0,837.0,0.0,572.0,572.0,0.0
2022-12-17,9329.0,9329.0,9329.0,,7560.0,5506.0,3246.0,3246.0,0.0,951.0,951.0,0.0,355.0,355.0,0.0,1070.0,1070.0,0.0,232.0,232.0,0.0,911.0,911.0,0.0,625.0,625.0,0.0
2022-12-18,9577.0,9577.0,9577.0,,8247.0,5929.0,3315.0,3315.0,0.0,999.0,999.0,0.0,351.0,351.0,0.0,1090.0,1090.0,0.0,224.0,224.0,0.0,920.0,920.0,0.0,644.0,644.0,0.0
2022-12-19,9589.0,9589.0,9589.0,,8135.0,6098.0,3377.0,3377.0,0.0,977.0,977.0,0.0,354.0,354.0,0.0,1078.0,1078.0,0.0,263.0,263.0,0.0,901.0,901.0,0.0,632.0,632.0,0.0
