PreviousReportDate,Actual_MaxDemandEvePeak_MW,Actual_EveningPeakGeneration_MW,Actual_HighestGeneration_MW,Actual_DayPeakDemand_MW,Actual_DayPeakGeneration_MW,Actual_MinimumGeneration_MW,Dhaka_Actual_Demand_MW,Dhaka_Actual_Supply_MW,Dhaka_Actual_LoadShed_MW,Chattogram_Actual_Demand_MW,Chattogram_Actual_Supply_MW,Chattogram_Actual_LoadShed_MW,Sylhet_Actual_Demand_MW,Sylhet_Actual_Supply_MW,Sylhet_Actual_LoadShed_MW,Khulna_Actual_Demand_MW,Khulna_Actual_Supply_MW,Khulna_Actual_LoadShed_MW,Barishal_Actual_Demand_MW,Barishal_Actual_Supply_MW,Barishal_Actual_LoadShed_MW,Rajshahi_Actual_Demand_MW,Rajshahi_Actual_Supply_MW,Rajshahi_Actual_LoadShed_MW,Rangpur_Actual_Demand_MW,Rangpur_Actual_Supply_MW,Rangpur_Actual_LoadShed_MW
2020-09-07,,11771.0,11771.0,,10047.0,9047.5,4021.0,4021.0,0.0,1244.0,1244.0,0.0,491.0,491.0,0.0,1458.0,1458.0,0.0,354.0,354.0,0.0,1103.0,1103.0,0.0,724.0,724.0,0.0
2020-09-08,,12016.0,12016.0,,10390.4,8985.0,4125.0,4125.0,0.0,1170.0,1170.0,0.0,500.0,500.0,0.0,1507.0,1507.0,0.0,354.0,354.0,0.0,1227.0,1227.0,0.0,802.0,802.0,0.0
2020-09-09,,12493.0,12493.0,,10370.0,9122.0,4074.0,4074.0,0.0,1257.0,1257.0,0.0,549.0,549.0,0.0,1557.0,1557.0,0.0,372.0,372.0,0.0,1329.0,1329.0,0.0,743.0,743.0,0.0
2020-09-10,,11941.0,11941.0,,9806.0,9121.0,3979.0,3979.0,0.0,1192.0,1192.0,0.0,508.0,508.0,0.0,1512.0,1512.0,0.0,343.0,343.0,0.0,1225.0,1225.0,0.0,739.0,739.0,0.0
2020-09-11,,11259.0,11392.0,,8559.0,7994.0,3517.0,3517.0,0.0,1206.0,1206.0,0.0,474.0,474.0,0.0,1432.0,1432.0,0.0,348.0,348.0,0.0,1206.0,1206.0,0.0,717.0,717.0,0.0
2020-09-12,,12229.0,12229.0,,9638.0,8529.0,4039.0,4039.0,0.0,1171.0,1171.0,0.0,486.0,486.0,0.0,1547.0,1547.0,0.0,344.0,344.0,0.0,1274.0,1274.0,0.0,749.0,749.0,0.0
2020-09-13,,12345.0,12345.0,,10506.0,9316.0,4139.0,4139.0,0.0,1153.0,1153.0,0.0,508.0,508.0,0.0,1527.0,1527.0,0.0,351.0,351.0,0.0,1277.0,1277.0,0.0,788.0,788.0,0.0
2020-09-14,,12040.0,12040.0,,10467.0,9206.0,4034.0,4034.0,0.0,1120.0,1120.0,0.0,467.0,467.0,0.0,1528.0,1528.0,0.0,273.0,273.0,0.0,1275.0,1275.0,0.0,770.0,770.0,0.0
2020-09-15,,12080.0,12080.0,,10377.0,9158.0,4061.0,4061.0,0.0,1225.0,1225.0,0.0,465.0,465.0,0.0,1461.0,1461.0,0.0,332.0,332.0,0.0,1248.0,1248.0,0.0,767.0,767.0,0.0
2020-09-16,,11966.0,11966.0,,10145.0,8847.0,4103.0,4103.0,0.0,1128.0,1128.0,0.0,407.0,407.0,0.0,1491.0,1491.0,0.0,334.0,334.0,0.0,1264.0,1264.0,0.0,696.0,696.0,0.0
2020-09-17,,11554.0,11554.0,,10144.0,9036.0,3910.0,3910.0,0.0,1197.0,1197.0,0.0,464.0,464.0,0.0,1462.0,1462.0,0.0,365.0,365.0,0.0,1012.0,1012.0,0.0,634.0,634.0,0.0
2020-09-18,,11625.0,11639.0,,8622.0,8064.0,3609.0,3609.0,0.0,1154.0,1154.0,0.0,502.0,502.0,0.0,1463.0,1463.0,0.0,367.0,367.0,0.0,1130.0,1130.0,0.0,682.0,682.0,0.0
2020-09-19,,12725.0,12725.0,,9719.0,8678.0,4311.0,4311.0,0.0,1324.0,1324.0,0.0,513.0,513.0,0.0,1553.0,1553.0,0.0,370.0,370.0,0.0,1305.0,1305.0,0.0,786.0,786.0,0.0
2020-09-20,,12220.0,12220.0,,10888.0,9325.0,4274.0,4274.0,0.0,1170.0,1170.0,0.0,506.0,506.0,0.0,1534.0,1534.0,0.0,321.0,321.0,0.0,1305.0,1305.0,0.0,773.0,773.0,0.0
2020-09-21,,11925.0,11925.0,,9987.0,8954.0,4202.0,4202.0,0.0,1151.0,1151.0,0.0,505.0,505.0,0.0,1372.0,1372.0,0.0,293.0,293.0,0.0,1154.0,1154.0,0.0,787.0,787.0,0.0
2020-09-22,,11422.0,11422.0,,9497.0,8475.0,4107.0,4107.0,0.0,1098.0,1098.0,0.0,428.0,428.0,0.0,1423.0,1423.0,0.0,320.0,320.0,0.0,1125.0,1125.0,0.0,669.0,669.0,0.0
2020-09-23,,11384.0,11384.0,,9468.0,8503.0,3981.0,3981.0,0.0,1103.0,1103.0,0.0,466.0,466.0,0.0,1382.0,1382.0,0.0,322.0,322.0,0.0,1162.0,1162.0,0.0,610.0,610.0,0.0
2020-09-24,,11477.0,11477.0,,9339.0,7827.0,4062.0,4062.0,0.0,1076.0,1076.0,0.0,430.0,430.0,0.0,1407.0,1407.0,0.0,294.0,294.0,0.0,1101.0,1101.0,0.0,698.0,698.0,0.0
2020-09-25,,10262.0,10262.0,,7853.0,7634.0,3350.0,3350.0,0.0,986.0,986.0,0.0,437.0,437.0,0.0,1302.0,1302.0,0.0,287.0,287.0,0.0,1048.0,1048.0,0.0,584.0,584.0,0.0
2020-09-26,,10714.0,10714.0,,9250.0,7804.0,3812.0,3812.0,0.0,1043.0,1043.0,0.0,417.0,417.0,0.0,1350.0,1350.0,0.0,309.0,309.0,0.0,1119.0,1119.0,0.0,415.0,415.0,0.0
2020-09-27,,11499.0,11499.0,,9260.0,7876.0,3863.0,3863.0,0.0,1127.0,1127.0,0.0,449.0,449.0,0.0,1439.0,1439.0,0.0,321.0,321.0,0.0,1230.0,1230.0,0.0,581.0,581.0,0.0
2020-09-28,,12111.0,12111.0,,9780.0,8201.0,4171.0,4171.0,0.0,1198.0,1198.0,0.0,490.0,490.0,0.0,1516.0,1516.0,0.0,356.0,356.0,0.0,1173.0,1173.0,0.0,733.0,733.0,0.0
2020-09-29,,12250.0,12250.0,,10215.0,8783.0,4236.0,4236.0,0.0,1239.0,1239.0,0.0,428.0,428.0,0.0,1479.0,1479.0,0.0,343.0,343.0,0.0,1253.0,1253.0,0.0,741.0,741.0,0.0
2020-09-30,,12428.0,12428.0,,10655.0,9241.0,4186.0,4186.0,0.0,1196.0,1196.0,0.0,512.0,512.0,0.0,1532.0,1532.0,0.0,352.0,352.0,0.0,1244.0,1244.0,0.0,771.0,771.0,0.0
2020-10-01,,12065.0,12065.0,,10286.0,9083.0,3992.0,3992.0,0.0,1260.0,1260.0,0.0,521.0,521.0,0.0,1435.0,1435.0,0.0,345.0,345.0,0.0,1163.0,1163.0,0.0,736.0,736.0,0.0
2020-10-02,,11238.0,11238.0,,8595.0,8097.0,3550.0,3550.0,0.0,1194.0,1194.0,0.0,484.0,484.0,0.0,1361.0,1361.0,0.0,336.0,336.0,0.0,1099.0,1099.0,0.0,711.0,711.0,0.0
2020-10-04,,12317.0,12317.0,,10180.0,8930.0,4241.0,4241.0,0.0,1200.0,1200.0,0.0,496.0,496.0,0.0,1498.0,1498.0,0.0,332.0,332.0,0.0,1239.0,1239.0,0.0,740.0,740.0,0.0
2020-10-03,,12091.0,12091.0,,9624.0,8517.0,4072.0,4072.0,0.0,1178.0,1178.0,0.0,523.0,523.0,0.0,1461.0,1461.0,0.0,344.0,344.0,0.0,1224.0,1224.0,0.0,685.0,685.0,0.0
2020-10-05,,12054.0,12054.0,,10276.0,8982.0,4026.0,4026.0,0.0,1207.0,1207.0,0.0,488.0,488.0,0.0,1440.0,1440.0,0.0,348.0,348.0,0.0,1224.0,1224.0,0.0,729.0,729.0,0.0
2020-10-06,,11944.0,11944.0,,9668.0,8583.0,4076.0,4076.0,0.0,1136.0,1136.0,0.0,432.0,432.0,0.0,1468.0,1468.0,0.0,332.0,332.0,0.0,1169.0,1169.0,0.0,708.0,708.0,0.0
2020-10-07,,11899.0,11899.0,,9787.0,8442.0,4043.0,4043.0,0.0,1183.0,1183.0,0.0,472.0,472.0,0.0,1442.0,1442.0,0.0,331.0,331.0,0.0,1117.0,1117.0,0.0,719.0,719.0,0.0
2020-10-08,,12063.0,12152.0,,10097.0,8686.0,4132.0,4132.0,0.0,1145.0,1145.0,0.0,512.0,512.0,0.0,1503.0,1503.0,0.0,358.0,358.0,0.0,1218.0,1218.0,0.0,566.0,566.0,0.0
2020-10-09,,11909.0,11909.0,,8938.0,8478.0,3705.0,3705.0,0.0,1200.0,1200.0,0.0,537.0,537.0,0.0,1481.0,1481.0,0.0,353.0,353.0,0.0,1207.0,1207.0,0.0,743.0,743.0,0.0
2020-10-10,,12650.0,12650.0,,9646.0,8776.0,4179.0,4179.0,0.0,1228.0,1228.0,0.0,505.0,505.0,0.0,1528.0,1528.0,0.0,368.0,368.0,0.0,1266.0,1266.0,0.0,761.0,761.0,0.0
2020-10-11,,12759.0,12759.0,,10648.0,9451.0,4332.0,4332.0,0.0,1216.0,1216.0,0.0,546.0,546.0,0.0,1518.0,1518.0,0.0,362.0,362.0,0.0,1270.0,1270.0,0.0,763.0,763.0,0.0
2020-10-12,,12722.0,12722.0,,10495.0,9260.0,4291.0,4291.0,0.0,1240.0,1240.0,0.0,542.0,542.0,0.0,1461.0,1461.0,0.0,361.0,361.0,0.0,1282.0,1282.0,0.0,733.0,733.0,0.0
2020-10-13,,12727.0,12727.0,,10723.0,9317.0,4261.0,4261.0,0.0,1270.0,1270.0,0.0,536.0,536.0,0.0,1455.0,1455.0,0.0,365.0,365.0,0.0,1289.0,1289.0,0.0,750.0,750.0,0.0
2020-10-14,,12528.0,12528.0,,10646.0,9233.0,4114.0,4114.0,0.0,1199.0,1199.0,0.0,550.0,550.0,0.0,1503.0,1503.0,0.0,346.0,346.0,0.0,1275.0,1275.0,0.0,753.0,753.0,0.0
2020-10-15,,12684.0,12684.0,,10583.0,9071.0,4285.0,4285.0,0.0,1226.0,1226.0,0.0,539.0,539.0,0.0,1516.0,1516.0,0.0,343.0,343.0,0.0,1236.0,1236.0,0.0,769.0,769.0,0.0
2020-10-16,,11984.0,11984.0,,9142.0,8492.0,3665.0,3665.0,0.0,1211.0,1211.0,0.0,531.0,531.0,0.0,1493.0,1493.0,0.0,380.0,380.0,0.0,1241.0,1241.0,0.0,756.0,756.0,0.0
2020-10-17,,12637.0,12637.0,,9771.0,8773.0,4203.0,4203.0,0.0,1127.0,1127.0,0.0,549.0,549.0,0.0,1536.0,1536.0,0.0,371.0,371.0,0.0,1290.0,1290.0,0.0,767.0,767.0,0.0
2020-10-18,,12512.0,12512.0,,10327.0,8928.0,4227.0,4227.0,0.0,1124.0,1124.0,0.0,525.0,525.0,0.0,1532.0,1532.0,0.0,341.0,341.0,0.0,1279.0,1279.0,0.0,750.0,750.0,0.0
2020-10-19,,12659.0,12659.0,,10188.0,8862.0,4222.0,4222.0,0.0,1193.0,1193.0,0.0,537.0,537.0,0.0,1546.0,1546.0,0.0,354.0,354.0,0.0,1293.0,1293.0,0.0,769.0,769.0,0.0
2020-10-20,,12538.0,12538.0,,10568.0,8975.0,4226.0,4226.0,0.0,1215.0,1215.0,0.0,540.0,540.0,0.0,1507.0,1507.0,0.0,339.0,339.0,0.0,1252.0,1252.0,0.0,778.0,778.0,0.0
2020-10-21,,12026.0,12026.0,,9957.0,8976.0,4061.0,4061.0,0.0,1115.0,1115.0,0.0,528.0,528.0,0.0,1430.0,1430.0,0.0,285.0,285.0,0.0,1247.0,1247.0,0.0,759.0,759.0,0.0
2020-10-22,,9836.0,10604.0,,9034.0,8238.0,3647.0,3647.0,0.0,879.0,879.0,0.0,381.0,381.0,0.0,1135.0,1135.0,0.0,181.0,181.0,0.0,1018.0,1018.0,0.0,703.0,703.0,0.0
2020-10-23,,8212.0,9451.0,,6310.0,6045.0,2802.0,2802.0,0.0,883.0,883.0,0.0,278.0,278.0,0.0,995.0,995.0,0.0,208.0,208.0,0.0,772.0,772.0,0.0,498.0,498.0,0.0
2020-10-24,,9790.0,9790.0,,8031.0,6220.0,3509.0,3509.0,0.0,1019.0,1019.0,0.0,385.0,385.0,0.0,1172.0,1172.0,0.0,248.0,248.0,0.0,900.0,900.0,0.0,560.0,560.0,0.0
2020-10-25,,10732.0,10732.0,,8818.0,6872.0,3771.0,3771.0,0.0,1067.0,1067.0,0.0,444.0,444.0,0.0,1270.0,1270.0,0.0,296.0,296.0,0.0,1009.0,1009.0,0.0,578.0,578.0,0.0
2020-10-26,,10705.0,10705.0,,8505.0,7081.0,3697.0,3697.0,0.0,1019.0,1019.0,0.0,427.0,427.0,0.0,1283.0,1283.0,0.0,297.0,297.0,0.0,1033.0,1033.0,0.0,607.0,607.0,0.0
2020-10-27,,11294.0,11294.0,,9190.0,7336.0,3946.0,3946.0,0.0,1187.0,1187.0,0.0,460.0,460.0,0.0,1175.0,1175.0,0.0,300.0,300.0,0.0,1044.0,1044.0,0.0,638.0,638.0,0.0
2020-10-28,,11381.0,11381.0,,9518.0,7680.0,3966.0,3966.0,0.0,1097.0,1097.0,0.0,593.0,593.0,0.0,1263.0,1263.0,0.0,298.0,298.0,0.0,1078.0,1078.0,0.0,644.0,644.0,0.0
2020-10-29,,12085.0,12085.0,,9689.0,7802.0,4220.0,4220.0,0.0,1265.0,1265.0,0.0,509.0,509.0,0.0,1332.0,1332.0,0.0,299.0,299.0,0.0,1132.0,1132.0,0.0,672.0,672.0,0.0
2020-10-30,,11107.0,11107.0,,8265.0,7244.0,3549.0,3549.0,0.0,1117.0,1117.0,0.0,489.0,489.0,0.0,1335.0,1335.0,0.0,333.0,333.0,0.0,1055.0,1055.0,0.0,592.0,592.0,0.0
2020-10-31,,11266.0,11266.0,,8600.0,7322.0,3971.0,3971.0,0.0,1106.0,1106.0,0.0,435.0,435.0,0.0,1328.0,1328.0,0.0,277.0,277.0,0.0,1097.0,1097.0,0.0,662.0,662.0,0.0
2020-11-01,,11051.0,11051.0,,9261.0,7783.0,3792.0,3792.0,0.0,1042.0,1042.0,0.0,440.0,440.0,0.0,1327.0,1327.0,0.0,288.0,288.0,0.0,1113.0,1113.0,0.0,680.0,680.0,0.0
2020-11-02,,11572.0,11572.0,,9280.0,7753.0,4000.0,4000.0,0.0,1093.0,1093.0,0.0,465.0,465.0,0.0,1360.0,1360.0,0.0,299.0,299.0,0.0,1139.0,1139.0,0.0,676.0,676.0,0.0
2020-11-03,,11427.0,11427.0,,9250.0,7846.0,4013.0,4013.0,0.0,1071.0,1071.0,0.0,475.0,475.0,0.0,1358.0,1358.0,0.0,308.0,308.0,0.0,1009.0,1009.0,0.0,618.0,618.0,0.0
2020-11-04,,10322.0,10322.0,,8623.0,7657.0,3697.0,3697.0,0.0,1012.0,1012.0,0.0,430.0,430.0,0.0,1144.0,1144.0,0.0,282.0,282.0,0.0,896.0,896.0,0.0,564.0,564.0,0.0
2020-11-05,,9602.0,9602.0,,8281.0,6924.0,3379.0,3379.0,0.0,1113.0,1113.0,0.0,355.0,355.0,0.0,1084.0,1084.0,0.0,253.0,253.0,0.0,869.0,869.0,0.0,534.0,534.0,0.0
2020-11-06,,7975.0,7975.0,,6269.0,5806.0,2599.0,2599.0,0.0,848.0,848.0,0.0,320.0,320.0,0.0,936.0,936.0,0.0,236.0,236.0,0.0,758.0,758.0,0.0,483.0,483.0,0.0
2020-11-07,,9242.0,9242.0,,7204.0,5524.0,3296.0,3296.0,0.0,1007.0,1007.0,0.0,363.0,363.0,0.0,1049.0,1049.0,0.0,247.0,247.0,0.0,843.0,843.0,0.0,556.0,556.0,0.0
2020-11-08,,9801.0,9801.0,,8109.0,5995.0,3494.0,3494.0,0.0,1102.0,1102.0,0.0,358.0,358.0,0.0,1066.0,1066.0,0.0,247.0,247.0,0.0,867.0,867.0,0.0,572.0,572.0,0.0
2020-11-09,,10008.0,10008.0,,8288.0,6447.0,3600.0,3600.0,0.0,1101.0,1101.0,0.0,368.0,368.0,0.0,1066.0,1066.0,0.0,257.0,257.0,0.0,876.0,876.0,0.0,552.0,552.0,0.0
2020-11-10,,10084.0,10084.0,,8409.0,6551.0,3623.0,3623.0,0.0,1153.0,1153.0,0.0,365.0,365.0,0.0,1152.0,1152.0,0.0,272.0,272.0,0.0,895.0,895.0,0.0,561.0,561.0,0.0
2020-11-11,,9996.0,9996.0,,8245.0,6624.0,3530.0,3530.0,0.0,1054.0,1054.0,0.0,374.0,374.0,0.0,1104.0,1104.0,0.0,235.0,235.0,0.0,899.0,899.0,0.0,551.0,551.0,0.0
2020-11-12,,10193.0,10193.0,,8484.0,6630.0,3693.0,3693.0,0.0,991.0,991.0,0.0,386.0,386.0,0.0,1131.0,1131.0,0.0,267.0,267.0,0.0,873.0,873.0,0.0,583.0,583.0,0.0
2020-11-13,,8915.0,8915.0,,6891.0,6243.0,2970.0,2970.0,0.0,941.0,941.0,0.0,365.0,365.0,0.0,1014.0,1014.0,0.0,237.0,237.0,0.0,803.0,803.0,0.0,509.0,509.0,0.0
2020-11-14,,9822.0,9822.0,,7632.0,6298.0,3511.0,3511.0,0.0,1049.0,1049.0,0.0,369.0,369.0,0.0,1073.0,1073.0,0.0,260.0,260.0,0.0,857.0,857.0,0.0,565.0,565.0,0.0
2020-11-15,,9729.0,9729.0,,8157.0,6653.0,3550.0,3550.0,0.0,1018.0,1018.0,0.0,352.0,352.0,0.0,1070.0,1070.0,0.0,250.0,250.0,0.0,866.0,866.0,0.0,555.0,555.0,0.0
2020-11-16,,9719.0,9719.0,,8109.0,6624.0,3541.0,3541.0,0.0,998.0,998.0,0.0,349.0,349.0,0.0,1075.0,1075.0,0.0,246.0,246.0,0.0,884.0,884.0,0.0,576.0,576.0,0.0
2020-11-17,,9633.0,9633.0,,7960.0,6530.0,3563.0,3563.0,0.0,981.0,981.0,0.0,288.0,288.0,0.0,1078.0,1078.0,0.0,241.0,241.0,0.0,877.0,877.0,0.0,560.0,560.0,0.0
2020-11-18,,9429.0,9429.0,,7952.0,6346.0,3368.0,3368.0,0.0,991.0,991.0,0.0,297.0,297.0,0.0,1056.0,1056.0,0.0,244.0,244.0,0.0,850.0,850.0,0.0,558.0,558.0,0.0
2020-11-19,,9284.0,9429.0,,7892.0,6346.0,3311.0,3311.0,0.0,959.0,959.0,0.0,330.0,330.0,0.0,1061.0,1061.0,0.0,344.0,344.0,0.0,844.0,844.0,0.0,539.0,539.0,0.0
2020-11-20,,8454.0,8454.0,,6631.0,6031.0,2708.0,2708.0,0.0,884.0,884.0,0.0,303.0,303.0,0.0,1012.0,1012.0,0.0,244.0,244.0,0.0,790.0,790.0,0.0,512.0,512.0,0.0
2020-11-21,,9321.0,9321.0,,7371.0,5883.0,3294.0,3294.0,0.0,1000.0,1000.0,0.0,323.0,323.0,0.0,1032.0,1032.0,0.0,230.0,230.0,0.0,830.0,830.0,0.0,558.0,558.0,0.0
2020-11-22,,8989.0,8989.0,,7488.0,6066.0,3223.0,3223.0,0.0,968.0,968.0,0.0,306.0,306.0,0.0,1041.0,1041.0,0.0,220.0,220.0,0.0,841.0,841.0,0.0,596.0,596.0,0.0
2020-11-23,,8867.0,8867.0,,7154.0,5537.0,3156.0,3156.0,0.0,949.0,949.0,0.0,306.0,306.0,0.0,1022.0,1022.0,0.0,214.0,214.0,0.0,825.0,825.0,0.0,590.0,590.0,0.0
2020-11-24,,8762.0,8762.0,,7246.0,5543.0,3042.0,3042.0,0.0,889.0,889.0,0.0,308.0,308.0,0.0,1018.0,1018.0,0.0,242.0,242.0,0.0,849.0,849.0,0.0,566.0,566.0,0.0
2020-11-25,,8900.0,8900.0,,7387.0,5605.0,3133.0,3133.0,0.0,880.0,880.0,0.0,309.0,309.0,0.0,1019.0,1019.0,0.0,235.0,235.0,0.0,843.0,843.0,0.0,561.0,561.0,0.0
2020-11-26,,8926.0,8926.0,,7437.0,5537.0,3127.0,3127.0,0.0,963.0,963.0,0.0,321.0,321.0,0.0,1031.0,1031.0,0.0,234.0,234.0,0.0,825.0,825.0,0.0,567.0,567.0,0.0
2020-11-27,,7828.0,7828.0,,6082.0,5587.0,2397.0,2397.0,0.0,794.0,794.0,0.0,301.0,301.0,0.0,938.0,938.0,0.0,223.0,223.0,0.0,759.0,759.0,0.0,513.0,513.0,0.0
2020-11-28,,9056.0,9056.0,,6841.0,5330.0,3168.0,3168.0,0.0,1008.0,1008.0,0.0,322.0,322.0,0.0,1036.0,1036.0,0.0,236.0,236.0,0.0,835.0,835.0,0.0,555.0,555.0,0.0
2020-11-29,,9055.0,9055.0,,7473.0,5683.0,3150.0,3150.0,0.0,949.0,949.0,0.0,309.0,309.0,0.0,1005.0,1005.0,0.0,232.0,232.0,0.0,850.0,850.0,0.0,557.0,557.0,0.0
2020-12-01,,8968.0,8968.0,,7608.0,5633.0,3189.0,3189.0,0.0,918.0,918.0,0.0,314.0,314.0,0.0,998.0,998.0,0.0,237.0,237.0,0.0,839.0,839.0,0.0,565.0,565.0,0.0
2020-11-30,,9074.0,9074.0,,7479.0,5628.0,3185.0,3185.0,0.0,952.0,952.0,0.0,314.0,314.0,0.0,1024.0,1024.0,0.0,232.0,232.0,0.0,851.0,851.0,0.0,566.0,566.0,0.0
2020-12-02,,8991.0,8991.0,,7396.0,5635.0,3142.0,3142.0,0.0,879.0,879.0,0.0,319.0,319.0,0.0,1041.0,1041.0,0.0,235.0,235.0,0.0,851.0,851.0,0.0,562.0,562.0,0.0
2020-12-03,,8928.0,8928.0,,7491.0,5721.0,3200.0,3200.0,0.0,943.0,943.0,0.0,316.0,316.0,0.0,1018.0,1018.0,0.0,236.0,236.0,0.0,839.0,839.0,0.0,577.0,577.0,0.0
2020-12-04,,7922.0,7922.0,,6202.0,5707.0,2601.0,2601.0,0.0,833.0,833.0,0.0,296.0,296.0,0.0,950.0,950.0,0.0,225.0,225.0,0.0,786.0,786.0,0.0,533.0,533.0,0.0
2020-12-05,,9098.0,9098.0,,6764.0,5281.0,3109.0,3109.0,0.0,1003.0,1003.0,0.0,317.0,317.0,0.0,1051.0,1051.0,0.0,243.0,243.0,0.0,845.0,845.0,0.0,587.0,587.0,0.0
2020-12-06,,8996.0,8996.0,,7331.0,5622.0,3087.0,3087.0,0.0,957.0,957.0,0.0,313.0,313.0,0.0,1026.0,1026.0,0.0,232.0,232.0,0.0,829.0,829.0,0.0,573.0,573.0,0.0
2020-12-07,,8991.0,8991.0,,7377.0,5593.0,3085.0,3085.0,0.0,924.0,924.0,0.0,310.0,310.0,0.0,1043.0,1043.0,0.0,233.0,233.0,0.0,863.0,863.0,0.0,591.0,591.0,0.0
2020-12-08,,8940.0,8940.0,,7331.0,5684.0,3089.0,3089.0,0.0,939.0,939.0,0.0,315.0,315.0,0.0,1032.0,1032.0,0.0,239.0,239.0,0.0,856.0,856.0,0.0,585.0,585.0,0.0
2020-12-09,,8815.0,8815.0,,7249.0,5661.0,2980.0,2980.0,0.0,926.0,926.0,0.0,303.0,303.0,0.0,1032.0,1032.0,0.0,233.0,233.0,0.0,855.0,855.0,0.0,576.0,576.0,0.0
2020-12-10,,8884.0,8884.0,,7454.0,5534.0,3089.0,3089.0,0.0,910.0,910.0,0.0,309.0,309.0,0.0,1037.0,1037.0,0.0,228.0,228.0,0.0,841.0,841.0,0.0,577.0,577.0,0.0
2020-12-11,,7871.0,7871.0,,6316.0,5487.0,2498.0,2498.0,0.0,908.0,908.0,0.0,295.0,295.0,0.0,950.0,950.0,0.0,223.0,223.0,0.0,774.0,774.0,0.0,533.0,533.0,0.0
2020-12-12,,8743.0,8743.0,,6644.0,5083.0,3001.0,3001.0,0.0,856.0,856.0,0.0,318.0,318.0,0.0,1050.0,1050.0,0.0,229.0,229.0,0.0,836.0,836.0,0.0,582.0,582.0,0.0
2020-12-13,,8699.0,8699.0,,7111.0,5400.0,2968.0,2968.0,0.0,866.0,866.0,0.0,311.0,311.0,0.0,1037.0,1037.0,0.0,235.0,235.0,0.0,857.0,857.0,0.0,573.0,573.0,0.0
2020-12-14,,8877.0,8877.0,,7260.0,5589.0,3050.0,3050.0,0.0,866.0,866.0,0.0,316.0,316.0,0.0,1058.0,1058.0,0.0,230.0,230.0,0.0,870.0,870.0,0.0,585.0,585.0,0.0
2020-12-15,,8816.0,8816.0,,7160.0,5649.0,3014.0,3014.0,0.0,953.0,953.0,0.0,318.0,318.0,0.0,1065.0,1065.0,0.0,227.0,227.0,0.0,873.0,873.0,0.0,556.0,556.0,0.0
2020-12-16,,7679.0,7679.0,,6211.0,5537.0,2305.0,2305.0,0.0,762.0,762.0,0.0,298.0,298.0,0.0,973.0,973.0,0.0,227.0,227.0,0.0,829.0,829.0,0.0,547.0,547.0,0.0
2020-12-17,,8546.0,8546.0,,6877.0,4961.0,2708.0,2708.0,0.0,958.0,958.0,0.0,321.0,321.0,0.0,1042.0,1042.0,0.0,237.0,237.0,0.0,839.0,839.0,0.0,572.0,572.0,0.0
2020-12-18,,7888.0,7888.0,,5988.0,5405.0,2351.0,2351.0,0.0,824.0,824.0,0.0,295.0,295.0,0.0,1010.0,1010.0,0.0,226.0,226.0,0.0,793.0,793.0,0.0,559.0,559.0,0.0
2020-12-19,,8602.0,8602.0,,6253.0,4945.0,2798.0,2798.0,0.0,869.0,869.0,0.0,280.0,280.0,0.0,1073.0,1073.0,0.0,240.0,240.0,0.0,832.0,832.0,0.0,578.0,578.0,0.0
2020-12-20,,8763.0,8763.0,,7251.0,5335.0,2938.0,2938.0,0.0,816.0,816.0,0.0,310.0,310.0,0.0,1068.0,1068.0,0.0,245.0,245.0,0.0,869.0,869.0,0.0,581.0,581.0,0.0
2020-12-21,,8862.0,8862.0,,7108.0,5558.0,3004.0,3004.0,0.0,958.0,958.0,0.0,309.0,309.0,0.0,1070.0,1070.0,0.0,240.0,240.0,0.0,880.0,880.0,0.0,565.0,565.0,0.0
2020-12-22,,8860.0,8860.0,,7089.0,5505.0,3076.0,3076.0,0.0,887.0,887.0,0.0,320.0,320.0,0.0,1086.0,1086.0,0.0,231.0,231.0,0.0,879.0,879.0,0.0,603.0,603.0,0.0
2020-12-23,,8950.0,8950.0,,6930.0,5555.0,2957.0,2957.0,0.0,1011.0,1011.0,0.0,314.0,314.0,0.0,1063.0,1063.0,0.0,220.0,220.0,0.0,886.0,886.0,0.0,588.0,588.0,0.0
2020-12-24,,8838.0,8838.0,,7129.0,5510.0,2998.0,2998.0,0.0,887.0,887.0,0.0,309.0,309.0,0.0,1044.0,1044.0,0.0,232.0,232.0,0.0,867.0,867.0,0.0,594.0,594.0,0.0
2020-12-25,,7815.0,7815.0,,6248.0,5614.0,2396.0,2396.0,0.0,815.0,815.0,0.0,292.0,292.0,0.0,977.0,977.0,0.0,227.0,227.0,0.0,793.0,793.0,0.0,525.0,525.0,0.0
2020-12-26,,8775.0,8775.0,,6305.0,5081.0,2953.0,2953.0,0.0,904.0,904.0,0.0,311.0,311.0,0.0,1073.0,1073.0,0.0,235.0,235.0,0.0,846.0,846.0,0.0,576.0,576.0,0.0
2020-12-27,,8843.0,8843.0,,7231.0,5545.0,3033.0,3033.0,0.0,858.0,858.0,0.0,301.0,301.0,0.0,1079.0,1079.0,0.0,240.0,240.0,0.0,861.0,861.0,0.0,597.0,597.0,0.0
2020-12-28,,8808.0,8808.0,,7026.0,5588.0,2957.0,2957.0,0.0,878.0,878.0,0.0,313.0,313.0,0.0,1092.0,1092.0,0.0,239.0,239.0,0.0,866.0,866.0,0.0,585.0,585.0,0.0
